gisco_id,name,registered,turnout,invalid,blank,PS,PPD/PSD,B.E.,PCP-PEV,CDS-PP,PAN,A,L,PPM.PPV/CDC,NC,IL,PCTP/MRPP,PNR,PDR,PURP,PTP,MAS
PT_310404,Porto Da Cruz,2359,938,52,4,335,316,39,24,41,20,10,13,16,6,4,11,10,8,7,21,1
PT_310403,Machico,10997,3569,146,39,1546,1037,173,84,139,108,27,44,37,19,16,33,24,17,39,33,8
PT_310402,Caniçal,3777,1100,32,10,502,321,49,16,80,22,8,7,9,0,5,5,1,4,16,11,2
PT_310401,Água De Pena,2475,931,37,8,421,255,47,19,42,18,12,11,14,6,6,7,2,11,2,11,2
PT_310310,Funchal (Sé),3186,1111,30,16,259,464,54,25,109,36,18,18,11,11,25,11,1,7,9,6,1
PT_310309,São Roque,8561,3918,157,39,1026,1548,208,132,240,134,78,40,47,32,35,32,11,33,63,51,12
PT_310308,Funchal (São Pedro),7475,2839,108,44,784,915,187,136,211,98,68,42,37,26,57,22,8,26,30,33,7
PT_310307,São Martinho,26302,10433,400,141,2773,3465,709,332,838,478,224,149,142,112,163,88,44,86,153,113,23
PT_310306,São Gonçalo,5899,2283,83,28,709,770,122,73,159,60,39,31,28,22,25,29,10,14,50,26,5
PT_310305,Santo António,25315,10594,452,141,2761,3410,598,505,781,461,242,156,167,122,113,134,32,133,214,140,32
PT_310304,Funchal (Santa Maria Maior),12626,5266,173,64,1554,1711,333,195,431,212,82,63,62,60,79,55,21,33,70,52,16
PT_310303,Funchal (Santa Luzia),5763,2327,58,20,671,805,164,78,204,103,39,31,13,24,34,15,10,10,24,19,5
PT_310302,Monte,5917,2344,87,25,658,833,126,89,155,89,35,38,31,19,22,34,13,16,33,30,11
PT_310301,Imaculado Coração De Maria,5949,2284,85,24,666,714,118,102,183,89,37,24,42,23,35,17,11,21,52,33,8
PT_310205,Jardim Da Serra,3107,1236,32,14,335,504,31,27,108,36,12,13,12,11,9,16,4,13,25,28,6
PT_310204,Quinta Grande,1944,832,32,7,145,385,21,24,90,28,22,11,8,2,5,12,7,6,15,11,1
PT_310203,Estreito De Câmara De Lobos,9469,3880,177,44,638,1857,152,83,379,134,48,59,52,27,23,41,12,26,62,55,11
PT_310202,Curral Das Freiras,2018,771,32,3,87,453,12,28,49,22,20,9,7,4,5,12,0,8,3,16,1
PT_310201,Câmara De Lobos,16039,5218,166,54,1035,2209,270,149,481,209,90,77,83,65,37,46,16,53,91,66,21
PT_310108,Prazeres,787,333,5,0,30,241,7,1,30,1,2,2,2,0,4,3,0,2,0,2,1
PT_310107,Ponta Do Pargo,1045,465,10,5,77,225,4,5,108,3,1,4,3,1,1,5,1,3,2,6,1
PT_310106,Paúl Do Mar,914,202,10,2,17,92,5,7,48,6,3,2,2,0,1,1,1,2,2,1,0
PT_310105,Jardim Do Mar,229,130,8,3,32,57,6,1,4,6,0,5,2,0,2,2,1,1,0,0,0
PT_310104,Fajã Da Ovelha,1031,390,16,5,37,203,3,5,82,3,7,2,2,1,2,6,1,4,5,5,1
PT_310103,Estreito Da Calheta,1672,654,18,9,78,399,26,9,60,12,4,12,7,3,0,2,3,3,3,6,0
PT_310102,Calheta,3426,1425,85,13,232,744,48,21,111,38,19,13,14,10,17,11,3,5,21,14,6
PT_310101,Arco Da Calheta,3149,1385,52,13,184,790,53,12,132,43,8,7,17,9,6,13,5,6,12,21,2
PT_182415,Vouzela e Paços de Vilharigues,1636,715,17,61,276,170,71,25,19,33,8,7,8,2,2,2,5,6,2,0,1
PT_182414,Fataunços e Figueiredo das Donas,967,348,13,22,122,116,17,7,19,12,3,1,3,2,3,2,0,1,4,1,0
PT_182413,Cambra e Carvalhal de Vermilhas,1258,382,12,15,104,147,32,6,29,9,5,3,6,0,2,2,3,3,4,0,0
PT_182411,Ventosa,664,190,2,15,89,38,14,3,8,8,2,1,3,1,1,2,1,1,0,0,1
PT_182410,São Miguel Do Mato,861,271,12,17,112,89,12,2,10,3,3,0,1,1,1,2,2,0,0,2,2
PT_182409,Queirã,1241,420,6,23,156,141,21,12,20,6,9,1,11,2,3,1,3,3,1,0,1
PT_182407,Fornelo Do Monte,243,90,1,5,53,21,3,1,3,1,1,0,0,0,0,0,1,0,0,0,0
PT_182403,Campia,1349,448,16,45,76,196,12,8,47,13,4,2,11,5,0,2,0,3,3,5,0
PT_182401,Alcofra,892,225,9,16,81,58,16,6,15,7,4,4,4,2,1,0,1,0,0,0,1
PT_182341,Viseu,22823,8249,215,413,2205,2122,990,287,562,441,293,197,123,138,80,35,45,43,36,13,11
PT_182340,São Cipriano e Vil de Souto,1733,589,23,31,177,181,38,21,37,24,18,7,18,4,2,2,1,2,1,2,0
PT_182339,Repeses e São Salvador,5214,2018,59,105,599,484,267,84,113,82,55,53,26,22,19,10,13,7,16,2,2
PT_182338,Fail e Vila Chã de Sá,2444,637,27,29,251,169,41,13,18,24,13,5,14,10,7,5,0,3,1,3,4
PT_182337,Coutos de Viseu,1468,457,14,23,163,140,24,10,26,22,5,6,6,9,1,1,2,1,2,1,1
PT_182336,"Boa Aldeia, Farminhão e Torredeita",2349,743,21,59,313,181,53,9,35,24,11,11,8,5,0,4,2,2,4,1,0
PT_182335,Barreiros e Cepões,1774,488,13,23,165,157,33,12,31,17,8,3,7,7,0,5,3,1,3,0,0
PT_182329,São Pedro De France,1234,435,11,14,146,177,8,6,39,8,3,7,5,3,2,1,2,1,0,2,0
PT_182327,São João De Lourosa,4169,1292,41,64,434,334,131,38,69,37,52,14,25,17,5,4,10,3,4,6,4
PT_182325,Santos Evos,1473,436,6,14,171,153,26,10,14,12,8,4,4,2,4,2,0,3,0,3,0
PT_182323,Rio De Loba,8228,2571,116,138,696,712,287,77,175,125,69,44,38,30,17,12,9,10,9,2,5
PT_182322,Ribafeita,1293,413,10,12,99,192,20,8,25,18,7,4,5,1,4,2,4,0,1,1,0
PT_182321,Ranhados,4528,1659,67,93,429,377,205,60,117,104,59,47,36,17,13,7,11,7,4,2,4
PT_182320,Povolide,1675,376,6,17,130,132,12,7,40,14,1,4,4,2,2,0,1,2,1,0,1
PT_182319,Orgens,3288,1143,47,58,351,278,130,42,61,48,29,25,18,20,9,9,3,7,2,4,2
PT_182318,Mundão,2107,760,27,57,216,208,84,26,30,39,19,14,8,15,4,2,3,2,3,3,0
PT_182317,Silgueiros,3231,856,31,48,289,267,57,5,65,25,17,3,24,3,5,1,3,2,6,4,1
PT_182316,Lordosa,2017,505,17,31,164,188,21,3,42,16,3,5,3,2,2,0,1,2,0,1,4
PT_182315,Fragosela,2348,804,24,37,263,241,68,12,61,35,22,7,10,5,3,5,3,3,3,2,0
PT_182310,Cota,1236,349,6,15,112,142,13,0,32,11,6,0,4,2,0,1,1,2,0,1,1
PT_182307,Cavernães,1315,428,9,37,107,172,30,7,29,16,5,6,3,1,1,1,1,1,2,0,0
PT_182306,Campo,4708,1385,40,67,354,477,115,41,89,83,38,16,20,17,7,6,5,4,4,2,0
PT_182305,Calde,1641,391,12,22,118,166,17,5,23,11,1,4,4,1,0,3,1,2,1,0,0
PT_182304,Bodiosa,2966,797,52,43,170,346,51,11,62,18,9,8,8,7,4,1,1,2,1,2,1
PT_182301,Abraveses,7740,2460,85,147,762,640,236,98,132,128,56,36,47,33,20,9,10,7,9,3,2
PT_182208,"Vila Nova de Paiva, Alhais e Fráguas",2359,623,12,52,156,225,40,35,43,20,12,7,8,4,4,4,0,1,0,0,0
PT_182206,Vila Cova à Coelheira,1125,216,10,15,49,92,6,2,17,10,0,5,4,2,1,1,0,0,0,0,2
PT_182205,Touro,1189,215,5,11,62,91,7,2,18,4,1,4,4,1,1,2,0,0,0,1,1
PT_182204,Queiriga,1164,200,3,8,65,87,9,5,9,3,6,0,0,3,0,0,1,1,0,0,0
PT_182203,Pendilhe,511,169,3,9,58,36,7,11,18,9,2,3,2,1,6,0,2,2,0,0,0
PT_182133,Vilar de Besteiros e Mosteiro de Fráguas,1262,502,7,47,130,179,42,6,45,21,3,1,7,2,1,1,3,3,3,1,0
PT_182132,Tondela e Nandufe,4576,1672,53,132,469,455,189,54,97,99,27,21,18,18,7,7,4,5,9,4,4
PT_182131,São Miguel do Outeiro e Sabugosa,1280,386,16,23,127,101,43,10,29,11,4,3,5,1,0,3,1,4,4,0,1
PT_182130,São João do Monte e Mosteirinho,895,299,12,28,59,133,19,5,25,6,3,0,4,1,0,0,0,1,2,1,0
PT_182129,Mouraz e Vila Nova da Rainha,1274,415,13,33,129,128,28,10,28,10,15,3,8,0,0,2,3,3,2,0,0
PT_182128,Caparrosa e Silvares,842,334,9,4,139,128,10,8,19,4,2,2,3,1,0,1,0,0,0,1,3
PT_182127,Barreiro de Besteiros e Tourigo,1280,451,13,47,58,225,13,9,50,10,5,1,1,3,2,2,1,2,2,4,3
PT_182122,Tonda,884,316,20,29,100,72,35,11,20,14,2,1,1,1,2,2,1,1,3,1,0
PT_182118,Santiago De Besteiros,1103,315,12,20,78,136,13,7,21,8,4,2,2,2,1,3,2,1,3,0,0
PT_182116,Parada De Gonta,815,244,4,23,59,98,16,4,14,8,3,2,2,8,1,1,0,0,1,0,0
PT_182111,Molelos,2235,682,19,46,250,202,78,11,31,11,6,7,4,3,3,3,3,1,2,0,2
PT_182110,Lobão Da Beira,975,322,13,18,105,96,31,5,22,14,2,1,3,3,3,1,2,0,1,1,1
PT_182109,Lajeosa Do Dão,1653,373,8,25,124,102,19,8,52,10,3,2,10,3,0,1,0,1,2,1,2
PT_182108,Guardão,1151,406,10,18,130,118,23,35,18,19,9,9,5,5,2,2,1,0,1,0,1
PT_182107,Ferreirós Do Dão,392,162,3,9,41,84,5,5,3,3,1,3,1,0,0,1,1,0,0,2,0
PT_182106,Dardavaz,751,286,11,11,50,159,16,2,24,7,1,0,2,0,0,1,1,0,1,0,0
PT_182105,Castelões,1358,375,15,38,85,147,21,4,39,6,7,4,3,1,0,2,0,2,0,0,1
PT_182103,Canas De Santa Maria,1571,540,16,43,175,156,48,14,25,23,11,7,12,1,0,2,0,2,3,2,0
PT_182102,Campo De Besteiros,1273,421,14,27,127,125,38,9,38,18,5,3,5,3,0,3,4,1,0,1,0
PT_182013,Tarouca e Dálvares,3983,1017,44,27,303,344,88,29,78,34,18,11,17,0,2,2,7,4,7,1,1
PT_182012,Granja Nova e Vila Chã da Beira,486,161,11,5,62,48,14,7,10,2,0,1,0,0,0,0,0,1,0,0,0
PT_182011,Gouviães e Ucanha,756,189,10,8,62,68,13,7,8,3,3,1,1,1,0,3,0,0,1,0,0
PT_182009,Várzea Da Serra,292,122,4,0,27,72,4,0,4,1,2,2,2,0,0,1,0,0,2,1,0
PT_182006,São João De Tarouca,563,132,6,0,43,52,9,3,10,2,0,2,1,0,0,1,0,0,0,2,1
PT_182005,Salzedas,715,146,5,12,43,50,4,1,22,4,2,1,0,1,0,0,0,0,0,1,0
PT_182004,Mondim Da Beira,572,199,9,6,54,65,16,20,15,5,2,0,2,0,0,3,0,1,0,1,0
PT_181921,Távora e Pereiro,409,123,2,2,56,22,8,5,13,5,2,1,3,0,0,2,0,0,1,1,0
PT_181920,Pinheiros e Vale de Figueira,251,118,5,3,18,62,4,0,17,1,2,2,1,0,0,0,1,1,1,0,0
PT_181919,Paradela e Granjinha,145,48,3,1,20,17,2,0,3,0,1,1,0,0,0,0,0,0,0,0,0
PT_181918,Barcos e Santa Leocádia,572,220,10,4,48,75,8,7,52,6,1,0,3,1,0,1,0,0,1,2,1
PT_181917,Valença Do Douro,302,77,3,0,33,15,11,1,3,6,0,1,2,0,0,0,1,1,0,0,0
PT_181914,Tabuaço,1363,426,21,18,135,151,21,6,33,15,5,3,7,2,0,1,0,3,2,2,1
PT_181913,Sendim,708,175,10,6,57,51,20,1,10,5,2,1,3,2,1,2,1,2,0,1,0
PT_181908,Longa,254,64,1,0,15,39,3,0,1,2,2,0,0,0,0,0,1,0,0,0,0
PT_181906,Granja Do Tedo,154,77,6,6,10,38,2,0,11,1,0,0,1,0,0,1,0,0,0,1,0
PT_181905,Desejosa,135,48,2,0,21,12,4,1,4,1,0,0,0,0,1,0,0,0,0,2,0
PT_181904,Chavães,316,103,4,3,42,42,3,0,3,0,0,0,4,1,0,1,0,0,0,0,0
PT_181902,Arcos,164,52,2,0,21,21,2,2,1,0,0,0,1,0,0,0,0,0,2,0,0
PT_181901,Adorigo,287,59,2,2,17,17,6,0,10,2,1,0,0,0,0,2,0,0,0,0,0
PT_181821,Sernancelhe e Sarzeda,1525,769,14,28,155,480,15,3,28,11,7,8,1,1,1,8,2,3,3,0,1
PT_181820,Penso e Freixinho,346,150,4,7,40,74,6,2,5,4,1,3,1,0,1,0,0,0,1,0,1
PT_181819,Fonte Arcada e Escurquela,346,202,4,3,34,119,10,0,17,4,1,2,1,1,0,2,1,0,1,1,1
PT_181818,Ferreirim  e Macieira,562,275,6,13,54,166,5,0,15,3,1,2,3,0,0,2,0,0,3,1,1
PT_181817,Vila Da Ponte,433,244,7,6,27,172,3,0,19,1,2,1,2,0,1,0,1,0,0,1,1
PT_181814,Quintela,288,157,12,8,21,93,3,0,13,2,1,0,0,1,0,1,1,0,0,1,0
PT_181811,Lamosa,171,89,1,2,31,35,2,0,9,0,2,0,1,1,0,0,0,3,0,0,2
PT_181810,Granjal,266,105,1,1,35,57,4,2,2,0,0,0,3,0,0,0,0,0,0,0,0
PT_181806,Faia,157,67,1,1,16,37,4,1,2,2,0,0,1,0,0,0,0,1,1,0,0
PT_181804,Cunha,321,129,3,1,14,88,1,1,18,1,1,0,0,1,0,0,0,0,0,0,0
PT_181803,Chosendo,298,145,4,7,14,107,2,1,4,1,0,1,2,0,0,1,0,1,0,0,0
PT_181802,Carregal,464,192,3,5,16,153,1,0,3,2,1,1,1,1,0,0,0,3,0,0,2
PT_181801,Arnas,243,97,1,5,15,52,10,0,4,4,1,1,1,0,0,1,0,0,2,0,0
PT_181714,"Romãs, Decermilo e Vila Longa",1644,336,11,15,112,120,9,6,29,8,8,3,4,1,1,4,0,1,1,1,2
PT_181713,Águas Boas e Forles,281,146,10,4,41,59,10,1,6,2,2,5,1,1,1,2,0,0,0,1,0
PT_181711,Silvã De Cima,556,145,1,6,23,68,7,1,23,10,1,0,1,1,1,0,0,0,0,0,2
PT_181710,Sátão,4208,1027,40,48,251,362,91,39,72,49,9,9,19,12,9,7,2,3,2,0,3
PT_181709,São Miguel De Vila Boa,1334,402,18,17,108,167,29,4,27,12,1,4,5,1,0,3,3,0,1,1,1
PT_181707,Rio De Moinhos,991,327,6,6,145,105,20,7,17,12,0,0,3,0,0,1,0,0,4,1,0
PT_181706,Mioma,1307,253,15,11,61,98,25,8,12,5,3,1,9,0,0,1,1,1,0,1,1
PT_181704,Ferreira De Aves,2745,580,25,11,125,272,18,5,75,13,5,3,4,3,3,5,4,6,1,2,0
PT_181702,Avelal,437,143,6,6,24,51,8,1,30,7,5,2,0,2,0,1,0,0,0,0,0
PT_181623,"São Pedro do Sul, Várzea e Baiões",5082,1772,55,114,648,413,155,86,93,65,34,25,11,21,15,21,4,3,4,4,1
PT_181622,São Martinho das Moitas e Covas do Rio,298,116,1,0,58,33,11,2,1,2,2,2,2,0,0,1,0,1,0,0,0
PT_181621,Santa Cruz da Trapa e São Cristóvão de Lafões,1391,406,14,17,172,120,36,4,9,13,5,4,2,1,1,2,1,0,3,1,1
PT_181620,Carvalhais e Candal,1430,423,17,22,165,131,20,6,20,18,8,4,0,0,2,4,0,0,3,3,0
PT_181619,Vila Maior,847,365,16,24,127,103,23,12,28,7,2,5,2,3,2,6,0,0,3,2,0
PT_181617,Valadares,723,300,9,7,96,138,7,5,9,7,9,2,0,2,0,7,0,1,0,1,0
PT_181616,Sul,956,274,7,7,123,92,14,8,10,4,1,0,1,0,0,2,0,1,0,4,0
PT_181615,Serrazes,941,257,9,13,111,64,18,8,17,4,1,4,0,0,1,2,3,0,1,1,0
PT_181612,São Félix,364,96,3,6,39,26,9,1,5,3,1,1,2,0,0,0,0,0,0,0,0
PT_181609,Pinho,726,261,9,21,87,67,19,5,24,11,1,2,5,4,0,1,0,3,0,1,1
PT_181608,Pindelo Dos Milagres,698,235,10,6,103,82,11,3,3,4,3,2,2,2,0,0,1,0,2,1,0
PT_181607,Manhouce,646,148,2,8,76,35,12,6,4,0,0,1,1,0,0,0,1,1,0,0,1
PT_181606,Figueiredo De Alva,789,268,23,17,82,83,23,4,20,5,1,2,1,4,0,2,0,0,1,0,0
PT_181602,Bordonhos,488,205,10,13,54,67,22,5,6,12,3,4,0,0,0,2,0,6,0,1,0
PT_181517,Vilarouco e Pereiros,396,146,8,1,37,67,3,2,17,5,0,1,1,0,0,1,0,2,0,1,0
PT_181516,Trevões e Espinhosa,593,168,12,8,69,27,2,3,31,2,1,1,0,1,1,4,0,4,0,2,0
PT_181515,São João da Pesqueira e Várzea de Trevões,1978,584,12,27,178,182,56,29,37,21,3,6,4,3,4,2,5,10,2,2,1
PT_181512,Valongo Dos Azeites,225,83,2,2,18,27,11,4,13,2,0,1,0,0,0,3,0,0,0,0,0
PT_181511,Vale De Figueira,400,95,6,4,28,32,6,3,4,2,1,1,3,1,0,2,1,1,0,0,0
PT_181509,Soutelo Do Douro,377,177,2,6,66,69,11,2,8,2,0,0,3,0,1,2,1,2,0,1,1
PT_181507,Riodades,460,147,6,2,61,50,6,2,11,1,1,1,0,1,0,0,2,0,3,0,0
PT_181505,Paredes Da Beira,530,158,6,4,50,69,5,1,12,4,0,0,0,1,0,0,0,3,1,1,1
PT_181504,Nagozelo Do Douro,355,124,2,6,51,39,10,1,6,0,3,2,1,0,1,1,0,0,0,0,1
PT_181502,Ervedosa Do Douro,1076,214,6,8,88,51,14,7,10,4,1,4,5,1,1,3,3,5,1,2,0
PT_181501,Castanheiro Do Sul,384,148,5,2,55,56,11,4,8,1,1,1,2,1,0,0,0,0,0,0,1
PT_181412,Treixedo e Nagozela,1286,388,7,26,145,121,18,10,19,14,3,2,2,6,1,4,3,1,2,3,1
PT_181411,Santa Comba Dão e Couto do Mosteiro,4095,1201,50,89,411,316,106,21,50,41,30,13,20,12,11,5,11,7,1,1,6
PT_181410,Ovoa e Vimieiro,1518,459,23,19,154,152,38,8,24,14,5,2,3,3,4,1,1,3,3,1,1
PT_181406,São João De Areias,1841,449,20,9,165,142,37,11,16,13,4,7,9,3,0,5,3,2,2,1,0
PT_181405,São Joaninho,993,304,20,20,87,116,19,4,16,9,2,4,1,0,3,1,0,0,1,0,1
PT_181403,Pinheiro De Ázere,817,289,5,22,123,74,30,8,7,7,1,0,4,5,1,0,0,0,2,0,0
PT_181319,Ovadas e Panchorra,329,118,3,4,60,35,3,2,8,1,1,1,0,0,0,0,0,0,0,0,0
PT_181318,Freigil e Miomães,639,237,4,7,141,56,6,1,8,2,3,0,4,1,1,3,0,0,0,0,0
PT_181317,Felgueiras e Feirão,370,189,12,14,64,63,9,7,7,3,3,0,1,1,0,4,0,0,0,1,0
PT_181316,Anreade e São Romão de Aregos,1243,428,15,15,225,104,15,4,20,8,4,2,3,1,1,2,4,3,1,1,0
PT_181314,São Martinho De Mouros,1599,220,10,6,72,92,12,2,9,5,1,0,2,3,0,1,0,2,2,0,1
PT_181313,São João De Fontoura,736,116,0,1,45,49,4,3,10,1,0,0,1,0,0,0,1,0,0,1,0
PT_181312,São Cipriano,663,239,3,8,86,102,9,4,12,5,2,2,1,1,1,2,0,0,0,1,0
PT_181311,Resende,2911,804,28,35,355,213,44,15,48,27,4,5,5,3,5,7,1,7,1,1,0
PT_181310,Paus,467,86,0,0,60,19,1,0,2,3,0,0,0,0,0,0,0,0,0,1,0
PT_181303,Cárquere,718,223,4,6,96,83,4,3,11,3,1,0,5,1,0,4,1,1,0,0,0
PT_181302,Barrô,785,118,4,1,53,35,11,1,9,1,2,0,0,0,0,0,0,1,0,0,0
PT_181211,Penedono e Granja,1163,318,22,6,112,84,27,15,22,8,5,2,3,2,2,4,0,1,2,0,1
PT_181210,Antas e Ourozinho,409,124,3,6,38,50,11,3,4,3,0,1,2,0,0,1,0,2,0,0,0
PT_181209,Souto,278,119,7,3,18,67,5,3,9,2,0,0,2,0,0,2,0,0,0,1,0
PT_181208,Póvoa De Penela,342,91,6,1,26,34,2,1,9,5,1,0,0,0,0,4,0,0,2,0,0
PT_181207,Penela Da Beira,342,116,3,1,48,36,11,4,5,4,0,2,0,0,0,1,0,0,1,0,0
PT_181203,Castainço,155,66,3,3,26,25,4,2,0,0,0,0,0,0,0,1,0,0,0,2,0
PT_181202,Beselga,318,112,3,2,39,40,9,1,2,4,1,3,0,2,0,2,1,0,0,1,2
PT_181115,Vila Cova do Covelo/Mareco,343,151,2,0,53,64,7,2,13,2,2,2,0,1,0,0,1,0,0,0,2
PT_181114,Antas e Matela,446,190,8,3,64,78,4,1,12,5,2,2,1,2,0,0,2,2,1,1,2
PT_181112,Trancozelos,269,96,3,3,58,18,2,2,2,1,3,0,1,1,0,0,0,2,0,0,0
PT_181111,Sezures,766,209,7,6,118,53,2,2,12,5,1,2,0,0,0,0,0,0,0,1,0
PT_181110,Real,243,84,2,6,18,16,9,12,12,1,2,0,1,0,1,2,0,0,1,0,1
PT_181109,Pindo,1748,457,15,25,196,125,14,18,30,5,8,2,7,1,1,4,2,1,0,2,1
PT_181106,Lusinde,222,76,3,7,30,25,3,2,5,0,1,0,0,0,0,0,0,0,0,0,0
PT_181105,Ínsua,1912,691,21,28,322,145,49,22,36,16,9,10,15,6,1,2,3,3,1,2,0
PT_181104,Germil,376,145,3,8,83,24,5,1,10,1,0,0,0,3,1,4,0,1,0,0,1
PT_181103,Esmolfe,464,171,5,16,63,44,11,4,13,4,4,0,0,2,0,3,0,0,2,0,0
PT_181102,Castelo De Penalva,899,204,11,4,70,78,9,3,8,5,3,3,9,0,0,1,0,0,0,0,0
PT_181015,"Oliveira de Frades, Souto de Lafões e Sejães",3336,1112,40,93,296,338,90,36,82,45,8,14,17,32,3,9,0,1,3,3,2
PT_181014,Destriz e Reigoso,581,211,6,19,57,75,18,7,13,3,2,0,2,5,0,2,1,0,0,1,0
PT_181013,Arca e Varzielas,608,210,6,20,35,95,9,3,16,3,5,8,0,6,0,2,1,1,0,0,0
PT_181009,São Vicente De Lafões,673,250,9,23,71,79,12,2,19,9,3,3,1,17,0,2,0,0,0,0,0
PT_181008,São João Da Serra,468,147,3,8,43,61,8,2,8,3,3,1,0,1,0,3,0,2,0,0,1
PT_181007,Ribeiradio,830,288,16,11,99,92,13,4,19,10,2,1,5,7,0,1,1,0,3,3,1
PT_181005,Pinheiro,1091,377,11,31,97,117,20,19,36,11,2,4,3,13,1,6,1,1,2,1,1
PT_181002,Arcozelo Das Maias,1255,358,16,36,76,110,22,12,34,12,4,4,7,8,3,3,10,0,1,0,0
PT_180911,Santar e Moreira,1540,431,12,24,187,105,23,4,30,16,0,2,10,6,1,2,2,1,4,1,1
PT_180910,Carvalhal Redondo e Aguieira,1394,437,18,26,170,116,33,9,32,11,6,1,3,2,2,2,1,3,1,1,0
PT_180908,Lapa Do Lobo,704,238,10,12,100,58,21,9,10,4,3,2,1,0,1,2,2,2,0,0,1
PT_180906,Vilar Seco,648,200,10,9,73,59,10,6,13,9,2,3,1,1,0,1,0,2,1,0,0
PT_180905,Senhorim,1150,244,14,10,74,75,14,3,43,4,0,3,2,0,0,1,0,1,0,0,0
PT_180903,Nelas,4258,1138,46,63,376,246,118,38,67,48,33,19,28,15,16,6,4,7,2,5,1
PT_180901,Canas De Senhorim,3119,945,34,45,292,185,146,54,66,50,16,18,12,7,2,3,5,7,1,2,0
PT_180811,"Mortágua, Vale de Remígio, Cortegaça e Almaça",3477,1163,20,113,444,278,129,34,40,29,16,6,19,7,8,6,2,6,2,3,1
PT_180809,Trezói,367,108,1,11,47,34,2,2,5,1,0,1,0,2,0,1,0,0,1,0,0
PT_180808,Sobral,2034,549,18,52,150,176,43,8,39,15,9,9,5,5,5,4,4,1,4,1,1
PT_180807,Pala,916,207,10,19,47,75,19,4,17,4,3,1,1,0,0,2,0,2,3,0,0
PT_180805,Marmeleira,434,138,4,9,65,20,19,4,2,6,3,2,1,2,0,0,0,0,1,0,0
PT_180804,Espinho,1070,183,8,12,68,63,9,2,7,7,1,2,1,1,0,1,0,1,0,0,0
PT_180802,Cercosa,292,82,1,6,34,23,9,1,2,1,1,1,1,0,0,0,0,0,1,0,1
PT_180723,Peva e Segões,633,213,7,15,54,83,6,0,31,5,2,3,2,1,0,1,0,1,0,2,0
PT_180722,"Pêra Velha, Aldeia de Nacomba e Ariz",558,158,5,3,57,50,8,1,15,5,3,1,1,0,0,2,2,2,0,1,2
PT_180721,Paradinha e Nagosa,242,106,1,3,39,34,3,6,5,2,2,2,6,0,0,0,0,0,2,1,0
PT_180720,Vilar,418,86,6,0,21,39,1,1,5,4,2,0,0,0,0,2,0,3,0,2,0
PT_180719,Sever,497,148,10,5,40,49,4,8,21,1,2,1,3,0,0,1,0,1,1,1,0
PT_180717,Sarzedo,149,40,0,5,15,17,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
PT_180716,Vila da Rua,615,176,6,10,76,52,12,1,7,3,1,0,1,0,0,4,1,0,1,1,0
PT_180713,Passó,333,96,1,1,37,21,6,6,15,6,1,1,0,0,0,0,0,0,0,0,1
PT_180710,Moimenta Da Beira,2839,749,27,44,268,167,57,29,76,28,10,12,10,10,1,2,5,2,0,0,1
PT_180709,Leomil,955,322,10,17,86,113,20,18,21,12,5,4,6,0,2,4,1,1,1,1,0
PT_180708,Castelo,292,72,4,0,19,20,5,3,11,4,1,2,1,0,0,1,0,0,0,1,0
PT_180707,Caria,520,109,3,5,35,41,6,1,7,1,4,2,1,0,0,3,0,0,0,0,0
PT_180706,Cabaços,356,87,2,3,33,35,3,2,6,0,2,0,0,0,0,0,0,0,1,0,0
PT_180705,Baldos,191,59,4,3,25,23,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0
PT_180703,Arcozelos,563,162,10,16,53,41,19,2,8,1,2,2,1,0,0,1,2,3,1,0,0
PT_180702,Alvite,1248,255,4,12,93,90,15,6,16,8,2,4,0,0,0,4,0,0,1,0,0
PT_180622,"Tavares (Chãs, Várzea e Travanca)",1295,369,19,15,115,144,16,7,23,9,5,3,6,1,0,1,1,1,2,0,1
PT_180621,Santiago de Cassurrães e Póvoa de Cervães,1203,393,20,18,189,85,19,10,21,6,5,2,4,1,0,3,2,2,1,3,2
PT_180620,Moimenta de Maceira Dão e Lobelhe do Mato,841,305,9,18,121,93,11,4,17,11,3,4,6,1,0,3,2,2,0,0,0
PT_180619,"Mangualde, Mesquitela e Cunha Alta",9335,2903,116,208,1194,608,190,124,131,113,47,42,40,22,13,18,7,8,15,4,3
PT_180616,São João Da Fresta,196,82,4,0,36,24,0,2,7,2,0,1,1,0,2,0,1,1,1,0,0
PT_180614,Quintela De Azurara,485,178,3,17,80,36,12,4,8,1,3,3,2,0,0,2,0,4,2,1,0
PT_180608,Freixiosa,265,85,2,8,30,32,0,0,6,1,1,0,0,1,0,3,0,0,1,0,0
PT_180607,Fornos De Maceira Dão,1365,360,5,31,156,102,9,6,26,5,5,3,4,1,1,3,1,1,0,1,0
PT_180606,Espinho,957,227,9,10,89,68,16,5,12,3,3,5,1,1,1,2,2,0,0,0,0
PT_180605,Cunha Baixa,881,276,11,9,96,86,26,3,17,9,5,3,3,2,1,1,1,2,1,0,0
PT_180602,Alcafache,813,246,5,10,113,59,23,8,4,9,4,4,0,3,0,4,0,0,0,0,0
PT_180601,Abrunhosa-a-Velha,469,128,2,4,47,40,7,5,6,8,1,1,1,0,0,0,3,0,3,0,0
PT_180528,Parada do Bispo e Valdigem,998,268,5,2,128,59,9,8,21,10,5,2,10,1,2,1,1,1,3,0,0
