gisco_id,name,registered,turnout,invalid,blank,PPD/PSD.CDS-PP,PS,B.E.,PDA,PCP-PEV,PCTP/MRPP,MD,POUS,PND,PPM,P.N.R.,MPT,P.H.
PT_050612,Vilar Barroco,208,115,0,4,86,22,2,0,1,0,0,0,0,0,0,0,0
PT_050701,Águas,380,140,2,0,59,57,3,0,7,4,1,0,2,2,1,0,2
PT_050702,Aldeia Do Bispo,698,188,6,5,67,91,4,2,7,0,0,0,1,2,0,3,0
PT_050703,Aldeia De João Pires,276,138,3,2,44,74,2,2,6,1,1,0,0,0,1,0,2
PT_050704,Aranhas,429,137,5,2,31,84,5,0,0,1,0,1,1,2,0,2,3
PT_050705,Bemposta,190,83,4,2,26,43,1,0,3,0,3,0,0,0,0,1,0
PT_050706,Benquerença,692,158,3,1,46,91,4,0,5,1,1,1,0,3,1,0,1
PT_050707,Meimão,408,139,1,5,26,101,1,0,1,1,0,0,1,1,1,0,0
PT_050708,Meimoa,457,200,3,2,75,96,4,1,5,4,1,0,1,3,0,2,3
PT_050709,Pedrógão De São Pedro,641,125,5,4,45,58,3,0,2,4,0,1,0,1,2,0,0
PT_050710,Penamacor,1366,466,6,21,172,230,19,0,4,6,1,1,2,1,1,1,1
PT_050711,Salvador,632,130,3,0,49,62,3,1,3,2,0,0,3,1,2,0,1
PT_050712,Vale Da Senhora Da Póvoa,355,133,3,0,40,77,4,0,2,1,0,0,0,2,1,2,1
PT_050801,Alvito Da Beira,542,254,4,8,180,48,3,1,3,0,1,0,0,1,0,1,4
PT_050802,Montes Da Senhora,877,416,8,12,261,117,6,0,3,0,0,1,2,2,1,0,3
PT_050803,Peral,690,302,7,2,105,164,7,1,6,3,1,0,1,1,2,0,2
PT_050804,Proença-a-Nova,3897,1756,46,64,1003,545,32,3,13,5,11,0,21,7,1,0,5
PT_050805,São Pedro Do Esteval,663,304,10,7,182,88,2,0,6,0,2,0,5,0,0,2,0
PT_050806,Sobreira Formosa,2193,861,22,30,451,299,15,2,8,2,6,2,6,6,2,4,6
PT_050901,Cabeçudo,979,305,8,11,73,186,8,0,4,1,1,0,2,3,2,1,5
PT_050902,Carvalhal,559,194,6,9,78,91,1,1,3,2,0,0,1,0,0,2,0
PT_050903,Castelo,1038,391,11,7,224,134,2,1,1,2,0,0,0,2,2,2,3
PT_050904,Cernache Do Bonjardim,2907,926,24,25,496,305,16,2,17,9,1,2,9,5,2,6,7
PT_050905,Cumeada,492,254,5,10,172,51,3,1,2,0,1,0,1,1,2,1,4
PT_050906,Ermida,398,150,3,10,113,17,0,1,0,1,1,0,1,1,1,0,1
PT_050907,Figueiredo,275,152,3,7,103,29,0,0,0,0,1,1,1,5,0,0,2
PT_050908,Marmeleiro,359,183,4,4,141,22,2,1,0,0,1,0,3,2,0,1,2
PT_050909,Nesperal,308,129,4,1,67,46,0,0,2,2,1,1,2,0,0,1,2
PT_050910,Palhais,393,196,1,2,97,70,4,1,8,2,4,1,1,0,0,0,5
PT_050911,Pedrógão Pequeno,910,332,7,16,133,145,13,0,4,0,3,2,1,3,0,3,2
PT_050912,Sertã,4743,1912,48,66,919,732,37,5,37,6,11,3,21,8,1,1,17
PT_050913,Troviscal,1098,326,23,35,159,90,1,0,3,1,1,1,0,3,3,3,3
PT_050914,Várzea Dos Cavaleiros,1069,353,5,7,237,81,2,2,2,2,1,0,4,1,1,1,7
PT_051001,Fundada,691,434,17,15,331,39,7,2,6,4,1,0,5,1,3,0,3
PT_051002,São João Do Peso,185,108,6,2,70,21,0,0,1,0,0,2,3,1,1,1,0
PT_051003,Vila De Rei,2344,1257,85,73,749,225,26,6,27,9,6,4,14,8,9,7,9
PT_051101,Fratel,760,379,7,6,93,235,7,1,17,3,0,0,3,2,2,2,1
PT_051102,Perais,588,240,2,4,85,126,1,0,11,5,1,0,2,1,1,0,1
PT_051103,Sarnadas De Ródão,634,292,11,3,80,162,6,0,17,1,1,0,4,3,2,0,2
PT_051104,Vila Velha De Ródão,1892,942,18,16,220,577,26,0,62,13,1,0,4,2,1,1,1
PT_060101,Anceriz,169,92,1,3,25,55,1,0,4,0,0,0,3,0,0,0,0
PT_060102,Arganil,3234,1242,26,57,489,558,42,1,38,6,4,1,6,3,2,6,3
PT_060103,Barril De Alva,346,145,3,4,74,55,0,0,0,5,0,2,0,0,0,1,1
PT_060104,Benfeita,490,211,2,5,111,83,0,0,3,1,1,0,4,0,0,0,1
PT_060105,Celavisa,275,127,5,5,43,63,3,0,4,1,1,0,0,1,1,0,0
PT_060106,Cepos,164,91,1,3,34,43,1,0,2,5,0,0,1,0,0,0,1
PT_060107,Cerdeira,293,124,2,2,64,49,2,0,3,0,0,0,1,0,0,0,1
PT_060108,Coja,1406,581,5,23,171,344,19,0,8,0,0,0,5,2,2,1,1
PT_060109,Folques,404,186,4,7,44,116,6,0,4,0,0,2,0,0,1,1,1
PT_060110,Moura Da Serra,181,91,3,3,38,35,2,0,3,0,0,0,1,2,0,1,3
PT_060111,Piódão,281,96,0,2,47,33,0,0,6,2,1,0,1,0,1,1,2
PT_060112,Pomares,530,202,4,1,99,80,1,0,4,5,1,0,2,0,2,0,3
PT_060113,Pombeiro Da Beira,1126,305,10,9,171,93,4,0,10,1,0,0,2,1,1,2,1
PT_060114,São Martinho Da Cortiça,1335,355,1,1,194,139,3,2,1,3,1,1,4,0,1,0,4
PT_060115,Sarzedo,612,274,7,11,169,67,4,1,5,1,1,0,2,1,0,2,3
PT_060116,Secarias,359,181,4,8,27,131,2,0,4,3,0,0,0,0,0,1,1
PT_060117,Teixeira,187,66,1,0,19,37,1,0,2,1,0,0,2,0,0,0,3
PT_060118,Vila Cova De Alva,513,218,4,5,67,126,7,0,3,0,1,0,0,0,0,4,1
PT_060201,Ançã,2216,690,8,12,149,401,29,1,63,7,1,0,7,6,1,3,2
PT_060202,Bolho,869,254,1,11,112,115,3,0,1,1,2,0,7,1,0,0,0
PT_060203,Cadima,2797,849,8,19,449,301,21,1,24,3,5,2,6,2,1,4,3
PT_060204,Cantanhede,5824,2159,43,92,833,913,126,3,83,13,6,0,20,11,4,7,5
PT_060205,Cordinhã,1040,263,2,12,111,124,7,1,2,0,0,0,1,1,1,1,0
PT_060206,Covões,2182,629,10,29,449,100,14,1,11,3,3,0,3,4,1,1,0
PT_060207,Febres,3311,1004,30,39,566,314,16,1,7,2,0,0,17,5,1,2,4
PT_060208,Murtede,1316,478,3,19,157,243,18,0,25,3,1,1,3,2,0,2,1
PT_060209,Ourentã,1220,371,5,16,173,150,9,0,7,2,1,0,3,1,1,0,3
PT_060210,Outil,808,369,6,19,116,190,9,2,16,5,1,0,2,0,2,1,0
PT_060211,Pocariça,1046,346,1,20,119,170,15,0,9,1,2,0,3,0,3,2,1
PT_060212,Portunhos,1011,246,5,9,77,132,11,0,6,1,1,0,2,0,0,1,1
PT_060213,Sepins,1126,321,10,19,145,121,13,0,2,3,1,1,0,2,2,0,2
PT_060214,Tocha,3463,1054,18,21,486,427,36,5,24,8,4,1,13,5,2,2,2
PT_060215,São Caetano,983,334,6,20,190,94,10,0,2,3,0,1,3,1,0,1,3
PT_060216,Corticeiro De Cima,766,206,2,6,123,60,6,0,0,0,1,1,3,0,1,1,2
PT_060217,Vilamar,743,295,11,12,143,112,9,0,0,1,2,1,1,0,0,1,2
PT_060218,Sanguinheira,1711,496,13,16,271,159,5,1,14,1,2,1,3,1,4,4,1
PT_060219,Camarneira,872,205,2,7,140,40,3,0,4,2,2,1,2,0,1,0,1
PT_060301,Almalaguês,2970,955,9,23,241,540,55,2,61,11,1,1,4,1,1,3,2
PT_060302,Coimbra (Almedina),1438,608,7,11,236,204,39,1,92,4,3,1,6,3,0,1,0
PT_060303,Ameal,1299,554,9,15,67,336,16,1,82,9,4,1,8,2,2,1,1
PT_060304,Antanhol,1843,726,15,12,196,375,53,0,49,8,2,1,5,3,0,5,2
PT_060305,Antuzede,2034,526,10,14,89,312,25,0,47,14,1,2,6,3,0,2,1
PT_060306,Arzila,837,352,4,5,52,238,5,1,31,10,2,0,1,0,0,1,2
PT_060307,Assafarge,1846,767,12,30,198,367,59,1,65,10,1,2,9,3,0,9,1
PT_060308,Botão,1486,539,8,17,104,348,18,2,31,4,2,0,3,1,0,0,1
PT_060309,Brasfemes,1661,623,7,19,116,358,32,0,61,9,2,2,5,2,6,2,2
PT_060310,Castelo Viegas,1344,599,5,17,128,316,25,1,84,16,0,0,2,2,1,2,0
PT_060311,Ceira,3760,1255,23,21,320,680,63,5,102,13,4,0,11,7,1,0,5
PT_060312,Cernache,3255,1302,12,43,265,772,44,5,120,13,5,2,5,4,2,7,3
PT_060313,Eiras,9627,3680,28,113,900,1850,261,1,409,24,19,1,28,24,6,12,4
PT_060314,Lamarosa,1781,367,2,10,109,186,19,1,27,2,0,0,3,4,1,1,2
PT_060315,Ribeira De Frades,1717,741,15,10,119,487,31,0,64,8,0,0,4,2,0,1,0
PT_060316,Santa Clara,8148,3445,39,122,1008,1646,262,4,255,30,11,3,27,9,4,16,9
PT_060317,Coimbra (Santa Cruz),6805,2759,27,60,842,1312,196,2,248,18,3,3,19,12,6,6,5
PT_060318,Santo António Dos Olivais,31483,14437,119,500,4725,6228,1357,15,1115,73,33,4,151,51,10,38,18
PT_060319,Coimbra (São Bartolomeu),1028,454,9,10,120,211,33,0,51,8,0,0,3,5,1,1,2
PT_060320,São João Do Campo,1985,522,13,9,94,276,22,0,84,17,0,0,2,3,1,1,0
PT_060321,São Martinho De Árvore,827,239,3,14,53,123,11,1,22,3,0,2,4,2,1,0,0
PT_060322,São Martinho Do Bispo,11785,4681,62,153,1062,2574,300,3,380,40,13,3,39,17,4,20,11
PT_060323,São Paulo De Frades,4188,1623,24,36,373,878,100,2,146,16,6,3,15,9,2,11,2
PT_060324,São Silvestre,2536,714,10,11,147,438,31,1,48,8,3,2,8,4,1,0,2
PT_060325,Coimbra (Sé Nova),7150,3501,31,127,1458,1196,339,1,240,8,10,2,47,17,4,16,5
PT_060326,Souselas,2881,962,12,23,237,511,24,0,122,16,3,0,8,0,2,4,0
PT_060327,Taveiro,1646,642,18,19,138,366,33,2,49,8,1,2,3,1,1,1,0
PT_060328,Torre De Vilela,900,298,3,9,71,157,19,1,31,2,2,0,2,0,1,0,0
PT_060329,Torres Do Mondego,2231,852,14,15,166,462,43,3,109,19,0,4,5,4,3,2,3
PT_060330,Trouxemil,2581,830,18,25,168,480,25,0,84,14,4,1,4,1,2,1,3
PT_060331,Vil De Matos,656,230,1,5,66,132,7,1,8,3,0,0,0,3,1,1,2
PT_060401,Anobra,968,302,4,4,34,212,6,0,35,5,0,0,0,1,0,0,1
PT_060402,Belide,271,130,2,2,28,83,8,0,5,0,0,0,0,0,1,0,1
PT_060403,Bem Da Fé,96,68,0,3,16,35,3,0,9,2,0,0,0,0,0,0,0
PT_060404,Condeixa-a-Nova,2365,938,6,34,210,458,84,0,117,6,5,1,7,3,1,4,2
PT_060405,Condeixa-a-Velha,2188,804,12,21,226,436,47,0,46,3,3,0,1,1,2,4,2
PT_060406,Ega,2429,843,12,26,258,472,23,4,30,9,1,2,2,0,0,2,2
PT_060407,Furadouro,218,58,0,0,20,34,0,0,2,1,0,0,0,0,0,0,1
PT_060408,Sebal,1483,531,7,13,93,305,15,1,79,7,3,1,3,2,1,0,1
PT_060409,Vila Seca,832,354,7,7,112,175,22,0,15,6,0,0,4,2,0,0,4
PT_060410,Zambujal,432,145,1,5,51,66,5,0,10,3,0,0,0,2,0,1,1
PT_060501,Alhadas,3454,1236,25,44,244,694,66,1,106,22,2,3,7,5,2,10,5
PT_060502,Alqueidão,1757,454,11,22,143,226,14,0,19,7,0,0,2,2,0,3,5
PT_060503,Brenha,778,317,4,18,87,153,18,0,23,3,1,0,2,4,3,1,0
PT_060504,Buarcos,7288,2326,21,87,659,1194,151,4,136,33,5,1,20,4,3,4,4
PT_060505,Ferreira-a-Nova,1458,433,8,2,190,198,9,2,8,3,0,2,4,2,0,2,3
PT_060506,Lavos,3493,1146,25,38,369,567,40,1,68,14,5,1,5,1,3,5,4
PT_060507,Maiorca,2585,763,17,22,135,456,31,3,65,16,1,1,5,2,1,5,3
PT_060508,Marinha Das Ondas,2666,856,14,34,243,480,19,7,17,10,6,4,5,7,4,1,5
PT_060509,Paião,2025,709,11,41,285,302,31,1,20,4,4,0,2,4,1,1,2
PT_060510,Quiaios,2797,816,10,36,203,461,44,2,34,10,2,4,6,2,0,1,1
PT_060511,São Julião Da Figueira Da Foz,10660,4346,51,128,1531,1830,351,2,302,32,15,3,42,27,5,22,5
PT_060512,Tavarede,6673,2475,31,100,701,1147,213,0,187,23,12,3,23,11,6,6,12
PT_060513,Vila Verde,2766,1085,16,27,130,598,55,2,214,21,3,0,5,6,4,2,2
PT_060514,São Pedro,2271,684,10,15,175,375,30,0,51,10,1,0,4,7,2,3,1
PT_060515,Bom Sucesso,2031,491,12,23,172,214,15,1,25,9,5,1,6,3,0,3,2
PT_060516,Santana,1090,346,4,11,136,159,17,0,8,2,3,1,1,2,2,0,0
PT_060517,Borda Do Campo,918,346,4,22,130,155,7,2,11,4,3,1,2,1,0,1,3
PT_060518,Moinhos Da Gândara,1271,373,7,14,134,181,16,1,8,6,1,0,2,1,1,0,1
PT_060601,Alvares,950,382,13,8,174,163,1,1,3,2,3,0,2,3,1,1,7
PT_060602,Cadafaz,298,134,3,7,56,56,2,2,0,1,0,1,2,0,0,2,2
PT_060603,Colmeal,238,97,3,0,24,62,2,0,0,1,3,0,0,1,0,0,1
PT_060604,Góis,1949,712,18,36,193,415,19,0,12,2,6,2,3,1,1,1,3
PT_060605,Vila Nova Do Ceira,903,414,11,11,131,231,12,0,6,6,0,0,1,2,1,1,1
PT_060701,Casal De Ermio,301,136,1,6,43,71,3,0,8,0,3,0,1,0,0,0,0
PT_060702,Foz De Arouce,976,274,2,8,111,119,16,0,10,2,1,0,0,3,0,2,0
PT_060703,Lousã,7530,3145,40,147,768,1812,151,3,127,27,17,4,25,8,2,7,7
PT_060704,Serpins,1457,591,12,26,208,302,15,3,7,2,0,2,1,4,2,4,3
PT_060705,Vilarinho,1776,644,9,22,205,342,19,1,17,5,2,0,6,3,2,8,3
PT_060706,Gândaras,1133,404,3,15,85,267,10,0,12,2,0,0,2,2,1,1,4
PT_060801,Mira,6897,2341,37,84,982,1026,96,3,40,13,10,1,22,5,7,7,8
PT_060802,Seixo,1275,497,7,13,340,89,16,0,11,0,1,0,6,6,3,1,4
PT_060803,Carapelhos,731,301,4,2,229,56,3,1,0,2,0,0,1,2,0,1,0
PT_060804,Praia De Mira,2883,751,18,15,179,478,26,0,16,4,4,1,3,5,2,0,0
PT_060901,Lamas,842,302,7,5,73,195,5,3,6,2,0,0,5,0,0,1,0
PT_060902,Miranda Do Corvo,5406,2035,24,63,534,1166,74,5,122,17,3,1,10,7,1,3,5
PT_060903,Rio Vide,822,319,6,9,90,180,11,3,8,1,1,0,4,2,2,0,2
PT_060904,Semide,2386,801,12,19,241,456,26,2,21,3,1,1,9,2,1,3,4
PT_060905,Vila Nova,1065,451,7,21,163,233,12,2,7,0,0,1,2,0,0,2,1
PT_061001,Abrunheira,733,230,3,9,43,128,12,1,28,2,0,0,0,1,1,0,2
PT_061002,Arazede,5078,1393,31,52,542,609,41,5,55,19,4,1,9,8,1,12,4
PT_061003,Carapinheira,2525,648,10,15,190,328,21,0,59,8,3,2,2,2,1,6,1
PT_061004,Gatões,541,200,2,15,61,115,0,1,4,0,1,0,0,0,0,1,0
PT_061005,Liceia,1155,314,7,11,80,190,5,0,15,1,1,1,2,0,0,0,1
PT_061006,Meãs Do Campo,1354,394,6,5,117,228,4,1,18,5,1,1,3,1,1,2,1
PT_061007,Montemor-o-Velho,2344,804,12,38,182,429,55,2,62,10,0,0,7,2,2,3,0
PT_061008,Pereira,1962,667,12,17,96,437,28,0,52,14,2,0,2,2,3,1,1
PT_061009,Santo Varão,1237,576,9,22,102,345,24,0,61,6,0,0,2,3,0,2,0
PT_061010,Seixo De Gatões,1479,341,4,11,116,154,14,1,23,6,3,0,5,1,0,2,1
PT_061011,Tentúgal,1649,450,6,10,138,262,15,1,8,3,0,1,5,1,0,0,0
PT_061012,Verride,593,269,3,8,69,145,8,0,22,4,2,0,2,2,3,1,0
PT_061013,Vila Nova Da Barca,329,111,3,2,21,79,3,0,1,1,0,0,0,1,0,0,0
PT_061014,Ereira,644,276,1,9,26,207,3,0,18,6,1,1,3,0,0,0,1
PT_061101,Aldeia Das Dez,550,201,7,2,108,66,2,1,4,1,1,0,2,3,0,1,3
PT_061102,Alvoco Das Várzeas,379,174,2,3,22,139,5,0,2,0,0,0,0,0,0,1,0
PT_061103,Avô,574,250,8,9,113,109,3,0,1,2,0,0,4,0,1,0,0
PT_061104,Bobadela,641,226,4,7,90,99,6,1,5,5,0,1,2,2,1,0,3
PT_061105,Ervedal,1016,408,5,18,120,230,11,1,13,3,0,1,1,1,0,3,1
PT_061106,Lagares Da Beira,1329,381,2,8,133,221,6,1,0,2,0,0,5,0,0,2,1
PT_061107,Lagos Da Beira,754,302,4,13,144,120,6,0,7,1,1,0,3,1,0,0,2
PT_061108,Lajeosa,513,236,7,7,69,136,9,3,3,1,0,0,0,0,0,0,1
PT_061109,Lourosa,570,207,7,8,112,60,3,1,6,1,0,0,4,2,2,1,0
PT_061110,Meruge,654,218,4,3,68,108,2,0,24,5,0,0,2,2,0,0,0
PT_061111,Nogueira Do Cravo,1934,672,10,26,313,270,9,1,17,4,1,0,9,4,0,2,6
PT_061112,Oliveira Do Hospital,3485,1263,10,53,563,527,43,0,27,5,7,0,16,5,2,3,2
PT_061113,Penalva De Alva,982,368,5,20,146,173,9,3,7,2,0,1,1,0,0,0,1
PT_061114,Santa Ovaia,558,224,5,6,128,68,5,1,0,3,2,1,3,1,0,1,0
PT_061115,São Gião,649,202,6,6,109,56,6,0,3,3,0,0,3,2,4,0,4
PT_061116,São Paio De Gramaços,787,312,0,11,137,147,4,1,2,3,0,1,3,2,1,0,0
PT_061117,São Sebastião Da Feira,222,98,2,6,61,27,0,0,0,0,0,0,0,0,0,0,2
PT_061118,Seixo Da Beira,1675,296,3,8,179,93,2,1,3,0,0,1,1,1,1,1,2
PT_061119,Travanca De Lagos,1104,332,21,9,140,138,1,1,7,2,1,0,2,3,0,2,5
PT_061120,Vila Pouca Da Beira,313,125,5,8,48,56,2,0,2,0,2,0,1,1,0,0,0
PT_061121,Vila Franca Da Beira,513,217,5,3,111,47,2,1,36,7,0,2,1,0,1,0,1
PT_061201,Cabril,316,129,2,1,67,51,1,0,0,0,0,0,1,1,1,1,3
PT_061202,Dornelas Do Zêzere,682,258,3,1,81,153,5,0,5,0,0,4,3,1,0,0,2
PT_061203,Fajão,275,129,2,2,88,30,3,1,2,1,0,0,0,0,0,0,0
PT_061204,Janeiro De Baixo,831,232,3,4,100,116,4,0,1,1,0,0,2,0,0,1,0
PT_061205,Machio,171,93,2,1,36,50,0,0,0,1,0,1,1,0,0,0,1
PT_061206,Pampilhosa Da Serra,1269,571,12,14,244,264,5,1,12,0,1,2,4,2,0,1,9
PT_061207,Pessegueiro,215,82,3,1,48,27,1,0,0,0,0,0,1,0,1,0,0
PT_061208,Portela Do Fojo,443,159,4,5,70,65,3,0,3,3,0,1,4,0,1,0,0
PT_061209,Unhais-o-Velho,688,264,7,7,146,86,3,1,5,1,2,0,3,1,0,0,2
PT_061210,Vidual,154,65,2,1,29,31,0,0,1,1,0,0,0,0,0,0,0
PT_061301,Carvalho,841,151,5,6,76,59,4,0,1,0,0,0,0,0,0,0,0
PT_061302,Figueira De Lorvão,2310,849,6,13,318,466,8,0,20,5,2,0,5,4,1,0,1
PT_061303,Friúmes,660,225,3,7,98,102,9,0,2,1,0,0,1,1,0,1,0
PT_061304,Lorvão,3438,1242,23,29,345,650,32,6,121,16,2,0,8,4,0,3,3
PT_061305,Oliveira Do Mondego,658,161,1,4,48,70,5,0,22,7,0,0,0,0,2,2,0
PT_061306,Paradela,237,136,3,3,65,49,1,0,9,0,0,0,5,0,0,1,0
PT_061307,Penacova,3130,1111,15,39,420,542,27,1,40,10,3,0,6,4,0,1,3
PT_061308,São Paio De Mondego,269,126,3,8,75,26,2,0,3,4,1,0,0,2,1,1,0
PT_061309,São Pedro De Alva,1658,539,11,17,292,174,14,1,12,3,5,0,4,1,0,2,3
PT_061310,Sazes Do Lorvão,728,301,8,10,110,142,9,0,9,2,1,0,5,1,2,0,2
PT_061311,Travanca Do Mondego,402,130,1,2,54,55,2,0,9,0,2,0,3,1,0,1,0
PT_061401,Cumeeira,1071,376,10,15,195,136,5,2,2,0,3,0,1,0,0,4,3
PT_061402,Espinhal,847,340,7,13,135,161,1,0,2,4,5,0,2,2,0,0,8
PT_061403,Podentes,487,160,2,18,55,64,9,0,6,2,1,0,0,1,0,0,2
PT_061404,Rabaçal,332,128,0,1,45,72,3,0,4,1,0,1,0,0,0,0,1
PT_061405,Penela (Santa Eufémia),1386,454,9,22,214,176,9,0,11,1,2,2,4,2,0,1,1
PT_061406,Penela (São Miguel),1438,477,6,18,230,185,11,1,7,3,2,3,5,3,1,1,1
PT_061501,Alfarelos,1229,564,6,16,114,327,22,0,59,9,1,0,3,2,0,4,1
PT_061502,Brunhós,185,91,5,2,40,36,1,0,5,1,0,0,1,0,0,0,0
PT_061503,Degracias,498,157,5,4,84,52,1,1,1,0,3,0,2,0,0,1,3
PT_061504,Figueiró Do Campo,1432,622,15,16,135,342,26,0,68,9,0,0,4,2,0,2,3
PT_061505,Gesteira,986,362,7,17,90,209,15,0,8,3,4,0,3,1,1,1,3
PT_061506,Granja Do Ulmeiro,1487,628,7,24,117,373,32,1,55,5,1,1,5,4,0,1,2
PT_061507,Pombalinho,987,298,9,6,168,92,7,3,1,2,2,1,3,1,2,0,1
PT_061508,Samuel,1235,457,7,15,95,299,11,0,13,6,3,0,3,2,0,1,2
PT_061509,Soure,7412,2669,40,101,780,1447,87,6,131,14,10,2,19,8,8,10,6
PT_061510,Tapéus,394,137,7,7,72,42,2,0,3,1,0,0,2,0,0,0,1
PT_061511,Vila Nova De Anços,1106,473,12,26,86,283,20,0,35,2,0,1,2,3,0,2,1
PT_061512,Vinha Da Rainha,1373,410,5,11,169,189,7,1,12,0,3,0,5,4,1,1,2
PT_061601,Ázere,652,190,2,2,80,81,1,1,19,3,0,1,0,0,0,0,0
PT_061602,Candosa,730,243,2,1,81,146,5,1,3,0,1,0,0,1,1,1,0
PT_061603,Carapinha,348,118,2,6,71,31,3,0,2,0,2,0,1,0,0,0,0
PT_061604,Covas,952,240,11,10,114,76,8,0,6,5,1,0,4,1,2,1,1
PT_061605,Covelo,244,86,0,2,69,11,0,0,0,2,1,0,1,0,0,0,0
PT_061606,Espariz,615,228,2,3,115,99,2,0,5,0,0,1,0,1,0,0,0
PT_061607,Meda De Mouros,234,111,8,11,51,33,3,0,0,1,1,0,1,1,0,0,1
PT_061608,Midões,1565,517,2,24,168,287,11,0,13,2,0,0,0,2,1,2,5
PT_061609,Mouronho,782,239,7,13,130,71,2,1,3,1,1,4,2,1,0,0,3
PT_061610,Pinheiro De Coja,341,110,2,2,39,60,1,0,2,0,0,0,2,0,0,1,1
PT_061611,Póvoa De Midões,597,175,7,5,55,93,7,0,3,0,1,0,0,0,0,1,3
PT_061612,São João Da Boa Vista,463,181,5,4,53,112,2,0,2,2,0,0,1,0,0,0,0
PT_061613,Sinde,464,192,2,3,70,104,2,0,5,1,0,0,3,1,0,0,1
PT_061614,Tábua,2060,681,9,29,289,294,26,0,17,5,2,0,8,2,0,0,0
PT_061615,Vila Nova De Oliveirinha,301,114,1,5,46,45,2,1,4,1,5,0,1,0,1,2,0
PT_061701,Arrifana,1404,402,11,27,185,144,9,2,9,5,1,0,4,2,0,0,3
PT_061702,Lavegadas,277,127,3,3,54,51,1,1,5,4,0,0,1,0,1,1,2
PT_061703,Poiares (Santo André),2916,940,20,47,348,429,35,2,31,5,3,1,9,7,0,2,1
PT_061704,São Miguel De Poiares,1190,405,9,23,136,199,8,0,11,6,2,0,4,2,0,3,2
PT_070101,Alandroal (Nossa Senhora Da Conceição),1594,535,5,3,95,257,14,0,141,12,0,0,1,4,0,1,2
PT_070102,Juromenha (Nossa Senhora Do Loreto),160,46,0,0,13,22,1,1,4,2,1,1,0,0,1,0,0
PT_070103,Santiago Maior,2220,996,15,5,62,379,8,1,490,24,2,0,1,5,1,3,0
PT_070104,Capelins (Santo António),648,236,8,0,29,119,4,0,60,13,2,0,0,1,0,0,0
PT_070105,Terena (São Pedro),779,314,3,2,39,135,6,0,107,16,1,0,1,2,0,0,2
PT_070106,São Brás Dos Matos (Mina Do Bugalho),374,175,0,0,21,109,0,0,38,7,0,0,0,0,0,0,0
PT_070201,Arraiolos,2815,1444,22,23,157,551,46,3,578,39,3,1,8,1,1,8,3
PT_070202,Igrejinha,664,308,2,3,28,140,6,0,116,13,0,0,0,0,0,0,0
PT_070203,Santa Justa,196,103,0,1,9,38,2,0,48,5,0,0,0,0,0,0,0
PT_070204,São Gregório,367,188,5,2,23,59,3,0,82,11,0,0,1,0,0,2,0
PT_070205,Gafanhoeira (São Pedro),546,299,4,4,27,99,4,0,144,11,1,0,3,0,0,2,0
PT_070206,Vimieiro,1400,494,5,3,120,196,19,0,123,17,1,0,1,5,1,1,2
PT_070207,Sabugueiro,416,233,0,4,11,51,1,0,150,14,0,0,0,0,0,2,0
PT_070301,Borba (Matriz),3018,1138,15,20,207,598,46,0,192,32,3,0,6,4,5,4,6
PT_070302,Orada,764,259,4,3,15,168,4,0,51,12,0,1,1,0,0,0,0
PT_070303,Rio De Moinhos,1923,773,14,11,106,489,18,0,102,20,2,0,3,2,1,2,3
PT_070304,Borba (São Bartolomeu),956,451,6,4,69,258,18,0,75,17,1,0,1,1,0,1,0
PT_070401,Arcos,1101,400,5,6,79,195,3,0,86,17,2,0,2,1,1,2,1
PT_070402,Glória,542,217,3,2,24,110,8,0,55,8,0,0,0,5,0,1,1
PT_070403,Estremoz (Santa Maria),5138,1853,15,45,579,800,102,1,246,26,3,3,8,9,3,7,6
PT_070404,Évora Monte (Santa Maria),667,253,3,6,41,127,6,1,53,8,1,0,3,1,0,2,1
PT_070405,Santa Vitória Do Ameixial,458,212,0,0,37,105,1,0,54,9,1,0,0,0,1,3,1
PT_070406,Estremoz (Santo André),2655,895,6,14,328,396,30,0,82,11,5,1,6,6,2,5,3
PT_070407,Santo Estêvão,99,32,0,0,12,10,0,0,8,1,0,0,0,0,0,0,1
PT_070408,São Bento Do Ameixial,363,151,3,3,42,60,5,0,22,5,0,0,4,3,0,1,3
PT_070409,São Bento De Ana Loura,40,16,0,0,2,4,0,0,9,1,0,0,0,0,0,0,0
PT_070410,São Bento Do Cortiço,625,252,4,3,33,151,6,0,40,7,2,0,1,3,0,1,1
PT_070411,São Domingos De Ana Loura,382,184,4,0,15,79,1,0,74,8,0,0,0,1,0,2,0
PT_070412,São Lourenco De Mamporcão,477,271,4,1,31,136,4,0,79,12,0,0,2,0,1,0,1
PT_070413,Veiros,1056,457,2,3,95,300,2,1,37,4,2,3,0,3,0,2,3
PT_070501,Nossa Senhora Da Boa Fé,335,171,4,5,22,23,3,1,96,11,3,0,0,2,1,0,0
PT_070502,Nossa Senhora Da Graça Do Divor,378,186,2,2,13,48,5,0,110,5,0,0,0,1,0,0,0
PT_070503,Nossa Senhora De Machede,931,452,9,4,24,195,2,0,196,19,1,1,0,0,0,1,0
PT_070504,Nossa Senhora da Tourega,807,379,3,1,37,198,19,1,95,12,1,0,3,1,0,4,4
PT_070505,Évora (Santo Antão),1826,698,9,11,218,272,37,0,122,10,2,0,7,3,2,4,1
PT_070506,São Bento Do Mato,1198,399,5,7,104,209,15,0,40,12,1,1,1,2,0,1,1
