gisco_id,name,registered,turnout,invalid,blank,PD,PRM,PNL,PSD,UDMR,PC,PNT-CD,P.Romilor,P.Verde,PIN,PNG-CD,PLD,PAS,TOKES
RO_043867,Salcia Tudor,2344,868,67,0,148,26,96,285,6,15,10,19,0,31,83,68,7,7
RO_035146,Salciile,1770,572,60,0,156,10,27,161,8,72,9,11,3,12,15,24,2,2
RO_068789,Salcioara,3222,907,42,0,142,41,69,374,3,39,13,12,4,13,43,102,4,6
RO_094330,Salcioara,1928,762,62,0,129,18,35,448,3,7,1,5,0,6,29,12,4,3
RO_006976,Salciua,1433,394,12,0,173,17,50,74,0,9,17,1,0,5,8,22,3,3
RO_074028,Salcuta,1699,610,63,0,275,15,22,149,0,1,2,43,0,4,15,15,5,1
RO_063318,Saligny,1681,547,18,0,133,16,64,231,1,2,2,3,1,3,22,43,4,4
RO_007044,Salistea,1869,894,29,0,201,31,388,93,1,51,6,0,0,11,50,23,5,5
RO_008918,Salsig,1177,311,8,0,88,11,71,48,2,18,10,1,0,9,9,31,2,3
RO_034397,Salva,2439,834,25,0,178,40,40,415,0,20,23,0,4,14,33,35,4,3
RO_081656,Samarinesti,1416,485,21,0,142,54,23,158,3,10,3,1,0,7,53,9,1,0
RO_031057,Sambata,1229,655,26,0,202,39,157,152,5,24,4,5,0,10,8,12,6,5
RO_042464,Sâmbăta de Sus,1160,466,18,0,144,21,63,62,0,20,14,27,0,5,51,39,1,1
RO_028882,Samburesti,961,626,37,0,207,7,49,292,0,2,2,6,0,4,5,14,1,0
RO_042854,Samsud,1323,916,42,0,17,6,4,31,735,4,0,4,1,3,3,0,4,62
RO_058653,Sanandrei,4964,1245,58,0,498,47,88,309,20,6,51,4,6,61,20,60,4,13
RO_007348,Sancel,2211,816,34,0,243,42,169,99,5,27,16,8,4,10,99,44,10,6
RO_085680,Sâncrăieni,2034,1083,34,0,11,7,4,17,693,1,0,21,0,0,1,9,7,278
RO_059434,Sancraiu,1435,933,9,0,37,6,7,36,654,1,3,1,0,1,15,1,2,160
RO_014382,Sancraiu De Mures,5420,1597,40,0,289,128,81,173,570,61,5,11,3,21,29,46,8,132
RO_085760,Sandominic,5267,2293,103,0,17,16,8,42,870,4,3,4,0,4,1,2,20,1199
RO_059464,Şandra,2287,662,15,0,153,32,45,301,4,19,5,1,2,11,48,20,1,5
RO_025148,Sanduleni,3454,1152,104,0,167,52,113,616,3,17,3,2,0,6,14,36,9,10
RO_055311,Sandulesti,1577,437,21,0,160,23,22,82,4,4,7,6,0,14,49,21,19,5
RO_014417,Sangeorgiu De Mures,7037,2247,75,0,275,93,87,140,1044,41,7,19,3,38,33,56,8,328
RO_019386,Sanger,1962,455,27,0,46,40,111,114,19,9,2,8,2,5,21,40,7,4
RO_035244,Sangeru,4110,628,58,0,112,38,59,139,4,13,15,24,1,18,105,34,5,3
RO_038663,Sanislau,3111,986,45,0,148,39,81,118,418,2,6,4,2,9,31,25,1,57
RO_026582,Sanmartin,6842,3244,97,0,1290,179,351,442,79,50,36,16,14,94,341,156,10,89
RO_059498,Sanmartin,1419,1072,28,0,646,33,115,125,42,19,4,4,0,4,13,10,2,27
RO_085788,Sânmartin,1764,825,28,0,14,3,1,12,442,1,1,8,1,0,0,2,9,303
RO_042676,Sanmihaiu Almasului,1410,466,13,0,109,19,32,189,1,6,4,9,0,5,51,17,9,2
RO_034477,Sânmihaiu de Câmpie,1301,579,40,0,135,37,53,219,6,18,9,9,0,9,20,19,4,1
RO_058699,Sanmihaiu Roman,3831,873,27,0,450,63,58,97,20,9,33,0,4,16,21,67,1,7
RO_032179,Sănnicolau Romăn,1636,584,43,0,226,27,87,138,5,8,6,7,1,6,20,4,1,5
RO_059586,Sanpaul,1943,877,45,0,306,46,233,158,1,3,7,15,3,12,22,7,7,12
RO_019466,Sanpaul,3102,1447,76,0,156,80,48,170,703,24,2,66,0,11,23,21,10,57
RO_041925,Sanpetru,3206,1085,43,0,339,25,310,120,20,21,5,4,7,19,103,52,5,12
RO_019527,Sanpetru De Campie,2467,711,45,0,155,65,53,196,32,9,28,37,3,15,42,14,8,9
RO_058733,Sânpetru Mare,2671,412,26,0,145,16,94,56,1,5,14,5,1,14,16,10,3,6
RO_085840,Sansimion,2741,1380,92,0,15,7,14,18,741,4,1,10,1,2,3,3,6,463
RO_034618,Sant,2527,977,24,0,261,43,67,457,2,26,27,5,1,3,16,33,4,8
RO_038893,Santa Mare,2264,1012,75,0,115,45,452,210,0,12,3,6,1,12,21,32,12,16
RO_091232,Santamaria-Orlea,2618,1190,32,0,319,50,419,173,21,12,10,9,1,20,21,88,10,5
RO_014453,Santana De Mures,3685,1467,82,0,188,94,72,203,586,26,9,5,4,16,20,33,12,117
RO_026653,Santandrei,3306,1287,40,0,600,42,37,120,46,18,15,2,4,20,290,35,5,13
RO_038734,Santau,2050,964,27,0,251,27,311,62,177,4,5,1,0,5,18,8,2,66
RO_007384,Santimbru,2385,703,20,0,361,20,91,90,8,6,18,0,4,14,33,29,6,3
RO_086519,Sântimbru,1669,921,20,0,3,4,4,19,622,1,0,2,1,0,1,24,0,220
RO_064826,Sanzieni,3817,1419,62,0,34,23,18,34,437,10,4,14,3,8,14,10,15,733
RO_008945,Sapanta,2578,534,18,0,63,32,115,97,0,65,26,3,0,12,26,75,0,2
RO_018581,Sapata,1510,703,33,0,120,22,26,279,4,22,4,7,2,6,104,60,9,5
RO_049206,Sapoca,2718,867,37,0,222,33,48,239,1,55,5,7,1,19,88,103,8,1
RO_062823,Saraiu,1161,383,35,0,106,15,32,163,1,3,1,2,1,2,6,12,3,1
RO_006620,Sarasau,1983,523,16,0,263,11,20,38,3,19,17,1,0,44,49,39,1,2
RO_026320,Sărata,1517,789,50,0,312,38,101,146,4,28,7,4,0,5,49,18,7,20
RO_080019,Sărăţeni,1108,753,94,0,481,20,10,107,2,8,1,1,0,4,7,15,3,0
RO_020496,Sărăţeni,1306,542,39,0,8,4,1,10,286,7,0,55,0,0,0,2,3,127
RO_059455,Saravale,1966,377,12,0,123,12,38,85,2,4,21,21,2,12,25,15,3,2
RO_054308,Sarbeni,1284,685,36,0,128,17,21,363,4,11,4,11,5,8,40,34,1,2
RO_031128,Sarbi,2152,855,49,0,390,31,56,219,7,29,11,4,1,1,31,7,8,11
RO_030366,Sârbii-Măgura,1646,982,19,0,86,37,17,781,1,1,2,4,1,6,7,17,2,1
RO_061179,Sarichioi,6228,1611,134,0,541,101,187,358,9,4,21,15,3,44,61,113,13,7
RO_085528,Sarmas,3345,817,25,0,219,78,49,146,133,16,6,1,0,20,15,65,5,39
RO_042881,Sarmasag,5254,2364,67,0,105,21,34,132,1461,13,10,10,0,5,16,12,7,471
RO_091054,Sarmizegetusa,1101,862,2,0,70,15,641,65,10,12,4,0,0,11,13,16,1,2
RO_050445,Saru Dornei,3425,1177,51,0,180,46,402,234,1,12,15,3,1,11,42,168,3,8
RO_049233,Sarulesti,1245,389,25,0,106,12,111,88,0,11,0,1,1,13,8,8,3,2
RO_004886,Sarulesti,2287,786,55,0,191,29,271,99,1,54,6,5,2,10,19,29,8,7
RO_053791,Sasca Montana,1405,690,19,0,398,39,40,103,4,26,22,1,2,7,12,10,7,0
RO_019206,Saschiz,1675,613,36,0,291,20,55,164,4,11,4,0,2,5,5,13,1,2
RO_007099,Sasciori,4431,1419,78,0,792,23,122,236,1,15,26,10,3,29,32,46,2,4
RO_025068,Sascut,8362,3369,217,0,941,99,431,1078,4,12,19,17,9,44,242,215,19,22
RO_058528,Satchinez,3729,660,28,0,256,39,54,121,6,12,20,5,4,16,54,37,5,3
RO_086501,Satu Mare,1576,794,28,0,15,6,3,55,435,3,4,21,0,1,1,2,6,214
RO_050196,Satu Mare,3210,961,42,0,345,26,53,252,0,1,5,9,1,11,70,135,4,7
RO_008712,Satulung,4156,1347,40,0,477,49,100,351,31,19,15,101,1,13,84,50,9,7
RO_038805,Sauca,1126,576,46,0,152,17,42,117,110,2,2,4,1,3,12,23,5,40
RO_025228,Saucesti,3475,1062,68,0,287,40,82,361,10,45,16,6,1,17,32,76,9,12
RO_081816,Saulesti,1906,641,22,0,377,14,48,117,3,4,2,5,0,4,13,28,3,1
RO_019750,Saulia,1585,552,20,0,112,53,75,120,25,30,8,4,2,12,69,13,7,2
RO_059327,Savadisla,3603,1568,48,0,201,54,127,113,410,2,9,6,5,14,14,108,7,450
RO_011842,Savarsin,2568,1062,41,0,416,53,129,229,5,47,11,3,1,10,57,49,4,7
RO_094376,Saveni,2962,653,41,0,148,13,71,273,2,22,3,6,2,8,12,44,6,2
RO_020824,Savinesti,5390,1606,96,0,255,88,147,474,2,11,6,9,5,22,82,378,18,13
RO_074073,Scaesti,1659,744,31,0,158,20,206,224,1,18,6,5,0,7,25,36,6,1
RO_094429,Scanteia,3418,905,86,0,226,42,87,285,3,13,13,16,2,20,41,58,4,9
RO_098916,Scanteia,3320,1049,97,0,245,50,162,334,3,17,17,9,0,11,36,40,19,9
RO_077126,Scanteiesti,2195,992,77,0,160,30,68,284,3,250,7,13,3,17,34,37,8,1
RO_007197,Scarisoara,1493,558,46,0,140,31,168,101,2,7,2,11,1,4,19,15,7,4
RO_028613,Scarisoara,2458,599,22,0,158,22,76,222,4,11,9,10,1,13,16,23,7,5
RO_099290,Scheia,2278,971,83,0,210,25,99,442,3,8,3,1,1,7,13,65,6,5
RO_046432,Scheia,6456,1713,104,0,550,56,201,382,6,18,20,12,2,39,72,224,8,19
RO_077153,Schela,2740,1119,63,0,225,29,59,444,0,118,8,7,1,19,105,27,7,7
RO_081987,Schela,1631,563,15,0,94,65,73,223,6,17,2,6,1,6,22,29,2,2
RO_004975,Schitu,1684,611,50,0,196,23,180,106,1,1,9,1,1,6,5,28,2,2
RO_028659,Schitu,2278,1713,8,0,494,39,139,847,7,1,4,4,0,2,26,141,1,0
RO_098827,Schitu Duca,3241,1609,101,0,358,56,176,760,4,11,4,5,1,21,27,51,25,9
RO_018670,Schitu Golesti,3980,851,31,0,210,39,115,243,1,57,6,22,4,15,47,58,2,1
RO_081861,Scoarta,3787,1034,52,0,165,57,189,238,4,23,9,181,2,19,50,38,3,4
RO_098998,Scobinti,5652,1660,135,0,237,93,156,764,1,26,16,20,3,24,45,110,16,14
RO_043929,Scortaru Nou,1138,339,35,0,43,20,45,107,0,22,2,6,1,10,22,23,0,3
RO_025291,Scorteni,2524,900,74,0,157,53,188,288,5,16,7,7,1,6,44,37,13,4
RO_035164,Scorteni,4841,1041,38,0,260,50,82,175,14,262,10,3,5,15,83,37,5,2
RO_049313,Scortoasa,2511,873,57,0,138,42,32,340,4,162,3,7,3,17,22,33,9,4
RO_054013,Scrioastea,3427,1369,59,0,191,231,399,177,6,66,9,5,1,22,51,143,3,6
RO_072947,Scundu,1789,681,29,0,156,23,84,295,0,4,5,10,1,23,10,39,2,0
RO_054068,Scurtu Mare,1589,985,61,0,259,20,140,373,7,27,33,3,3,9,9,33,6,2
RO_049439,Scutelnici,2053,863,80,0,162,21,224,267,4,1,5,12,3,21,37,20,5,1
RO_028864,Seaca,1831,622,40,0,104,13,131,203,4,9,11,9,0,23,57,14,2,2
RO_054139,Seaca,2240,808,51,0,127,76,195,275,2,7,8,13,0,10,24,14,5,1
RO_074108,Seaca De Camp,1748,850,40,0,103,25,42,522,1,13,3,8,0,8,13,67,4,1
RO_074135,Seaca De Padure,1064,542,23,0,115,18,113,226,4,2,2,8,0,11,5,12,2,1
RO_035226,Secaria,1038,594,6,0,363,4,11,93,0,92,3,3,1,7,4,6,1,0
RO_058608,Secas,249,121,9,0,28,6,36,33,0,2,1,2,0,3,0,1,0,0
RO_074171,Secu,941,384,18,0,144,9,9,175,3,6,3,4,0,0,1,9,3,0
RO_025362,Secuieni,1568,941,46,0,129,30,169,435,2,64,13,4,1,4,18,13,9,4
RO_085582,Secuieni,2140,1071,41,0,30,13,15,48,367,2,3,134,0,1,3,5,7,402
RO_024233,Secuieni,2744,871,77,0,167,40,139,307,0,19,3,5,9,11,12,55,10,17
RO_011940,Secusigiu,4628,931,41,0,275,43,85,135,44,83,24,52,6,13,66,54,1,9
RO_054184,Segarcea-Vale,2946,1260,66,0,169,32,115,756,4,10,8,10,0,7,22,52,4,5
RO_045667,Seica Mare,3747,1040,55,0,244,40,272,142,62,27,21,2,6,18,48,84,10,9
RO_045738,Seica Mica,1511,492,17,0,101,13,45,254,0,6,7,1,3,11,12,18,2,2
RO_062903,Seimeni,1710,496,30,0,106,21,163,105,0,5,4,3,2,8,18,25,3,3
RO_012206,Seitin,2360,459,58,0,137,33,30,94,1,14,10,16,3,7,27,25,3,1
RO_068887,Selaru,2770,1069,86,0,236,16,74,447,1,7,14,14,3,14,12,134,8,3
RO_011995,Seleus,2472,694,20,0,335,36,62,120,0,29,15,0,1,7,49,15,1,4
RO_043557,Selimbar,4298,1498,60,0,511,43,115,168,6,21,218,8,6,19,149,154,4,16
RO_012037,Semlac,3244,593,44,0,159,25,44,83,5,33,14,20,0,11,69,74,1,11
RO_075114,Sendreni,2667,977,58,0,110,21,506,131,3,52,5,1,2,25,28,32,2,1
RO_039122,Sendriceni,3203,1019,71,0,133,57,346,247,5,8,3,1,1,18,27,89,4,9
RO_012224,Sepreus,2081,400,27,0,133,26,18,78,1,19,14,27,2,6,30,11,3,5
RO_029246,Serbanesti,2471,859,63,0,126,25,110,424,3,10,5,17,1,18,25,25,6,1
RO_051460,Şerbăuţi,2432,732,42,0,77,33,64,236,5,14,4,6,2,8,172,50,15,4
ROZZRS,SERBIA,0,47,2,0,11,1,7,11,1,0,0,0,0,5,0,8,1,0
RO_041818,Sercaia,2124,809,46,0,123,16,330,63,104,18,40,2,1,9,5,29,3,20
RO_094456,Sfantu Gheorghe,1659,620,39,0,328,23,21,107,0,41,6,3,1,8,15,14,10,4
RO_061231,Sfantu Gheorghe,783,250,9,0,136,11,17,35,1,0,1,4,3,5,9,14,5,0
RO_054166,Sfintesti,1055,486,21,0,88,14,20,262,0,12,1,3,1,12,34,17,0,1
RO_007810,Sibot,2078,768,28,0,249,30,237,112,0,22,7,3,7,11,17,28,6,11
RO_059416,Sic,2223,784,40,0,9,6,3,9,275,17,2,3,1,0,2,2,15,400
RO_053853,Sichevita,2031,637,34,0,212,34,114,143,2,23,15,5,6,8,29,8,2,2
RO_012242,Sicula,3726,856,23,0,320,43,77,204,2,20,6,2,2,9,33,105,3,7
RO_085626,Siculeni,2303,1182,12,0,11,6,9,8,933,4,0,4,0,5,4,4,4,178
RO_034645,Sieu,2520,853,36,0,224,56,92,232,50,49,15,9,0,23,14,36,1,16
RO_079613,Şieu,1885,499,6,0,71,36,142,170,1,11,35,1,2,6,7,7,1,3
RO_034690,Sieu-Magherus,3107,1067,47,0,357,60,69,312,2,46,21,28,4,12,24,70,7,8
RO_034770,Sieu-Odorhei,2105,901,45,0,223,70,66,272,93,18,15,4,0,15,33,29,4,14
RO_034850,Sieut,2176,879,31,0,282,62,144,129,2,50,37,5,5,6,65,53,6,2
RO_077600,Sihlea,4167,1705,148,0,195,45,553,463,2,11,7,26,4,24,64,125,28,10
RO_012288,Silindia,721,252,10,0,159,6,6,19,8,18,4,2,1,3,6,3,4,3
RO_043992,Silistea,1460,537,39,0,63,39,146,128,2,40,6,8,1,11,19,30,2,3
RO_062949,Silistea,1163,453,20,0,82,8,46,266,1,0,0,0,0,5,10,8,2,5
RO_054228,Silistea,2122,1057,50,0,126,18,98,513,1,96,2,6,4,5,117,11,4,6
RO_074224,Silistea Crucii,1435,440,24,0,112,35,25,109,0,6,61,7,0,7,12,36,5,1
RO_054282,Silistea-Gumesti,2273,780,45,0,102,28,135,271,7,106,5,6,4,13,24,28,4,2
RO_034422,Silivaşu de Câmpie,924,265,15,0,43,21,28,64,1,16,6,25,1,3,26,12,2,2
RO_012340,Simand,3257,814,52,0,205,23,90,100,17,136,8,58,5,7,84,19,5,5
RO_031333,Simian,3192,1647,86,0,90,19,20,119,1125,5,5,46,1,3,6,5,4,113
RO_009826,Simian,7554,1621,109,0,414,67,357,303,2,27,23,135,2,39,82,59,1,1
RO_050221,Siminicea,2394,880,74,0,161,44,24,384,4,24,5,4,2,9,67,63,8,7
RO_079695,Şimişna,1098,465,43,0,64,25,87,180,2,10,4,5,0,5,4,25,7,4
RO_070174,Simnicu De Sus,3477,1026,70,0,206,64,36,204,1,308,15,8,3,21,48,35,3,4
RO_085984,Simonesti,3083,1557,43,0,24,5,23,28,539,2,2,106,0,3,1,10,9,762
RO_041854,Sinca,2623,1094,89,0,414,40,176,146,3,51,86,10,3,13,25,20,7,11
RO_042449,Şinca Nouă,1274,569,30,0,127,23,165,60,0,13,22,2,1,9,53,58,4,2
RO_019803,Sincai,1291,519,23,0,61,28,41,125,175,4,0,2,1,1,7,5,4,42
RO_005026,Sinesti,1944,319,20,0,80,12,20,119,0,1,8,5,2,8,32,10,2,0
RO_099058,Sinesti,3058,1338,90,0,113,37,828,163,0,1,5,4,2,19,7,35,18,16
RO_072992,Sinesti,1991,639,31,0,61,21,217,147,2,8,10,2,1,83,9,39,6,2
ROZZSG,SINGAPORE,0,62,1,0,27,1,9,7,1,4,3,1,1,1,0,6,0,0
RO_005106,Singureni,2545,497,32,0,189,18,58,134,2,3,1,1,1,5,24,21,7,1
RO_012055,Sintea Mare,2891,932,46,0,168,27,66,90,312,12,10,93,3,8,32,22,7,36
RO_034903,Sintereag,3146,1333,33,0,613,52,121,219,113,28,14,7,2,12,40,32,16,31
RO_031379,Sinteu,993,243,17,0,106,6,28,58,2,2,4,4,0,1,3,3,8,1
RO_099370,Sipote,4093,1295,78,0,396,49,99,502,0,34,6,4,1,13,59,30,17,7
RO_099101,Siretel,2932,1131,46,0,123,40,623,173,3,15,7,4,0,9,37,32,14,5
RO_012368,Siria,6886,1230,90,0,450,48,133,196,37,33,12,13,4,19,77,97,8,13
RO_073686,Sirineasa,2032,569,48,0,68,27,219,114,1,16,12,0,0,9,17,34,2,2
RO_049484,Siriu,2500,723,40,0,221,49,147,135,0,24,8,6,0,19,39,32,2,1
RO_035431,Sirna,4242,848,45,0,334,30,93,151,6,29,17,9,1,10,79,40,1,3
RO_009096,Sisesti,4431,908,21,0,336,36,125,154,11,26,49,0,3,19,39,81,2,6
RO_013625,Sisesti,2303,1149,61,0,532,41,100,166,6,10,7,0,3,9,176,27,8,3
RO_012402,Sistarovat,262,170,10,0,17,2,12,84,0,10,11,1,0,2,10,10,1,0
RO_063688,Sita Buzaului,3734,747,43,0,326,34,66,170,5,16,3,0,6,15,19,32,2,10
RO_050258,Slatina,4046,1240,26,0,380,44,186,352,8,81,2,0,1,14,11,129,2,4
RO_054056,Slatina-Timis,2658,1182,6,0,718,31,118,129,14,60,4,0,1,8,80,12,0,1
RO_025374,Slatioara,2059,596,43,0,234,21,30,180,2,6,2,1,0,24,27,21,3,2
RO_073061,Slatioara,2902,802,34,0,131,37,108,311,1,45,50,4,2,12,29,36,1,1
RO_061259,Slava Cercheza,2265,383,22,0,121,29,42,116,1,3,4,1,1,9,8,20,4,2
RO_045603,Slimnic,3058,594,29,0,219,25,36,176,0,13,22,3,0,11,18,38,2,2
RO_082047,Slivilesti,2852,568,34,0,158,55,65,119,4,6,7,3,4,12,53,45,1,2
RO_018741,Slobozia,4106,770,53,0,91,43,319,178,1,13,8,6,1,9,14,26,5,3
RO_000549,Slobozia,2020,607,35,0,157,17,152,184,0,7,11,2,0,6,18,18,0,0
RO_077655,Slobozia Bradului,3460,2019,131,0,63,34,1144,176,3,4,1,414,0,11,15,8,8,7
RO_077726,Slobozia Ciorăşti,1738,909,43,0,94,17,28,677,0,7,0,5,0,3,19,3,12,1
RO_077180,Slobozia Conachi,3558,839,47,0,193,25,56,331,1,48,4,13,3,16,62,36,3,1
RO_054344,Slobozia Mandra,1803,951,40,0,86,59,43,610,1,1,1,9,0,4,8,84,5,0
RO_005142,Slobozia Moara,1677,401,9,0,236,20,14,76,2,6,5,1,1,5,10,14,1,1
RO_077224,Smardan,3282,869,42,0,202,29,62,179,4,167,10,4,4,15,104,39,3,5
RO_061286,Smardan,917,308,18,0,94,20,42,44,1,10,4,2,0,6,41,21,1,4
RO_054380,Smardioasa,2096,945,71,0,76,20,554,75,5,8,4,24,2,20,49,37,0,0
RO_049545,Smeeni,5471,2098,155,0,778,58,231,546,4,15,18,36,8,41,81,110,12,5
RO_077260,Smulti,1300,572,45,0,80,46,104,151,1,50,5,11,1,18,20,30,7,3
RO_005160,Snagov,4931,1640,71,0,953,39,150,186,2,14,20,12,4,34,65,84,0,6
RO_041943,Soars,1529,530,38,0,179,82,43,109,3,2,18,10,0,6,7,28,1,4
RO_012126,Socodor,1802,569,29,0,140,24,254,67,16,7,5,2,2,5,11,6,1,0
RO_054109,Socol,1788,537,22,0,148,34,80,114,8,25,22,9,3,15,41,12,4,0
RO_038869,Socond,2042,1096,38,0,393,27,124,383,9,9,8,4,1,11,5,77,2,5
RO_009360,Sofronea,2129,691,37,0,123,12,26,99,266,12,7,3,0,4,53,27,3,19
RO_005222,Sohatu,2564,863,60,0,93,20,537,88,2,3,3,4,0,9,18,14,6,6
RO_007446,Sohodol,1648,247,7,0,64,20,32,63,0,2,5,2,0,5,26,20,1,0
RO_035501,Soimari,2366,1112,48,0,141,26,43,83,16,517,8,5,10,21,151,32,8,3
RO_031422,Soimi,2209,748,18,0,218,74,112,170,17,30,8,6,0,10,57,16,8,4
RO_091330,Soimus,2901,1315,48,0,200,92,164,599,14,32,8,2,1,12,42,80,14,7
RO_005384,Soldanu,2634,1040,76,0,236,22,494,116,3,6,8,9,0,15,39,10,1,5
RO_065899,Solesti,3040,1127,117,0,166,50,89,595,3,6,6,11,3,5,13,35,18,10
RO_025488,Solont,3033,950,53,0,257,51,96,358,1,44,8,5,0,9,21,25,12,10
RO_019590,Solovastru,2323,756,21,0,230,55,129,167,4,4,11,25,0,11,41,50,6,2
RO_042710,Somes-Odorhei,2230,1801,39,0,348,37,63,1148,6,69,22,4,2,9,12,27,9,6
RO_061302,Somova,3574,953,43,0,319,46,100,247,2,15,5,10,8,19,32,103,1,3
RO_007865,Sona,3680,1055,79,0,289,24,146,122,222,14,11,38,1,5,53,20,9,22
RO_030384,Şopârliţa,1120,470,22,0,157,39,80,103,1,1,8,4,0,19,24,11,1,0
RO_074242,Sopot,1637,951,55,0,396,71,81,246,0,33,5,6,2,6,15,26,8,1
RO_054163,Sopotu Nou,1082,399,9,0,215,16,29,38,3,29,3,7,4,8,26,8,1,3
RO_065477,Sotanga,5815,1820,110,0,317,59,77,861,3,19,9,30,42,33,66,178,11,5
RO_035547,Sotrile,2742,614,47,0,192,13,29,125,3,77,2,7,1,19,73,21,2,3
RO_013698,Sovarna,1061,504,20,0,187,18,154,71,0,8,20,2,1,4,6,10,1,2
RO_077762,Soveja,2325,960,60,0,330,36,126,230,1,11,9,1,1,12,7,114,11,11
RO_005259,Spantov,3665,938,93,0,146,43,114,176,2,29,19,217,4,16,46,24,1,8
RO_034547,Spermezeu,3217,1046,39,0,304,93,211,211,3,96,15,1,3,17,5,22,19,7
RO_028962,Spineni,1559,898,24,0,279,41,80,362,3,7,4,4,5,10,46,26,5,2
RO_031208,Spinus,971,586,25,0,187,28,117,110,10,17,4,2,2,6,41,29,1,7
RO_029040,Sprancenata,2309,915,136,0,322,13,15,359,4,2,0,12,2,5,21,12,8,4
RO_007945,Spring,2098,1019,42,0,369,14,138,298,2,5,3,5,3,12,96,24,4,4
RO_178965,Spulber,1025,474,43,0,64,7,54,262,4,0,2,1,0,3,21,6,5,2
RO_018778,Stalpeni,4202,1278,42,0,216,30,83,681,3,46,10,17,2,16,55,64,8,5
RO_049625,Stâlpu,2552,670,47,0,309,21,40,134,3,6,26,5,1,8,33,35,1,1
RO_019625,Stanceni,1258,399,19,0,89,41,68,69,84,5,5,0,0,4,2,4,2,7
RO_044060,Stancuta,2994,1105,76,0,150,26,45,611,4,27,11,21,1,17,41,61,9,5
RO_005295,Stanesti,2333,1524,79,0,129,31,847,300,2,8,6,4,0,10,54,32,19,3
RO_082136,Stanesti,1990,564,30,0,159,51,50,142,5,24,3,4,2,4,45,41,1,3
RO_073132,Stanesti,1124,466,45,0,49,16,104,100,3,126,2,2,0,2,1,13,3,0
RO_013518,Stangaceaua,1194,686,20,0,138,22,129,294,3,22,4,4,0,6,8,29,4,3
RO_065979,Stanilesti,4458,1538,166,0,220,56,188,651,2,39,9,8,2,32,66,40,30,29
RO_025521,Stanisesti,3449,1183,86,0,261,34,162,490,0,17,13,6,1,12,48,18,22,13
RO_024331,Stanita,1792,678,32,0,133,45,115,242,1,9,12,8,1,9,18,37,8,8
RO_035315,Starchiojd,3282,875,47,0,234,36,102,213,4,51,7,3,4,14,132,18,9,1
ROZZUS,STATELE UNITE ALE AMERICII,0,1826,36,0,776,28,172,95,16,14,75,3,14,17,44,184,0,47
ROZZMX,Mexico,0,34,1,0,13,1,4,5,0,2,2,0,4,1,1,0,0,0
ROZZIL,STATUL ISRAEL,0,446,9,0,223,12,48,45,12,5,6,3,2,8,13,40,2,18
ROZZKW,Kuwait,0,79,2,0,45,0,6,10,0,0,4,0,0,1,0,11,0,0
ROZZQA,Qatar,0,97,6,0,48,0,12,5,1,1,3,0,1,2,1,16,0,1
RO_035884,Stauceni,2612,876,47,0,125,59,75,288,1,33,6,2,3,5,176,44,9,3
RO_019114,Stefan Cel Mare,1919,481,55,0,68,26,65,132,0,8,10,3,0,3,45,59,4,3
RO_020670,Stefan Cel Mare,3182,1496,85,0,433,48,62,746,0,6,12,11,1,15,18,36,10,13
RO_094562,Stefan Cel Mare,2602,735,46,0,149,17,183,244,0,37,13,2,0,8,14,9,5,8
RO_024411,Stefan Cel Mare,2644,1206,91,0,304,67,95,368,2,6,13,6,2,11,30,184,14,13
RO_029282,Stefan Cel Mare,1703,949,44,0,96,14,600,133,1,2,8,0,0,15,8,22,4,2
RO_066057,Stefan Cel Mare,2623,1418,114,0,147,54,50,955,0,25,6,4,0,11,11,22,11,8
RO_094580,Stefan Voda,1949,653,42,0,270,15,130,113,2,13,2,5,3,11,21,14,7,5
RO_073748,Stefanesti,2962,1374,46,0,104,115,98,507,4,16,16,9,3,217,142,74,17,6
RO_005419,Stefanestii De Jos,3445,1587,109,0,78,285,90,151,4,79,14,47,2,23,633,63,5,4
RO_035618,Stefesti,1987,602,28,0,148,31,56,85,2,15,4,4,3,13,149,57,1,6
RO_082243,Stejari,2102,474,17,0,92,39,92,159,3,6,10,3,5,9,10,24,2,3
RO_054415,Stejaru,1660,971,42,0,86,40,114,352,14,243,3,7,2,19,14,25,5,5
RO_061348,Stejaru,1404,761,14,0,496,25,49,87,1,21,5,0,1,5,27,29,0,1
RO_094492,Stelnica,1419,536,25,0,308,13,20,114,4,2,3,2,0,1,27,14,2,1
RO_039220,Stiubieni,2231,977,63,0,71,37,521,172,1,26,3,0,0,10,12,47,10,4
RO_058804,Stiuca,1333,613,28,0,108,17,300,85,6,4,10,2,0,6,17,26,3,1
RO_018858,Stoenesti,3761,1271,62,0,206,66,54,712,1,13,32,12,1,11,52,43,3,3
RO_005348,Stoenesti,1831,860,100,0,182,7,191,274,3,1,5,6,0,3,13,67,4,4
RO_029095,Stoenesti,1904,890,38,0,166,13,26,424,1,8,3,14,2,9,18,163,2,3
RO_073230,Stoenesti,3143,1119,73,0,306,72,111,384,4,38,18,9,25,31,18,20,5,5
RO_029111,Stoicanesti,2568,714,36,0,232,21,37,292,2,9,21,6,2,12,18,17,4,5
RO_073374,Stoilesti,2953,898,60,0,139,96,105,379,2,40,2,4,0,20,11,27,9,4
RO_082314,Stoina,1887,615,28,0,147,26,92,210,1,70,2,1,0,4,25,7,2,0
