gisco_id,name,registered,turnout,invalid,blank,PARTIDUL DEMOCRAT LIBERAL,PARTIDUL MIŞCAREA POPULARĂ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA,ALIANŢA ELECTORALĂ PSD-UNPR-PC,PARTIDUL NAŢIONAL LIBERAL,PARTIDUL ROMÂNIA MARE,ALIANŢA NAŢIONALĂ A AGRICULTORILOR,PARTIDUL DREPTĂŢII SOCIALE,PARTIDUL NOUA REPUBLICĂ,PARTIDUL VERDE,FORŢA CIVICĂ,PARTIDUL ECOLOGIST ROMÂN,PARTIDUL ALTERNATIVA SOCIALISTĂ,PARTIDUL NAŢIONAL ŢĂRĂNESC CREŞTIN DEMOCRAT,PARTIDUL POPORULUI - DAN DIACONESCU,UNGUREANU GEORGIANA-CORINA,FILIP CONSTANTIN-TITIAN,LIGA DĂNUŢ,PUREA PAUL,CAPSALI PERICLE-IULIAN,COSTEA PETER,DIACONU MIRCEA,DĂEANU VALENTIN-EUGEN
RO_010514,Covasint,2106,421,29,0,187,15,2,72,28,10,2,0,0,1,9,1,0,0,19,0,0,3,0,4,10,29,0
RO_010532,Craiva,2306,1335,26,0,326,17,1,258,582,26,5,0,1,1,3,1,1,7,22,2,0,2,2,3,41,8,0
RO_010649,Dezna,1100,565,19,0,135,22,6,180,77,14,21,0,3,2,6,4,0,7,26,2,0,1,1,3,7,29,0
RO_010701,Dieci,1292,808,36,0,90,30,2,395,139,21,5,7,3,0,5,2,0,6,24,2,0,0,0,3,27,11,0
RO_010765,Ususău,1038,425,16,0,62,17,14,87,15,26,1,1,0,0,5,2,0,1,148,1,2,0,1,8,10,7,1
RO_010827,Felnac,2431,765,61,0,229,6,3,305,47,11,5,0,2,0,11,3,1,1,46,1,1,0,1,3,8,19,1
RO_010872,Ghioroc,3470,808,20,0,139,37,74,255,57,25,5,1,6,3,13,11,0,3,68,4,1,1,1,12,17,54,1
RO_010916,Graniceri,2027,510,39,0,58,6,0,153,178,17,6,1,1,2,5,3,1,9,4,5,0,0,1,7,4,9,1
RO_010943,Gurahont,3336,1413,72,0,175,47,3,319,451,40,16,21,3,3,25,8,1,7,114,2,1,2,1,10,30,62,0
RO_011058,Halmagiu,2558,917,23,0,281,16,1,278,179,27,17,1,6,1,4,1,1,21,33,4,1,3,1,6,0,12,0
RO_011174,Halmagel,1128,502,29,0,120,5,0,209,65,16,9,0,1,0,3,2,1,11,19,0,0,2,1,1,0,8,0
RO_011236,Hasmas,1050,614,23,0,301,20,0,160,35,13,1,1,1,0,4,0,0,3,15,0,0,2,1,1,16,17,0
RO_011307,Ignesti,605,343,12,0,60,22,4,73,118,23,3,1,1,2,1,0,0,1,17,0,0,2,0,0,0,3,0
RO_011352,Iratosu,2152,566,10,0,66,9,350,62,14,6,6,0,0,1,9,4,0,2,18,0,1,0,0,0,0,8,0
RO_011398,Macea,5707,1084,83,0,192,38,18,457,69,23,8,7,2,5,28,19,2,8,49,3,0,9,0,5,18,38,3
RO_011423,Misca,2670,1093,71,0,56,17,654,116,48,14,11,2,0,1,5,3,0,2,68,4,0,2,3,0,6,9,1
RO_011478,Moneasa,846,732,32,0,95,15,20,265,166,23,1,1,2,3,18,10,2,10,14,1,1,0,1,1,17,34,0
RO_011502,Olari,1607,493,21,0,114,8,95,153,29,11,4,1,4,0,2,6,0,1,30,0,0,1,3,1,0,9,0
RO_011539,Paulis,3528,1399,81,0,398,45,20,550,70,30,5,4,5,2,32,5,1,6,46,3,0,1,3,11,42,35,4
RO_011584,Oraş Pecica,11442,3503,200,0,1616,61,542,429,115,50,27,2,11,9,41,19,2,16,185,8,3,6,3,16,53,87,2
RO_011637,Peregu Mare,1585,559,20,0,78,5,359,41,20,9,7,0,2,0,2,0,0,2,6,2,1,1,0,1,1,2,0
RO_011664,Petris,1204,459,23,0,96,20,0,108,25,17,9,3,74,3,8,4,1,2,34,2,0,1,1,0,10,18,0
RO_011735,Pilu,1596,449,21,0,169,8,6,98,89,6,6,0,0,0,4,1,1,2,21,0,0,2,0,0,0,15,0
RO_011762,Plescuta,1027,562,16,0,250,6,0,110,83,33,3,2,3,0,6,2,0,2,33,2,2,1,2,2,2,2,0
RO_011842,Savarsin,2469,1199,59,0,207,43,9,501,164,30,8,1,4,2,13,6,2,2,112,4,0,4,4,3,3,17,1
RO_011940,Secusigiu,4790,1544,77,0,580,19,42,496,49,16,11,3,3,1,25,1,5,17,156,5,3,3,5,3,2,21,1
RO_011995,Seleus,2464,853,23,0,97,24,3,317,235,19,8,0,1,1,5,6,1,5,13,1,0,1,0,9,71,13,0
RO_012037,Semlac,3311,711,43,0,266,18,6,188,82,7,10,0,4,2,14,3,1,17,25,1,0,1,0,2,1,20,0
RO_012055,Sintea Mare,2966,860,55,0,121,18,270,107,166,12,6,0,2,1,3,6,0,0,58,1,0,1,1,6,14,12,0
RO_012091,Oraş Sântana,12505,2483,151,0,403,90,14,631,540,56,31,6,14,3,26,20,2,10,268,14,1,4,5,17,30,146,1
RO_012126,Socodor,1808,937,21,0,60,5,16,184,572,10,4,1,0,0,3,2,1,1,22,1,0,7,0,2,12,13,0
RO_012144,Sagu,3349,1022,70,0,521,24,4,185,47,13,12,5,3,3,13,10,0,7,38,2,1,2,4,2,35,19,2
RO_012206,Seitin,2427,924,70,0,360,15,3,334,33,13,8,4,1,0,6,1,1,4,33,3,0,1,1,1,0,32,0
RO_012224,Sepreus,2126,621,17,0,301,7,2,149,49,16,3,0,1,0,1,3,1,9,33,1,0,3,1,3,1,20,0
RO_012242,Sicula,3581,645,22,0,145,26,7,208,70,33,6,1,0,0,7,3,0,2,50,0,0,5,1,3,23,33,0
RO_012288,Silindia,712,296,16,0,180,10,20,40,7,6,0,0,1,1,1,2,0,3,7,1,0,0,0,0,0,1,0
RO_012340,Simand,3405,1000,73,0,235,15,15,186,366,18,8,2,0,1,4,3,0,6,22,1,5,1,2,0,6,30,1
RO_012402,Sistarovat,261,182,11,0,14,1,0,111,17,1,4,1,1,0,0,0,0,1,12,0,0,0,0,1,0,7,0
RO_012457,Taut,1453,634,27,0,284,12,1,109,87,17,7,0,1,0,3,5,0,2,62,1,0,0,0,0,5,11,0
RO_012509,Tarnova,4900,2640,74,0,570,40,8,394,1277,45,20,2,17,2,16,7,2,9,74,2,0,0,4,11,44,21,1
RO_012572,Varadia De Mures,1471,550,12,0,117,18,1,221,48,36,14,2,2,0,6,3,1,5,38,2,0,1,0,10,2,11,0
RO_012643,Vinga,5353,1424,67,0,178,85,389,199,182,16,20,5,5,2,20,4,0,22,167,3,0,2,10,9,11,28,0
RO_012689,Varfurile,2463,751,29,0,246,27,0,261,57,23,28,2,0,4,7,1,0,11,20,0,2,2,3,2,5,21,0
RO_012778,Zabrani,3801,895,37,0,469,28,6,177,57,17,11,1,2,0,8,6,0,10,23,3,0,1,1,13,2,23,0
RO_012812,Zarand,2041,911,31,0,325,52,2,326,77,17,10,1,0,0,4,1,0,7,27,2,0,0,3,3,5,18,0
RO_012849,Zerind,1162,374,15,0,131,4,182,17,9,3,2,1,0,0,0,0,0,0,7,0,0,1,0,1,1,0,0
RO_012876,Zimandu Nou,4080,1275,47,0,116,45,375,136,320,20,9,1,5,1,15,6,1,6,87,4,1,0,2,7,20,47,4
RO_012912,Dorobanţi,1386,657,12,0,34,2,561,16,9,2,3,0,1,3,3,1,0,1,3,0,1,1,1,1,0,2,0
RO_012920,Frumuşeni,2287,784,36,0,417,19,10,190,35,14,6,1,2,1,4,8,0,1,21,2,0,0,0,5,2,10,0
RO_012938,Zădăreni,2229,692,43,0,242,22,4,126,124,11,3,0,2,1,27,3,0,0,24,3,1,0,11,6,2,36,1
RO_013169,Municipiul Piteşti,149386,43330,2374,0,3403,3991,82,16737,3730,1537,366,67,68,220,1267,504,75,270,1166,262,46,65,51,521,136,6294,98
RO_013187,Bascov,8527,2526,211,0,180,234,9,1078,226,103,22,4,3,12,71,11,3,27,62,14,5,4,4,25,1,216,1
RO_013276,Bradu,6141,1701,146,0,165,244,2,706,86,88,19,7,1,6,22,8,5,8,31,8,0,4,2,14,2,126,1
RO_013301,Oraş Mioveni,29127,8490,657,0,612,393,17,4190,517,410,60,21,17,46,111,70,8,33,396,40,8,19,17,52,27,757,12
RO_013365,Maracineni,4209,1292,84,0,41,49,1,598,126,59,7,0,3,2,22,6,2,5,134,2,4,1,1,12,4,126,3
RO_013392,Oraş Ştefăneşti,11978,3609,220,0,300,288,5,1404,377,105,33,5,11,10,90,35,3,30,187,16,7,4,4,68,11,390,6
RO_013490,Municipiul Câmpulung,31975,8598,616,0,609,598,12,2770,803,339,65,28,17,40,240,97,15,53,396,47,4,11,5,47,40,1734,12
RO_013524,Valea Mare Pravat,3314,1407,214,0,362,49,2,303,215,37,10,3,1,3,4,7,1,5,45,5,1,1,1,12,4,122,0
RO_013622,Municipiul Curtea de Arges,28972,7911,538,0,794,434,6,3192,785,289,93,12,13,27,166,73,23,41,311,49,8,11,13,70,24,918,21
RO_013668,Oraş Costeşti,9027,2838,170,0,287,598,5,961,355,76,17,5,2,14,25,14,4,11,120,15,1,6,3,13,5,131,0
RO_013757,Oraş Topoloveni,8021,2946,175,0,283,190,1,1377,236,91,25,6,3,16,59,28,5,19,107,12,4,2,4,20,5,276,2
RO_013819,Albestii De Arges,4995,1514,107,0,267,72,3,645,106,62,20,2,3,3,30,11,2,4,53,5,0,3,3,11,1,100,1
RO_013891,Albestii De Muscel,1328,645,43,0,219,21,1,204,50,15,8,0,1,4,4,2,0,5,14,0,1,1,0,0,0,52,0
RO_013935,Albota,3254,1373,114,0,115,64,0,804,67,36,7,4,2,9,15,4,0,6,56,5,1,3,2,1,1,56,1
RO_013999,Aninoasa,2688,1145,88,0,95,26,1,553,136,34,16,4,1,2,28,4,1,7,54,2,1,3,1,20,3,65,0
RO_014049,Arefu,2112,570,14,0,104,26,0,228,69,12,17,1,0,0,18,7,0,1,17,2,0,1,2,3,0,48,0
RO_014085,Babana,2376,953,78,0,63,160,0,428,63,33,4,2,1,3,11,2,1,6,53,3,1,1,1,0,3,34,2
RO_014165,Baiculesti,5117,1856,92,0,218,67,1,1026,138,47,18,3,0,2,18,11,1,3,67,8,0,1,5,10,2,116,2
RO_014272,Balilesti,3403,1068,65,0,79,43,0,558,109,32,6,3,0,4,9,7,1,2,33,4,1,0,1,3,0,106,2
RO_014352,Beleti-Negresti,1589,620,31,0,52,56,0,246,55,19,4,1,1,4,0,9,3,4,88,2,0,0,0,4,0,41,0
RO_014405,Berevoesti,2708,957,97,0,68,15,3,458,54,30,9,2,4,1,11,1,2,3,74,2,1,1,1,1,0,118,1
RO_014450,Barla,3974,780,58,0,155,34,1,363,43,17,6,0,2,6,3,3,3,3,49,4,1,1,1,2,1,23,1
RO_014584,Bogati,3808,1646,81,0,116,43,15,478,566,97,19,3,2,7,14,8,2,6,74,6,2,4,5,5,1,91,1
RO_014673,Boteni,2122,873,62,0,158,22,1,366,76,22,9,2,1,1,8,1,0,2,89,2,0,1,2,0,0,48,0
RO_014726,Botesti,963,530,26,0,113,25,0,203,65,9,2,0,0,9,3,5,16,6,24,0,0,0,0,2,0,22,0
RO_014753,Bradulet,1602,814,39,0,78,20,1,433,52,40,12,1,2,2,7,3,0,4,21,3,0,1,0,31,1,63,0
RO_014851,Budeasa,3346,862,41,0,133,38,0,371,121,27,5,0,2,1,12,4,0,6,19,0,1,4,0,3,1,72,1
RO_014922,Bughea De Jos,2370,781,109,0,63,28,0,292,91,23,3,2,1,5,10,2,1,2,48,0,0,3,2,1,1,94,0
RO_014940,Buzoesti,4797,1206,80,0,171,83,2,555,74,56,24,5,1,7,7,9,0,12,62,4,0,1,2,3,2,46,0
RO_015064,Caldararu,2007,699,33,0,117,49,0,268,125,15,6,1,0,5,8,1,2,0,42,3,0,1,1,3,0,17,2
RO_015108,Calinesti,8838,2313,204,0,269,113,4,767,493,85,17,4,6,5,28,20,6,16,97,14,1,2,3,17,4,135,3
RO_015233,Cateasca,3033,1057,66,0,260,28,1,419,107,29,9,0,1,5,16,4,2,2,25,3,0,3,0,2,11,61,3
RO_015313,Cepari,1895,716,43,0,95,21,2,322,106,28,16,2,2,2,6,4,0,3,35,4,0,2,3,3,0,17,0
RO_015402,Cetateni,2342,850,102,0,67,175,0,258,110,24,3,3,0,3,6,3,1,0,29,0,0,1,0,0,2,63,0
RO_015448,Cicanesti,1772,769,26,0,49,25,0,484,40,29,16,2,1,2,5,4,2,6,24,5,1,1,4,2,1,39,1
RO_015493,Ciofrangeni,2089,1003,82,0,75,60,2,612,52,18,7,1,0,0,18,2,4,2,29,2,1,0,1,0,1,34,0
RO_015554,Ciomagesti,936,558,29,0,243,10,1,186,29,10,4,1,0,2,2,1,0,16,12,3,0,2,0,0,2,5,0
RO_015652,Cocu,1966,535,35,0,47,18,1,304,51,13,6,0,0,1,5,1,0,3,20,0,0,0,1,1,0,27,1
RO_015741,Corbeni,4677,1523,113,0,169,66,1,775,82,28,20,4,0,4,29,21,3,8,52,11,1,1,1,14,4,115,1
RO_015830,Corbi,3407,1557,142,0,409,40,2,654,134,11,17,0,7,2,6,10,4,4,30,3,0,3,0,19,0,57,3
RO_015901,Cosesti,4404,1307,83,0,121,36,0,627,103,51,5,4,3,5,34,9,1,4,123,2,1,3,0,4,3,83,2
RO_015983,Cotmeana,1659,613,37,0,48,14,1,370,61,13,4,1,1,4,7,0,0,2,19,0,1,0,0,5,2,23,0
RO_016132,Cuca,1738,957,47,0,83,34,1,574,59,34,15,0,1,5,7,3,3,5,33,2,0,0,1,11,0,39,0
RO_016285,Davidesti,2346,851,85,0,93,25,1,456,52,35,3,0,0,5,6,1,2,0,48,2,0,1,0,6,1,28,1
RO_016329,Dambovicioara,809,550,21,0,61,33,2,269,75,13,16,0,1,0,8,6,0,0,6,2,0,2,0,1,0,34,0
RO_016365,Darmanesti,2989,902,29,0,61,33,0,518,80,24,4,1,0,0,14,7,1,4,47,6,0,1,1,12,0,58,1
RO_016427,Dobresti,1481,610,25,0,62,23,0,313,83,12,0,1,0,1,15,2,0,28,17,2,0,0,0,2,0,24,0
RO_016454,Domnesti,2680,1243,60,0,83,45,2,667,153,33,6,0,0,6,8,11,0,6,20,3,0,0,3,7,1,129,0
RO_016472,Dragoslavele,2100,956,69,0,68,38,1,521,125,29,9,2,2,0,10,1,1,4,23,1,1,2,1,1,0,46,1
RO_016506,Draganu,1601,454,22,0,28,28,0,236,36,12,7,1,2,4,9,2,1,1,27,1,1,1,1,0,0,33,1
RO_016551,Godeni,2615,920,80,0,104,19,1,455,67,29,4,0,1,2,2,4,2,5,42,1,0,3,0,1,0,97,1
RO_016613,Harsesti,1990,575,31,0,69,24,1,335,32,9,4,1,0,1,9,0,2,2,28,0,0,2,0,1,1,23,0
RO_016659,Hartiesti,1691,963,93,0,89,15,1,665,32,15,5,1,0,1,1,0,0,4,16,1,0,3,0,2,0,19,0
RO_016739,Izvoru,1895,620,47,0,89,18,0,355,32,13,7,0,0,4,6,2,1,1,22,2,1,0,0,0,0,19,1
RO_016757,Leordeni,4834,1791,117,0,144,72,1,971,153,58,22,3,5,3,16,11,6,13,82,2,2,1,1,8,2,96,2
RO_016908,Leresti,3948,1410,121,0,112,54,0,601,123,32,17,7,1,7,21,6,0,2,41,3,0,0,1,5,2,254,0
RO_016944,Lunca Corbului,2373,750,34,0,173,24,0,341,85,11,5,1,2,2,8,2,0,8,22,0,0,0,2,0,0,30,0
RO_017049,Malureni,3557,1348,81,0,120,45,4,707,147,43,7,2,3,1,7,4,0,10,56,3,2,3,1,35,4,63,0
RO_017101,Merisani,3556,1162,72,0,116,53,0,508,203,55,6,3,1,4,17,4,1,5,21,2,1,0,0,6,11,72,1
RO_017209,Micesti,3476,1033,92,0,101,42,1,426,196,25,10,2,1,0,10,1,2,6,39,3,0,4,0,5,18,49,0
RO_017254,Mihaesti,4786,2004,165,0,209,63,2,1104,160,67,16,7,0,10,12,6,2,9,59,4,0,3,1,6,3,95,1
RO_017334,Mioarele,1376,531,19,0,36,28,0,256,57,28,21,1,0,0,8,2,1,3,27,0,0,0,1,1,0,41,1
RO_017398,Mirosi,2089,659,38,0,69,12,0,397,47,23,3,3,1,3,8,1,2,4,18,3,1,2,0,0,0,24,0
RO_017423,Moraresti,1605,483,40,0,99,19,2,201,43,18,7,1,0,0,6,1,0,1,11,2,0,1,1,1,1,26,2
RO_017496,Mosoaia,4478,1372,94,0,91,117,0,674,94,47,13,4,2,8,34,7,2,9,48,3,1,2,2,10,2,108,0
RO_017575,Mozaceni,1853,604,39,0,138,7,1,294,51,16,6,0,0,1,2,4,1,2,15,3,0,0,2,1,0,21,0
RO_017619,Musatesti,3154,1056,93,0,62,34,5,432,166,58,7,1,1,2,7,5,1,4,72,2,0,2,1,32,1,66,2
RO_017726,Negrasi,1809,673,39,0,72,27,5,361,48,29,7,2,0,4,19,2,2,2,22,1,2,0,1,0,0,27,1
RO_017771,Nucsoara,1209,777,36,0,132,26,2,426,53,14,7,4,1,1,4,4,1,3,26,0,0,2,1,0,0,33,1
RO_017824,Oarja,2238,794,69,0,106,74,0,380,38,41,2,1,0,2,4,2,1,3,14,1,0,0,0,5,15,36,0
RO_017851,Pietrosani,4764,1513,85,0,116,55,1,808,130,52,15,1,1,7,37,2,1,4,54,6,0,4,2,1,38,93,0
RO_017913,Poienarii De Arges,885,479,31,0,149,33,1,162,42,11,3,0,1,1,1,0,2,7,13,0,0,3,0,1,0,17,1
RO_017968,Poienarii De Muscel,2865,795,47,0,192,17,0,318,52,22,11,2,1,3,4,6,1,1,49,2,1,0,0,0,3,61,2
RO_018028,Poiana Lacului,5363,1509,115,0,425,46,1,518,126,57,12,2,2,6,18,5,1,13,71,2,4,1,2,1,2,77,2
RO_018162,Popeşti,1791,667,34,0,104,40,0,326,77,21,2,1,2,2,4,3,0,8,22,1,0,0,2,1,0,17,0
RO_018242,Priboieni,3005,1127,69,0,68,21,0,641,175,18,9,1,2,1,9,6,0,7,34,1,4,1,0,1,0,58,1
RO_018331,Ratesti,2478,920,48,0,135,20,1,444,128,63,5,0,2,5,5,2,2,5,31,1,0,0,1,0,0,22,0
RO_018411,Recea,2394,826,39,0,65,37,0,462,97,23,5,5,3,1,12,15,0,10,24,2,0,1,1,2,0,21,1
RO_018475,Rociu,2180,1236,48,0,73,34,0,906,51,49,6,3,1,0,8,2,1,2,23,1,1,1,0,1,1,22,2
RO_018527,Rucar,4964,2178,107,0,316,223,1,870,291,66,15,1,1,4,19,12,2,1,40,9,3,2,1,5,21,166,2
RO_018554,Salatrucu,1798,721,65,0,51,33,0,403,44,34,9,2,0,0,5,2,2,1,35,0,0,0,0,13,1,21,0
RO_018581,Sapata,1430,828,77,0,96,22,0,416,30,16,4,0,0,3,6,2,3,7,119,3,1,1,1,1,1,18,1
RO_018670,Schitu Golesti,4055,1021,107,0,79,43,0,438,100,35,3,0,0,6,9,15,1,4,50,3,0,1,1,2,6,116,2
RO_018741,Slobozia,3899,748,52,0,122,15,1,293,160,22,6,2,0,1,10,2,0,2,23,2,0,0,0,0,3,32,0
RO_018778,Stalpeni,4225,1684,67,0,114,45,0,1055,118,58,5,0,1,8,16,7,1,14,51,1,0,1,1,2,0,118,1
RO_018858,Stoenesti,3655,1273,79,0,106,32,0,700,95,55,24,2,3,3,21,3,0,20,25,3,1,1,1,3,0,95,1
RO_018938,Stolnici,2705,688,43,0,60,32,0,392,60,15,4,1,1,1,7,4,2,2,30,6,1,1,0,0,1,25,0
RO_019007,Suseni,2596,718,36,0,44,17,0,250,269,30,8,1,0,3,7,4,0,4,9,1,0,1,2,2,2,27,1
RO_019114,Stefan Cel Mare,1984,635,43,0,43,11,0,357,104,30,5,2,0,0,1,0,2,4,19,0,2,0,0,0,1,11,0
RO_019141,Suici,2144,871,40,0,91,27,0,465,87,38,21,2,1,0,12,2,1,2,26,4,2,2,2,1,3,42,0
RO_019212,Teiu,1183,451,23,0,134,12,2,182,38,15,7,1,0,0,3,3,1,3,10,3,2,0,0,1,0,11,0
RO_019249,Tigveni,2794,948,76,0,94,22,1,438,140,31,11,3,0,6,8,0,1,3,68,3,2,0,0,3,0,37,1
RO_019338,Titesti,3694,1451,154,0,166,35,0,788,167,26,6,2,0,11,2,3,2,1,32,3,3,2,0,0,2,46,0
RO_019392,Uda,1786,484,23,0,73,24,0,273,28,6,1,1,2,2,13,2,0,3,18,0,0,1,1,0,1,12,0
RO_019560,Ungheni,2527,764,68,0,57,335,0,213,35,19,7,1,0,0,1,0,1,3,5,0,0,2,0,0,0,16,1
RO_019631,Valea Danului,2563,1171,62,0,124,75,1,547,160,25,19,0,2,4,19,8,1,4,72,3,0,1,1,0,0,43,0
RO_019695,Valea Iasului,2380,842,61,0,174,30,1,324,90,42,2,3,1,2,5,5,0,4,31,7,1,0,0,7,5,44,3
RO_019793,Vedea,3187,994,32,0,111,43,4,411,198,43,1,3,1,2,8,4,1,4,43,6,2,5,2,2,0,67,1
RO_019999,Vladesti,2500,806,63,0,65,13,2,288,141,17,6,0,1,0,9,2,1,2,29,0,2,0,0,0,2,163,0
RO_020048,Răca,932,648,40,0,26,14,0,524,7,4,3,0,0,0,1,1,0,3,6,1,1,0,0,2,0,15,0
RO_020055,Vultureşti,2236,708,42,0,87,25,1,365,49,28,4,1,1,7,6,3,0,3,30,1,1,4,3,6,1,39,1
RO_020063,Bughea de Sus,2370,1043,104,0,71,17,0,227,471,19,6,6,0,2,10,1,1,2,35,5,2,1,2,1,0,59,1
RO_020297,Municipiul Bacău,162039,43922,2654,0,2688,3538,99,13733,6494,1217,365,90,130,288,2224,2251,67,462,1337,280,67,95,65,551,263,4867,97
RO_020313,Hemeius,4084,1293,95,0,132,65,0,427,251,39,45,4,4,5,29,37,1,17,52,4,2,1,0,12,2,68,1
RO_020359,Letea Veche,5338,2767,186,0,183,94,1,1749,169,25,24,12,5,12,34,59,9,31,63,4,2,5,2,11,6,80,1
RO_020411,Magura,3951,1240,80,0,111,81,0,288,448,22,9,1,3,4,41,18,3,11,33,4,4,2,3,3,0,71,0
RO_020466,Margineni,7697,2239,202,0,149,148,2,1071,161,57,39,7,6,8,80,42,1,23,90,10,1,17,8,2,15,99,1
RO_020563,Municipiul Oneşti,45314,13449,902,0,686,903,25,6035,1086,349,88,25,17,40,998,195,19,59,270,54,10,14,13,112,68,1471,10
RO_020607,Gura Vaii,4186,1317,132,0,163,39,8,450,328,22,8,3,4,3,45,7,3,6,57,4,0,6,3,4,0,19,3
RO_020670,Stefan Cel Mare,3990,1900,170,0,172,51,3,1126,90,27,19,4,2,3,22,13,2,2,91,10,4,6,9,1,3,69,1
RO_020778,Oraş Buhuşi,17187,4448,385,0,345,256,2,2103,305,108,49,20,10,18,73,71,4,70,185,16,3,9,6,79,4,322,5
RO_020821,Oraş Comăneşti,19850,7602,537,0,252,214,8,2415,2884,175,47,17,16,19,92,104,8,35,193,23,8,10,8,52,45,434,6
RO_020876,Municipiul Moineşti,20407,6737,612,0,414,349,12,2956,795,196,54,19,17,14,106,87,14,56,350,31,6,14,11,67,18,525,14
RO_020910,Oraş Slănic Moldova,4170,1702,126,0,144,167,2,845,141,41,9,7,2,6,38,17,1,10,60,6,3,3,1,7,6,57,3
RO_020965,Oraş Târgu Ocna,11030,3937,331,0,442,226,3,1602,313,93,46,11,8,13,136,82,7,34,195,22,5,12,5,26,20,296,9
RO_021007,Agas,5176,1312,139,0,107,40,31,632,91,44,9,3,4,3,16,27,0,9,49,3,1,5,8,8,3,78,2
RO_021098,Ardeoani,2022,572,42,0,139,14,0,234,31,17,5,1,1,1,5,4,1,2,37,4,0,1,1,2,2,28,0
RO_021123,Asau,5797,1989,163,0,143,53,1,1038,202,108,23,5,5,5,25,23,2,10,85,4,1,2,5,13,1,71,1
RO_021196,Balcani,6542,2368,158,0,170,78,2,1425,140,34,15,10,2,5,14,13,4,19,238,4,3,5,2,3,3,20,1
RO_021249,Beresti-Bistrita,1711,816,77,0,56,24,0,503,45,21,10,3,1,7,14,7,1,4,17,3,2,0,0,1,0,20,0
RO_021338,Beresti-Tazlau,4414,2349,108,0,124,54,4,1752,111,32,14,7,2,1,15,5,2,10,66,3,1,2,3,1,1,31,0
RO_021418,Berzunti,4175,1613,109,0,118,22,0,1091,124,22,14,2,2,3,10,8,5,5,40,4,1,2,1,2,5,23,0
RO_021454,Barsanesti,3964,1307,115,0,72,53,2,570,241,40,60,3,2,2,39,12,4,5,58,3,0,2,1,1,1,20,1
RO_021506,Blagesti,5663,1213,170,0,132,51,2,430,234,29,18,3,8,5,12,8,5,25,51,3,0,0,0,0,0,26,1
RO_021560,Bogdanesti,2329,734,58,0,62,60,1,337,108,18,8,0,0,1,15,6,4,3,23,0,0,1,1,3,0,25,0
RO_021597,Brusturoasa,2744,1015,58,0,129,14,0,473,192,23,13,9,1,3,10,11,3,5,23,2,3,1,2,9,0,31,0
RO_021668,Buhoci,3952,1327,111,0,115,45,1,367,408,15,11,7,3,5,19,108,1,15,56,3,4,2,3,6,1,21,0
RO_021720,Casin,3197,996,88,0,202,33,0,396,89,16,7,2,0,2,49,6,1,7,40,2,0,5,1,3,0,47,0
RO_021757,Caiuti,4261,1732,142,0,90,124,1,879,168,36,24,6,3,6,18,13,4,8,164,4,1,3,1,7,0,30,0
RO_021855,Cleja,5428,1500,245,0,134,98,13,507,167,50,24,6,6,9,29,29,4,63,34,2,9,5,8,2,36,18,2
RO_021891,Colonesti,1598,840,55,0,65,48,0,457,151,10,6,0,0,0,7,4,0,4,21,0,2,0,0,3,2,5,0
RO_021971,Corbasca,3903,1364,122,0,98,81,2,795,159,19,9,2,0,2,10,15,1,7,30,2,1,1,1,1,1,4,1
RO_022059,Cotofanesti,2491,1440,130,0,112,39,2,885,153,8,7,3,0,5,11,1,3,3,38,5,0,2,1,5,0,26,1
RO_022111,Damienesti,1507,608,34,0,37,47,2,331,71,16,7,1,1,3,5,6,2,3,17,0,1,1,2,1,0,20,0
RO_022166,Oraş Dărmăneşti,11396,3633,410,0,237,135,4,1598,525,137,39,9,15,15,61,32,10,13,220,15,7,11,9,9,11,110,1
RO_022237,Dealu Morii,2312,1495,72,0,193,40,1,995,62,14,14,3,0,2,8,31,4,0,36,1,0,2,1,2,2,12,0
RO_022380,Dofteana,8737,3011,191,0,269,57,11,1823,140,89,47,8,5,8,81,48,4,8,138,7,6,5,1,1,6,58,0
RO_022460,Faraoani,4330,1075,112,0,95,53,7,255,347,29,28,2,3,0,27,21,2,25,19,3,2,5,2,1,24,12,1
RO_022488,Filipeni,1789,752,43,0,93,67,0,324,82,28,4,1,1,6,5,3,3,3,72,1,1,2,0,0,2,10,1
RO_022576,Filipesti,3721,1453,111,0,90,78,1,742,217,21,13,4,1,3,21,22,8,8,68,3,0,0,1,7,1,33,0
RO_022665,Gaiceana,2273,1065,92,0,66,32,11,639,95,9,8,6,3,2,4,6,3,6,59,5,1,3,1,0,8,4,2
RO_022718,Ghimes-Faget,3806,1024,67,0,63,23,261,234,257,23,30,1,2,2,3,5,0,1,13,2,4,3,3,1,2,24,0
RO_022781,Garleni,5425,1104,96,0,97,64,6,286,261,36,23,7,4,1,23,6,1,76,70,5,4,1,1,0,2,32,2
RO_022834,Glavanesti,2827,1020,61,0,37,35,4,307,470,16,6,2,1,1,7,29,2,2,20,2,0,3,0,0,1,14,0
RO_022898,Helegiu,5585,1374,94,0,84,66,2,452,525,23,8,2,3,5,12,5,2,7,38,2,0,2,2,4,3,31,2
RO_022941,Horgesti,3724,822,60,0,108,19,2,328,157,4,5,2,2,2,2,7,1,4,77,2,2,4,3,7,0,24,0
RO_023047,Huruiesti,2009,1023,35,0,66,20,1,797,43,8,5,1,2,2,5,8,0,4,20,1,0,0,1,0,0,4,0
