gisco_id,name,registered,turnout,invalid,blank,ÖVP,SPÖ,FPÖ,GRÜNE,BZÖ,NEOS,REKOS,ANDERS,EUSTOP
AT_40503,Eferding,2888,1088,23,0,314,262,212,144,5,66,7,28,27
AT_40504,Fraham,1854,786,33,0,172,209,186,85,1,52,5,18,25
AT_40505,Haibach ob der Donau,1090,464,22,0,181,108,53,65,0,19,3,3,10
AT_40506,Hartkirchen,3347,1447,66,0,472,268,308,160,11,71,8,22,61
AT_40507,Hinzenbach,1580,768,30,0,214,175,202,67,1,38,5,15,21
AT_40508,Prambachkirchen,2244,1005,42,0,395,163,211,87,7,53,13,16,18
AT_40509,Pupping,1570,719,29,0,207,135,180,93,3,41,4,11,16
AT_40510,Sankt Marienkirchen an der Polsenz,1854,874,43,0,284,159,199,95,1,51,5,10,27
AT_40511,Scharten,1728,880,21,0,214,198,243,105,1,53,10,19,16
AT_40512,Stroheim,1324,533,34,0,209,56,109,58,6,33,3,4,21
AT_40599,Briefwahlkarten - Eferding,0,1069,21,0,298,242,159,160,8,99,7,29,46
AT_40601,Freistadt,5893,2607,104,0,669,634,473,417,32,150,23,44,61
AT_40602,Grünbach,1511,687,26,0,248,107,158,71,13,34,6,11,13
AT_40603,Gutau,2199,911,35,0,324,275,99,89,6,41,6,10,26
AT_40604,Hagenberg im Mühlkreis,2221,997,45,0,206,230,182,167,2,78,30,30,27
AT_40605,Hirschbach im Mühlkreis,952,525,20,0,241,99,49,78,1,17,7,2,11
AT_40606,Kaltenberg,504,298,23,0,174,10,51,16,3,13,4,2,2
AT_40607,Kefermarkt,1651,738,38,0,246,179,107,92,1,45,6,8,16
AT_40608,Königswiesen,2572,1169,69,0,508,200,209,82,7,51,22,9,12
AT_40609,Lasberg,2285,1087,56,0,433,183,141,153,9,55,19,11,27
AT_40610,Leopoldschlag,848,467,32,0,238,45,72,42,2,23,2,3,8
AT_40611,Liebenau,1390,672,40,0,316,128,103,26,3,26,6,5,19
AT_40612,Neumarkt im Mühlkreis,2534,1245,48,0,404,266,205,168,10,64,12,34,34
AT_40613,Pierbach,802,345,17,0,145,53,63,28,3,12,8,4,12
AT_40614,Pregarten,4196,1915,96,0,500,522,330,236,10,126,33,32,30
AT_40615,Rainbach im Mühlkreis,2329,1027,37,0,469,207,115,88,2,66,24,6,13
AT_40616,Sandl,1167,592,45,0,167,169,80,62,1,27,15,3,23
AT_40617,Sankt Leonhard bei Freistadt,1147,546,41,0,210,130,83,35,1,27,4,9,6
AT_40618,Sankt Oswald bei Freistadt,2259,850,41,0,284,224,141,78,4,28,18,6,26
AT_40619,Schönau im Mühlkreis,1568,841,54,0,337,130,158,83,6,40,10,10,13
AT_40620,Tragwein,2469,1263,53,0,440,349,164,127,4,68,22,17,19
AT_40621,Unterweißenbach,1897,707,39,0,309,103,145,46,1,37,11,7,9
AT_40622,Unterweitersdorf,1650,856,42,0,205,259,138,120,5,52,12,6,17
AT_40623,Waldburg,1087,522,17,0,206,94,70,71,1,36,17,4,6
AT_40624,Wartberg ob der Aist,3423,1587,85,0,370,428,312,220,13,90,9,23,37
AT_40625,Weitersfelden,861,424,23,0,214,71,48,31,2,20,2,5,8
AT_40626,Windhaag bei Freistadt,1291,611,56,0,293,102,89,42,2,12,2,5,8
AT_40627,Bad Zell,2277,1237,76,0,472,161,206,189,9,47,26,26,25
AT_40699,Briefwahlkarten - Freistadt,0,2646,69,0,784,542,278,534,10,233,24,81,91
AT_40701,Altmünster,7814,3228,154,0,828,699,607,489,10,283,40,38,80
AT_40702,Bad Goisern am Hallstättersee,6107,2307,138,0,289,857,421,252,17,134,60,44,95
AT_40703,Bad Ischl,10849,4260,152,0,933,1124,813,633,13,326,37,81,148
AT_40704,Ebensee,6403,2610,102,0,453,962,470,319,14,116,24,56,94
AT_40705,Gmunden,10372,4188,124,0,1097,847,760,688,23,423,64,69,93
AT_40706,Gosau,1491,606,32,0,111,260,94,43,2,29,10,8,17
AT_40707,Grünau im Almtal,1617,718,28,0,194,204,159,62,0,33,13,9,16
AT_40708,Gschwandt,2142,864,36,0,247,184,166,99,3,73,7,14,35
AT_40709,Hallstatt,652,344,18,0,44,124,42,64,1,27,0,9,15
AT_40710,Kirchham,1610,675,36,0,310,84,113,49,0,46,9,10,18
AT_40711,Laakirchen,7206,3129,159,0,628,1081,591,281,20,205,34,47,83
AT_40712,Obertraun,586,312,25,0,46,163,33,22,3,6,0,9,5
AT_40713,Ohlsdorf,4053,1679,81,0,408,399,337,214,6,119,28,30,57
AT_40714,Pinsdorf,2946,1277,44,0,215,378,324,160,7,92,13,12,32
AT_40715,Roitham,1605,740,23,0,207,180,155,65,4,64,14,9,19
AT_40716,Sankt Konrad,862,364,13,0,138,94,52,32,2,17,9,2,5
AT_40717,Sankt Wolfgang im Salzkammergut,2139,723,30,0,260,135,120,77,5,44,10,19,23
AT_40718,Traunkirchen,1355,609,18,0,160,144,76,96,3,74,7,15,16
AT_40719,Scharnstein,3743,1529,74,0,349,421,303,174,12,96,10,34,56
AT_40720,Vorchdorf,5738,2433,95,0,570,539,580,302,7,189,26,39,86
AT_40799,Briefwahlkarten - Gmunden,0,4787,108,0,1089,1176,640,845,24,578,52,110,165
AT_40801,Aistersheim,661,294,14,0,104,45,74,19,1,24,1,3,9
AT_40802,Bad Schallerbach,2924,1332,49,0,350,319,306,153,7,79,21,18,30
AT_40803,Bruck-Waasen,1879,809,28,0,337,94,157,84,7,69,11,9,13
AT_40804,Eschenau im Hausruckkreis,901,446,18,0,197,54,108,28,3,21,4,2,11
AT_40805,Gallspach,1877,863,29,0,184,204,256,89,3,48,31,10,9
AT_40806,Gaspoltshofen,2838,1233,54,0,359,203,353,153,3,53,9,13,33
AT_40807,Geboltskirchen,1138,518,14,0,173,119,87,58,2,22,20,7,16
AT_40808,Grieskirchen,3533,1546,67,0,393,329,353,205,4,118,25,22,30
AT_40809,Haag am Hausruck,1667,715,32,0,220,129,156,94,1,44,15,9,15
AT_40810,Heiligenberg,533,299,19,0,150,23,56,24,1,16,5,3,2
AT_40811,Hofkirchen an der Trattnach,1225,550,19,0,171,88,135,51,2,47,9,6,22
AT_40812,Kallham,2046,854,36,0,272,156,183,83,10,73,6,10,25
AT_40813,Kematen am Innbach,1034,382,8,0,117,69,113,34,2,11,3,7,18
AT_40814,Meggenhofen,1094,563,24,0,239,77,94,75,3,29,5,5,12
AT_40815,Michaelnbach,1034,453,20,0,200,64,88,30,2,21,8,8,12
AT_40816,Natternbach,1939,853,55,0,259,187,189,79,5,45,9,11,14
AT_40817,Neukirchen am Walde,1358,744,30,0,312,90,185,56,2,27,11,10,21
AT_40818,Neumarkt im Hausruckkreis,1113,453,18,0,101,106,129,49,1,35,1,5,8
AT_40819,Peuerbach,1793,709,25,0,251,110,143,100,2,48,13,6,11
AT_40820,Pötting,440,246,19,0,134,21,33,18,1,11,1,3,5
AT_40821,Pollham,775,331,19,0,111,30,45,73,4,17,13,4,15
AT_40822,Pram,1473,592,15,0,196,91,166,74,3,33,3,2,9
AT_40823,Rottenbach,823,390,21,0,120,70,109,27,3,18,4,7,11
AT_40824,Sankt Agatha,1728,693,39,0,299,103,124,52,2,44,11,7,12
AT_40825,Sankt Georgen bei Grieskirchen,1010,482,37,0,139,80,102,56,1,47,7,3,10
AT_40826,Sankt Thomas,412,215,13,0,89,19,49,24,0,12,2,2,5
AT_40827,Schlüßlberg,2387,1050,35,0,218,337,253,110,3,51,9,16,18
AT_40828,Steegen,906,340,19,0,146,47,64,36,0,18,2,1,7
AT_40829,Taufkirchen an der Trattnach,1640,697,26,0,223,126,174,64,1,43,8,9,23
AT_40830,Tollet,719,377,19,0,127,77,67,49,0,23,5,4,6
AT_40831,Waizenkirchen,2906,1311,47,0,507,161,279,146,4,98,17,21,31
AT_40832,Wallern an der Trattnach,2387,1075,35,0,267,255,292,107,6,76,9,13,15
AT_40833,Weibern,1296,531,21,0,194,77,96,84,1,34,10,6,8
AT_40834,Wendling,640,316,12,0,129,25,97,28,1,13,2,5,4
AT_40899,Briefwahlkarten - Grieskirchen,0,2603,82,0,787,437,420,442,6,260,38,47,84
AT_40901,Edlbach,533,268,10,0,110,46,46,15,0,25,8,2,6
AT_40902,Grünburg,2887,1121,58,0,281,277,251,100,8,69,31,15,31
AT_40903,Hinterstoder,755,304,11,0,120,48,72,25,1,18,3,3,3
AT_40904,Inzersdorf im Kremstal,1547,697,37,0,249,107,130,94,1,40,11,13,15
AT_40905,Kirchdorf an der Krems,3138,1329,48,0,281,396,225,225,5,89,7,24,29
AT_40906,Klaus an der Pyhrnbahn,864,416,14,0,65,190,79,27,1,21,5,6,8
AT_40907,Kremsmünster,4710,2007,84,0,622,365,397,279,9,152,15,33,51
AT_40908,Micheldorf in Oberösterreich,4506,1838,57,0,388,552,349,254,3,129,28,23,55
AT_40909,Molln,2784,1247,41,0,287,338,271,150,3,73,33,21,30
AT_40910,Nußbach,1810,881,42,0,378,158,102,105,3,61,7,10,15
AT_40911,Oberschlierbach,376,200,8,0,78,44,24,29,1,10,5,0,1
AT_40912,Pettenbach,3893,1739,85,0,458,324,425,216,8,127,16,35,45
AT_40913,Ried im Traunkreis,2090,944,27,0,350,124,231,90,7,57,16,16,26
AT_40914,Rosenau am Hengstpaß,531,231,5,0,54,85,57,11,2,12,4,1,0
AT_40915,Roßleithen,1496,640,13,0,207,200,114,53,1,26,8,4,14
AT_40916,Sankt Pankraz,269,129,3,0,26,41,49,3,2,5,0,0,0
AT_40917,Schlierbach,2194,976,21,0,261,179,197,152,4,88,29,15,30
AT_40918,Spital am Pyhrn,1731,637,19,0,175,197,150,40,0,27,7,7,15
AT_40919,Steinbach am Ziehberg,676,302,14,0,98,49,62,36,1,27,3,3,9
AT_40920,Steinbach an der Steyr,1624,848,46,0,331,153,156,69,0,39,19,8,27
AT_40921,Vorderstoder,644,259,9,0,101,38,65,21,3,17,0,2,3
AT_40922,Wartberg an der Krems,2324,1033,64,0,384,151,197,109,3,62,8,21,34
AT_40923,Windischgarsten,1942,755,21,0,212,200,166,63,0,56,8,11,18
AT_40999,Briefwahlkarten - Kirchdorf an der Krems,0,2090,69,0,543,454,315,339,11,222,17,40,80
AT_41001,Allhaming,898,406,22,0,159,66,77,35,2,29,3,5,8
AT_41002,Ansfelden,10872,4094,138,0,616,1400,1090,382,21,230,25,83,109
AT_41003,Asten,4728,1933,87,0,226,680,505,121,17,133,49,31,84
AT_41004,Eggendorf im Traunkreis,668,338,16,0,103,69,75,34,3,26,0,1,11
AT_41005,Enns,8123,3491,101,0,661,1046,737,496,8,248,22,79,93
AT_41006,Hargelsberg,1059,487,16,0,169,92,89,54,1,37,2,18,9
AT_41007,Hörsching,4536,1821,71,0,400,485,430,208,5,117,20,26,59
AT_41008,Hofkirchen im Traunkreis,1405,631,19,0,190,155,108,73,0,51,11,9,15
AT_41009,Kematen an der Krems,1983,845,35,0,250,185,170,89,3,68,12,20,13
AT_41010,Kirchberg-Thening,1871,990,32,0,169,328,193,165,5,63,2,16,17
AT_41011,Kronstorf,2557,1202,46,0,270,365,263,123,5,74,10,20,26
AT_41012,Leonding,20169,9456,264,0,1894,2592,1786,1494,60,830,97,234,205
AT_41013,Sankt Florian,5027,2403,90,0,718,548,398,309,4,228,22,44,42
AT_41014,Neuhofen an der Krems,4559,1945,62,0,475,485,339,324,11,131,26,47,45
AT_41015,Niederneukirchen,1628,820,19,0,299,163,129,117,4,53,6,15,15
AT_41016,Oftering,1569,717,23,0,171,220,135,77,3,67,6,3,12
AT_41017,Pasching,5275,2402,79,0,426,724,561,300,13,181,13,37,68
AT_41018,Piberbach,1480,668,32,0,159,171,147,76,3,40,9,12,19
AT_41019,Pucking,3097,1433,62,0,321,315,410,129,4,104,9,24,55
AT_41020,Sankt Marien,3758,1741,87,0,526,407,278,203,4,138,32,22,44
AT_41021,Traun,16504,6370,216,0,983,2081,1666,639,32,350,51,160,192
AT_41022,Wilhering,4624,2198,56,0,643,505,269,397,10,211,19,57,31
AT_41099,Briefwahlkarten - Linz-Land,0,5887,112,0,1205,1672,899,947,28,651,34,128,211
AT_41101,Allerheiligen im Mühlkreis,963,468,26,0,165,118,78,39,2,22,4,6,8
AT_41102,Arbing,1100,591,28,0,218,138,87,73,2,26,4,6,9
AT_41103,Baumgartenberg,1312,646,12,0,261,103,162,51,5,33,3,2,14
AT_41104,Dimbach,832,412,21,0,176,93,57,24,1,23,7,3,7
AT_41105,Grein,2395,1021,41,0,278,258,206,105,4,55,18,16,40
AT_41106,Katsdorf,2340,1120,51,0,301,305,167,178,2,76,3,15,22
AT_41107,Klam,694,297,16,0,103,49,64,27,1,17,3,4,13
AT_41108,Bad Kreuzen,1775,818,41,0,440,62,131,54,4,44,13,5,24
AT_41109,Langenstein,1951,956,55,0,162,377,174,78,2,55,4,16,33
AT_41110,Luftenberg an der Donau,3259,1477,50,0,239,472,346,190,3,102,14,26,35
AT_41111,Mauthausen,3688,1927,70,0,385,711,349,212,8,131,17,16,28
AT_41112,Mitterkirchen im Machland,1370,682,29,0,263,150,117,47,2,43,9,7,15
AT_41113,Münzbach,1293,574,50,0,258,75,95,29,4,34,13,5,11
AT_41114,Naarn im Machlande,2813,1448,65,0,484,366,263,100,8,93,17,17,35
AT_41115,Pabneukirchen,1377,591,29,0,257,110,90,50,2,27,4,8,14
AT_41116,Perg,6029,2709,130,0,787,672,471,308,11,177,35,51,67
AT_41117,Rechberg,743,425,27,0,224,48,36,38,2,14,29,4,3
AT_41118,Ried in der Riedmark,3325,1612,54,0,489,519,214,173,5,86,17,22,33
AT_41119,Sankt Georgen am Walde,1685,740,56,0,262,187,122,41,2,34,14,7,15
AT_41120,Sankt Georgen an der Gusen,3049,1508,63,0,317,537,237,190,7,88,7,17,45
AT_41121,Sankt Nikola an der Donau,580,353,20,0,144,76,59,23,0,20,2,2,7
AT_41122,Sankt Thomas am Blasenstein,725,393,26,0,217,47,38,17,0,15,18,4,11
AT_41123,Saxen,1400,727,32,0,212,125,246,53,1,30,11,6,11
AT_41124,Schwertberg,4022,1955,88,0,385,702,298,276,4,110,29,27,36
AT_41125,Waldhausen im Strudengau,2301,1119,71,0,375,268,186,101,4,57,15,7,35
AT_41126,Windhaag bei Perg,1131,523,32,0,199,74,87,53,3,34,27,3,11
AT_41199,Briefwahlkarten - Perg,0,2710,55,0,812,670,324,426,10,249,33,58,73
AT_41201,Andrichsfurt,576,194,8,0,106,10,34,18,2,10,4,0,2
AT_41202,Antiesenhofen,818,293,12,0,108,45,65,20,16,22,1,1,3
AT_41203,Aurolzmünster,2304,773,21,0,190,175,223,68,1,57,8,9,21
AT_41204,Eberschwang,2707,1084,35,0,278,222,301,106,7,72,13,19,31
AT_41205,Eitzing,597,261,14,0,98,48,46,26,6,19,0,1,3
AT_41206,Geiersberg,440,211,6,0,83,33,45,23,0,9,2,3,7
AT_41207,Geinberg,1097,419,17,0,137,61,112,48,1,23,12,3,5
AT_41208,Gurten,934,378,18,0,159,58,83,35,1,14,3,2,5
AT_41209,Hohenzell,1673,768,41,0,286,97,126,102,4,58,36,7,11
AT_41210,Kirchdorf am Inn,477,247,12,0,122,26,45,14,1,19,3,3,2
AT_41211,Kirchheim im Innkreis,573,275,11,0,114,36,67,22,0,15,2,2,6
AT_41212,Lambrechten,1053,453,24,0,184,43,126,30,0,27,3,4,12
AT_41213,Lohnsburg am Kobernaußerwald,1824,723,32,0,287,81,193,46,5,32,19,11,17
AT_41214,Mehrnbach,1856,678,19,0,211,92,215,59,1,40,12,11,18
AT_41215,Mettmach,1986,677,21,0,206,124,224,45,4,18,6,6,23
AT_41216,Mörschwang,258,151,5,0,67,14,22,17,1,17,2,2,4
AT_41217,Mühlheim am Inn,544,223,10,0,50,55,52,40,0,7,3,2,4
AT_41218,Neuhofen im Innkreis,1826,774,22,0,260,142,157,81,1,60,16,6,29
AT_41219,Obernberg am Inn,1159,384,3,0,92,81,112,56,2,19,4,1,14
AT_41220,Ort im Innkreis,925,363,15,0,124,46,107,31,1,19,7,4,9
AT_41221,Pattigham,717,308,10,0,128,42,61,34,2,18,2,7,4
AT_41222,Peterskirchen,544,250,5,0,144,12,43,20,0,13,9,2,2
AT_41223,Pramet,812,385,13,0,116,56,118,36,3,22,5,7,9
AT_41224,Reichersberg,1143,442,27,0,165,55,123,40,3,13,7,3,6
AT_41225,Ried im Innkreis,8464,3106,80,0,747,627,787,440,18,246,30,67,64
AT_41226,Sankt Georgen bei Obernberg am Inn,454,255,12,0,135,17,41,32,1,11,3,2,1
AT_41227,Sankt Marienkirchen am Hausruck,656,324,10,0,147,21,88,23,1,20,9,3,2
AT_41228,Sankt Martin im Innkreis,1310,469,13,0,133,80,127,68,1,27,5,7,8
AT_41229,Schildorn,924,317,16,0,115,62,61,29,0,19,2,5,8
AT_41230,Senftenbach,594,264,10,0,92,45,64,20,1,18,7,6,1
AT_41231,Taiskirchen im Innkreis,1973,855,39,0,348,119,156,83,8,56,13,12,21
AT_41232,Tumeltsham,1249,492,23,0,166,44,132,72,2,37,5,3,8
AT_41233,Utzenaich,1239,511,16,0,191,72,120,50,2,34,7,8,11
AT_41234,Waldzell,1752,635,26,0,225,132,150,56,3,24,4,3,12
AT_41235,Weilbach,481,246,7,0,113,24,57,25,1,12,1,4,2
AT_41236,Wippenham,449,223,13,0,77,62,41,15,0,7,1,4,3
AT_41299,Briefwahlkarten - Ried im Innkreis,0,2575,70,0,665,417,538,463,10,265,30,37,80
AT_41301,Afiesl,326,169,11,0,69,27,26,8,1,14,3,4,6
AT_41302,Ahorn,403,226,6,0,102,40,45,16,1,6,4,2,4
AT_41303,Aigen im Mühlkreis,1555,638,29,0,254,119,105,65,1,48,5,5,7
AT_41304,Altenfelden,1768,779,37,0,275,136,152,83,5,52,6,15,18
AT_41305,Arnreit,884,440,17,0,243,41,56,43,0,24,5,9,2
AT_41306,Atzesberg,372,168,12,0,80,21,24,14,0,8,5,2,2
AT_41307,Auberg,433,229,4,0,118,32,31,21,0,15,1,2,5
AT_41308,Berg bei Rohrbach,2141,993,53,0,397,142,142,144,5,69,8,13,20
AT_41309,Haslach an der Mühl,2117,1094,70,0,279,329,154,126,5,79,18,16,18
AT_41310,Helfenberg,799,457,21,0,187,79,71,48,2,29,5,13,2
AT_41311,Hörbich,336,188,17,0,93,10,38,7,5,13,0,1,4
AT_41312,Hofkirchen im Mühlkreis,1241,537,20,0,251,70,83,59,1,34,8,4,7
AT_41313,Julbach,1316,489,22,0,190,130,61,31,2,25,15,3,10
AT_41314,Kirchberg ob der Donau,866,422,14,0,177,75,62,38,2,40,4,4,6
AT_41315,Klaffer am Hochficht,1075,370,19,0,118,90,92,20,1,18,2,2,8
AT_41316,Kleinzell im Mühlkreis,1228,567,22,0,222,115,92,52,2,37,5,11,9
AT_41317,Kollerschlag,1219,482,30,0,219,66,82,25,0,20,33,4,3
AT_41318,Lembach im Mühlkreis,1292,600,21,0,247,93,105,45,1,49,16,7,16
AT_41319,Lichtenau im Mühlkreis,444,212,15,0,103,36,35,8,2,5,4,2,2
AT_41320,Nebelberg,508,239,10,0,123,45,30,13,1,10,3,2,2
AT_41321,Neufelden,989,481,18,0,190,81,58,73,0,34,10,2,15
AT_41322,Niederkappel,808,452,34,0,222,42,83,18,0,24,19,5,5
AT_41323,Niederwaldkirchen,1439,722,18,0,333,108,112,81,2,49,7,3,9
AT_41324,Oberkappel,551,224,14,0,124,23,31,7,0,8,10,2,5
AT_41325,Oepping,1284,569,22,0,260,69,78,70,2,44,8,7,9
AT_41326,Peilstein im Mühlviertel,1293,567,31,0,274,92,61,43,3,26,9,6,22
AT_41327,Pfarrkirchen im Mühlkreis,1167,516,18,0,268,49,87,38,1,34,6,7,8
AT_41328,Putzleinsdorf,1254,504,28,0,219,47,79,51,1,38,26,10,5
AT_41329,Neustift im Mühlkreis,1162,481,30,0,253,75,46,43,2,18,6,5,3
AT_41330,Rohrbach in Oberösterreich,2019,858,18,0,339,132,127,132,0,60,14,11,25
AT_41331,Sankt Johann am Wimberg,835,425,22,0,154,55,102,47,2,24,5,5,9
AT_41332,Sankt Martin im Mühlkreis,2942,1302,55,0,507,232,213,147,9,91,14,13,21
AT_41333,Sankt Oswald bei Haslach,425,189,19,0,88,27,22,20,0,9,0,0,4
AT_41334,Sankt Peter am Wimberg,1440,676,27,0,320,90,92,72,3,43,17,7,5
AT_41335,Sankt Stefan am Walde,668,355,15,0,154,62,31,46,2,26,12,3,4
AT_41336,Sankt Ulrich im Mühlkreis,499,257,8,0,112,38,24,38,0,28,0,2,7
AT_41337,Sankt Veit im Mühlkreis,1000,482,22,0,215,64,86,42,1,33,7,6,6
AT_41338,Sarleinsbach,1870,894,40,0,429,89,143,92,4,54,25,11,7
AT_41339,Schlägl,1058,445,16,0,205,68,71,36,1,21,12,2,13
AT_41340,Schönegg,445,219,10,0,84,45,38,16,2,15,3,2,4
AT_41341,Schwarzenberg am Böhmerwald,491,218,6,0,111,35,44,10,1,10,0,0,1
AT_41342,Ulrichsberg,2421,1043,47,0,435,159,188,113,5,57,11,10,18
AT_41399,Briefwahlkarten - Rohrbach,0,2251,49,0,804,332,285,403,7,232,29,36,74
AT_41401,Altschwendt,534,296,10,0,105,58,70,30,1,16,0,4,2
AT_41402,Andorf,4075,1770,61,0,475,435,486,145,15,92,14,31,16
AT_41403,Brunnenthal,1535,642,20,0,183,106,176,66,5,42,14,11,19
AT_41404,Diersbach,1287,575,29,0,198,85,144,61,8,25,9,8,8
AT_41405,Dorf an der Pram,860,397,8,0,180,65,71,26,0,30,3,9,5
AT_41406,Eggerding,1047,427,11,0,155,55,126,30,3,28,3,4,12
AT_41407,Engelhartszell,818,304,8,0,113,53,60,37,2,19,4,4,4
AT_41408,Enzenkirchen,1438,563,17,0,157,125,179,27,9,30,4,9,6
AT_41409,Esternberg,2368,902,27,0,364,97,232,67,9,52,7,20,27
AT_41410,Freinberg,1131,449,13,0,187,103,89,32,1,8,2,11,3
AT_41411,Kopfing im Innkreis,1607,659,37,0,196,82,187,51,6,36,41,10,13
AT_41412,Mayrhof,230,132,9,0,61,3,39,8,0,7,3,0,2
AT_41413,Münzkirchen,2088,806,26,0,307,139,189,63,7,36,17,6,16
AT_41414,Raab,1811,746,24,0,190,97,285,69,1,42,4,20,14
AT_41415,Rainbach im Innkreis,1187,519,10,0,215,85,119,34,3,25,17,3,8
AT_41416,Riedau,1609,603,34,0,142,141,162,54,1,39,8,7,15
AT_41417,Sankt Aegidi,1301,661,21,0,282,83,176,34,5,32,8,5,15
AT_41418,Sankt Florian am Inn,2377,959,22,0,252,236,281,74,2,51,12,12,17
AT_41419,Sankt Marienkirchen bei Schärding,1461,532,19,0,174,64,154,50,1,36,12,9,13
AT_41420,Sankt Roman,1452,585,21,0,225,30,179,24,52,26,17,5,6
AT_41421,Sankt Willibald,943,394,19,0,140,65,102,23,6,23,5,4,7
AT_41422,Schärding,3774,1499,35,0,339,366,411,171,8,79,8,30,52
AT_41423,Schardenberg,1748,733,27,0,316,79,165,59,6,38,26,2,15
AT_41424,Sigharting,653,353,16,0,154,24,88,18,29,15,2,2,5
AT_41425,Suben,952,403,5,0,156,68,73,56,14,20,0,4,7
AT_41426,Taufkirchen an der Pram,2288,794,29,0,267,161,207,58,4,37,5,16,10
AT_41427,Vichtenstein,491,206,8,0,99,19,60,5,1,11,0,3,0
AT_41428,Waldkirchen am Wesen,1015,536,32,0,219,88,133,23,0,24,3,10,4
AT_41429,Wernstein am Inn,1218,513,18,0,164,133,108,38,0,14,17,9,12
AT_41430,Zell an der Pram,1595,677,40,0,260,59,153,87,4,42,9,5,18
AT_41499,Briefwahlkarten - Schärding,0,2278,43,0,727,452,396,316,17,194,18,52,63
AT_41501,Adlwang,1395,647,32,0,256,65,111,82,16,39,4,10,32
AT_41502,Aschach an der Steyr,1801,940,28,0,264,155,159,181,5,85,12,26,25
AT_41503,Bad Hall,3869,1534,67,0,385,304,310,209,33,132,22,19,53
AT_41504,Dietach,2336,1135,43,0,343,247,185,156,7,86,24,19,25
AT_41505,Gaflenz,1491,703,42,0,291,124,117,54,4,35,10,11,15
AT_41506,Garsten,5277,2550,88,0,654,548,466,411,18,193,26,76,70
AT_41507,Großraming,2254,1126,47,0,351,316,161,106,4,66,9,23,43
AT_41508,Laussa,1025,489,28,0,145,98,80,57,18,34,16,4,9
AT_41509,Losenstein,1325,585,20,0,164,181,94,50,3,34,15,9,15
AT_41510,Maria Neustift,1308,630,31,0,314,56,113,37,4,31,27,7,10
AT_41511,Pfarrkirchen bei Bad Hall,1770,785,39,0,211,165,184,110,8,43,3,11,11
AT_41512,Reichraming,1460,645,32,0,102,271,112,58,3,33,5,7,22
AT_41513,Rohr im Kremstal,969,438,17,0,163,100,70,41,6,18,7,11,5
AT_41514,Sankt Ulrich bei Steyr,2496,1163,47,0,379,208,208,159,1,91,14,16,40
AT_41515,Schiedlberg,1005,510,15,0,274,53,73,32,4,27,9,11,12
AT_41516,Sierning,7359,3528,153,0,723,1121,693,378,21,271,33,47,88
AT_41517,Ternberg,2778,1296,56,0,351,322,233,143,11,87,25,23,45
AT_41518,Waldneukirchen,1809,870,29,0,305,129,164,116,11,63,18,12,23
AT_41521,Wolfern,2486,1260,50,0,416,289,225,116,13,91,16,22,22
AT_41522,Weyer,3471,1562,61,0,333,475,286,189,14,102,40,20,42
AT_41599,Briefwahlkarten - Steyr-Land,0,2942,182,0,770,619,375,480,22,296,41,59,98
AT_41601,Alberndorf in der Riedmark,3162,1587,79,0,525,266,304,185,11,102,32,31,52
AT_41602,Altenberg bei Linz,3583,1870,106,0,725,286,261,249,8,148,33,23,31
AT_41603,Bad Leonfelden,3283,1624,101,0,602,215,270,180,4,108,49,35,60
AT_41604,Eidenberg,1677,831,39,0,353,123,86,114,5,56,13,17,25
AT_41605,Engerwitzdorf,6972,3191,123,0,718,675,635,615,14,237,33,76,65
AT_41606,Feldkirchen an der Donau,4370,2355,81,0,643,579,401,305,57,179,10,39,61
AT_41607,Gallneukirchen,4994,2310,112,0,496,595,276,517,2,181,27,65,39
AT_41608,Goldwörth,768,383,22,0,122,66,70,48,2,32,3,8,10
AT_41609,Gramastetten,4003,1880,66,0,697,341,268,278,6,148,16,36,24
AT_41610,Haibach im Mühlkreis,719,381,20,0,149,79,46,47,0,20,4,4,12
AT_41611,Hellmonsödt,1810,854,29,0,259,148,167,150,1,51,15,16,18
AT_41612,Herzogsdorf,2021,1025,46,0,426,158,178,103,6,64,12,15,17
AT_41613,Kirchschlag bei Linz,1658,899,21,0,292,166,133,146,8,86,11,21,15
AT_41614,Lichtenberg,2162,1187,41,0,368,219,147,228,4,134,17,11,18
AT_41615,Oberneukirchen,2584,1163,50,0,440,174,176,172,1,87,15,19,29
AT_41616,Ottenschlag im Mühlkreis,434,222,12,0,81,29,59,14,2,14,2,0,9
AT_41617,Ottensheim,3578,1849,59,0,502,347,223,449,12,147,14,67,29
AT_41618,Puchenau,3744,1714,38,0,431,374,227,371,9,180,14,47,23
AT_41619,Reichenau im Mühlkreis,1034,513,18,0,176,120,84,59,0,38,3,6,9
AT_41620,Reichenthal,1186,547,28,0,261,93,70,52,6,30,1,2,4
AT_41621,Sankt Gotthard im Mühlkreis,1059,542,37,0,176,112,86,70,2,41,1,10,7
AT_41622,Schenkenfelden,1271,614,35,0,281,85,97,36,1,54,8,8,9
AT_41623,Sonnberg im Mühlkreis,747,380,13,0,134,70,73,52,2,24,0,8,4
AT_41624,Steyregg,3968,1815,73,0,384,534,307,250,6,144,18,40,59
AT_41625,Vorderweißenbach,1664,861,38,0,424,118,120,63,1,40,25,10,22
AT_41626,Walding,3300,1608,56,0,435,445,209,279,9,94,13,40,28
AT_41627,Zwettl an der Rodl,1404,743,15,0,263,145,101,134,1,46,7,15,16
