gisco_id,name,registered,turnout,invalid,blank,PvdA,VVD,SP,D66,PVV,CDA,GL,PvdD,CU,50PLUS,SGP,MenS,PPNL,DPK,PvdT,LP,NL,LibDem,AeuP,NXD
NL_0355,Zeist,45802,35644,80,46,8048,11250,2417,3966,2681,2387,1230,836,1131,523,709,166,97,21,20,10,4,14,8,0
NL_0299,Zevenaar,25734,19384,31,32,5241,5125,2309,1376,1915,1954,335,312,149,454,15,38,53,15,13,5,0,10,2,0
NL_0476,Zijpe,8908,7005,17,6,1580,2557,568,484,645,597,120,145,40,169,23,12,13,7,16,3,2,0,2,0
NL_0637,Zoetermeer,93621,69105,165,171,17111,20448,5874,5154,9080,3625,1136,1541,1682,1658,754,136,309,94,81,44,10,15,17,0
NL_0638,Zoeterwoude,6362,5043,8,9,1038,1662,362,477,458,597,121,105,44,80,45,5,16,5,4,2,5,0,2,0
NL_0056,Zuidhorn,13858,11486,10,18,3066,1978,936,709,537,1579,310,167,1766,94,237,28,21,6,8,7,8,0,6,0
NL_1892,Zuidplas,30813,23843,41,30,4122,8132,1380,1539,2268,1845,297,457,1434,376,1740,36,59,33,23,15,13,0,3,0
NL_0879,Zundert,16226,11330,18,25,1896,4034,1283,679,1402,1374,109,146,62,235,8,12,17,11,6,4,2,4,3,0
NL_0301,Zutphen,36147,27738,43,32,9347,5167,3498,2512,1965,1673,1089,850,689,467,86,182,71,13,24,13,4,5,8,0
NL_1896,Zwartewaterland,15822,12876,32,12,1901,2266,691,327,817,1584,80,72,2200,149,2686,13,22,9,11,3,0,3,0,0
NL_0642,Zwijndrecht,34619,25599,64,46,5543,6726,2069,1277,3392,2192,300,515,1512,580,1206,29,86,21,26,6,6,0,3,0
NL_0193,Zwolle,93106,72451,123,167,21411,14198,6999,6696,4328,5403,2275,1288,7355,871,769,154,289,28,43,19,13,8,14,0
