gisco_id,name,registered,turnout,invalid,blank,PPD/PSD,PS,CDS-PP,B.E.,CDU,MEP,PCTP/MRPP,PPM,POUS,PH,E,MPT,PLD
PT_121302,Montargil,2248,941,16,28,150,173,33,51,418,13,36,6,3,4,3,3,4
PT_121303,Ponte De Sor,7642,2641,51,144,632,696,170,352,441,28,57,13,3,14,10,15,15
PT_121307,Tramaga,1490,525,9,23,52,197,16,44,148,2,16,5,0,3,2,2,6
PT_121306,Vale De Açor,751,302,4,10,60,93,10,13,91,3,8,1,2,0,1,5,1
PT_121401,Alagoa,609,237,7,10,59,104,29,10,9,1,2,0,1,0,1,2,2
PT_121402,Alegrete,1775,500,7,28,189,179,22,30,29,4,5,0,0,1,1,3,2
PT_121403,Carreiras,555,242,7,20,98,56,22,20,12,3,1,1,0,0,0,2,0
PT_121404,Fortios,1620,589,11,29,149,164,32,63,101,7,15,3,0,5,1,4,5
PT_121405,Reguengo,604,215,5,15,85,69,9,13,7,2,3,1,1,2,1,1,1
PT_121406,Ribeira De Nisa,1134,426,10,30,144,127,23,46,24,3,6,1,0,4,3,3,2
PT_121407,São Julião,431,169,2,6,97,41,5,7,8,0,1,1,0,0,0,1,0
PT_121408,São Lourenço,4947,2087,23,120,786,465,223,235,145,41,10,7,2,4,10,7,9
PT_121409,Sé,8949,3100,64,157,784,937,199,486,328,28,41,11,5,12,18,9,21
PT_121410,Urra,1793,715,18,34,173,276,31,84,62,9,8,2,5,3,3,2,5
PT_121501,Cano,1240,488,10,9,118,172,47,29,86,3,5,2,2,2,1,1,1
PT_121502,Casa Branca,1189,499,14,16,119,113,18,25,172,2,12,1,1,1,4,1,0
PT_121503,Santo Amaro,598,281,6,12,85,90,7,18,55,0,6,1,0,0,0,1,0
PT_121504,Sousel,1724,726,12,34,247,157,36,48,153,8,18,1,1,4,4,1,2
PT_130101,Aboadela,898,240,0,3,168,42,7,12,2,0,2,2,0,0,1,0,1
PT_130102,Aboim,734,236,6,5,133,45,28,7,7,1,1,2,0,0,0,1,0
PT_130133,Amarante (São Gonçalo),5814,2001,19,67,621,659,114,282,170,20,18,4,2,5,2,7,11
PT_130103,Ansiães,875,168,3,6,59,54,9,2,25,1,4,1,0,1,0,0,3
PT_130104,Ataíde,968,391,10,14,173,124,23,24,6,6,3,1,0,1,3,1,2
PT_130105,Bustelo,624,191,3,1,121,44,6,10,1,0,0,1,1,0,0,2,1
PT_130106,Canadelo,271,68,2,1,24,28,3,5,3,0,1,1,0,0,0,0,0
PT_130107,Candemil,1039,193,3,4,91,70,6,10,6,1,1,0,0,0,0,1,0
PT_130108,Carneiro,324,121,0,0,83,19,6,1,1,1,2,2,0,0,0,6,0
PT_130109,Carvalho De Rei,197,54,1,1,30,12,7,2,1,0,0,0,0,0,0,0,0
PT_130110,Cepelos,1529,665,11,26,207,234,34,81,51,4,3,6,1,3,1,1,2
PT_130111,Chapa,344,87,3,4,43,18,6,6,3,0,0,1,2,1,0,0,0
PT_130131,Figueiró (Santa Cristina),1345,359,6,2,177,105,25,21,11,1,5,1,0,2,0,3,0
PT_130132,Figueiró (Santiago),2733,885,14,27,464,236,45,45,38,5,3,4,1,1,0,1,1
PT_130112,Fregim,2280,591,11,22,216,228,40,45,9,4,5,4,1,1,2,2,1
PT_130113,Freixo De Baixo,1440,472,14,20,192,165,17,38,10,4,4,1,2,1,3,1,0
PT_130114,Freixo De Cima,1976,663,6,31,315,192,41,41,20,6,2,1,0,5,0,1,2
PT_130115,Fridão,799,256,2,6,71,115,16,22,15,5,1,1,1,0,0,1,0
PT_130116,Gatão,1493,512,10,20,173,200,34,42,17,6,0,1,0,2,3,2,2
PT_130117,Gondar,1781,533,2,24,173,221,34,50,14,2,4,2,0,2,0,2,3
PT_130134,Gouveia (São Simão),789,216,4,17,91,51,24,15,8,0,0,1,0,3,2,0,0
PT_130118,Jazente,724,251,6,10,105,84,14,23,5,1,1,1,0,0,1,0,0
PT_130119,Lomba,993,296,3,5,131,84,17,31,12,2,5,3,0,0,1,1,1
PT_130120,Louredo,629,201,2,4,77,79,11,12,6,2,2,2,0,1,0,2,1
PT_130121,Lufrei,1870,716,5,26,223,331,31,49,29,5,3,5,2,2,1,4,0
PT_130122,Madalena,1608,638,4,22,258,161,53,89,34,5,2,3,2,3,1,1,0
PT_130123,Mancelos,3180,1023,13,35,429,392,52,51,26,10,7,1,1,1,2,2,1
PT_130124,Oliveira,820,291,10,5,81,138,19,16,11,0,3,2,2,1,0,2,1
PT_130125,Olo,459,121,2,8,49,25,5,11,10,0,4,2,0,1,0,3,1
PT_130126,Padronelo,948,322,3,5,99,147,11,30,18,2,3,1,0,0,2,0,1
PT_130127,Real,2882,1024,13,30,312,485,67,53,40,6,7,3,0,1,0,4,3
PT_130128,Rebordelo,339,90,1,5,40,15,10,7,11,0,1,0,0,0,0,0,0
PT_130129,Salvador Do Monte,1091,345,5,16,105,163,16,25,9,1,2,2,0,1,0,0,0
PT_130130,Sanche,622,222,4,12,129,45,12,15,2,1,0,0,0,1,0,0,1
PT_130135,Telões,3978,1107,8,26,503,313,95,75,59,6,10,3,1,3,3,2,0
PT_130136,Travanca,2035,618,10,17,239,204,50,29,33,4,10,3,2,2,0,10,5
PT_130137,Várzea,552,174,1,4,59,71,8,11,12,0,4,0,2,1,0,1,0
PT_130138,Vila Caiz,2853,863,21,19,267,389,30,43,53,13,13,1,1,4,2,5,2
PT_130139,Vila Chã Do Marão,1110,331,3,12,157,117,17,12,6,1,2,2,0,0,1,0,1
PT_130140,Vila Garcia,743,247,3,6,124,67,13,15,10,2,3,0,0,2,1,0,1
PT_130201,Ancede,2175,611,12,16,167,291,32,41,37,3,5,2,0,2,1,2,0
PT_130214,Baião (Santa Leocádia),605,231,4,2,80,115,14,7,6,0,1,1,0,0,1,0,0
PT_130202,Campelo,2482,813,20,33,382,200,69,61,24,4,4,4,0,3,5,2,2
PT_130204,Frende,713,253,2,4,85,127,9,10,10,0,4,1,0,0,0,1,0
PT_130205,Gestaçô,1322,343,6,13,134,127,15,16,19,3,3,3,0,0,0,3,1
PT_130206,Gove,1819,521,4,9,216,190,24,36,24,5,7,1,2,0,0,1,2
PT_130207,Grilo,575,216,3,1,87,89,15,10,2,1,2,4,0,1,0,0,1
PT_130209,Loivos Da Ribeira,457,201,1,2,63,111,3,12,5,0,1,0,0,2,0,0,1
PT_130208,Loivos Do Monte,402,111,2,0,70,29,2,2,2,1,0,1,0,0,0,0,2
PT_130210,Mesquinhata,272,124,3,4,25,78,2,1,2,4,2,0,1,0,0,2,0
PT_130211,Ovil,818,284,7,12,145,57,23,16,14,1,1,2,0,1,0,2,3
PT_130212,Ribadouro,380,180,5,10,55,68,9,13,15,0,2,0,0,0,1,2,0
PT_130213,Santa Cruz Do Douro,1486,503,10,12,99,331,11,13,15,3,4,1,0,1,0,3,0
PT_130215,Santa Marinha Do Zêzere,2511,739,10,17,226,312,45,52,52,5,8,1,0,1,1,3,6
PT_130203,São Tomé de Covelas,547,198,7,3,61,99,4,7,15,1,0,1,0,0,0,0,0
PT_130216,Teixeira,1015,158,2,1,74,68,6,2,2,1,0,1,0,0,1,0,0
PT_130217,Teixeiró,355,150,6,1,80,55,1,1,3,0,2,1,0,0,0,0,0
PT_130218,Tresouras,434,163,0,0,50,100,2,5,4,0,2,0,0,0,0,0,0
PT_130219,Valadares,855,199,2,1,87,81,18,2,6,1,1,0,0,0,0,0,0
PT_130220,Viariz,468,138,4,1,58,58,10,3,3,0,1,0,0,0,0,0,0
PT_130301,Aião,676,215,5,2,110,66,12,7,9,0,2,0,0,1,0,1,0
PT_130302,Airães,2409,698,14,18,320,225,38,27,34,6,9,1,0,1,4,1,0
PT_130303,Borba De Godim,2136,703,8,34,358,151,52,53,28,5,5,0,1,3,2,3,0
PT_130304,Caramos,1800,563,4,16,245,166,42,34,33,1,7,3,2,4,1,5,0
PT_130305,Friande,1303,591,9,15,269,146,63,33,30,3,6,4,3,3,4,2,1
PT_130306,Idães,2240,736,11,22,204,291,52,50,64,7,15,6,1,5,1,5,2
PT_130307,Jugueiros,1256,367,7,6,146,106,29,22,31,6,7,1,2,2,0,1,1
PT_130308,Lagares,2132,740,17,16,235,270,69,40,48,16,15,1,0,1,2,2,8
PT_130309,Lordelo,314,120,1,2,53,46,3,8,3,0,3,0,0,0,0,1,0
PT_130310,Macieira Da Lixa,1734,531,12,13,187,173,32,42,55,1,6,2,2,2,2,1,1
PT_130320,Margaride (Santa Eulália),7768,2737,34,125,990,701,283,308,194,26,30,11,3,5,9,8,10
PT_130311,Moure,1009,321,4,10,122,94,21,35,22,5,7,0,0,0,0,0,1
PT_130312,Pedreira,1395,479,8,17,125,185,41,40,42,5,4,3,0,3,0,4,2
PT_130313,Penacova,980,399,6,12,82,210,16,27,19,2,17,3,0,2,1,2,0
PT_130314,Pinheiro,954,405,14,26,106,158,27,36,15,5,7,2,1,1,0,4,3
PT_130315,Pombeiro De Ribavizela,1929,678,7,15,182,212,55,83,75,10,8,4,2,5,4,4,12
PT_130316,Rande,860,328,5,15,102,79,33,38,41,0,8,1,0,0,1,3,2
PT_130317,Refontoura,1788,521,12,12,199,145,29,59,38,3,11,1,1,3,2,4,2
PT_130318,Regilde,1131,458,3,8,118,208,18,49,29,3,6,3,1,2,0,6,4
PT_130319,Revinhade,562,224,6,1,73,81,19,19,8,3,6,3,0,1,2,1,1
PT_130321,Santão,765,308,9,7,171,76,16,12,7,3,2,1,0,1,0,2,1
PT_130324,Sendim,1589,577,4,15,221,169,61,34,30,7,10,1,3,5,0,5,12
PT_130325,Sernande,756,288,8,3,65,140,14,26,13,3,10,2,1,1,1,1,0
PT_130326,Sousa,1010,356,2,4,105,166,28,17,19,3,3,1,2,3,0,2,1
PT_130327,Torrados,2148,710,16,13,208,281,62,40,44,8,16,6,5,2,1,5,3
PT_130328,Unhão,848,269,7,6,107,74,23,28,13,3,3,2,0,1,1,0,1
PT_130329,Várzea,2309,746,6,16,298,231,39,41,70,6,10,4,2,6,8,5,4
PT_130330,Varziela,1786,532,2,16,174,179,53,58,23,3,11,1,1,3,1,6,1
PT_130331,Vila Cova Da Lixa,3104,981,16,34,480,248,69,61,34,9,9,4,0,7,4,6,0
PT_130332,Vila Fria,583,190,5,3,79,59,16,9,8,4,2,1,1,2,0,1,0
PT_130333,Vila Verde,721,200,1,9,76,79,14,4,9,3,1,0,2,0,1,1,0
PT_130323,Vizela (São Jorge),598,261,2,8,60,113,22,13,21,2,7,1,2,2,1,6,1
PT_130412,Baguim Do Monte,11611,4569,126,258,1301,1381,347,503,441,41,59,9,10,25,14,26,28
PT_130401,Covelo,1510,688,17,43,228,213,32,46,74,11,8,2,1,5,0,4,4
PT_130402,Fânzeres,17786,6912,161,325,1788,2140,416,891,832,90,114,22,8,30,29,35,31
PT_130403,Foz Do Sousa,5586,2492,63,134,860,747,194,206,173,35,23,11,2,12,5,11,16
PT_130409,Gondomar (São Cosme),22397,9161,230,594,2910,2279,677,1166,781,170,122,43,11,51,21,53,53
PT_130404,Jovim,6025,2280,60,131,645,727,154,201,240,15,49,9,5,9,9,14,12
PT_130405,Lomba,1602,523,9,12,156,174,33,58,53,5,6,4,1,2,1,5,4
PT_130406,Medas,2003,1007,27,53,297,341,53,63,122,12,12,7,2,5,4,3,6
PT_130407,Melres,3212,1300,35,92,379,460,87,76,106,15,17,6,2,4,2,10,9
PT_130408,Rio Tinto,41349,17569,329,862,4855,5344,1156,2377,1885,183,220,47,15,93,47,69,87
PT_130410,São Pedro Da Cova,15104,5367,116,225,1062,1575,264,498,1371,37,113,15,10,32,9,22,18
PT_130411,Valbom,12827,5692,136,332,1282,1831,336,723,780,73,88,13,4,32,9,26,27
PT_130501,Alvarenga,359,137,0,7,60,34,14,4,11,0,3,2,1,1,0,0,0
PT_130502,Aveleda,1486,464,4,8,201,146,13,26,40,6,10,2,3,3,0,1,1
PT_130521,Barrosas (Santo Estêvão),712,304,9,8,50,166,11,19,23,3,4,3,1,2,2,3,0
PT_130503,Boim,2137,766,18,27,191,316,60,59,64,4,10,4,3,3,1,2,4
PT_130504,Caíde De Rei,2350,675,11,12,204,257,57,52,52,4,14,3,1,3,2,3,0
PT_130505,Casais,1140,362,6,8,187,106,25,13,7,2,2,1,0,2,1,2,0
PT_130506,Cernadelo,794,248,1,6,102,85,10,11,20,0,4,2,0,2,1,0,4
PT_130507,Covas,631,261,3,10,108,91,18,16,10,1,2,0,0,2,0,0,0
PT_130508,Cristelos,2292,857,9,25,332,265,64,69,61,8,9,1,1,4,3,4,2
PT_130509,Figueiras,1011,332,6,14,171,73,22,17,12,2,3,7,0,2,2,1,0
PT_130510,Lodares,1519,648,12,22,214,239,71,36,27,5,8,3,2,1,3,3,2
PT_130520,Lousada (Santa Margarida),339,149,5,5,56,54,11,7,7,0,2,0,0,0,1,1,0
PT_130522,Lousada (São Miguel),749,244,5,0,93,90,22,9,15,3,2,1,0,1,1,2,0
PT_130511,Lustosa,3725,1136,11,20,352,418,90,90,104,11,16,2,0,8,4,4,6
PT_130512,Macieira,1251,367,4,9,110,167,18,20,27,2,3,3,0,1,2,1,0
PT_130513,Meinedo,3441,1546,33,48,465,593,65,125,153,10,29,3,1,3,3,9,6
PT_130514,Nespereira,1757,709,16,30,244,240,58,66,32,4,8,5,0,1,0,2,3
PT_130515,Nevogilde,1997,574,4,9,291,182,41,18,16,1,6,0,2,0,0,4,0
PT_130516,Nogueira,1065,448,7,16,148,174,29,43,20,3,5,1,0,1,0,1,0
PT_130517,Ordem,994,314,7,8,145,93,21,19,11,3,2,1,0,2,1,0,1
PT_130518,Pias,966,378,4,20,78,174,28,28,23,8,10,2,0,0,0,1,2
PT_130523,Silvares,2045,807,15,29,344,191,85,67,43,8,8,6,0,2,1,5,3
PT_130524,Sousela,1478,401,5,20,178,128,19,26,9,2,7,2,0,3,1,1,0
PT_130525,Torno,2275,713,11,18,266,260,50,42,46,3,4,2,1,3,2,3,2
PT_130526,Vilar Do Torno E Alentém,1216,368,9,8,107,173,19,28,14,4,1,0,1,1,2,0,1
PT_130601,Águas Santas,20896,8870,180,458,2336,2863,610,1179,777,142,111,30,14,43,29,45,53
PT_130611,Avioso (Santa Maria),3321,1445,28,93,555,343,124,151,67,28,21,2,0,14,4,8,7
PT_130612,Avioso (São Pedro),2571,1168,30,69,420,325,113,119,56,4,10,4,2,2,5,8,1
PT_130602,Barca,2610,991,20,51,327,359,63,88,55,8,2,3,0,5,1,5,4
PT_130603,Folgosa,2814,1320,31,69,450,379,109,122,81,17,18,6,3,11,5,13,6
PT_130604,Gemunde,4076,1498,33,83,472,483,131,138,85,13,18,2,6,7,3,16,8
PT_130605,Gondim,1596,575,7,33,173,220,35,52,37,5,4,1,0,2,3,2,1
PT_130606,Gueifães,10383,4917,99,272,1364,1508,333,708,399,69,65,20,3,27,12,20,18
PT_130607,Maia,9731,4684,61,260,1532,1110,431,727,292,114,36,19,5,25,10,26,36
PT_130608,Milheirós,3962,1837,38,83,481,652,132,206,154,12,32,10,3,9,2,7,16
PT_130609,Moreira,9198,4186,94,257,1241,1343,339,455,267,50,47,11,7,30,6,12,27
PT_130610,Nogueira,4379,1930,29,90,622,574,139,243,129,32,17,9,1,17,6,12,10
PT_130617,Pedrouços,9423,4015,67,176,1111,1250,246,486,486,62,40,22,11,21,8,14,15
PT_130613,São Pedro Fins,1728,796,14,62,303,200,58,61,61,4,9,3,2,7,5,1,6
PT_130614,Silva Escura,1845,804,8,31,312,217,78,76,41,4,15,6,4,3,1,2,6
PT_130615,Vermoim,11473,4745,71,287,1628,1225,416,607,292,82,41,9,3,22,9,35,18
PT_130616,Vila Nova Da Telha,4629,2037,36,102,629,623,176,256,123,26,24,12,2,8,3,11,6
PT_130701,Alpendurada e Matos,4436,1277,21,60,577,293,150,89,54,10,12,3,0,1,0,4,3
PT_130702,Ariz,1548,492,6,16,229,130,62,22,14,6,3,1,0,1,0,1,1
PT_130703,Avessadas,1142,359,10,14,150,96,39,14,21,4,5,0,1,1,0,3,1
PT_130704,Banho E Carvalhosa,1321,351,3,13,103,145,35,13,22,5,6,1,1,0,2,1,1
PT_130705,Constance,1395,559,14,18,182,210,44,26,42,6,6,4,2,2,0,2,1
PT_130706,Favões,1046,351,6,7,162,70,54,22,11,4,3,2,2,1,0,5,2
PT_130707,Folhada,727,131,2,1,66,23,18,8,10,0,2,0,0,0,0,0,1
PT_130708,Fornos,3271,1205,20,33,369,444,97,128,70,10,12,1,0,4,4,7,6
PT_130709,Freixo,703,280,8,10,99,82,24,29,8,3,8,0,1,2,0,4,2
PT_130710,Magrelos,813,252,7,6,101,74,31,13,9,4,2,1,0,2,1,1,0
PT_130711,Manhuncelos,438,156,5,3,43,60,19,11,8,2,4,1,0,0,0,0,0
PT_130712,Maureles,435,127,1,1,52,45,8,10,7,1,0,0,0,1,0,1,0
PT_130713,Paços De Gaiolo,957,231,5,0,95,66,27,19,8,1,4,1,0,1,1,2,1
PT_130714,Paredes De Viadores,1064,344,6,6,86,104,43,39,30,8,11,1,3,2,0,4,1
PT_130715,Penha Longa,1889,440,4,20,175,139,39,28,24,2,3,0,0,3,0,3,0
PT_130716,Rio De Galinhas,1562,571,7,17,157,228,48,49,35,7,10,1,1,2,4,2,3
PT_130717,Rosem,210,85,3,1,39,7,6,3,18,3,4,1,0,0,0,0,0
PT_130718,Sande,1830,430,4,9,257,67,53,20,9,5,5,0,0,0,0,1,0
PT_130719,Santo Isidoro,1383,617,5,20,102,286,28,51,93,11,7,1,1,3,1,3,5
PT_130720,São Lourenço Do Douro,842,274,6,9,163,42,36,7,2,2,2,2,1,0,1,0,1
PT_130721,São Nicolau,348,136,3,8,39,41,12,8,16,4,4,0,0,0,1,0,0
PT_130722,Soalhães,3205,780,12,24,221,364,50,53,33,5,8,4,0,4,1,1,0
PT_130723,Sobretâmega,1024,331,2,6,106,139,37,18,8,6,5,0,0,2,0,1,1
PT_130724,Tabuado,1235,486,4,12,231,124,64,23,11,2,2,1,0,4,1,3,4
PT_130725,Torrão,756,296,4,8,114,104,13,16,32,1,1,0,1,0,0,2,0
PT_130726,Toutosa,565,255,7,10,29,106,22,17,52,6,4,0,1,0,0,0,1
PT_130727,Tuias,2541,877,19,43,299,247,108,72,54,18,9,1,2,1,2,2,0
PT_130729,Várzea Da Ovelha E Aliviada,2003,609,13,11,281,144,70,45,18,7,3,2,0,3,2,7,3
PT_130728,Várzea Do Douro,1611,566,5,9,345,74,94,18,14,1,1,1,0,0,0,2,2
PT_130731,Vila Boa De Quires,3018,995,17,24,484,205,125,38,56,7,19,5,1,3,4,4,3
PT_130730,Vila Boa Do Bispo,2722,873,14,19,464,149,109,67,25,6,5,3,0,4,1,3,4
PT_130801,Custóias,13415,5774,107,284,1356,2161,346,689,528,96,72,24,6,32,15,35,23
PT_130802,Guifões,8826,3517,70,145,691,1560,167,401,306,41,57,9,11,21,7,16,15
PT_130803,Lavra,8473,3623,56,157,1026,1364,301,344,225,51,40,7,4,21,7,13,7
PT_130805,Leça Da Palmeira,15045,6730,109,322,2007,2035,572,926,450,142,45,24,6,27,16,28,21
PT_130804,Leça Do Balio,13036,5824,116,286,1287,2026,377,849,610,72,66,25,6,33,14,36,21
PT_130806,Matosinhos,27358,10528,159,443,2727,3829,767,1332,780,211,87,22,6,52,22,43,48
PT_130807,Perafita,11729,4584,82,192,1049,1840,314,569,334,39,56,15,7,24,11,26,26
PT_130808,Santa Cruz Do Bispo,5071,2158,32,59,506,993,114,216,142,20,21,4,2,24,6,10,9
PT_130809,São Mamede De Infesta,19706,8275,135,379,2207,2755,574,1068,768,120,90,25,6,39,18,47,44
PT_130810,Senhora Da Hora,21469,9885,154,510,2604,2899,750,1510,1005,215,60,24,11,30,27,37,49
PT_130901,Arreigada,1737,690,13,27,347,147,79,32,22,7,4,3,1,2,1,2,3
PT_130902,Carvalhosa,3513,1148,16,65,564,289,91,58,24,8,10,7,0,1,3,8,4
PT_130903,Codessos,802,360,5,12,163,103,29,21,16,1,1,1,1,1,1,3,2
PT_130904,Eiriz,1760,728,11,18,367,199,55,20,25,6,5,5,3,1,4,1,8
PT_130905,Ferreira,3336,1008,23,48,458,273,85,49,34,10,8,8,0,5,1,6,0
PT_130906,Figueiró,1875,769,3,23,305,288,65,42,25,4,3,5,1,0,1,2,2
PT_130907,Frazão,3728,1257,25,53,541,296,187,67,36,18,12,5,2,7,2,4,2
PT_130908,Freamunde,6292,2288,26,100,646,737,131,192,355,32,42,2,2,5,4,10,4
PT_130909,Lamoso,1402,545,8,11,278,160,47,19,8,4,3,0,1,1,2,3,0
PT_130910,Meixomil,2876,927,15,43,425,249,93,51,21,8,9,1,0,5,3,1,3
PT_130911,Modelos,1445,506,1,13,247,129,48,32,15,5,4,1,1,4,3,2,1
PT_130912,Paços De Ferreira,5690,1999,41,106,812,525,236,132,59,26,17,5,4,10,10,10,6
PT_130913,Penamaior,3018,1015,8,45,535,222,95,39,34,8,12,2,0,5,4,2,4
PT_130914,Raimonda,2122,863,7,25,373,269,78,47,36,7,10,1,0,3,3,4,0
PT_130915,Sanfins De Ferreira,2494,753,11,33,325,256,43,30,21,16,5,4,1,3,2,2,1
PT_130916,Seroa,2783,719,11,28,333,159,84,51,17,14,3,4,1,3,2,5,4
PT_131001,Aguiar De Sousa,1401,548,11,28,209,164,36,46,34,5,5,2,1,1,0,3,3
PT_131002,Astromil,746,377,8,19,146,103,32,31,20,4,2,0,1,3,3,3,2
PT_131003,Baltar,4019,1791,44,64,653,512,184,140,125,14,22,11,1,6,1,6,8
PT_131004,Beire,1823,672,6,11,355,172,76,33,9,0,3,0,1,0,0,4,2
PT_131005,Besteiros,1244,564,7,22,275,117,66,32,19,4,9,1,2,4,0,3,3
PT_131006,Bitarães,2269,1003,33,35,469,194,111,72,42,11,15,4,2,4,3,7,1
PT_131007,Castelões De Cepeda,6901,3071,70,142,1156,746,358,323,152,31,30,10,3,14,8,18,10
PT_131008,Cete,2417,1042,22,42,285,346,76,114,102,12,20,5,2,6,5,4,1
PT_131009,Cristelo,1470,649,15,20,327,150,66,27,23,7,2,1,2,3,2,2,2
PT_131010,Duas Igrejas,3007,1059,27,42,634,142,127,30,22,9,12,2,1,2,1,6,2
PT_131011,Gandra,5325,2004,81,98,750,477,186,138,162,23,33,11,4,16,7,13,5
PT_131012,Gondalães,949,462,10,7,193,127,48,37,17,4,8,2,2,5,0,1,1
PT_131013,Lordelo,8938,2977,75,140,1354,758,250,167,125,26,26,8,6,14,6,13,9
PT_131014,Louredo,1229,533,6,17,298,108,64,7,15,2,8,3,0,1,1,3,0
PT_131015,Madalena,1384,653,18,20,241,215,53,42,35,11,6,1,1,6,2,2,0
PT_131016,Mouriz,2189,865,17,30,374,217,93,49,48,14,14,4,1,3,0,1,0
PT_131017,Parada De Todeia,1582,721,10,21,99,273,27,45,228,1,11,3,0,1,0,1,1
PT_131018,Rebordosa,7778,2887,93,117,1209,702,347,167,116,39,32,7,3,25,2,13,15
PT_131019,Recarei,3918,1502,34,66,438,532,67,115,167,22,21,5,2,10,5,13,5
PT_131020,Sobreira,3509,1426,24,94,379,576,80,112,100,6,24,5,3,6,4,8,5
PT_131021,Sobrosa,2266,974,25,24,506,218,104,49,20,10,1,0,1,6,3,7,0
PT_131022,Vandoma,1970,799,20,50,304,203,73,50,46,10,10,6,1,5,4,12,5
PT_131023,Vila Cova De Carros,596,275,5,6,140,58,29,8,19,1,3,0,0,3,0,3,0
PT_131024,Vilela,4162,1516,60,53,849,231,174,65,35,9,11,4,5,7,0,11,2
PT_131101,Abragão,2250,694,16,12,351,181,53,27,29,2,8,2,0,4,1,5,3
PT_131102,Boelhe,1544,592,11,9,246,165,22,28,78,10,12,1,0,4,0,3,3
PT_131103,Bustelo,1555,713,23,28,237,253,61,37,43,3,14,2,0,2,3,5,2
PT_131104,Cabeça Santa,2089,829,29,37,313,280,53,41,41,8,10,1,3,7,1,4,1
PT_131105,Canelas,1387,502,12,18,238,142,21,25,22,5,6,3,1,2,2,4,1
PT_131106,Capela,915,376,10,18,157,112,24,19,14,5,6,3,2,1,2,1,2
PT_131107,Castelões,1291,569,8,22,229,208,29,21,37,3,4,1,0,2,0,3,2
PT_131108,Croca,1424,482,12,15,178,160,24,23,44,5,9,2,0,3,1,2,4
PT_131109,Duas Igrejas,1939,558,8,25,183,204,54,36,25,1,7,2,0,1,3,3,6
PT_131110,Eja,1060,375,5,11,152,145,19,10,20,4,4,1,0,0,0,3,1
PT_131111,Figueira,279,123,3,9,56,28,6,10,6,2,2,0,0,1,0,0,0
PT_131112,Fonte Arcada,1290,345,9,6,106,167,17,9,20,0,6,2,0,0,0,0,3
PT_131113,Galegos,2123,865,12,17,404,268,68,37,35,4,7,3,1,2,0,2,5
PT_131114,Guilhufe,2571,1067,26,32,311,428,66,76,81,9,18,2,2,6,1,5,4
PT_131115,Irivo,1810,790,11,24,241,313,58,49,49,7,10,11,3,4,1,7,2
PT_131116,Lagares,1978,925,19,35,421,266,47,58,42,10,8,1,5,1,3,7,2
PT_131117,Luzim,707,335,6,13,168,79,14,6,37,3,5,0,1,0,0,1,2
PT_131118,Marecos,869,357,8,5,171,35,0,17,9,102,1,6,1,1,0,0,1
PT_131119,Milhundos,1484,588,11,20,180,194,58,50,31,9,7,3,1,7,2,8,7
PT_131120,Novelas,1422,628,8,21,129,243,37,68,92,2,15,1,0,4,1,5,2
PT_131121,Oldrões,1655,640,18,17,276,190,40,40,32,6,13,2,0,4,1,1,0
PT_131122,Paço De Sousa,3254,1338,39,56,400,485,83,106,108,8,26,9,0,7,2,7,2
PT_131123,Paredes,991,417,10,12,176,137,18,23,26,2,6,0,0,0,1,4,2
PT_131124,Penafiel,7133,3173,59,121,1224,833,293,374,146,38,35,8,2,12,6,15,7
PT_131125,Perozelo,1163,495,17,11,141,177,69,31,27,5,9,0,1,1,1,3,2
PT_131126,Pinheiro,1967,706,20,30,367,156,44,36,29,2,9,2,1,4,3,2,1
PT_131127,Portela,1268,393,6,10,210,94,27,18,11,1,4,1,1,3,0,4,3
PT_131128,Rans,1556,597,16,20,213,218,42,30,35,6,6,4,1,1,0,2,3
PT_131132,Recezinhos (São Mamede),1391,439,8,17,136,189,32,25,20,1,5,0,3,3,0,0,0
PT_131133,Recezinhos (São Martinho),1600,687,13,21,267,236,71,34,13,9,12,1,0,6,1,1,2
PT_131129,Rio De Moinhos,2635,1013,31,30,483,290,50,48,40,5,12,8,0,7,1,3,5
PT_131138,Rio Mau,1294,592,9,30,112,234,21,35,120,5,14,5,2,1,0,1,3
PT_131130,Santa Marta,1101,499,9,14,164,177,41,50,23,3,8,2,2,3,2,0,1
PT_131131,Santiago De Subarrifana,830,429,20,17,139,150,17,35,39,3,3,1,2,1,0,2,0
PT_131134,Sebolido,835,297,5,6,42,139,10,15,70,4,5,0,0,1,0,0,0
PT_131135,Urrô,842,366,12,19,118,109,32,27,29,3,5,3,1,1,2,3,2
PT_131136,Valpedre,1208,588,14,13,369,103,30,11,13,6,14,2,1,1,2,3,6
PT_131137,Vila Cova,779,292,5,2,151,82,17,8,20,1,4,1,1,0,0,0,0
PT_131201,Aldoar,11576,5555,81,211,1590,1672,488,704,486,175,50,14,5,20,14,24,21
PT_131202,Bonfim,25388,11050,147,391,3886,2684,1002,1327,1084,252,81,38,8,33,20,51,46
PT_131203,Campanhã,34656,14208,216,461,3368,5099,807,1632,2042,168,184,45,18,55,16,45,52
PT_131204,Cedofeita,23513,10349,114,366,3946,2284,1009,1305,813,292,49,24,6,39,27,35,40
PT_131205,Foz Do Douro,10728,5457,61,173,2079,1184,761,516,314,233,37,19,2,12,7,26,33
PT_131206,Lordelo Do Ouro,19215,8329,119,254,2620,2218,881,936,835,270,63,24,6,17,17,32,37
