gisco_id,name,registered,turnout,invalid,blank,PPD/PSD,PS,CDS-PP,B.E.,CDU,PPM,PAN,PCTP/MRPP,PDA,PTP,E,MPT,MEP,PPV/CDC,PH,POUS,PND
PT_160624,Vade (São Tomé),367,135,0,4,82,33,10,2,3,0,0,0,0,0,0,0,1,0,0,0,0
PT_160620,Vila Chã (Santiago),268,74,1,3,27,30,4,0,7,0,2,0,0,0,0,0,0,0,0,0,0
PT_160621,Vila Chã (São João Baptista),658,291,3,5,176,65,24,7,6,1,0,1,1,0,0,1,1,0,0,0,0
PT_160625,Vila Nova De Muía,1107,524,6,19,235,193,35,18,12,0,0,1,1,0,0,2,1,1,0,0,0
PT_160701,Anais,1124,674,5,5,388,104,141,9,5,3,2,4,0,0,0,2,2,4,0,0,0
PT_160702,Arca,738,441,4,5,175,105,72,20,47,1,6,6,0,0,0,0,0,0,0,0,0
PT_160703,Arcos,675,377,5,10,164,90,83,12,6,2,0,0,0,0,1,0,4,0,0,0,0
PT_160704,Arcozelo,3433,2069,24,51,783,578,328,79,171,5,13,12,3,0,3,9,9,1,0,0,0
PT_160705,Ardegão,227,145,1,6,64,24,33,3,6,2,1,1,1,0,0,3,0,0,0,0,0
PT_160706,Bárrio,378,199,1,4,118,32,37,2,1,0,0,2,0,0,0,0,1,1,0,0,0
PT_160707,Beiral Do Lima,825,422,0,5,246,29,123,5,5,0,1,6,0,0,0,1,1,0,0,0,0
PT_160708,Bertiandos,417,290,3,11,142,52,71,4,3,0,0,1,0,0,0,1,2,0,0,0,0
PT_160709,Boalhosa,316,114,1,0,38,3,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PT_160710,Brandara,423,265,0,0,120,56,73,8,6,0,1,1,0,0,0,0,0,0,0,0,0
PT_160711,Cabaços,855,432,4,6,256,39,110,9,3,0,0,2,0,0,0,0,3,0,0,0,0
PT_160712,Cabração,133,83,1,1,47,9,13,0,6,1,0,0,0,0,0,2,2,1,0,0,0
PT_160713,Calheiros,942,599,3,7,276,116,148,15,16,4,2,6,1,0,1,0,3,1,0,0,0
PT_160714,Calvelo,795,434,8,16,210,89,87,7,7,2,1,1,0,0,2,1,2,1,0,0,0
PT_160715,Cepões,572,324,6,8,157,75,57,11,6,0,0,2,0,0,1,0,0,1,0,0,0
PT_160716,Correlhã,2651,1736,23,35,775,318,469,44,43,3,6,5,0,0,0,2,10,3,0,0,0
PT_160717,Estorãos,528,255,2,6,125,55,53,7,5,0,0,1,0,0,0,0,0,1,0,0,0
PT_160718,Facha,1380,898,17,16,427,143,201,26,36,4,4,11,1,0,1,4,7,0,0,0,0
PT_160719,Feitosa,876,549,10,20,202,127,144,15,21,1,4,2,0,0,2,0,0,1,0,0,0
PT_160720,Fojo Lobal,315,167,2,1,90,21,45,3,1,0,0,2,0,0,0,1,1,0,0,0,0
PT_160721,Fontão,1076,708,17,23,296,101,209,22,16,1,4,4,1,0,2,4,5,3,0,0,0
PT_160722,Fornelos,1404,843,5,12,425,113,246,16,14,1,1,2,1,0,1,2,2,2,0,0,0
PT_160723,Freixo,1297,756,11,23,304,170,151,37,29,1,6,10,0,0,3,0,8,3,0,0,0
PT_160724,Friastelas,645,301,2,7,149,45,82,3,2,2,3,4,0,0,0,1,1,0,0,0,0
PT_160725,Gaifar,334,182,1,3,114,14,42,4,3,0,0,1,0,0,0,0,0,0,0,0,0
PT_160726,Gandra,1124,665,10,16,342,140,105,16,20,1,3,4,1,0,1,3,2,1,0,0,0
PT_160727,Gemieira,572,320,4,11,152,53,65,14,8,0,4,3,1,0,0,3,0,2,0,0,0
PT_160728,Gondufe,479,226,0,3,116,21,77,4,2,0,0,3,0,0,0,0,0,0,0,0,0
PT_160729,Labruja,474,289,1,9,176,41,50,3,5,1,1,1,0,0,0,1,0,0,0,0,0
PT_160730,Labrujó,152,78,3,5,41,10,11,2,2,0,1,2,0,0,0,0,1,0,0,0,0
PT_160731,Mato,309,181,3,5,76,33,49,8,3,0,1,1,0,0,0,1,1,0,0,0,0
PT_160732,Moreira Do Lima,968,556,8,13,212,137,140,11,17,2,6,3,0,0,0,4,1,2,0,0,0
PT_160733,Navió,253,142,0,5,75,21,38,1,1,0,0,0,1,0,0,0,0,0,0,0,0
PT_160734,Poiares,751,474,2,13,227,82,133,10,2,0,1,1,1,0,0,0,2,0,0,0,0
PT_160735,Ponte De Lima,2689,1735,14,52,664,460,295,59,154,3,11,12,0,0,1,4,3,3,0,0,0
PT_160736,Queijada,287,180,0,4,83,31,56,2,2,0,0,1,0,0,0,0,0,1,0,0,0
PT_160744,Rebordões (Santa Maria),1019,613,11,17,283,71,189,16,13,0,3,5,1,0,1,2,1,0,0,0,0
PT_160747,Rebordões (Souto),1144,659,5,4,338,90,184,10,15,2,0,4,2,0,0,1,1,3,0,0,0
PT_160737,Refóios Do Lima,2435,1203,10,20,600,188,305,21,30,2,7,8,1,0,2,2,4,3,0,0,0
PT_160738,Rendufe,200,108,1,4,43,24,24,2,3,3,2,1,0,0,0,1,0,0,0,0,0
PT_160739,Ribeira,1693,1037,15,34,309,384,183,29,58,0,4,10,5,0,0,4,2,0,0,0,0
PT_160740,Sá,372,224,0,5,96,56,56,7,1,0,1,1,0,0,0,1,0,0,0,0,0
PT_160741,Sandiães,476,309,3,5,172,35,74,11,3,2,2,1,0,0,0,0,1,0,0,0,0
PT_160742,Santa Comba,535,379,6,11,143,110,72,12,8,0,3,10,0,0,1,0,3,0,0,0,0
PT_160743,Santa Cruz Do Lima,492,301,4,8,146,67,63,5,2,2,1,1,0,0,1,0,1,0,0,0,0
PT_160745,Seara,612,399,6,5,199,63,94,8,14,0,1,4,0,0,0,2,2,1,0,0,0
PT_160746,Serdedelo,515,276,2,5,168,21,64,6,5,0,1,2,0,0,1,0,1,0,0,0,0
PT_160748,Vilar Das Almas,435,198,1,2,128,18,42,0,4,0,1,2,0,0,0,0,0,0,0,0,0
PT_160749,Vilar Do Monte,120,58,2,2,28,4,16,2,2,1,0,0,0,0,0,0,1,0,0,0,0
PT_160750,Vitorino Das Donas,974,668,7,19,288,116,174,30,18,3,3,6,0,0,0,3,1,0,0,0,0
PT_160751,Vitorino Dos Piães,1538,834,24,25,401,153,174,21,15,1,3,7,1,0,3,3,3,0,0,0,0
PT_160801,Arão,742,377,8,8,183,84,52,17,14,0,2,5,0,0,0,1,3,0,0,0,0
PT_160802,Boivão,320,156,1,2,112,23,10,2,4,0,0,1,0,0,0,0,0,1,0,0,0
PT_160803,Cerdal,1734,742,21,25,366,179,76,31,34,2,0,3,3,0,1,0,1,0,0,0,0
PT_160804,Cristelo Covo,887,463,3,10,250,118,42,10,10,1,7,6,0,0,2,0,4,0,0,0,0
PT_160805,Fontoura,710,387,10,10,227,65,51,4,9,2,0,7,0,0,0,2,0,0,0,0,0
PT_160806,Friestas,588,325,5,15,135,102,23,9,26,1,2,4,0,0,0,1,2,0,0,0,0
PT_160807,Gandra,1273,643,10,19,308,179,62,18,20,2,6,10,1,0,1,1,4,2,0,0,0
PT_160808,Ganfei,1195,683,13,12,347,189,64,20,16,2,5,11,0,0,0,1,3,0,0,0,0
PT_160809,Gondomil,417,186,1,4,122,23,22,7,2,0,1,1,0,0,2,0,0,1,0,0,0
PT_160810,Sanfins,169,83,0,0,35,20,19,0,6,1,0,2,0,0,0,0,0,0,0,0,0
PT_160811,São Julião,374,198,4,4,133,22,16,5,6,0,1,3,1,0,0,1,2,0,0,0,0
PT_160812,São Pedro Da Torre,1253,724,11,13,396,186,68,16,18,1,3,6,2,0,0,1,2,1,0,0,0
PT_160813,Silva,282,150,1,7,99,24,10,3,1,0,1,1,0,0,0,0,2,1,0,0,0
PT_160814,Taião,169,103,4,4,60,14,17,1,1,1,0,1,0,0,0,0,0,0,0,0,0
PT_160815,Valença,3182,1575,15,30,763,415,175,67,65,4,14,16,0,0,2,4,4,1,0,0,0
PT_160816,Verdoejo,607,357,4,9,145,105,42,15,23,0,6,7,0,0,0,1,0,0,0,0,0
PT_160901,Afife,1612,991,10,27,383,217,121,74,114,3,6,21,3,0,3,5,1,3,0,0,0
PT_160902,Alvarães,2958,1346,14,32,682,267,182,63,46,4,16,18,4,0,3,5,5,5,0,0,0
PT_160903,Amonde,327,209,4,10,84,44,25,10,22,2,2,3,0,0,1,1,0,1,0,0,0
PT_160904,Anha,2479,1475,22,66,678,397,148,69,39,3,11,11,1,0,7,4,17,2,0,0,0
PT_160905,Areosa,4399,2543,51,103,786,741,296,216,238,7,20,50,4,0,3,7,15,6,0,0,0
PT_160906,Barroselas,3930,2263,36,116,980,600,273,97,74,3,24,28,5,0,1,6,14,6,0,0,0
PT_160907,Cardielos,1243,831,8,31,351,225,127,33,38,1,3,3,1,0,1,2,7,0,0,0,0
PT_160908,Carreço,1648,999,7,44,356,241,173,80,63,1,6,17,2,0,3,2,1,3,0,0,0
PT_160909,Carvoeiro,1157,627,4,24,282,147,97,26,17,2,5,6,4,0,2,4,3,4,0,0,0
PT_160910,Castelo Do Neiva,3485,1423,36,43,646,317,192,66,60,2,8,24,6,0,2,5,13,3,0,0,0
PT_160940,Chafé,2972,1337,22,50,473,364,187,77,86,5,22,25,3,0,4,9,7,3,0,0,0
PT_160911,Darque,7220,3738,50,113,1146,1083,444,222,509,9,32,81,3,0,6,14,22,4,0,0,0
PT_160912,Deão,1009,567,8,21,256,163,64,21,16,2,2,2,2,0,2,2,5,1,0,0,0
PT_160913,Deocriste,671,434,7,21,176,136,51,26,9,0,0,3,0,0,2,1,2,0,0,0,0
PT_160914,Freixieiro De Soutelo,480,306,6,3,132,72,51,16,16,1,2,4,0,0,0,1,1,1,0,0,0
PT_160929,Geraz Do Lima (Santa Leocádia),1160,568,4,26,339,88,80,7,4,4,3,7,1,0,0,3,1,1,0,0,0
PT_160930,Geraz Do Lima (Santa Maria),941,488,4,11,271,99,64,16,7,3,3,4,1,0,0,3,1,1,0,0,0
PT_160915,Lanheses,1746,1039,15,27,517,267,115,50,26,0,8,5,1,0,2,1,4,1,0,0,0
PT_160916,Mazarefes,1329,842,15,25,298,274,95,53,44,1,7,13,2,0,4,4,7,0,0,0,0
PT_160917,Meadela,8120,5100,61,206,1627,1409,715,444,436,11,54,68,4,0,7,28,25,5,0,0,0
PT_160918,Meixedo,487,271,2,8,143,59,44,4,9,0,0,0,0,0,0,0,1,1,0,0,0
PT_160920,Montaria,648,356,7,6,180,92,35,8,9,1,1,7,1,0,1,3,3,2,0,0,0
PT_160921,Moreira De Geraz Do Lima,623,337,1,13,141,103,54,10,8,4,2,0,0,0,0,0,1,0,0,0,0
PT_160922,Mujães,1559,850,8,26,318,260,158,26,23,1,5,6,1,0,4,1,9,4,0,0,0
PT_160923,Neiva,1269,688,9,17,285,169,110,52,25,4,5,5,0,0,2,1,1,3,0,0,0
PT_160924,Nogueira,891,534,11,14,253,167,49,13,14,0,1,4,0,0,3,2,3,0,0,0,0
PT_160925,Outeiro,1275,779,24,48,299,185,101,42,38,3,6,13,2,0,3,3,4,8,0,0,0
PT_160926,Perre,2740,1794,44,94,547,450,250,135,191,6,8,32,2,0,5,11,17,2,0,0,0
PT_160927,Portela Susã,684,331,5,11,161,66,50,15,10,0,2,3,2,0,0,1,4,1,0,0,0
PT_160928,Santa Marta de Portuzelo,3637,2179,29,66,825,727,206,117,144,2,8,28,4,0,5,2,8,8,0,0,0
PT_160932,Serreleis,942,624,8,29,274,172,76,20,30,0,2,9,0,0,1,2,1,0,0,0,0
PT_160933,Subportela,1200,709,7,26,359,141,99,35,20,2,5,7,2,0,0,0,5,1,0,0,0
PT_160934,Torre,629,374,3,11,164,67,85,19,13,1,1,6,0,0,0,2,1,1,0,0,0
PT_160919,Viana Do Castelo (Monserrate),5182,2856,53,91,842,828,327,213,384,14,30,54,1,0,3,6,6,4,0,0,0
PT_160931,Viana Do Castelo (Santa Maria Maior),9961,6354,79,228,1996,1604,872,517,834,11,74,84,10,0,7,10,25,3,0,0,0
PT_160938,Vila De Punhe,2452,1296,12,47,518,386,149,65,65,1,10,20,3,0,3,5,8,4,0,0,0
PT_160935,Vila Franca,1841,1038,12,32,439,309,99,46,58,5,6,17,2,0,3,3,6,1,0,0,0
PT_160936,Vila Fria,1461,778,7,17,238,280,83,47,82,0,5,7,1,0,1,3,6,1,0,0,0
PT_160937,Vila Mou,651,371,4,7,194,60,77,13,7,1,2,1,0,0,0,2,1,2,0,0,0
PT_160939,Vilar De Murteda,241,143,1,2,55,47,19,3,13,0,1,2,0,0,0,0,0,0,0,0,0
PT_161001,Campos,1136,647,6,16,300,198,62,28,17,2,3,8,2,0,2,1,2,0,0,0,0
PT_161002,Candemil,261,153,3,3,75,32,18,4,2,1,2,6,1,0,0,1,4,1,0,0,0
PT_161003,Cornes,461,262,4,3,116,82,23,12,8,1,1,6,1,0,1,0,2,2,0,0,0
PT_161004,Covas,663,395,8,11,183,112,32,20,13,5,0,7,1,0,0,1,1,1,0,0,0
PT_161005,Gondar,155,98,1,1,37,41,9,2,0,0,0,3,1,0,1,0,1,1,0,0,0
PT_161006,Gondarém,967,577,15,14,214,217,47,31,17,1,5,11,2,0,0,1,0,2,0,0,0
PT_161007,Loivo,909,500,7,11,187,196,41,27,15,0,4,4,0,0,1,1,5,1,0,0,0
PT_161008,Lovelhe,466,285,4,10,98,111,24,21,10,0,2,1,1,0,2,0,1,0,0,0,0
PT_161009,Mentrestido,281,150,1,3,82,36,13,4,2,2,4,1,0,0,0,1,0,1,0,0,0
PT_161010,Nogueira,285,186,2,4,108,35,12,9,9,0,1,5,0,0,0,0,1,0,0,0,0
PT_161011,Reboreda,662,389,6,17,158,120,31,19,24,1,2,4,2,0,1,3,1,0,0,0,0
PT_161012,Sapardos,396,205,1,3,105,64,11,7,6,3,0,2,0,0,2,0,0,1,0,0,0
PT_161013,Sopo,652,307,11,6,156,89,23,7,5,2,1,2,1,0,0,1,2,1,0,0,0
PT_161014,Vila Meã,293,167,7,5,68,51,17,9,6,0,0,1,1,0,1,0,1,0,0,0,0
PT_161015,Vila Nova De Cerveira,1413,839,9,25,398,239,73,36,34,0,5,10,0,0,1,3,3,3,0,0,0
PT_170101,Alijó,2474,1484,18,35,704,484,143,29,42,6,6,5,1,0,1,6,4,0,0,0,0
PT_170102,Amieiro,156,74,2,1,36,29,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PT_170103,Carlão,892,487,13,9,249,141,38,7,14,3,4,7,0,0,0,2,0,0,0,0,0
PT_170104,Casal De Loivos,181,97,1,2,28,43,7,9,3,1,0,0,0,0,3,0,0,0,0,0,0
PT_170105,Castedo,422,247,3,4,140,57,27,5,4,4,0,0,0,1,2,0,0,0,0,0,0
PT_170106,Cotas,252,154,2,2,72,61,8,0,4,1,1,0,0,0,0,3,0,0,0,0,0
PT_170107,Favaios,1174,601,9,11,234,258,34,13,27,3,0,6,1,0,2,3,0,0,0,0,0
PT_170108,Pegarinhos,627,254,4,9,133,67,10,5,15,2,2,1,1,2,0,2,1,0,0,0,0
PT_170109,Pinhão,697,396,3,9,149,170,14,7,33,1,5,1,1,1,0,1,1,0,0,0,0
PT_170110,Pópulo,402,155,1,1,65,72,8,2,3,0,0,0,0,0,0,3,0,0,0,0,0
PT_170111,Ribalonga,374,144,9,1,77,44,7,2,3,0,0,0,0,0,0,1,0,0,0,0,0
PT_170112,Sanfins Do Douro,1641,903,23,10,455,283,74,20,20,5,5,2,0,2,0,1,3,0,0,0,0
PT_170113,Santa Eugénia,418,256,6,3,142,85,13,1,1,1,0,1,1,1,0,1,0,0,0,0,0
PT_170114,São Mamede De Ribatua,830,447,5,9,153,177,63,9,20,1,2,3,3,0,0,2,0,0,0,0,0
PT_170115,Vale De Mendiz,213,115,0,1,40,48,10,6,4,2,2,1,0,0,0,0,1,0,0,0,0
PT_170116,Vila Chã,667,306,2,4,128,125,25,5,4,5,2,1,1,0,1,3,0,0,0,0,0
PT_170118,Vilar De Maçada,1086,530,6,2,207,238,47,12,5,4,4,3,0,0,1,0,1,0,0,0,0
PT_170119,Vilarinho De Cotas,249,159,1,2,66,71,5,7,1,0,1,2,2,0,0,1,0,0,0,0,0
PT_170117,Vila Verde,835,371,10,5,184,123,32,6,7,2,0,1,0,0,1,0,0,0,0,0,0
PT_170201,Alturas Do Barroso,587,268,6,4,172,73,7,0,2,2,0,0,0,1,0,1,0,0,0,0,0
PT_170202,Ardãos,387,173,4,3,125,27,2,0,3,1,3,3,0,1,0,1,0,0,0,0,0
PT_170203,Beça,1150,687,8,8,503,131,18,3,8,3,0,3,0,1,0,0,1,0,0,0,0
PT_170204,Bobadela,489,229,1,4,133,66,13,1,5,2,1,2,0,1,0,0,0,0,0,0,0
PT_170205,Boticas,1234,705,13,11,418,192,28,10,14,4,5,3,1,1,0,4,1,0,0,0,0
PT_170206,Cerdedo,213,103,0,2,69,20,6,1,1,1,1,0,1,0,1,0,0,0,0,0,0
PT_170207,Codessoso,196,83,1,1,51,18,4,1,3,0,0,2,0,1,0,1,0,0,0,0,0
PT_170208,Covas Do Barroso,351,179,1,1,115,29,7,5,15,1,1,3,0,0,0,1,0,0,0,0,0
PT_170209,Curros,108,58,1,0,55,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PT_170210,Dornelas,615,208,2,4,91,70,4,3,25,2,0,5,1,0,1,0,0,0,0,0,0
PT_170211,Fiães Do Tâmega,160,72,3,0,62,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PT_170212,Granja,298,173,6,5,112,41,5,0,1,0,0,0,0,0,0,1,2,0,0,0,0
PT_170213,Pinho,584,262,6,3,163,55,20,7,3,1,0,1,1,1,0,0,1,0,0,0,0
PT_170214,São Salvador De Viveiro,378,204,1,1,147,42,7,1,2,0,0,3,0,0,0,0,0,0,0,0,0
PT_170215,Sapiãos,680,327,0,2,232,58,24,3,5,0,0,1,1,1,0,0,0,0,0,0,0
PT_170216,Vilar,249,187,2,1,157,22,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0
PT_170301,Águas Frias,989,459,9,12,246,126,33,4,15,1,3,3,3,3,0,1,0,0,0,0,0
PT_170302,Anelhe,550,235,4,3,171,41,6,1,4,1,0,1,1,0,0,1,1,0,0,0,0
PT_170303,Arcossó,455,216,3,2,107,74,17,4,7,0,0,1,0,1,0,0,0,0,0,0,0
PT_170304,Bobadela,161,85,3,0,54,17,8,0,0,1,1,1,0,0,0,0,0,0,0,0,0
PT_170305,Bustelo,602,304,2,4,206,68,15,3,2,2,0,1,0,1,0,0,0,0,0,0,0
PT_170306,Calvão,571,228,6,5,127,60,15,2,6,2,2,0,0,0,1,0,2,0,0,0,0
PT_170307,Cela,264,148,2,3,109,23,5,4,0,0,1,1,0,0,0,0,0,0,0,0,0
PT_170309,Cimo De Vila Da Castanheira,687,304,2,3,144,102,39,4,3,1,1,2,0,2,0,1,0,0,0,0,0
PT_170310,Curalha,578,282,6,10,181,33,27,3,14,1,3,2,1,0,1,0,0,0,0,0,0
PT_170311,Eiras,503,294,8,6,174,76,18,4,5,0,0,2,0,0,0,1,0,0,0,0,0
PT_170312,Ervededo,995,405,2,5,267,68,29,4,15,2,4,2,1,3,1,1,1,0,0,0,0
PT_170313,Faiões,829,492,14,20,254,107,49,19,15,3,3,6,0,0,0,2,0,0,0,0,0
PT_170314,Lama De Arcos,479,259,4,6,129,85,16,3,6,5,2,0,1,0,1,0,1,0,0,0,0
PT_170315,Loivos,746,340,4,4,186,77,49,6,4,4,1,1,1,0,0,2,1,0,0,0,0
PT_170351,Madalena,2811,1488,20,25,802,382,126,38,60,8,8,9,3,3,0,2,2,0,0,0,0
PT_170316,Mairos,430,210,0,2,140,40,19,2,1,3,1,1,0,0,1,0,0,0,0,0,0
PT_170317,Moreiras,375,173,0,0,120,33,14,1,2,2,0,0,0,0,0,1,0,0,0,0,0
PT_170318,Nogueira Da Montanha,896,351,5,4,248,57,27,1,4,3,1,0,0,1,0,0,0,0,0,0,0
PT_170319,Oucidres,323,121,0,3,80,21,7,0,7,1,0,0,0,1,0,1,0,0,0,0,0
PT_170320,Oura,713,357,5,3,244,66,25,4,2,3,1,1,1,1,0,1,0,0,0,0,0
PT_170321,Outeiro Seco,886,507,14,13,244,157,40,10,20,1,4,1,2,0,1,0,0,0,0,0,0
PT_170322,Paradela,325,166,2,4,105,34,17,3,1,0,0,0,0,0,0,0,0,0,0,0,0
PT_170323,Póvoa De Agrações,350,137,3,1,55,70,2,1,1,0,0,2,0,0,0,1,1,0,0,0,0
PT_170324,Redondelo,672,299,3,10,148,98,14,9,9,1,2,4,0,1,0,0,0,0,0,0,0
PT_170325,Roriz,280,118,3,1,72,27,7,1,2,0,0,1,0,1,1,2,0,0,0,0,0
PT_170326,Samaiões,973,479,5,13,239,142,36,15,17,3,3,1,0,2,0,3,0,0,0,0,0
PT_170327,Sanfins,414,152,0,1,95,28,15,2,4,0,5,1,0,0,0,1,0,0,0,0,0
PT_170328,Sanjurge,410,198,3,6,111,43,20,2,8,3,2,0,0,0,0,0,0,0,0,0,0
PT_170352,Santa Cruz/Trindade,2792,1428,15,41,767,350,130,39,44,5,15,5,2,4,3,5,3,0,0,0,0
PT_170329,Santa Leocádia,511,200,3,0,145,35,9,4,1,1,0,0,0,1,0,1,0,0,0,0,0
PT_170350,Santa Maria Maior,11897,6283,74,132,3198,1705,556,219,263,21,39,34,4,12,8,7,11,0,0,0,0
PT_170330,Santo António De Monforte,563,302,10,8,163,77,13,8,13,1,2,4,1,1,0,0,1,0,0,0,0
PT_170331,Santo Estêvão,689,320,7,6,178,66,46,7,2,2,0,0,1,2,0,0,3,0,0,0,0
PT_170332,São Julião De Montenegro,310,138,1,1,94,16,11,4,3,0,3,1,0,2,0,0,2,0,0,0,0
PT_170333,São Pedro De Agostém,1560,744,5,18,345,199,70,13,24,6,2,52,3,0,1,3,3,0,0,0,0
PT_170334,São Vicente,386,196,0,2,125,47,14,1,0,2,0,2,0,2,0,1,0,0,0,0,0
PT_170335,Seara Velha,225,109,0,1,71,16,10,0,4,2,0,0,0,3,0,2,0,0,0,0,0
PT_170336,Selhariz,308,151,5,7,97,27,4,2,2,2,2,0,0,1,0,1,1,0,0,0,0
PT_170337,Soutelinho Da Raia,253,106,1,2,53,35,5,3,2,2,0,1,0,0,0,0,2,0,0,0,0
PT_170338,Soutelo,478,235,2,7,142,55,17,3,3,2,0,2,0,2,0,0,0,0,0,0,0
PT_170339,Travancas,604,228,7,3,110,63,21,7,9,3,2,3,0,0,0,0,0,0,0,0,0
PT_170340,Tronco,371,168,7,3,81,64,7,0,3,1,0,1,0,0,1,0,0,0,0,0,0
PT_170341,Vale De Anta,1269,771,11,15,406,194,59,23,42,3,7,6,0,0,3,2,0,0,0,0,0
PT_170342,Vidago,1211,658,5,18,337,225,30,23,13,0,1,1,1,3,0,0,1,0,0,0,0
PT_170344,Vilar De Nantes,1808,949,17,27,484,237,96,37,30,1,5,8,0,0,5,2,0,0,0,0,0
PT_170345,Vilarelho Da Raia,787,364,2,2,252,65,23,10,5,2,2,0,0,1,0,0,0,0,0,0,0
PT_170346,Vilarinho Das Paranheiras,261,137,1,1,80,37,6,5,2,2,0,1,0,1,0,0,1,0,0,0,0
PT_170347,Vilas Boas,250,114,3,1,70,16,16,0,5,0,0,1,0,1,0,0,1,0,0,0,0
PT_170343,Vila Verde Da Raia,927,484,13,18,269,125,29,9,8,2,3,7,0,0,0,0,1,0,0,0,0
PT_170349,Vilela Do Tâmega,473,241,5,7,127,60,25,3,6,2,4,0,0,0,0,1,1,0,0,0,0
PT_170348,Vilela Seca,410,179,5,5,115,34,14,0,3,2,0,1,0,0,0,0,0,0,0,0,0
PT_170401,Barqueiros,710,401,4,7,156,184,28,4,6,2,1,1,1,0,1,4,2,0,0,0,0
PT_170402,Cidadelhe,198,110,0,2,28,50,22,6,0,2,0,0,0,0,0,0,0,0,0,0,0
PT_170404,Mesão Frio (Santa Cristina),875,511,4,11,251,150,66,10,11,0,0,2,1,2,0,1,2,0,0,0,0
PT_170405,Mesão Frio (São Nicolau),356,258,5,5,134,80,17,5,4,1,3,1,1,0,0,1,1,0,0,0,0
PT_170403,Oliveira,448,258,7,5,126,80,18,11,5,0,1,4,0,1,0,0,0,0,0,0,0
PT_170406,Vila Jusã,594,324,1,6,163,103,20,9,9,2,4,2,1,1,0,2,1,0,0,0,0
PT_170407,Vila Marim,1335,622,8,9,270,237,60,13,15,2,2,3,1,1,0,1,0,0,0,0,0
PT_170501,Atei,1351,669,7,2,278,206,120,15,23,1,2,11,1,1,0,1,1,0,0,0,0
PT_170502,Bilhó,795,327,2,2,160,62,82,3,7,5,1,2,0,0,1,0,0,0,0,0,0
PT_170503,Campanhó,532,182,1,1,125,13,40,0,0,1,0,0,0,0,0,0,1,0,0,0,0
PT_170504,Ermelo,894,310,2,0,189,54,46,2,5,3,2,3,0,1,0,3,0,0,0,0,0
PT_170505,Mondim de Basto,3228,1748,14,25,725,515,316,48,53,11,10,17,1,3,2,5,3,0,0,0,0
PT_170506,Paradança,372,206,2,1,112,50,31,2,6,1,0,1,0,0,0,0,0,0,0,0,0
PT_170507,Pardelhas,137,43,1,0,21,14,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0
PT_170508,Vilar De Ferreiros,1488,651,5,8,334,184,97,8,6,3,1,4,0,1,0,0,0,0,0,0,0
PT_170601,Cabril,660,344,2,8,110,171,28,7,4,4,2,5,0,2,0,0,1,0,0,0,0
PT_170602,Cambeses Do Rio,248,97,1,0,42,43,4,4,0,2,1,0,0,0,0,0,0,0,0,0,0
PT_170603,Cervos,464,181,3,6,115,41,13,1,0,0,0,0,0,0,1,1,0,0,0,0,0
PT_170604,Chã,1096,380,5,7,191,143,29,1,0,1,0,1,1,1,0,0,0,0,0,0,0
PT_170605,Contim,241,74,1,1,42,23,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0
PT_170606,Covelães,259,102,0,1,53,45,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
PT_170607,Covelo Do Gerês,223,125,1,2,53,53,10,0,0,2,2,1,0,0,0,0,1,0,0,0,0
PT_170608,Donões,92,40,0,0,25,9,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0
PT_170609,Ferral,523,260,2,5,123,98,12,6,7,3,0,2,0,1,1,0,0,0,0,0,0
PT_170610,Fervidelas,193,78,0,1,42,26,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PT_170611,Fiães Do Rio,149,48,0,0,28,17,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
PT_170612,Gralhas,282,130,0,4,56,48,7,5,4,3,0,0,1,0,0,1,1,0,0,0,0
PT_170613,Meixedo,371,121,1,5,71,31,8,1,2,1,0,0,0,0,0,1,0,0,0,0,0
PT_170614,Meixide,150,73,1,4,38,21,3,2,1,1,0,0,1,1,0,0,0,0,0,0,0
PT_170615,Montalegre,1930,1086,7,21,600,346,50,25,19,3,1,3,1,2,3,5,0,0,0,0,0
PT_170616,Morgade,349,172,0,4,81,62,13,2,3,2,0,2,0,2,1,0,0,0,0,0,0
PT_170617,Mourilhe,282,77,2,0,42,27,1,0,0,3,0,0,1,1,0,0,0,0,0,0,0
PT_170618,Negrões,300,121,3,0,48,61,5,1,1,1,0,1,0,0,0,0,0,0,0,0,0
PT_170619,Outeiro,221,114,0,2,62,35,11,2,0,1,1,0,0,0,0,0,0,0,0,0,0
PT_170620,Padornelos,270,80,0,0,35,42,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
PT_170621,Padroso,157,71,6,2,30,26,0,2,0,4,0,0,0,0,0,1,0,0,0,0,0
PT_170622,Paradela,253,102,2,2,42,40,9,5,1,0,0,0,0,1,0,0,0,0,0,0,0
