gisco_id,name,registered,turnout,invalid,blank,PPD/PSD,PS,CDS-PP,B.E.,PND,CDU,PCTP/MRPP,E,PH,POUS,PDA
PT_050407,Atalaia Do Campo,683,430,36,0,122,225,26,14,1,3,3,0,0,0,0
PT_050408,Barroca,918,411,4,11,138,219,20,4,4,4,5,0,2,0,0
PT_050409,Bogas De Baixo,358,209,5,0,93,94,13,2,0,1,0,0,1,0,0
PT_050410,Bogas De Cima,628,292,3,4,140,103,28,6,2,5,0,0,1,0,0
PT_050411,Capinha,656,384,10,3,59,267,9,9,2,19,3,2,1,0,0
PT_050412,Castelejo,907,553,10,9,175,274,30,25,6,15,6,1,2,0,0
PT_050413,Castelo Novo,358,231,2,2,73,109,14,5,4,15,4,2,1,0,0
PT_050414,Donas,720,510,3,4,60,368,13,32,2,24,3,1,0,0,0
PT_050415,Escarigo,361,206,10,1,42,134,9,1,1,3,3,1,1,0,0
PT_050416,Fatela,572,360,3,2,57,266,13,10,1,5,2,0,1,0,0
PT_050417,Fundão,6943,4673,44,83,1265,2498,233,261,20,216,27,13,13,0,0
PT_050418,Janeiro De Cima,404,262,1,4,97,132,17,3,0,4,1,1,2,0,0
PT_050419,Lavacolhos,281,177,1,1,40,115,7,6,0,7,0,0,0,0,0
PT_050420,Orca,839,521,8,3,123,332,15,12,4,12,7,2,3,0,0
PT_050421,Pêro Viseu,693,429,3,3,97,259,25,19,2,10,7,4,0,0,0
PT_050422,Póvoa De Atalaia,768,450,11,10,122,264,17,12,1,4,5,0,4,0,0
PT_050423,Salgueiro,787,459,9,10,69,306,35,11,4,10,4,0,1,0,0
PT_050424,Silvares,1153,695,5,16,199,405,23,18,1,16,10,1,1,0,0
PT_050425,Soalheira,1009,614,7,4,227,265,64,20,1,18,3,1,4,0,0
PT_050426,Souto Da Casa,985,620,10,14,175,359,12,23,6,12,4,2,3,0,0
PT_050427,Telhado,618,401,9,3,82,256,15,18,1,8,7,2,0,0,0
PT_050428,Vale De Prazeres,1527,813,19,9,161,523,38,21,3,26,10,1,2,0,0
PT_050429,Valverde,1149,855,16,15,103,630,18,35,5,21,10,1,1,0,0
PT_050430,Mata Da Rainha,292,156,8,2,44,88,5,3,2,1,2,0,1,0,0
PT_050431,Enxames,609,390,13,8,39,282,8,22,2,10,4,1,1,0,0
PT_050501,Alcafozes,252,183,2,4,68,87,9,3,0,6,2,1,1,0,0
PT_050502,Aldeia De Santa Margarida,371,224,8,1,51,134,11,9,1,6,2,1,0,0,0
PT_050503,Idanha-a-Nova,1953,1417,14,18,393,840,57,44,3,36,4,5,3,0,0
PT_050504,Idanha-a-Velha,91,71,0,0,20,42,2,1,2,3,1,0,0,0,0
PT_050505,Ladoeiro,1429,862,21,9,201,556,29,17,7,12,7,2,1,0,0
PT_050506,Medelim,311,197,4,5,60,112,5,2,1,8,0,0,0,0,0
PT_050507,Monfortinho,647,415,6,4,166,193,36,4,2,4,0,0,0,0,0
PT_050508,Monsanto,1035,648,32,3,112,434,29,8,0,20,8,1,1,0,0
PT_050509,Oledo,459,310,4,6,93,167,8,13,1,12,4,2,0,0,0
PT_050510,Penha Garcia,984,665,21,8,174,385,46,8,4,7,4,6,2,0,0
PT_050511,Proença-a-Velha,285,190,6,6,64,85,10,4,2,5,3,2,3,0,0
PT_050512,Rosmaninhal,838,437,8,4,99,288,12,5,3,10,5,2,1,0,0
PT_050513,Salvaterra Do Extremo,258,172,3,4,35,104,4,4,0,14,4,0,0,0,0
PT_050514,São Miguel De Acha,683,445,10,8,130,232,20,13,3,21,5,2,1,0,0
PT_050515,Segura,238,148,1,5,50,76,5,5,1,3,2,0,0,0,0
PT_050516,Toulões,334,234,6,4,53,156,6,1,0,3,5,0,0,0,0
PT_050517,Zebreira,1017,645,23,8,119,422,28,8,1,22,10,1,3,0,0
PT_050601,Álvaro,334,198,2,2,153,28,7,0,0,4,1,1,0,0,0
PT_050602,Amieira,215,152,1,0,87,10,52,0,1,0,1,0,0,0,0
PT_050603,Cambas,465,222,6,0,109,87,13,2,0,3,1,0,1,0,0
PT_050604,Estreito,1126,776,10,25,347,284,73,15,10,4,2,2,4,0,0
PT_050605,Isna,302,248,2,3,160,52,21,4,0,2,2,1,1,0,0
PT_050606,Madeirã,261,145,2,7,80,48,2,1,2,2,1,0,0,0,0
PT_050607,Mosteiro,430,297,4,7,174,71,30,4,1,2,2,0,2,0,0
PT_050608,Oleiros,2185,1399,42,14,722,431,131,29,8,7,6,2,7,0,0
PT_050609,Orvalho,893,432,8,7,103,279,24,5,1,3,2,0,0,0,0
PT_050610,Sarnadas De São Simão,359,200,2,4,105,68,12,0,4,2,1,0,2,0,0
PT_050611,Sobral,275,191,5,4,129,39,8,1,1,4,0,0,0,0,0
PT_050612,Vilar Barroco,205,143,0,4,88,36,8,4,1,0,0,0,2,0,0
PT_050701,Águas,379,230,4,1,63,115,19,5,1,14,5,1,2,0,0
PT_050702,Aldeia Do Bispo,696,411,5,14,78,236,30,12,4,21,6,2,3,0,0
PT_050703,Aldeia De João Pires,251,186,4,2,51,95,18,7,0,4,4,1,0,0,0
PT_050704,Aranhas,431,246,7,3,53,151,22,4,1,3,1,1,0,0,0
PT_050705,Bemposta,189,122,5,2,29,73,5,1,1,1,3,0,2,0,0
PT_050706,Benquerença,692,371,9,3,88,227,23,9,2,4,1,1,4,0,0
PT_050707,Meimão,412,257,3,1,53,169,13,6,1,6,4,0,1,0,0
PT_050708,Meimoa,457,299,1,1,87,154,30,5,2,12,6,1,0,0,0
PT_050709,Pedrógão De São Pedro,639,312,7,5,69,189,22,5,3,8,3,0,1,0,0
PT_050710,Penamacor,1362,848,13,10,247,448,80,27,2,9,9,0,3,0,0
PT_050711,Salvador,632,286,7,4,68,160,27,5,0,8,3,1,3,0,0
PT_050712,Vale Da Senhora Da Póvoa,351,226,5,0,56,126,20,10,1,5,1,0,2,0,0
PT_050801,Alvito Da Beira,530,347,5,5,203,77,49,4,0,1,1,2,0,0,0
PT_050802,Montes Da Senhora,860,577,4,11,293,189,60,8,3,2,2,2,3,0,0
PT_050803,Peral,681,488,12,3,151,263,31,7,2,14,4,0,1,0,0
PT_050804,Proença-a-Nova,3895,2682,29,43,1241,943,285,87,15,20,9,7,3,0,0
PT_050805,São Pedro Do Esteval,661,463,7,6,215,178,31,6,6,10,2,0,2,0,0
PT_050806,Sobreira Formosa,2160,1386,27,23,597,569,118,28,4,7,5,4,4,0,0
PT_050901,Cabeçudo,973,609,8,10,158,380,26,17,4,4,0,1,1,0,0
PT_050902,Carvalhal,564,368,4,6,134,176,26,5,4,8,3,1,1,0,0
PT_050903,Castelo,1056,648,9,3,348,233,22,8,10,3,8,2,2,0,0
PT_050904,Cernache Do Bonjardim,2919,1857,43,31,869,648,149,57,12,24,15,4,5,0,0
PT_050905,Cumeada,500,377,5,9,215,78,57,8,2,1,1,0,1,0,0
PT_050906,Ermida,398,221,4,5,130,20,57,1,2,0,0,0,2,0,0
PT_050907,Figueiredo,273,191,5,4,123,34,14,4,4,1,1,1,0,0,0
PT_050908,Marmeleiro,362,245,4,3,153,36,44,2,0,0,1,2,0,0,0
PT_050909,Nesperal,311,228,4,5,103,91,9,5,2,3,5,1,0,0,0
PT_050910,Palhais,382,288,4,0,142,117,3,6,4,8,3,0,1,0,0
PT_050911,Pedrógão Pequeno,906,566,11,9,223,244,42,17,5,6,3,3,3,0,0
PT_050912,Sertã,4761,3272,54,67,1421,1246,257,128,17,37,27,4,14,0,0
PT_050913,Troviscal,1151,657,42,17,293,225,47,16,5,4,3,0,5,0,0
PT_050914,Várzea Dos Cavaleiros,1066,627,8,6,381,128,82,6,6,6,0,1,3,0,0
PT_051001,Fundada,692,503,10,3,348,57,63,10,3,3,3,1,2,0,0
PT_051002,São João Do Peso,178,128,1,2,80,26,15,1,0,0,2,0,1,0,0
PT_051003,Vila De Rei,2363,1676,48,51,852,320,272,47,15,38,12,10,11,0,0
PT_051101,Fratel,751,521,5,3,123,335,15,10,1,18,9,2,0,0,0
PT_051102,Perais,576,396,6,1,112,241,14,4,0,10,6,1,1,0,0
PT_051103,Sarnadas De Ródão,625,410,4,3,105,243,12,9,2,25,5,2,0,0,0
PT_051104,Vila Velha De Ródão,1876,1355,20,18,265,878,41,38,8,74,10,1,2,0,0
PT_060101,Anceriz,165,125,1,2,64,48,3,1,1,4,1,0,0,0,0
PT_060102,Arganil,3225,2170,29,46,919,898,114,81,15,51,9,2,4,2,0
PT_060103,Barril De Alva,348,242,6,3,116,92,9,4,3,5,1,1,0,2,0
PT_060104,Benfeita,487,282,3,2,136,122,7,4,3,2,2,0,1,0,0
PT_060105,Celavisa,266,189,0,3,66,92,15,3,4,5,1,0,0,0,0
PT_060106,Cepos,173,116,2,4,43,50,9,5,0,1,0,0,0,2,0
PT_060107,Cerdeira,284,207,4,2,101,89,4,4,1,2,0,0,0,0,0
PT_060108,Coja,1467,966,9,17,274,548,62,31,5,16,1,0,2,1,0
PT_060109,Folques,406,271,4,10,60,172,14,7,0,3,0,0,0,1,0
PT_060110,Moura Da Serra,176,110,5,1,46,41,9,0,2,3,1,0,0,2,0
PT_060111,Piódão,279,145,1,1,74,48,12,1,1,3,0,2,1,1,0
PT_060112,Pomares,525,319,5,1,149,127,14,4,0,13,6,0,0,0,0
PT_060113,Pombeiro Da Beira,1122,649,1,5,420,161,32,11,3,12,3,0,0,1,0
PT_060114,São Martinho Da Cortiça,1335,782,8,18,453,226,37,16,8,9,4,1,1,1,0
PT_060115,Sarzedo,612,410,5,9,251,99,27,8,3,3,2,2,0,1,0
PT_060116,Secarias,355,275,9,4,62,177,9,7,1,4,1,0,1,0,0
PT_060117,Teixeira,182,113,1,2,33,59,12,4,2,0,0,0,0,0,0
PT_060118,Vila Cova De Alva,500,354,1,5,110,195,11,10,4,13,1,0,2,2,0
PT_060201,Ançã,2163,1279,6,22,255,697,49,88,8,135,12,2,2,3,0
PT_060202,Bolho,890,513,11,9,220,219,28,9,5,9,0,0,3,0,0
PT_060203,Cadima,2950,1707,29,22,860,577,107,48,13,32,7,3,7,2,0
PT_060204,Cantanhede,5883,3814,51,118,1342,1597,278,262,18,111,19,7,6,5,0
PT_060205,Cordinhã,1035,637,11,8,268,277,30,25,5,7,2,2,2,0,0
PT_060206,Covões,2163,1361,31,18,939,197,128,20,3,16,6,1,2,0,0
PT_060207,Febres,3308,1954,24,57,1077,574,148,38,8,15,6,0,4,3,0
PT_060208,Murtede,1319,812,4,21,284,403,32,38,2,21,6,0,1,0,0
PT_060209,Ourentã,1217,747,16,11,329,277,55,34,6,11,2,2,2,2,0
PT_060210,Outil,806,568,9,16,170,285,41,25,1,15,4,0,1,1,0
PT_060211,Pocariça,1058,673,1,23,246,319,27,32,3,15,2,3,0,2,0
PT_060212,Portunhos,1013,560,3,17,155,297,38,25,7,14,1,0,1,2,0
PT_060213,Sepins,1129,649,9,14,285,259,43,22,1,13,1,0,1,1,0
PT_060214,Tocha,3485,2114,34,37,862,793,243,83,11,30,8,0,9,4,0
PT_060215,São Caetano,980,651,7,19,350,186,54,22,2,8,0,1,1,1,0
PT_060216,Corticeiro De Cima,771,459,10,8,265,112,39,19,2,0,0,0,2,2,0
PT_060217,Vilamar,753,501,9,12,236,169,39,25,4,1,3,1,1,1,0
PT_060218,Sanguinheira,1713,1046,18,16,537,286,119,33,8,17,3,4,4,1,0
PT_060219,Camarneira,901,458,12,9,274,106,29,15,1,7,2,1,0,2,0
PT_060301,Almalaguês,2978,1989,18,29,499,1020,102,144,7,137,24,1,5,3,0
PT_060302,Coimbra (Almedina),1403,871,5,18,266,298,76,78,0,121,4,2,2,1,0
PT_060303,Ameal,1286,882,11,8,134,502,34,69,7,103,10,0,3,1,0
PT_060304,Antanhol,1904,1281,5,42,335,611,59,119,8,91,7,1,2,1,0
PT_060305,Antuzede,2046,1148,9,25,217,615,49,90,9,107,18,2,5,2,0
PT_060306,Arzila,836,623,4,10,101,371,4,36,5,83,8,0,1,0,0
PT_060307,Assafarge,1862,1360,15,39,327,645,69,139,6,103,12,1,2,2,0
PT_060308,Botão,1480,986,8,31,198,593,29,54,3,55,9,1,2,3,0
PT_060309,Brasfemes,1663,1123,24,19,207,580,55,109,1,111,12,1,2,2,0
PT_060310,Castelo Viegas,1366,961,4,25,215,459,49,66,7,117,10,2,7,0,0
PT_060311,Ceira,3765,2327,33,48,577,1159,115,161,9,189,21,6,7,2,0
PT_060312,Cernache,3340,2275,25,60,471,1203,110,171,8,195,17,1,11,3,0
PT_060313,Eiras,9671,6256,42,146,1492,2844,354,614,27,652,47,13,22,3,0
PT_060314,Lamarosa,1786,947,15,9,326,388,47,60,4,78,14,0,5,1,0
PT_060315,Ribeira De Frades,1725,1215,1,15,219,730,43,92,3,99,12,1,0,0,0
PT_060316,Santa Clara,8216,5580,51,159,1543,2425,336,575,31,405,35,4,11,5,0
PT_060317,Coimbra (Santa Cruz),6775,4282,29,95,1124,1869,296,428,17,372,38,3,7,4,0
PT_060318,Santo António Dos Olivais,31596,22717,187,810,6352,9271,2061,2141,85,1646,81,27,48,8,0
PT_060319,Coimbra (São Bartolomeu),1083,667,4,21,181,295,37,60,3,58,5,1,2,0,0
PT_060320,São João Do Campo,1996,1167,12,14,219,592,42,58,6,205,16,0,2,1,0
PT_060321,São Martinho De Árvore,825,563,8,14,142,292,27,33,2,41,2,1,1,0,0
PT_060322,São Martinho Do Bispo,11893,8172,69,207,1938,4115,358,717,34,646,51,7,23,7,0
PT_060323,São Paulo De Frades,4396,2827,23,82,668,1381,136,237,16,252,20,4,5,3,0
PT_060324,São Silvestre,2517,1621,9,28,319,887,73,135,11,135,18,1,4,1,0
PT_060325,Coimbra (Sé Nova),7064,5021,35,183,1579,1659,674,479,29,351,13,4,13,2,0
PT_060326,Souselas,2888,1887,17,51,510,792,83,136,12,247,30,4,3,2,0
PT_060327,Taveiro,1658,1179,17,27,258,624,55,97,6,74,12,3,4,2,0
PT_060328,Torre De Vilela,909,630,5,14,160,302,35,56,0,49,5,2,2,0,0
PT_060329,Torres Do Mondego,2245,1502,22,24,317,822,42,97,6,143,21,2,3,3,0
PT_060330,Trouxemil,2531,1516,19,37,289,796,77,94,8,173,19,2,2,0,0
PT_060331,Vil De Matos,655,417,1,8,101,227,19,22,4,30,2,1,2,0,0
PT_060401,Anobra,967,617,7,10,60,416,15,31,4,70,2,1,1,0,0
PT_060402,Belide,272,206,2,1,46,133,3,11,2,8,0,0,0,0,0
PT_060403,Bem Da Fé,99,83,1,1,14,44,2,5,0,14,2,0,0,0,0
PT_060404,Condeixa-a-Nova,2392,1624,21,50,421,734,76,146,10,151,7,3,4,1,0
PT_060405,Condeixa-a-Velha,2193,1507,15,33,397,784,77,119,6,66,6,0,4,0,0
PT_060406,Ega,2405,1556,16,36,470,803,75,67,14,55,16,0,3,1,0
PT_060407,Furadouro,211,106,1,0,30,59,8,0,0,7,1,0,0,0,0
PT_060408,Sebal,1488,1025,7,25,208,562,33,54,8,107,15,4,2,0,0
PT_060409,Vila Seca,826,596,10,13,160,299,18,54,5,27,9,0,1,0,0
PT_060410,Zambujal,428,280,4,4,95,140,8,15,2,8,1,0,2,1,0
PT_060501,Alhadas,3432,2141,25,44,590,1025,61,182,17,140,30,10,12,5,0
PT_060502,Alqueidão,1743,1026,20,24,335,464,49,73,2,47,4,1,6,1,0
PT_060503,Brenha,763,518,11,14,156,234,27,41,4,22,3,5,1,0,0
PT_060504,Buarcos,7311,4330,32,106,1328,1974,225,374,22,214,27,5,18,5,0
PT_060505,Ferreira-a-Nova,1447,921,18,17,443,349,33,26,8,12,12,1,1,1,0
PT_060506,Lavos,3488,2067,36,55,728,860,100,129,12,111,17,3,12,4,0
PT_060507,Maiorca,2589,1526,25,25,401,733,55,108,11,140,21,1,3,3,0
PT_060508,Marinha Das Ondas,2688,1621,13,42,563,820,48,66,10,41,5,2,6,5,0
PT_060509,Paião,2038,1310,14,39,544,499,59,103,7,24,11,7,2,1,0
PT_060510,Quiaios,2805,1624,19,44,517,800,46,104,14,60,13,2,3,2,0
PT_060511,São Julião Da Figueira Da Foz,10644,6862,61,178,2500,2588,373,600,37,453,41,7,15,9,0
PT_060512,Tavarede,6911,4587,40,159,1500,1761,217,499,24,322,38,6,14,7,0
PT_060513,Vila Verde,2790,1762,16,28,344,836,56,140,19,289,21,2,6,5,0
PT_060514,São Pedro,2299,1278,16,19,399,588,41,106,3,84,17,2,2,1,0
PT_060515,Bom Sucesso,2029,1136,17,18,592,360,37,56,4,45,5,0,1,1,0
PT_060516,Santana,1087,702,11,16,287,305,17,30,1,22,6,0,5,2,0
PT_060517,Borda Do Campo,907,603,9,17,266,232,24,22,8,15,7,2,0,1,0
PT_060518,Moinhos Da Gândara,1276,785,12,14,361,320,15,37,2,14,4,2,3,1,0
PT_060601,Alvares,948,544,8,6,264,204,35,1,1,8,10,3,0,4,0
PT_060602,Cadafaz,294,198,4,2,91,79,9,4,1,3,1,0,4,0,0
PT_060603,Colmeal,228,124,0,0,40,74,1,5,1,2,0,0,0,1,0
PT_060604,Góis,1981,1307,19,29,377,750,54,40,5,18,7,0,7,1,0
PT_060605,Vila Nova Do Ceira,907,620,12,12,194,335,14,33,0,15,3,0,2,0,0
PT_060701,Casal De Ermio,295,211,1,4,69,95,11,13,3,13,0,2,0,0,0
PT_060702,Foz De Arouce,971,629,10,14,242,266,46,28,2,18,2,0,1,0,0
PT_060703,Lousã,7681,5256,65,153,1203,2863,258,435,19,210,25,7,10,8,0
PT_060704,Serpins,1465,1011,6,28,305,519,69,32,7,27,7,2,5,4,0
PT_060705,Vilarinho,1807,1162,16,45,332,554,74,70,14,45,6,2,3,1,0
PT_060706,Gândaras,1122,714,7,13,175,451,17,18,5,19,3,3,3,0,0
PT_060801,Mira,6897,4374,55,79,1753,1909,259,191,23,69,13,4,13,6,0
PT_060802,Seixo,1377,828,9,18,476,186,88,26,6,11,2,1,4,1,0
PT_060803,Carapelhos,741,525,9,7,350,116,24,11,3,1,1,0,1,2,0
PT_060804,Praia De Mira,2908,1689,18,18,420,1068,39,83,8,28,4,0,1,2,0
PT_060901,Lamas,843,568,8,11,185,297,15,22,9,15,2,0,1,3,0
PT_060902,Miranda Do Corvo,5417,3757,42,77,957,2074,128,222,30,191,22,1,6,7,0
PT_060903,Rio Vide,816,555,8,15,171,284,23,24,5,18,1,2,2,2,0
PT_060904,Semide,2368,1459,15,35,451,758,76,62,8,40,5,1,4,4,0
PT_060905,Vila Nova,1076,736,8,12,255,375,41,19,1,16,7,0,2,0,0
PT_061001,Abrunheira,717,469,8,8,92,251,16,21,1,57,12,0,3,0,0
PT_061002,Arazede,5112,2977,51,48,1227,1209,175,102,14,104,20,6,11,10,0
PT_061003,Carapinheira,2526,1493,23,32,363,725,112,91,18,105,16,3,2,3,0
PT_061004,Gatões,547,346,3,7,112,176,14,18,3,9,2,2,0,0,0
PT_061005,Liceia,1166,674,6,12,219,327,35,32,5,28,6,2,1,1,0
PT_061006,Meãs Do Campo,1362,858,12,16,270,458,28,29,6,23,10,2,0,4,0
PT_061007,Montemor-o-Velho,2358,1498,17,28,399,721,54,118,11,122,14,3,7,4,0
PT_061008,Pereira,1964,1327,17,28,187,810,40,116,2,106,12,3,4,2,0
PT_061009,Santo Varão,1263,938,7,22,167,539,26,56,2,101,9,3,5,1,0
PT_061010,Seixo De Gatões,1485,740,11,13,269,326,33,31,6,35,9,0,5,2,0
PT_061011,Tentúgal,1667,963,12,23,274,529,46,38,5,23,7,2,3,1,0
PT_061012,Verride,599,410,4,9,93,205,24,28,2,38,5,1,1,0,0
PT_061013,Vila Nova Da Barca,322,220,5,3,47,138,5,8,2,9,1,1,1,0,0
PT_061014,Ereira,655,454,6,10,50,321,10,17,2,31,4,1,2,0,0
PT_061101,Aldeia Das Dez,548,353,5,5,175,104,45,5,1,5,0,0,4,4,0
PT_061102,Alvoco Das Várzeas,383,271,3,2,40,202,7,9,0,6,1,0,1,0,0
PT_061103,Avô,570,385,4,6,179,172,10,5,1,3,0,0,2,3,0
PT_061104,Bobadela,637,407,4,8,152,190,20,10,1,9,5,2,3,3,0
PT_061105,Ervedal,1009,623,8,10,181,353,20,30,3,11,1,1,2,3,0
PT_061106,Lagares Da Beira,1342,789,10,7,234,474,42,11,3,6,2,0,0,0,0
PT_061107,Lagos Da Beira,757,546,2,9,221,283,13,5,3,9,1,0,0,0,0
PT_061108,Lajeosa,519,363,8,3,96,225,15,9,1,3,1,0,1,1,0
PT_061109,Lourosa,650,371,5,5,182,130,20,8,3,9,3,3,2,1,0
PT_061110,Meruge,658,383,4,8,135,177,14,9,1,31,1,0,1,2,0
PT_061111,Nogueira Do Cravo,1950,1291,15,25,607,488,90,30,3,18,8,2,3,2,0
PT_061112,Oliveira Do Hospital,3517,2417,26,68,928,1030,203,91,9,42,5,5,5,5,0
PT_061113,Penalva De Alva,986,640,8,19,240,322,21,16,2,6,2,1,2,1,0
PT_061114,Santa Ovaia,561,399,8,17,169,159,23,15,3,3,1,0,1,0,0
PT_061115,São Gião,638,365,12,2,160,131,38,9,4,4,1,2,2,0,0
PT_061116,São Paio De Gramaços,794,579,4,12,204,266,45,19,5,18,2,1,1,2,0
PT_061117,São Sebastião Da Feira,218,142,0,12,72,48,8,1,0,0,0,1,0,0,0
PT_061118,Seixo Da Beira,1671,814,12,17,454,241,49,12,5,10,6,1,3,4,0
PT_061119,Travanca De Lagos,1109,721,7,14,265,346,46,20,3,13,3,1,3,0,0
PT_061120,Vila Pouca Da Beira,315,218,5,8,100,78,9,5,1,8,1,0,2,1,0
PT_061121,Vila Franca Da Beira,511,304,8,8,120,75,40,7,1,43,2,0,0,0,0
PT_061201,Cabril,312,196,1,7,99,75,8,1,2,1,1,0,1,0,0
PT_061202,Dornelas Do Zêzere,675,424,2,5,116,262,19,8,1,6,2,1,1,1,0
PT_061203,Fajão,274,164,1,1,102,42,5,8,0,4,0,1,0,0,0
PT_061204,Janeiro De Baixo,834,444,5,4,183,218,16,3,5,5,2,1,1,1,0
PT_061205,Machio,170,107,2,1,47,54,3,0,0,0,0,0,0,0,0
PT_061206,Pampilhosa Da Serra,1254,802,7,22,339,368,24,23,2,9,2,3,1,2,0
PT_061207,Pessegueiro,217,116,1,0,58,49,4,3,1,0,0,0,0,0,0
PT_061208,Portela Do Fojo,435,256,6,2,147,82,7,2,0,2,3,2,3,0,0
PT_061209,Unhais-o-Velho,694,403,0,5,202,157,15,15,3,6,0,0,0,0,0
PT_061210,Vidual,155,99,0,4,34,54,3,1,1,2,0,0,0,0,0
PT_061301,Carvalho,837,411,3,11,225,137,18,7,2,5,0,0,2,1,0
PT_061302,Figueira De Lorvão,2326,1530,20,23,542,779,68,35,7,45,5,2,3,1,0
PT_061303,Friúmes,673,445,4,3,194,192,32,12,1,4,2,0,0,1,0
PT_061304,Lorvão,3453,2196,36,35,658,1104,78,79,12,164,18,1,7,4,0
PT_061305,Oliveira Do Mondego,648,383,8,7,131,135,36,12,2,46,4,0,1,1,0
PT_061306,Paradela,235,170,2,3,85,54,13,4,0,6,1,1,0,1,0
PT_061307,Penacova,3143,1935,22,33,736,909,78,61,10,65,10,4,6,1,0
PT_061308,São Paio De Mondego,267,188,1,6,90,44,34,6,0,6,0,0,0,1,0
PT_061309,São Pedro De Alva,1759,1068,14,20,512,366,78,29,13,29,1,1,4,1,0
PT_061310,Sazes Do Lorvão,739,492,6,10,198,210,25,17,2,13,4,1,1,5,0
PT_061311,Travanca Do Mondego,407,239,2,5,93,95,14,11,4,14,0,0,1,0,0
PT_061401,Cumeeira,1071,738,13,15,378,270,33,7,4,11,1,0,4,2,0
PT_061402,Espinhal,840,514,1,11,216,236,22,13,3,3,4,1,1,3,0
PT_061403,Podentes,480,303,3,14,116,127,13,14,2,9,4,0,0,1,0
PT_061404,Rabaçal,331,227,1,3,84,126,6,1,0,3,2,0,1,0,0
PT_061405,Penela (Santa Eufémia),1388,889,20,25,390,361,45,28,4,8,3,2,2,1,0
PT_061406,Penela (São Miguel),1436,890,12,17,414,339,53,32,1,13,3,1,3,2,0
PT_061501,Alfarelos,1221,863,12,10,147,480,21,76,3,99,6,1,4,4,0
PT_061502,Brunhós,179,131,1,1,54,56,4,9,2,3,1,0,0,0,0
PT_061503,Degracias,483,329,4,4,179,91,30,5,4,2,1,3,4,2,0
PT_061504,Figueiró Do Campo,1440,1012,16,17,179,554,45,73,4,108,10,2,3,1,0
PT_061505,Gesteira,1028,662,6,16,178,361,24,36,4,28,4,1,3,1,0
PT_061506,Granja Do Ulmeiro,1486,1083,21,18,178,636,32,86,3,98,8,1,1,1,0
PT_061507,Pombalinho,988,552,9,9,304,170,36,10,3,3,3,1,3,1,0
PT_061508,Samuel,1241,793,5,9,181,457,34,60,8,25,5,2,0,7,0
PT_061509,Soure,7467,4649,69,117,1250,2516,163,242,26,198,31,11,16,10,0
PT_061510,Tapéus,394,262,8,6,122,80,30,10,3,1,0,2,0,0,0
PT_061511,Vila Nova De Anços,1105,741,12,14,144,428,17,63,4,50,5,2,1,1,0
PT_061512,Vinha Da Rainha,1366,818,15,27,293,364,45,28,6,26,4,2,3,5,0
PT_061601,Ázere,647,452,6,11,179,195,19,5,3,27,3,0,2,2,0
PT_061602,Candosa,732,490,7,2,184,267,10,8,0,5,4,0,2,1,0
PT_061603,Carapinha,347,239,3,5,123,65,35,3,0,2,1,1,0,1,0
PT_061604,Covas,966,543,17,7,223,217,21,24,4,20,3,0,5,2,0
PT_061605,Covelo,249,165,3,4,95,34,19,0,2,3,0,1,2,2,0
PT_061606,Espariz,614,441,5,3,196,187,34,11,2,1,2,0,0,0,0
PT_061607,Meda De Mouros,229,147,2,6,76,42,13,4,3,1,0,0,0,0,0
PT_061608,Midões,1569,990,17,16,321,511,48,40,3,21,6,0,4,3,0
PT_061609,Mouronho,795,450,11,14,247,118,30,9,1,12,4,1,3,0,0
PT_061610,Pinheiro De Coja,337,201,2,2,80,95,10,6,1,2,1,1,1,0,0
PT_061611,Póvoa De Midões,594,366,5,6,124,199,10,13,1,5,2,0,0,1,0
PT_061612,São João Da Boa Vista,470,330,2,4,83,208,14,8,5,3,1,2,0,0,0
PT_061613,Sinde,465,315,6,5,103,170,19,3,1,4,1,1,1,1,0
PT_061614,Tábua,2096,1345,19,32,467,676,79,32,5,20,5,5,1,4,0
PT_061615,Vila Nova De Oliveirinha,288,201,0,3,83,86,12,8,2,5,1,0,0,1,0
PT_061701,Arrifana,1413,878,21,24,427,300,41,28,7,20,5,0,4,1,0
PT_061702,Lavegadas,278,195,0,2,96,78,4,4,1,7,2,0,1,0,0
PT_061703,Poiares (Santo André),2938,1859,34,77,716,757,79,87,8,77,12,4,5,3,0
PT_061704,São Miguel De Poiares,1180,761,20,22,268,348,39,20,4,30,3,1,4,2,0
PT_070101,Alandroal (Nossa Senhora Da Conceição),1592,1021,3,9,179,562,28,37,2,188,12,1,0,0,0
PT_070102,Juromenha (Nossa Senhora Do Loreto),156,94,0,0,18,65,4,2,0,4,1,0,0,0,0
PT_070103,Santiago Maior,2215,1588,9,8,111,828,7,22,7,571,21,0,1,3,0
PT_070104,Capelins (Santo António),652,396,1,6,49,234,5,8,0,83,8,0,2,0,0
PT_070105,Terena (São Pedro),775,480,3,1,59,254,9,12,4,120,13,2,1,2,0
PT_070106,São Brás Dos Matos (Mina Do Bugalho),373,265,2,1,25,190,0,7,0,36,2,1,1,0,0
PT_070201,Arraiolos,2834,2089,12,22,256,914,43,101,5,706,23,4,1,2,0
PT_070202,Igrejinha,667,467,4,6,37,212,12,26,0,154,13,0,2,1,0
PT_070203,Santa Justa,196,132,1,3,11,54,0,3,0,54,5,0,1,0,0
PT_070204,São Gregório,361,239,1,3,33,97,1,3,1,93,7,0,0,0,0
