gisco_id,name,registered,turnout,invalid,blank,Radin,Zennaro,Akšamija,Avdić,Hodžić [Nedžad Hodžić],Prljaskaj,Mešić [Mirza Mešić],Morina,Srebreniković,Sulejmani,A-HSP,BM365-NS-R-NV-HSS-BUZ,HSP-HČSP-ABH-OS,HSP-HKDU-HDS-USP-DESNO,MOST,Pametno-Za grad,DSŽ,HDZ,HDSSB-HKS,HL,Dukić,NLSP-SH-PZ-ORaH,SDP-HNS-HSS-HSU,HSU,ŽZ-PH-AM,B-DH,BDSH,HBPS,HDZ-HSLS,HRS,HB,SMS,SRP,ŽZ-PH-AM-Abeceda,AM,HNS-HSU,HSR,Glasnović,IDS-PGS-RI,SHV,SRNA,DI,Zeleni,MDS,Knapić,ZS-SU,ŽZ-PH-AM-Abeceda-HDSS-MS,Ajduković,Horvat [Mile Horvat],Ljubojević,Milaković,Milošević [Boris Milošević],Pupovac,Radmanović,Jankovics,Juhas,ŽZ-PH-AM-HDSS-Abeceda,NLSP-SH-PZ-ORaH-SHZ-SU,ABUH,Bilek,Komak,HDZ-HDS,HSP1861,NLSP-SH-PZ-ORaH-SU,Ahmedi,Avdagić,Bosak [Robert Bosak],Hasanović,Ismailovski,Kajtazi,Kostić,Memedi [Orhan Memedi]
HR_02542,Marcana,3798,1960,58,0,9,1,0,0,0,0,5,0,0,0,13,32,3,8,90,6,0,227,0,7,0,3,539,5,121,5,0,0,0,0,0,0,5,0,0,0,0,0,783,0,0,34,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HR_02569,Marija Bistrica,5063,2113,57,0,0,0,0,0,0,0,0,0,0,0,6,137,8,5,143,25,0,598,0,20,0,8,925,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,23,141,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HR_02577,Marijanci,1983,922,31,0,0,0,0,0,0,0,0,0,0,1,2,12,7,7,68,6,0,373,175,0,0,5,158,9,0,0,0,0,0,0,0,0,0,66,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02585,Marina,4396,2270,106,0,0,0,0,0,0,3,0,0,0,0,15,34,10,17,224,21,0,886,0,0,0,0,653,0,123,7,4,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02593,Martinska Ves,2802,1343,42,0,0,0,0,1,0,0,0,0,0,0,9,88,8,12,131,11,9,577,0,0,0,8,314,9,95,14,0,1,0,1,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02607,Marusevec,5338,2470,67,0,0,0,0,0,0,0,0,0,0,0,6,134,20,7,108,26,0,560,0,6,0,23,1286,0,0,7,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,2,14,193,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02615,Matulji,10074,5000,89,0,8,2,2,0,0,3,0,0,0,0,11,86,23,5,340,79,0,914,0,11,0,19,2212,35,439,13,0,0,0,0,0,0,12,0,0,0,0,0,640,0,0,30,18,0,0,0,0,0,3,1,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
HR_02631,Medulin,6527,3218,50,0,25,4,0,0,1,43,6,0,3,57,3,24,1,6,171,50,0,511,0,10,0,12,996,14,211,7,0,0,0,0,0,0,18,0,0,0,0,0,940,0,0,33,14,0,0,0,0,0,2,0,1,2,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0
HR_02640,Metkovic,13748,8308,130,0,0,0,0,0,0,5,0,0,0,0,21,98,51,11,2901,55,0,51,0,0,0,0,1597,0,0,8,0,14,33,0,0,0,10,117,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,1,0,9,12,1,0,0,0,0,0,0,0,3153,18,23,0,0,0,0,0,0,0,0
HR_02658,Mihovljan,1623,716,17,0,0,0,0,0,0,0,0,0,0,0,4,39,4,1,18,0,0,294,0,9,0,6,270,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02666,Mikleus,1381,636,16,0,0,0,0,0,0,0,0,0,0,0,2,22,7,2,35,1,0,315,43,1,0,0,157,4,0,0,1,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02674,Milna,1136,648,13,0,0,0,0,0,0,0,0,0,0,0,14,5,5,4,102,19,0,0,0,0,0,0,238,0,0,4,0,0,0,0,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,0,6,0,0,0,0,0,0,0,0
HR_02682,Mljet,1128,679,13,0,0,0,0,0,0,0,0,0,0,0,4,10,4,43,45,3,0,2,0,0,0,0,212,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,2,1,0,0,0,0,0,0,0,0
HR_02704,Molve,1707,802,25,0,0,0,0,0,0,0,0,0,0,0,17,134,4,2,30,3,0,0,0,1,0,4,265,7,0,0,0,2,264,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
HR_02712,Podravska Moslavina,995,465,7,0,0,0,0,0,0,0,0,0,0,0,4,14,9,2,26,2,0,225,74,0,0,2,80,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02739,Mošćenička Draga,1339,732,21,0,5,1,0,0,0,1,0,0,0,0,3,5,4,1,45,14,0,79,0,0,0,9,329,4,42,4,0,0,0,0,0,0,4,0,0,0,0,0,147,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02747,Motovun - Montona,810,405,5,0,9,1,0,0,0,0,0,0,0,0,3,4,3,1,31,3,0,36,0,0,0,3,120,0,36,0,0,0,0,0,0,0,3,0,0,0,0,0,136,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02755,Mrkopalj,1047,526,31,0,0,0,0,0,0,0,0,0,0,0,3,19,6,5,33,6,2,196,0,2,0,2,152,5,0,0,0,0,0,3,0,0,0,31,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02763,Mursko Sredisce,5539,2664,35,0,0,0,0,0,0,0,0,0,0,0,3,47,12,9,120,31,0,553,0,5,0,11,1504,0,0,6,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,16,5,5,206,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,56,0,0,14,0,3
HR_02780,Nasice,13624,7364,107,0,0,0,0,0,0,4,4,0,0,2,15,70,38,49,500,45,0,2729,1146,11,0,37,1871,36,1,0,16,0,1,0,0,0,0,493,0,0,7,0,0,8,0,0,0,0,0,0,0,1,4,0,0,0,6,2,0,5,2,0,22,33,102,0,0,0,0,0,0,0,0,0,0,0
HR_02798,Nedelisce,9503,5167,100,0,0,0,0,0,0,4,0,0,0,1,12,119,40,15,289,44,0,650,0,32,0,12,3017,0,0,12,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,54,14,13,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,46,0,0,339,0,1
HR_02801,Nerezisca,824,576,16,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,77,15,0,0,0,0,0,0,134,0,0,3,0,3,0,0,0,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281,5,8,0,0,0,0,0,0,0,0
HR_02810,Netretic,2550,1375,24,0,0,0,0,0,0,0,0,0,0,0,11,46,23,11,78,7,9,644,0,4,0,2,307,8,0,0,0,1,0,1,0,0,0,194,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02828,Nin,2865,1326,33,0,0,0,0,0,0,1,0,0,1,1,8,83,15,11,140,13,0,581,0,0,0,0,335,0,63,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,5,10,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02836,Nova Bukovica,1491,759,22,0,0,0,0,0,0,0,0,0,0,0,3,15,12,5,22,0,0,335,25,0,0,2,265,5,0,0,0,0,0,0,0,0,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,1,8,1,4,7,15,2,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0
HR_02844,Nova Gradiska,12501,6020,106,0,0,0,0,0,0,0,0,0,0,0,23,133,41,93,552,37,11,2255,267,12,10,10,2079,30,297,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,2,2,11,26,4,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,19,0,0
HR_02852,Nova Kapela,3484,1827,42,0,0,0,0,0,0,0,0,0,0,0,10,54,11,33,115,4,3,810,149,2,3,7,503,9,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HR_02879,Nova Raca,2781,1247,19,0,0,0,0,0,1,15,0,0,0,0,6,75,13,4,63,5,0,0,0,3,0,5,396,11,0,0,0,0,529,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,25,5,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02887,Novalja,3936,2308,52,0,0,0,0,0,1,1,0,0,0,1,7,21,11,14,370,29,0,939,3,0,0,0,635,0,112,4,4,0,61,1,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,27,0,0,0,1,0,0,0,0,0,0,1,0,0,0
HR_02895,Novi Marof,11228,6043,165,0,0,0,0,0,0,2,0,0,0,2,23,317,40,13,407,38,0,2129,0,63,0,68,2274,0,1,27,10,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,5,8,29,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02909,Novi Vinodolski,5117,2832,52,0,0,0,0,0,0,19,0,0,0,0,8,52,21,16,165,28,10,1122,0,4,0,7,1056,11,0,0,0,5,0,3,0,0,0,184,0,0,0,0,62,0,1,0,0,0,0,0,0,1,0,2,1,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
HR_02917,Novigrad - Cittanova,6282,2954,57,0,31,21,0,0,0,12,0,1,1,15,13,39,4,6,152,20,0,1080,0,6,0,4,588,18,150,2,3,0,0,0,0,0,14,0,0,0,0,0,652,0,0,40,12,0,0,0,0,0,2,0,1,1,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02925,Novigrad Podravski,2375,1110,27,0,0,0,0,0,0,0,0,0,0,0,8,60,1,8,79,5,0,0,0,4,0,1,528,4,0,0,0,3,284,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0
HR_02933,Novska,11567,5531,115,0,1,0,0,0,0,2,0,0,0,9,24,606,111,31,467,33,18,2514,0,7,0,11,1162,33,326,11,0,5,4,5,0,0,15,2,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,0,0,3,4,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
HR_02941,Nustar,4785,2699,70,0,0,0,0,0,0,2,0,0,0,2,8,53,40,19,262,17,10,1434,114,12,5,6,408,12,153,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,3,2,3,0,11,47,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0
HR_02950,Nijemci,3931,1822,56,0,0,0,0,0,0,0,0,0,0,1,22,37,7,78,157,2,7,948,100,3,2,5,274,8,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,12,10,12,31,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02968,Obrovac,5746,2118,66,0,0,0,0,0,0,3,0,0,0,0,16,38,17,17,165,9,0,895,0,0,0,0,321,0,75,3,3,1,22,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,387,23,26,385,413,27,1,1,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02976,Ogulin,11509,6086,141,0,0,0,1,0,0,0,0,0,0,1,39,171,49,27,645,30,27,2623,0,4,0,9,1608,27,0,0,0,3,8,13,0,0,1,321,0,0,0,0,21,1,9,0,0,0,0,0,0,17,66,186,120,63,146,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02984,Promina,1051,583,15,0,0,0,0,0,0,0,0,0,0,0,13,15,3,4,65,3,0,337,0,0,0,0,102,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_02992,Okucani,3134,1360,43,0,0,0,0,0,0,1,0,0,0,0,12,60,4,28,92,3,2,706,36,5,6,0,254,4,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25,12,9,26,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03000,Omis,13851,7985,134,0,0,0,1,0,0,0,0,1,0,1,21,87,110,25,2240,144,0,19,0,0,0,2,1272,0,0,19,0,19,18,0,0,0,27,240,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3533,38,28,0,0,0,0,0,0,0,0
HR_03018,Omišalj,3251,1548,29,0,0,0,0,2,1,1,8,1,0,10,5,26,30,10,121,22,0,362,0,12,0,3,606,5,91,5,0,0,0,0,0,0,8,0,0,0,0,0,175,0,0,3,5,0,0,0,0,0,1,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
HR_03026,Opatija,10826,5554,76,0,14,6,0,1,1,6,1,0,1,15,9,100,22,11,399,99,0,978,0,7,0,32,2402,35,464,7,0,0,7,0,0,0,20,3,0,0,0,0,742,0,0,55,21,0,0,0,0,1,9,1,0,9,16,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
HR_03034,Oprisavci,2089,967,18,0,0,0,0,0,0,0,0,0,0,0,8,28,1,40,104,6,2,463,36,2,2,1,200,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03042,Oprtalj - Portole,778,347,11,0,8,3,0,0,0,0,0,0,0,0,4,5,2,0,18,2,0,31,0,1,0,2,108,4,18,0,0,0,0,0,0,0,3,0,0,0,0,0,107,0,0,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03069,Opuzen,2569,1681,39,0,0,0,0,0,0,0,0,0,0,0,4,14,13,6,316,24,0,0,0,0,0,0,287,0,0,5,0,0,0,0,0,0,5,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,836,7,75,0,0,0,0,0,0,0,0
HR_03077,Orahovica,4513,2618,55,0,0,0,0,0,0,0,0,0,1,0,13,21,15,4,209,12,0,865,92,4,0,19,1097,31,0,0,0,0,0,0,0,0,0,145,0,0,2,0,0,3,0,0,0,0,0,0,0,2,22,0,3,18,22,1,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
HR_03085,Orebić,3802,1894,29,0,0,0,0,0,1,3,0,0,0,0,8,34,35,38,318,34,0,0,0,0,0,0,569,0,0,2,0,4,0,0,0,0,10,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,687,6,17,0,0,0,0,0,0,0,0
HR_03093,Oriovac,4890,2220,59,0,0,0,0,0,0,0,0,0,0,0,4,63,6,46,169,8,10,891,149,3,4,5,635,19,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HR_03107,Biskupija,1496,803,16,0,0,0,0,0,0,0,0,0,0,0,1,25,4,2,11,1,0,59,0,0,0,0,45,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,457,92,62,462,524,59,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03115,Oroslavje,5340,2791,59,0,0,0,0,0,0,0,0,0,0,0,11,92,11,52,178,31,0,672,0,26,0,13,1360,0,0,5,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,4,25,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
HR_03123,Osijek,92423,49457,872,0,1,0,1,3,2,15,4,9,0,23,97,668,296,624,5184,806,0,15357,4189,164,0,282,15586,280,12,0,62,0,25,0,0,0,0,3930,0,0,48,0,3,49,0,0,0,0,0,0,1,44,265,39,62,209,409,44,67,96,2,0,178,15,12,5,0,0,0,3,10,1,3,0,3,0
HR_03131,Otocac,8712,4535,93,0,0,0,0,0,0,0,0,0,0,0,24,174,13,27,781,10,0,2442,0,0,0,1,752,1,120,8,11,1,5,1,0,0,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,1,0,4,22,4,0,0,0,31,0,1,0,6,0,0,0,0,0,0,0,0,0,0
HR_03140,Otok,4533,2628,62,0,0,0,0,0,0,0,0,0,0,0,5,303,22,17,422,8,0,1505,0,0,0,0,206,0,39,5,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03158,Ozalj,5985,2984,54,0,0,0,1,0,0,0,3,0,0,0,16,158,37,14,210,26,13,1011,0,9,0,4,1089,18,0,0,0,4,0,6,0,0,0,301,0,0,0,0,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03166,Pag,3481,1981,33,0,0,0,0,0,0,5,0,0,1,4,3,52,10,55,175,28,0,761,0,0,0,0,654,1,81,3,2,0,40,0,0,0,2,5,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,57,0,1,0,1,0,0,0,0,0,0,0,0,0,0
HR_03174,Pakostane,3937,1908,49,0,0,0,0,0,0,0,0,0,0,0,11,31,11,102,213,8,0,799,0,0,0,0,531,0,101,10,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HR_03182,Pakrac,7689,3738,104,0,20,3,0,0,0,3,0,0,0,1,16,104,15,32,238,24,18,1703,79,6,11,10,912,25,170,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,120,14,22,111,160,14,12,3,0,0,0,27,0,2,0,0,0,0,0,0,1,0,0,0
HR_03204,Pašman,2350,1180,31,0,0,0,0,0,0,0,0,0,0,0,10,33,18,12,155,10,0,498,0,0,0,0,289,0,70,2,10,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03212,Pazin,7389,3804,98,0,9,2,0,0,0,0,0,0,0,0,11,31,13,28,234,49,0,569,0,12,0,10,839,22,259,6,0,0,2,0,0,0,14,0,0,0,0,0,1522,0,0,59,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
HR_03239,Perusic,2285,1332,31,0,0,0,0,0,0,0,0,0,0,0,7,22,5,9,98,1,0,880,0,0,0,0,223,0,21,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,2,5,10,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03247,Peteranec,2096,912,26,0,0,0,0,0,0,0,0,0,0,0,10,57,6,8,56,9,0,0,0,4,0,3,326,5,0,0,0,1,304,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0
HR_03255,Petlovac,2003,1094,38,0,0,0,0,0,0,0,0,0,0,0,5,11,6,3,48,2,0,375,87,1,0,5,238,7,0,0,2,0,0,0,0,0,0,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,5,7,1,58,93,0,0,2,0,0,0,0,0,0,0,1,0,0,56,1,0
HR_03263,Petrijanec,3839,2036,62,0,0,0,0,0,0,0,0,0,0,0,11,207,15,10,125,10,0,531,0,14,0,19,813,0,0,8,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,8,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,28,0,1,56,1,0
HR_03271,Petrijevci,2408,1269,33,0,0,0,0,0,0,0,0,0,0,0,3,23,5,19,112,12,0,518,91,3,0,8,343,4,0,0,3,0,0,0,0,0,0,85,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03280,Petrinja,22327,10829,237,0,0,0,0,1,34,0,8,4,29,2,48,2704,64,61,671,94,26,3740,0,33,0,46,2359,44,435,16,0,10,1,6,0,0,17,0,0,0,0,0,0,1,0,0,10,0,0,0,0,12,55,21,17,46,83,19,0,3,0,0,0,1,0,1,0,0,0,0,0,1,1,5,0,0
HR_03298,Petrovsko,2177,1117,42,0,0,0,0,0,0,0,0,0,0,0,10,43,13,6,45,4,0,319,0,30,0,9,521,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,9,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03301,Pican,1524,732,20,0,2,1,0,0,0,0,0,0,0,0,2,5,4,1,35,4,0,55,0,1,0,2,142,1,47,1,0,0,0,0,0,0,0,0,0,0,0,0,357,0,0,50,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03310,Pisarovina,3037,1560,56,0,0,0,0,0,0,0,0,0,0,0,4,136,19,10,122,19,12,634,0,0,0,3,396,10,0,0,0,3,0,2,0,0,0,132,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03328,Pitomaca,8113,3900,86,0,1,0,0,0,0,0,0,0,0,0,18,93,25,13,285,18,0,1636,23,8,0,18,1415,30,0,0,6,0,2,0,0,0,0,207,0,0,4,0,0,1,0,0,0,0,0,0,0,0,3,0,0,2,3,0,2,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0
HR_03336,Plaski,1950,831,26,0,0,0,0,0,0,0,0,0,0,0,6,20,3,2,36,6,9,244,0,0,0,1,258,2,0,0,0,2,0,0,0,0,0,21,0,0,0,0,3,0,5,0,0,0,0,0,0,8,137,17,19,139,164,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03344,Pleternica,9553,5233,94,0,0,0,0,0,0,0,0,0,0,0,30,107,26,39,437,21,13,2811,394,10,23,19,978,18,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03352,Ploce,8350,5420,123,0,0,0,0,0,0,1,0,0,0,0,11,34,23,15,813,41,0,0,0,0,0,0,1784,0,0,10,0,1,0,0,0,0,28,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2414,6,23,0,0,0,0,0,0,0,0
HR_03379,Podbablje,3963,2329,25,0,0,0,0,0,0,0,0,0,0,0,8,24,53,3,270,10,0,0,0,0,0,0,121,0,0,5,0,3,0,0,0,0,2,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1764,5,1,0,0,0,0,0,0,0,0
HR_03387,Podcrkavlje,2097,1030,20,0,0,0,0,0,0,0,0,0,0,0,6,26,9,19,79,3,6,495,48,1,3,0,222,3,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03395,Podgora,2554,1258,22,0,0,0,0,0,0,2,0,0,0,3,2,16,15,1,150,35,0,0,0,0,0,0,440,0,0,3,0,1,0,0,0,0,9,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,9,11,0,0,0,0,0,0,0,0
HR_03409,Podgorac,2377,1030,21,0,0,0,0,0,0,0,0,0,0,0,3,18,4,22,58,2,0,340,132,8,0,15,324,6,0,0,4,0,0,0,0,0,0,56,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,3,8,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
HR_03417,Podstrana,8540,4343,43,0,0,0,0,0,0,0,0,0,1,0,7,43,147,10,891,154,0,0,0,0,0,0,597,0,0,6,0,3,0,0,0,0,14,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2239,13,22,0,0,0,0,0,0,0,0
HR_03425,Podturen,3477,1647,38,0,0,0,0,0,0,0,0,0,0,0,6,26,19,6,71,1,0,298,0,1,0,4,936,0,0,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,1,2,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,1,35,0,0
HR_03433,Pojezerje,851,466,6,0,0,0,0,0,0,0,0,0,0,0,3,7,8,0,79,1,0,0,0,0,0,0,63,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,0,2,0,0,0,0,0,0,0,0
