gisco_id,name,registered,turnout,invalid,blank,IzqEsp,CEUS,FO,AR,PSOE,Andalucistas,IE,Vox,PP,EB,CRT,Podemos,PFAC,PCTE,PCPE-PCPC,Sumar,PACMA,Cree en Europa,PMR,SALF,F,Existe,Cs,FE-JONS,SAE,JUEX,PH,Volt,Recortes Cero,Junts UE,PREx-CREx,GLG,Piratas/Rebeldes,PREPAL,PCTC,PMR-RV-VN
ES_19901,Semillas,27,21,0,0,0,0,0,0,5,0,0,4,8,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_45001,Ajofrín,1850,841,16,9,0,1,5,2,303,1,0,97,334,0,0,17,1,0,1,18,2,0,0,26,0,0,3,3,1,0,0,1,0,0,0,0,0,0,0,0
ES_45002,Alameda de la Sagra,2887,1173,10,4,0,0,2,0,396,0,1,195,442,1,0,26,3,0,0,18,10,0,0,61,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_45003,Albarreal de Tajo,587,299,1,5,0,0,1,0,103,0,0,51,124,0,0,4,0,0,0,2,1,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_45004,Alcabón,593,308,4,2,0,0,3,0,107,0,0,44,113,0,0,6,0,0,0,9,2,0,0,12,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0
ES_45005,Alcañizo,235,148,3,0,0,1,2,0,62,0,0,15,60,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
ES_45006,Alcaudete de la Jara,1397,578,0,0,0,0,0,1,233,0,1,87,213,0,1,9,0,0,1,4,4,0,0,22,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ES_45007,Alcolea de Tajo,674,406,9,1,0,0,1,0,209,0,0,31,128,0,0,6,0,0,0,8,3,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
ES_45008,Aldea en Cabo,146,96,0,0,0,0,0,0,49,0,0,8,35,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_45009,Aldeanueva de Barbarroya,423,194,0,1,1,0,0,0,49,0,1,19,114,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_45010,Aldeanueva de San Bartolomé,342,213,2,0,1,0,0,0,95,0,0,26,73,0,0,3,0,1,0,5,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_45011,Almendral de la Cañada,303,227,1,2,0,0,0,0,83,0,0,26,105,0,0,1,0,0,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ES_45012,Almonacid de Toledo,727,438,4,1,1,0,3,0,123,0,0,50,210,0,0,14,0,0,0,12,3,0,0,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_45013,Almorox,1823,1012,5,4,0,0,1,1,273,1,3,105,562,0,0,11,1,1,0,12,1,0,0,27,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0
ES_45014,Añover de Tajo,4204,1692,24,6,1,0,6,2,737,2,0,216,473,3,0,43,1,1,2,54,8,0,0,96,0,0,6,4,0,0,0,3,1,1,0,0,2,0,0,0
ES_45015,Arcicóllar,808,383,3,4,0,0,2,0,156,0,0,54,119,0,0,4,0,1,0,11,5,0,0,21,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_45016,Argés,5143,2666,26,26,5,2,7,3,737,0,1,361,1139,0,0,57,5,0,3,115,19,0,0,128,0,3,20,1,1,1,1,2,2,0,0,0,1,0,0,0
ES_45017,Azután,261,155,1,1,0,0,0,0,96,0,0,5,42,0,0,5,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_45018,Barcience,698,300,3,0,0,0,1,2,82,0,0,71,80,0,0,9,0,0,0,17,0,0,0,32,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
ES_45019,Bargas,8205,4175,54,37,5,1,17,7,1525,0,0,474,1467,3,1,123,10,2,13,181,19,0,1,176,0,5,37,1,1,4,1,1,2,0,3,2,2,0,0,0
ES_45020,Belvís de la Jara,1213,738,11,6,1,0,0,0,219,0,0,90,367,0,0,5,0,1,0,19,5,0,0,11,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
ES_45021,Borox,2956,1190,20,5,0,2,7,3,377,0,0,168,433,1,0,24,0,2,1,38,9,0,0,56,0,0,37,3,1,0,0,2,0,0,0,1,0,0,0,0
ES_45022,Buenaventura,356,183,2,3,0,0,0,0,65,0,0,34,67,0,0,2,0,0,1,3,0,0,0,2,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0
ES_45023,Burguillos de Toledo,2716,1465,8,13,1,0,7,4,411,0,0,237,523,4,0,39,3,1,0,72,10,1,0,106,2,0,8,2,1,0,0,3,1,1,1,5,1,0,0,0
ES_45024,Burujón,1050,553,3,1,0,0,5,0,133,0,0,81,298,0,1,2,0,1,0,6,3,0,0,16,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ES_45025,Cabañas de la Sagra,1411,601,1,4,0,0,6,0,231,0,0,107,187,2,0,9,1,1,0,14,6,0,0,26,0,1,0,3,0,0,0,1,0,0,0,1,0,0,0,0
ES_45026,Cabañas de Yepes,227,140,3,0,0,0,1,0,55,0,0,22,45,0,0,4,0,0,0,1,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
ES_45027,Cabezamesada,304,190,0,0,1,0,0,0,101,0,0,29,48,0,0,0,0,0,0,0,0,0,0,9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_45028,Calera y Chozas,3725,1965,21,14,4,1,3,0,798,1,1,214,756,0,0,39,1,0,1,21,12,0,0,62,0,0,8,1,1,0,0,2,3,0,1,0,0,0,0,0
ES_45029,Caleruela,183,130,1,0,0,0,0,1,55,0,0,8,54,0,0,0,0,0,0,1,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0
ES_45030,Calzada de Oropesa,456,248,3,1,0,0,0,0,103,0,0,23,86,0,0,11,0,0,0,6,1,0,0,11,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
ES_45031,Camarena,3158,1486,22,11,0,0,8,2,479,0,0,212,591,1,0,38,0,0,1,45,4,0,0,65,0,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0
ES_45032,Camarenilla,476,233,5,2,0,0,0,0,98,0,0,22,78,1,0,2,0,0,0,7,3,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ES_45033,"Campillo de la Jara, El",281,145,2,0,0,0,0,0,56,0,0,22,51,0,0,3,0,0,0,1,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ES_45034,Camuñas,1283,721,8,2,2,0,4,0,231,0,0,84,302,1,0,20,1,1,0,27,4,0,0,24,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0
ES_45035,Cardiel de los Montes,325,169,2,2,0,0,0,0,76,0,2,10,43,1,0,7,0,1,0,7,2,0,0,14,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ES_45036,Carmena,677,356,2,6,0,0,1,0,100,0,0,45,166,0,0,5,0,0,0,5,2,0,1,15,0,0,2,0,5,0,0,0,0,0,0,0,1,0,0,0
ES_45037,"Carpio de Tajo, El",1495,726,5,4,0,0,0,1,253,1,1,71,341,1,0,11,0,0,0,12,5,0,0,12,0,1,4,1,0,0,0,2,0,0,0,0,0,0,0,0
ES_45038,Carranque,3989,1929,14,10,2,1,11,0,453,0,3,393,680,2,0,82,3,4,3,60,16,2,0,182,1,2,1,1,0,1,0,1,0,0,0,0,1,0,0,0
ES_45039,Carriches,208,125,2,0,0,0,0,0,16,0,0,22,79,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
ES_45040,"Casar de Escalona, El",1524,642,5,3,0,0,5,0,175,0,0,66,336,0,0,12,0,0,0,10,5,2,0,16,0,1,2,1,1,0,0,2,0,0,0,0,0,0,0,0
ES_45041,Casarrubios del Monte,4717,2097,26,9,7,0,10,4,625,0,3,338,728,1,1,72,2,1,0,69,16,3,0,162,2,2,6,2,1,3,0,1,0,0,0,2,1,0,0,0
ES_45042,Casasbuenas,169,105,0,2,0,0,0,0,38,0,0,7,43,0,0,6,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_45043,Castillo de Bayuela,757,450,1,6,1,0,1,0,123,0,0,45,235,1,0,6,0,0,0,5,0,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_45045,Cazalegas,1506,661,0,2,2,0,1,0,224,0,0,78,293,0,0,11,0,0,0,12,6,0,0,27,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0
ES_45046,Cebolla,2390,1064,7,1,3,1,0,1,434,0,0,123,412,0,1,20,0,1,0,17,1,0,0,37,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ES_45047,Cedillo del Condado,3045,1073,7,6,0,0,5,2,228,2,3,232,404,0,0,34,0,1,0,37,14,0,0,82,0,1,10,2,0,0,0,2,0,0,0,0,0,1,0,0
ES_45048,"Cerralbos, Los",372,237,0,3,0,1,0,0,75,0,0,33,108,0,0,4,0,0,0,7,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_45049,Cervera de los Montes,428,216,2,0,0,0,0,0,63,0,0,41,87,0,0,6,0,0,0,3,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_45050,Ciruelos,581,292,1,2,1,1,2,0,107,0,0,34,98,0,0,4,0,0,1,10,4,0,0,24,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ES_45051,Cobeja,1814,861,17,7,1,2,2,0,270,0,0,122,376,3,0,7,0,0,1,3,1,0,0,38,0,0,2,3,0,0,0,4,0,0,0,1,0,1,0,0
ES_45052,Cobisa,3611,1996,14,11,2,0,9,3,556,1,1,339,785,0,0,41,3,1,2,89,12,0,0,89,4,4,19,1,0,1,1,8,0,0,0,0,0,0,0,0
ES_45053,Consuegra,7666,4150,52,51,1,1,5,2,1521,0,1,519,1677,4,0,52,1,3,1,65,8,1,2,162,2,1,11,0,2,0,0,1,2,0,1,1,0,0,0,0
ES_45054,Corral de Almaguer,3636,1800,16,4,0,0,5,0,507,0,1,309,837,0,0,17,1,1,1,30,2,0,0,51,1,1,12,0,1,0,0,2,0,0,0,0,0,1,0,0
ES_45055,Cuerva,1013,590,19,4,0,1,0,0,206,0,0,61,273,0,0,4,1,0,0,7,1,0,0,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ES_45056,Chozas de Canales,2773,905,13,5,1,1,0,3,320,0,1,152,279,0,0,24,1,1,2,24,10,0,0,54,0,2,4,1,0,0,2,5,0,0,0,0,0,0,0,0
ES_45057,Chueca,217,144,4,0,0,0,0,0,37,0,0,25,65,0,1,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_45058,Domingo Pérez,353,188,4,2,0,0,0,0,69,0,1,26,71,0,0,1,0,1,0,4,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ES_45059,Dosbarrios,1677,958,8,7,0,0,4,2,217,0,0,171,493,0,0,11,0,1,0,7,2,0,0,23,1,1,3,1,2,0,1,2,1,0,0,0,0,0,0,0
ES_45060,Erustes,164,93,0,0,0,0,0,0,48,0,0,18,22,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_45061,Escalona,2894,1226,28,11,2,2,5,1,461,2,0,148,423,0,1,44,0,1,1,26,5,0,0,58,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_45062,Escalonilla,1075,559,11,5,0,0,1,0,127,0,0,111,273,0,0,11,0,0,0,3,2,0,0,13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
ES_45063,Espinoso del Rey,376,237,6,0,0,0,0,0,105,0,0,38,79,0,0,3,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_45064,Esquivias,4236,2069,28,22,2,0,11,3,563,0,3,257,833,2,0,41,1,0,1,189,6,0,0,89,0,0,14,1,2,0,0,0,0,0,0,0,1,0,0,0
ES_45065,"Estrella, La",248,154,0,0,0,1,0,0,74,0,1,13,54,0,0,5,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ES_45066,Fuensalida,8134,3972,53,24,3,1,15,1,1116,1,2,572,1757,5,0,64,2,0,1,98,20,0,2,189,1,3,16,10,3,2,0,5,0,0,0,2,4,0,0,0
ES_45067,Gálvez,2308,1330,26,7,0,0,3,0,345,0,1,161,664,0,0,10,0,0,3,14,2,0,0,56,0,3,2,0,28,0,0,2,2,0,0,1,0,0,0,0
ES_45068,Garciotum,168,98,2,1,0,0,0,0,47,0,0,11,25,0,0,5,0,0,0,1,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_45069,Gerindote,1995,984,17,6,0,0,3,0,337,1,0,139,401,0,1,20,0,2,0,30,2,0,0,18,0,1,0,1,4,0,0,1,0,0,0,0,0,0,0,0
ES_45070,Guadamur,1440,861,11,5,1,0,0,2,296,0,0,112,355,0,1,10,0,0,0,29,4,1,0,30,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_45071,"Guardia, La",1737,1057,22,7,2,0,6,0,479,0,1,92,367,0,0,24,0,2,0,29,4,0,0,18,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ES_45072,"Herencias, Las",686,336,6,1,1,0,2,0,134,0,0,31,125,0,0,8,1,0,0,11,2,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
ES_45073,Herreruela de Oropesa,296,162,2,0,0,1,0,1,65,0,0,6,73,0,1,3,0,1,0,4,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_45074,Hinojosa de San Vicente,394,229,5,0,0,0,0,0,87,0,0,13,99,0,0,7,0,0,1,9,1,0,0,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_45075,Hontanar,123,73,2,0,0,0,0,0,17,0,0,18,24,0,0,2,0,0,0,0,1,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_45076,Hormigos,757,323,4,0,0,0,0,0,85,0,0,28,170,0,0,6,0,2,1,6,0,0,0,19,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ES_45077,Huecas,676,357,1,2,0,0,3,0,114,0,0,55,142,0,0,4,0,0,0,10,1,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_45078,Huerta de Valdecarábanos,1360,851,4,3,0,0,2,0,303,0,0,98,404,0,0,6,0,0,1,1,0,1,0,24,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0
ES_45079,"Iglesuela del Tiétar, La",365,200,2,0,0,0,0,7,59,0,0,21,80,0,0,6,2,0,0,18,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0
ES_45080,Illán de Vacas,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_45081,Illescas,21275,9886,70,70,11,2,51,6,2544,3,10,1696,3751,15,2,290,18,3,5,343,67,3,1,824,2,8,46,7,2,4,0,14,3,2,2,1,6,4,0,0
ES_45082,Lagartera,1123,745,6,6,0,0,4,1,294,0,1,75,307,0,0,12,0,1,1,10,3,1,0,18,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0
ES_45083,Layos,658,386,1,1,0,0,4,0,104,0,2,66,160,1,0,7,0,0,0,4,3,0,0,26,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0
ES_45084,Lillo,2042,996,19,14,2,0,8,1,402,0,1,145,349,0,0,10,0,1,0,12,2,0,0,26,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
ES_45085,Lominchar,1776,658,8,1,1,0,3,0,103,0,0,172,285,0,0,11,0,1,0,23,2,0,0,43,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
ES_45086,Lucillos,519,253,4,0,0,0,1,0,69,0,0,37,114,0,0,7,1,0,0,9,0,2,0,5,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0
ES_45087,Madridejos,7982,3933,46,25,5,0,10,2,1053,0,4,594,1858,2,0,48,2,3,1,67,13,3,0,152,0,4,28,1,5,0,0,2,1,0,0,1,3,0,0,0
ES_45088,Magán,2690,1058,12,1,1,0,8,1,315,0,0,215,370,0,0,21,0,0,3,39,10,0,9,41,1,1,2,0,1,1,0,1,0,0,1,0,4,0,0,0
ES_45089,Malpica de Tajo,1404,736,3,5,1,1,0,0,289,1,0,66,245,0,0,20,0,0,0,55,2,0,0,45,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ES_45090,Manzaneque,373,199,2,3,0,0,0,0,75,0,0,27,79,0,0,5,0,0,0,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_45091,Maqueda,421,226,5,2,0,0,1,0,104,0,0,23,75,0,0,2,0,0,1,3,1,0,0,5,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0
ES_45092,Marjaliza,227,141,1,0,0,0,0,0,52,0,0,11,72,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_45093,Marrupe,149,98,2,1,0,0,0,0,15,0,0,19,49,0,0,1,2,0,0,4,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_45094,Mascaraque,356,211,7,2,0,0,0,1,72,0,0,27,73,0,0,4,0,0,1,11,1,0,0,10,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
ES_45095,"Mata, La",667,344,2,1,0,0,0,0,114,0,1,53,152,0,0,1,0,0,0,2,1,0,0,13,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0
ES_45096,Mazarambroz,1016,645,14,5,1,0,3,2,190,0,0,95,202,0,0,24,0,1,1,86,2,1,0,14,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0
ES_45097,Mejorada,1166,706,20,9,0,0,1,0,277,0,0,79,280,0,0,4,0,0,0,2,1,0,0,23,0,0,8,0,1,0,0,1,0,0,0,0,0,0,0,0
ES_45098,Menasalbas,1969,1113,13,1,1,1,0,0,212,0,0,201,614,0,0,6,2,0,0,11,1,0,0,44,0,0,1,0,3,0,0,1,1,0,0,0,0,0,0,0
ES_45099,Méntrida,4505,1933,20,14,4,0,11,1,498,1,0,383,652,1,1,61,2,1,2,77,28,0,2,144,2,4,7,4,0,3,3,4,0,1,1,0,1,0,0,0
ES_45100,Mesegar de Tajo,164,111,1,0,0,0,0,0,49,0,0,8,45,1,0,0,0,0,0,1,1,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ES_45101,Miguel Esteban,3566,2222,22,9,4,0,8,5,556,0,1,429,973,1,0,27,2,0,1,31,4,0,0,124,0,1,14,2,0,0,0,3,1,1,0,1,2,0,0,0
ES_45102,Mocejón,3745,1730,13,20,0,1,4,1,470,0,3,249,762,1,2,38,0,1,2,58,7,0,0,84,1,2,6,1,0,0,1,0,1,0,0,0,2,0,0,0
ES_45103,Mohedas de la Jara,335,197,6,0,0,0,0,0,80,0,0,11,95,0,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_45104,Montearagón,457,252,3,1,0,0,0,0,107,0,2,36,77,0,0,8,0,0,0,6,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ES_45105,Montesclaros,345,179,0,1,0,0,0,0,50,1,0,25,86,0,0,2,0,0,0,1,1,0,0,8,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
ES_45106,Mora,7469,3846,52,25,0,1,16,1,1400,0,1,425,1541,0,1,45,1,4,9,119,15,1,0,140,0,1,28,6,6,0,1,3,2,0,0,1,1,0,0,0
ES_45107,Nambroca,3837,2076,27,20,3,1,6,5,575,1,1,348,808,1,0,72,1,2,1,72,14,0,0,89,1,0,15,2,1,0,4,4,0,0,1,0,1,0,0,0
ES_45108,"Nava de Ricomalillo, La",436,288,5,0,0,0,0,0,99,0,0,37,124,0,0,3,0,0,0,3,0,0,0,15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
ES_45109,Navahermosa,2812,1626,27,6,3,2,5,0,437,0,0,289,723,1,1,27,3,2,0,20,7,1,0,62,0,0,6,1,0,0,0,1,0,0,0,1,1,0,0,0
ES_45110,Navalcán,1579,862,15,4,0,0,1,0,364,0,0,100,343,0,0,2,0,0,0,2,0,0,0,27,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0
ES_45111,Navalmoralejo,56,46,0,1,0,0,1,0,27,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_45112,"Navalmorales, Los",1816,733,17,6,0,0,3,0,275,0,0,85,298,0,0,12,0,0,1,9,0,0,1,22,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_45113,"Navalucillos, Los",1654,846,16,4,0,0,1,0,253,0,1,179,345,0,0,4,0,0,0,5,3,0,0,32,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
ES_45114,Navamorcuende,540,278,1,1,1,0,0,0,124,0,0,30,104,0,0,3,0,0,0,2,1,0,0,8,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ES_45115,Noblejas,2674,1582,51,3,2,0,2,0,463,2,0,243,667,1,2,15,1,0,1,20,10,1,0,80,0,1,10,0,0,0,0,6,0,0,0,0,0,1,0,0
ES_45116,Noez,767,373,7,5,0,0,1,1,107,0,0,81,151,0,0,1,0,0,0,6,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_45117,Nombela,737,406,8,3,0,0,2,0,176,0,0,42,164,0,0,4,0,0,0,1,1,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
ES_45118,Novés,2390,1010,13,5,0,0,9,0,325,0,0,164,373,1,0,23,0,2,0,33,2,0,0,54,0,1,2,0,0,0,0,0,0,1,2,0,0,0,0,0
ES_45119,Numancia de la Sagra,3876,1441,16,6,3,1,5,0,406,0,2,252,491,0,0,39,1,1,3,76,17,0,0,106,1,2,7,2,0,0,2,0,0,0,0,2,0,0,0,0
ES_45120,Nuño Gómez,153,105,2,0,0,0,0,0,38,0,0,13,31,0,1,1,0,0,0,5,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_45121,Ocaña,8162,3663,29,14,2,1,11,0,953,1,5,748,1439,2,0,83,5,1,0,70,19,0,0,234,0,5,18,3,0,2,4,10,1,0,0,0,1,2,0,0
ES_45122,Olías del Rey,6476,3726,27,19,4,0,21,8,1036,0,4,505,1533,3,1,94,3,3,5,164,35,0,0,209,0,1,28,5,0,1,5,2,2,1,1,1,1,4,0,0
ES_45123,Ontígola,3638,1648,15,11,4,0,10,2,495,2,8,316,482,1,1,63,1,0,1,77,19,0,0,120,1,0,10,3,1,1,0,3,0,0,0,0,1,0,0,0
ES_45124,Orgaz,2109,1242,31,5,2,0,5,1,414,0,0,137,559,0,0,17,0,1,0,17,10,0,0,38,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0
ES_45125,Oropesa,2169,1275,16,14,3,1,3,0,550,0,0,113,489,0,0,22,2,1,0,24,9,0,0,20,0,1,4,0,0,2,0,0,0,0,1,0,0,0,0,0
ES_45126,Otero,261,116,2,0,0,0,1,0,55,0,0,13,32,0,0,6,0,0,0,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_45127,Palomeque,881,339,7,2,1,0,5,1,64,1,0,56,143,0,0,12,0,0,0,13,9,0,0,20,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0
ES_45128,Pantoja,2683,1097,13,6,1,0,4,0,334,0,0,152,469,1,11,21,0,1,0,15,3,2,0,56,0,0,3,1,0,3,0,0,0,0,0,0,1,0,0,0
ES_45129,Paredes de Escalona,118,81,0,0,0,0,1,0,41,0,0,5,21,0,0,5,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_45130,Parrillas,283,168,4,2,0,0,0,1,60,0,0,13,77,0,0,1,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ES_45131,Pelahustán,273,180,0,1,0,0,2,0,66,0,0,12,85,0,0,3,1,0,0,6,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_45132,Pepino,2628,1432,16,10,1,2,4,1,269,0,1,252,712,0,0,14,0,0,0,22,5,0,0,106,0,1,9,1,0,2,1,3,0,0,0,0,0,0,0,0
ES_45133,Polán,2935,1450,22,10,1,0,3,3,462,0,0,186,635,0,0,27,2,0,0,18,5,0,1,68,0,0,3,1,1,0,1,1,0,0,0,0,0,0,0,0
ES_45134,Portillo de Toledo,1681,837,4,5,0,0,4,1,258,0,0,139,338,0,0,18,0,0,1,35,6,1,0,19,0,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0
ES_45135,"Puebla de Almoradiel, La",4068,2102,41,9,1,0,13,0,727,0,0,282,742,0,0,36,3,1,0,158,4,1,0,69,1,0,11,1,0,0,0,1,0,0,0,0,1,0,0,0
ES_45136,"Puebla de Montalbán, La",5704,2653,28,17,1,1,6,3,808,0,2,425,1132,2,0,32,0,0,2,28,11,0,1,135,2,2,7,2,1,0,0,3,2,0,0,0,0,0,0,0
ES_45137,"Pueblanueva, La",1588,625,5,5,0,1,4,0,253,0,1,102,173,3,0,11,0,0,0,15,3,0,0,30,0,0,2,1,12,0,0,1,0,0,0,0,2,1,0,0
ES_45138,"Puente del Arzobispo, El",971,538,11,1,0,0,0,0,168,0,2,69,271,0,0,3,0,0,0,4,1,2,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_45139,Puerto de San Vicente,137,96,2,0,0,0,0,0,31,0,0,6,54,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_45140,Pulgar,1098,603,12,5,0,0,2,0,251,0,0,77,215,0,0,8,0,0,0,6,0,0,0,25,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
ES_45141,Quero,832,493,3,0,0,0,0,0,207,0,0,69,183,0,0,5,0,0,0,7,2,0,1,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ES_45142,Quintanar de la Orden,7895,4079,58,23,2,0,11,2,1316,0,6,519,1778,4,2,78,1,1,1,58,19,2,2,171,1,4,11,4,0,2,0,3,0,0,0,0,0,0,0,0
ES_45143,Quismondo,1333,663,5,4,2,0,5,0,222,1,0,75,283,0,0,19,0,0,1,18,2,0,0,23,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
ES_45144,"Real de San Vicente, El",785,467,6,6,0,0,0,0,178,0,2,49,174,1,0,8,0,0,0,9,0,0,0,29,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0
ES_45145,Recas,2882,1163,13,10,1,0,5,1,326,1,1,200,484,0,0,23,0,0,0,26,2,0,0,36,0,19,9,1,0,0,1,0,2,0,1,0,1,0,0,0
