party_id,name_native,name_english,abbreviation,coalition_members,other_names,individual_candidate,region,founded_year,dissolved_year,european_party,ep_group,colors,wikipedia_page,wikidata_id,party_facts_id,ideology
PdD,Paix et Décroissance,Peace and Degrowth,PdD,[],,,FR,,,[],[],[],,,,radical left
PDF,Parti de la France,Party of France,PDF,[],,,FR,2009.0,2018.0,[],"[{""year_start"": null, ""year_end"": null, ""party_id"": ""PfE""}]","[""#0033A0""]",https://fr.wikipedia.org/wiki/Parti_de_la_France,Q736406,,radical right
PDF-MNR-NDP,PDF-MNR-NDP,PDF-MNR-NDP,PDF-MNR-NDP,"[""PDF"", ""MNR"", ""NDP""]",,,FR,,,[],[],[],,,,radical right
PDL,Pôle des libertés,Pole of Freedoms,PDL,[],,,FR,,,[],[],[],,,,radical right
PE,Parti européen,European Party,PE,[],,,FR,,,[],[],[],,,,"center, center-right or moderate right"
PEL,Pour une Europe libre,For a Free Europe,PEL,[],,,FR,,,[],[],[],,,,unknown
PEPS,Pour une écologie populaire et sociale,For a Popular and Social Ecology,PEPS,[],,,FR,2019.0,,[],[],[],https://fr.wikipedia.org/wiki/Pour_une_%C3%A9cologie_populaire_et_sociale,Q127272169,,radical left
PEUF,Pour une Europe utile aux Français,For a Europe Useful to the French,PEUF,[],,,FR,,,[],[],[],,,,unknown
Péyi-A,Péyi-A,Péyi-A,Péyi-A,[],,,FR,2019.0,,[],[],[],https://fr.wikipedia.org/wiki/P%C3%A9yi-A,Q65143318,,"left or center-left, including non-radical greens"
PFE,Parti fédéraliste européen,European Federalist Party,PFE,[],,,FR,2011.0,,[],"[{""year_start"": ""2014"", ""year_end"": null, ""party_id"": ""ECR Group""}]","[""#FFD700"", ""#0000FF""]",https://fr.wikipedia.org/wiki/Parti_fédéraliste_européen,Q972613,,"center, center-right or moderate right"
PFEPF,Pour une France et une Europe plus fraternelles,For a more fraternal France and Europe,PFEPF,[],,,FR,,,[],[],[],,,,other
PFUT,Parti faire un tour,Party to take a tour,PFUT,[],,,FR,,,[],[],[],,,,other
PG,Parti de gauche,Party of the Left,PG,[],,,FR,2009.0,,"[{""date_start"": ""2009"", ""date_end"": ""2018"", ""organization"": ""Party of the European Left (EL)"", ""status"": ""member""}]",[],"[""#E10000"", ""#FF0000"", ""#C00000""]",https://fr.wikipedia.org/wiki/Parti_de_gauche_(France),Q922707,8359.0,radical left
PH,Parti humaniste,Humanist Party,PH,[],,,FR,,,[],[],[],,,,unknown
PI,Parti de l'In-nocence,Party of Innocence,PI,[],,,FR,2002.0,,[],[],[],https://fr.wikipedia.org/wiki/Renaud_Camus#Premi%C3%A8res_candidatures_%C3%A9lectorales,Q2566436,,radical right
PI-SIEL,PI-SIEL,PI-SIEL,PI-SIEL,"[""PI"", ""SIEL""]",,,FR,,,[],[],[],,,,radical right
PLB,Pour la Bretagne ! / Breizh War Raok !,Forward Brittany!,PLB,[],,,FR,2010.0,,[],[],[],https://fr.wikipedia.org/wiki/Pour_la_Bretagne_!,Q3326461,,"left or center-left, including non-radical greens"
PLD,Pou Lagwiyann Dékolé,Take off French Guyana,PLD,[],,,FR,,,[],[],[],,,,"left or center-left, including non-radical greens"
PLEE,Programme libertaire pour une Europe exemplaire contre le sexisme et la précarité,Liberty Program for an Exemplary Europe against Sexism and Precarity,PLEE,[],x,,FR,,,[],[],[],,,,"left or center-left, including non-radical greens"
PLR,Pour La Réunion,For Reunion,PLR,[],,,FR,2012.0,,[],[],[],https://fr.wikipedia.org/wiki/Pour_La_R%C3%A9union,Q3326782,,"left or center-left, including non-radical greens"
PNC,Partitu di a Nazione Corsa,Party of the Corsican Nation,PNC,[],,,FR,2002.0,,"[{""date_start"": null, ""date_end"": null, ""organization"": ""European Free Alliance (EFA)"", ""status"": ""member""}]",[],[],https://co.wikipedia.org/wiki/Partitu_di_a_Nazione_Corsa,Q1418625,,"left or center-left, including non-radical greens"
PNF,Les Nationalistes,The Nationalists,PNF,[],,,FR,1983.0,2023.0,"[{""date_start"": ""2015"", ""date_end"": null, ""organization"": ""Alliance for Peace and Freedom (APF)"", ""status"": ""member""}]",[],"[""#000000"", ""#FFFFFF"", ""#FF0000""]",https://fr.wikipedia.org/wiki/Les_Nationalistes,Q3366551,,radical right
PNO,Partit de la Nacion Occitana,Party of the Occitan Nation,PNO,[],,,FR,1959.0,,[],[],[],https://oc.wikipedia.org/wiki/Partit_de_la_Nacion_Occitana,Q3091692,,other
POI,Parti ouvrier indépendant,Independent Workers' Party,POI,[],,,FR,2008.0,,[],[],[],https://fr.wikipedia.org/wiki/Parti_ouvrier_ind%C3%A9pendant,Q2638999,,radical left
PP (2006),Parti Pirate,Pirate Party,PP,[],,,FR,2006.0,,[],"[{""year_start"": null, ""year_end"": null, ""party_id"": ""Greens/EFA""}]","[""#0000FF"", ""#000000""]",https://fr.wikipedia.org/wiki/Parti_pirate_(France),Q5291,,"left or center-left, including non-radical greens"
PP (2018),Place publique,Public Square,PP,[],,,FR,2018.0,,[],"[{""year_start"": ""2019"", ""year_end"": null, ""party_id"": ""S&D""}]","[""#000000"", ""#FF0000""]",https://fr.wikipedia.org/wiki/Place_publique_(parti_politique),Q58366009,,"left or center-left, including non-radical greens"
PPDG,Parti progressiste démocratique guadeloupéen,Progressist Democratic Guadeloupean Party,PPDG,[],,,FR,1991.0,,[],[],[],https://fr.wikipedia.org/wiki/Parti_progressiste_d%C3%A9mocratique_guadeloup%C3%A9en,Q3366640,,"left or center-left, including non-radical greens"
PPLD (2003),Parti pour la décroissance,Party for Degrowth,PPLD,[],,,FR,2003.0,,[],"[{""year_start"": null, ""year_end"": null, ""party_id"": ""Greens/EFA""}]","[""#008000""]",https://fr.wikipedia.org/wiki/Parti_pour_la_décroissance,Q3366612,,radical left
PPLD (2003),Europe Décroissance,Europe Degrowth,PPLD,[],,,FR,2003.0,,[],"[{""year_start"": ""2009"", ""year_end"": null, ""party_id"": ""NI""}]",[],https://fr.wikipedia.org/wiki/Europe_Décroissance,Q3366612,,other
PPM,Parti progressiste martiniquais,Martinique Progressist Party,PPM,[],,,FR,1958.0,,[],[],[],https://fr.wikipedia.org/wiki/Parti_progressiste_martiniquais,Q944000,,"left or center-left, including non-radical greens"
PR,Pôle républicain,Pôle républicain,PR,[],,,FR,2002.0,2004.0,[],[],[],https://fr.wikipedia.org/wiki/P%C3%B4le_r%C3%A9publicain,Q3412220,3156.0,"left or center-left, including non-radical greens"
PRG,Parti Radical de Gauche,Radical Party of the Left,PRG,[],,,FR,1972.0,,[],"[{""year_start"": ""1999"", ""year_end"": ""2004"", ""party_id"": ""Renew""}, {""year_start"": ""2018"", ""year_end"": ""2019"", ""party_id"": ""S&D""}]","[""#FFD700"", ""#34495E""]",https://fr.wikipedia.org/wiki/Parti_radical_de_gauche,Q427965,1783.0,"left or center-left, including non-radical greens"
PROC,Parti régionaliste occitan et catalan,Occitan and Catalan Regionalist Party,PROC,[],,,FR,,,[],[],[],,,,other
PROC-PNO,PROC-PNO-UO-UNIR-CDCNGR-CRPO-C&E,PROC-PNO,PROC-PNO,"[""PROC"", ""PNO""]",,,FR,,,[],[],[],,,,other
PRV,"Parti républicain, radical et radical-socialiste","Republican, Radical and Radical-Socialist Party",PRV,[],,,FR,1901.0,,"[{""date_start"": ""1978"", ""date_end"": null, ""organization"": ""Alliance of Liberals and Democrats for Europe Party (ALDE)"", ""status"": ""member""}]","[{""year_start"": ""2009"", ""year_end"": ""2014"", ""party_id"": ""EPP Group""}, {""year_start"": ""2017"", ""year_end"": ""2018"", ""party_id"": ""Renew""}, {""year_start"": ""2023"", ""year_end"": ""2024"", ""party_id"": ""Renew""}]","[""#9370DB""]",https://fr.wikipedia.org/wiki/Parti_radical_(France),Q1542710,,"center, center-right or moderate right"
PS,Parti socialiste,Socialist Party,PS,[],,,FR,1905.0,,"[{""date_start"": ""1969"", ""date_end"": null, ""organization"": ""Party of European Socialists (PES)"", ""status"": ""member""}]","[{""year_start"": ""1999"", ""year_end"": null, ""party_id"": ""S&D""}]","[""#FF0000""]",https://fr.wikipedia.org/wiki/Parti_socialiste_(France),Q170972,1478.0,"left or center-left, including non-radical greens"
PS-PP,PS-PP,PS-PP,PS-PP,"[""PS"", ""PP (2009)""]",,,FR,,,[],[],"[""#E3000F""]",,,,"left or center-left, including non-radical greens"
PS-PP-ND-PRG,PS-PP-ND-PRG,PS-PP-ND-PRG,PS-PP-ND-PRG,"[""PS"", ""PP (2009)"", ""ND"", ""PRG""]",,,FR,,,[],[],[],,,,"left or center-left, including non-radical greens"
PS-PRG,PS-PRG,PS-PRG,PS-PRG,"[""PS"", ""PRG""]",,,FR,,,[],[],[],,,,"left or center-left, including non-radical greens"
PSO,Parti des socioprofessionnels,Party of Socioprofessionals,PSO,[],,,FR,,,[],[],[],,,,unknown
PT,Parti des travailleurs,Workers' Party,PT,[],,,FR,1991.0,2008.0,[],[],[],"https://fr.wikipedia.org/wiki/Parti_des_travailleurs_(France,_1991)",Q628594,,radical left
PUGA,"Pour l'Union, une génération d'action !","For the Union, a Generation of Action!",PUGA,[],,,FR,,,[],[],[],,,,unknown
PVB,Parti du vote blanc,Blank Vote Party,PVB,[],,,FR,,,[],[],[],,,,other
R!,Résistons,Résistons,R!,[],,,FR,2016.0,,[],"[{""year_start"": ""2019"", ""year_end"": null, ""party_id"": ""GUE/NGL""}]","[""#008000"", ""#FFFF00""]",https://fr.wikipedia.org/wiki/R%C3%A9sistons,Q39052782,,"center, center-right or moderate right"
RC,Radicalement citoyen,Citizen Radical,RC,[],,,FR,,,[],[],[],,,,unknown
RCF,Rassemblement des contribuables français,Rassemblement des contribuables français,RCF,[],,,FR,1999.0,,[],"[{""year_start"": ""2004"", ""year_end"": ""2004"", ""party_id"": ""NI""}]",[],https://fr.wikipedia.org/wiki/Rassemblement_des_contribuables_français,Q743018,,radical right
RE,La République en marche,Republic on the Move,RE,[],"[{""name_native"": ""La République en marche"", ""abbreviation"": ""LREM""}, {""name_native"": ""En marche !"", ""abbreviation"": ""EM !""}]",,FR,2016.0,,[],"[{""year_start"": ""2019"", ""year_end"": null, ""party_id"": ""Renew""}]","[""#6699CC"", ""white""]",https://fr.wikipedia.org/wiki/La_République_En_Marche!,Q23731823,5857.0,"left or center-left, including non-radical greens"
RÉ974,Rézistan's Égalité 974,Resistance Equality 974,RÉ974,[],,,FR,2016.0,,[],[],[],https://fr.wikipedia.org/wiki/R%C3%A9zistan%27s_%C3%89galit%C3%A9_974,Q30741057,,"left or center-left, including non-radical greens"
REC,Reconquête,Reconquest,REC,[],,,FR,2021.0,,"[{""date_start"": ""2024"", ""date_end"": null, ""organization"": ""Europe of Sovereign Nations (ESN)"", ""status"": ""member""}]","[{""year_start"": ""2024"", ""year_end"": null, ""party_id"": ""ESN Group""}]","[""#0057B8"", ""#E90001""]",https://fr.wikipedia.org/wiki/Reconqu%C3%AAte_(parti_politique),Q109932430,,radical right
REG,Divers régionalistes,Other regionalists,REG,[],,,FR,,,[],[],"[""#523C89"", ""#de38b4"", ""#009666"", ""#ebbe29"", ""orange"", ""#b9133a""]",,,,other
Résistance,Résistance,Resistance,Résistance,[],,,FR,,,[],[],[],,,,unknown
REV,Révolution écologique pour le vivant,Ecological Revolution for the Living,REV,[],,,FR,2018.0,,[],[],"[""#008080"", ""#C8AD1B""]",https://fr.wikipedia.org/wiki/R%C3%A9volution_%C3%A9cologique_pour_le_vivant,Q51844819,,radical left
RIC,Rassemblement pour l'Initiative Citoyenne,Rally for Citizen Initiative,RIC,[],,,FR,,,[],[],[],,,,other
RIF,Rassemblement pour l'indépendance et la souveraineté de la France,Rally for France's Independence and Sovereignty,RIF,[],,,FR,2003.0,2014.0,[],"[{""year_start"": ""2004"", ""year_end"": null, ""party_id"": ""PfE""}]",[],https://fr.wikipedia.org/wiki/Rassemblement_pour_l%27ind%C3%A9pendance_et_la_souverainet%C3%A9_de_la_France,Q3419928,,radical right
RIF-MPF,Rassemblement pour l'indépendance et la souveraineté de la France,Rally for France's Independence and Sovereignty,RIF-MPF,"[""RIF"", ""MPF""]",,,FR,,,[],[],[],,,,radical right
RN,Rassemblement National,National Rally,RN,[],"[{""name_native"": ""Front National"", ""abbreviation"": ""FN""}]",,FR,1972.0,,"[{""date_start"": ""2014"", ""date_end"": null, ""organization"": ""Patriots.eu"", ""status"": ""member""}, {""date_start"": ""2009"", ""date_end"": ""2011"", ""organization"": ""Alliance of European National Movements (AENM)"", ""status"": ""member""}]","[{""year_start"": ""1999"", ""year_end"": ""2001"", ""party_id"": ""PfE""}, {""year_start"": ""2007"", ""year_end"": ""2007"", ""party_id"": ""PfE""}, {""year_start"": ""2014"", ""year_end"": null, ""party_id"": ""PfE""}]","[""#0055A4"", ""#FFFFFF"", ""#CE0000"", ""#0057B7"", ""#0033A0"", ""#CE1126""]",https://fr.wikipedia.org/wiki/Rassemblement_national_(France),Q205150,433.0,radical right
RPF,Rassemblement pour la France,Rally for France,RPF,[],,,FR,1999.0,2011.0,[],"[{""year_start"": ""1999"", ""year_end"": ""2004"", ""party_id"": ""UEN""}]","[""Blue""]",https://fr.wikipedia.org/wiki/Rassemblement_pour_la_France,Q616463,,"center, center-right or moderate right"
RPS,Régions et peuples solidaires,Regions and Peoples Solidarity,RPS,[],,,FR,2009.0,,[],"[{""year_start"": ""2009"", ""year_end"": ""2014"", ""party_id"": ""Greens/EFA""}, {""year_start"": ""2019"", ""year_end"": ""2024"", ""party_id"": ""Greens/EFA""}]","[""#009933"", ""#006600""]",https://fr.wikipedia.org/wiki/R%C3%A9gions_et_peuples_solidaires,Q3058074,,"center, center-right or moderate right"
RPS-PNC,RPS-PNC,RPS-PNC,RPS-PNC,"[""RPS"", ""PNC""]",,,FR,,,[],[],"[""#0000FF"", ""#FFFFFF"", ""#FF0000""]",,,,other
RS,République souveraine,Sovereign Republic,RS,[],,,FR,2019.0,,[],[],[],https://fr.wikipedia.org/wiki/R%C3%A9publique_souveraine,Q63978533,,radical left
S&P,Solidarité et Progrès,Solidarity and Progress,S&P,[],"[{""name_native"": ""Fédération pour une nouvelle solidarité"", ""abbreviation"": ""S&P""}]",,FR,1996.0,,[],[],[],https://fr.wikipedia.org/wiki/Solidarité_et_progrès,Q3489438,,radical right
SEOM,Synergie Europe Outre-mer,Synergy Europe Overseas,SEOM,[],,,FR,,,[],[],[],,,,unknown
SF,Solidarité Française,French Solidarity,SF,[],,,FR,,,[],[],[],,,,unknown
SIEL,"Souveraineté, identité et libertés","Sovereignty, Identity and Liberties",SIEL,[],,,FR,2011.0,,[],[],"[""#145194""]",https://fr.wikipedia.org/wiki/Souverainet%C3%A9%2C_identit%C3%A9_et_libert%C3%A9s,Q3492423,,radical right
SLB,Syndicat de lutte contre les banques,Union for the struggle against banks,SLB,[],,,FR,,,[],[],[],,,,radical left
SLJP,"Solidarité - Liberté, Justice et Paix","Solidarity - Freedom, Justice and Peace",SLJP,[],,,FR,,,[],[],[],,,,unknown
Stop,Pouvoir d'achat - Chômage - Taxes - Immigration - Insécurité - Patrons voyous - Casse du service public. Où est la rupture ? Stop,Purchase power - Unemployment - Taxes - Immigration - Insecurity - Crooked bosses - Breakdown of public service. Where is the break? Stop,Stop,[],,,FR,,,[],[],[],,,,unknown
Tāpura,Tāpura huiraʻatira,People's List ,Tāpura,[],,,FR,2016.0,,[],[],"[""#EE2C21""]",https://fr.wikipedia.org/wiki/Tapura_huiraatira,Q23691290,,"center, center-right or moderate right"
Tāvini,Tāvini huiraʻatira,Serving the People,Tāvini,[],,,FR,1977.0,,[],[],"[""#EE2C21""]",https://fr.wikipedia.org/wiki/Tavini_huiraatira,Q2746044,,"left or center-left, including non-radical greens"
UDE,Union des démocrates et des écologistes,Union of Democrats and Ecologists,UDE,[],,,FR,2015.0,,[],[],[],https://fr.wikipedia.org/wiki/Union_des_d%C3%A9mocrates_et_des_%C3%A9cologistes,Q21055512,,"left or center-left, including non-radical greens"
UDF,Union pour la Démocratie Française,Union for French Democracy,UDF,[],,,FR,1978.0,2007.0,"[{""date_start"": ""1978"", ""date_end"": ""2004"", ""organization"": ""European People's Party (EPP)"", ""status"": ""member""}, {""date_start"": ""2004"", ""date_end"": ""2007"", ""organization"": ""European Democratic Party (EDP)"", ""status"": ""member""}]","[{""year_start"": ""1999"", ""year_end"": ""2009"", ""party_id"": ""EPP Group""}]","[""#3B4793"", ""#3B9393"", ""#FFA500""]",https://fr.wikipedia.org/wiki/Union_pour_la_d%C3%A9mocratie_fran%C3%A7aise,Q827415,213.0,"center, center-right or moderate right"
UDI,Union des démocrates et indépendants,Union of Democrats and Independents,UDI,[],,,FR,2012.0,,"[{""date_start"": null, ""date_end"": null, ""organization"": ""Alliance of Liberals and Democrats for Europe Party (ALDE)"", ""status"": ""member""}]","[{""year_start"": ""2009"", ""year_end"": ""2019"", ""party_id"": ""Renew""}, {""year_start"": ""2024"", ""year_end"": null, ""party_id"": ""Renew""}]","[""#0055A4"", ""#FFFFFF""]",https://fr.wikipedia.org/wiki/Union_des_démocrates_et_indépendants,Q82892,3229.0,"center, center-right or moderate right"
UDI-MoDem,Union des démocrates et indépendants - Mouvement démocrate,Union of Democrats and Independents - Democratic Movement,UDI-MoDem,"[""UDI"", ""MoDem""]",,,FR,,,[],[],[],,,,"center, center-right or moderate right"
UDLEF,"Union démocratique pour la liberté, égalité, fraternité","Union for Democracy, Liberty, Equality, Fraternity",UDLEF,[],,,FR,,,[],[],[],,,,unknown
UDMF,Union des démocrates musulmans français,French Muslims Democrats Union,UDMF,[],,,FR,2012.0,,[],"[{""year_start"": null, ""year_end"": null, ""party_id"": ""NI""}]","[""Green"", ""White""]",https://fr.wikipedia.org/wiki/Union_des_démocrates_musulmans_français,Q19276426,,"center, center-right or moderate right"
UDR,Union des droites pour la République,Union of the Rights for the Republic,UDR,[],,,FR,,,[],[],[],,,,radical right
UFCN,Union française pour la cohésion nationale,French Union for National Cohesion,UFCN,[],,,FR,,,[],[],[],,,,other
UG,Union des Gens,Union of People,UG,[],,,FR,,,[],[],[],,,,other
"Ultramarins et ultramarines, merci !","Ultramarins et ultramarines, merci !","Ultramarins et ultramarines, merci !","Ultramarins et ultramarines, merci !",[],,,FR,,,[],[],[],,,,other
UMP-NC-LGM,UMP-NC-LGM,UMP-NC-LGM,UMP-NC-LGM,"[""UMP"", ""NC (2007)"", ""LGM""]",,,FR,,,[],[],[],,,,"center, center-right or moderate right"
UPR,Union populaire républicaine,Popular Republican Union,UPR,[],,,FR,2007.0,,[],"[{""year_start"": ""2009"", ""year_end"": null, ""party_id"": ""ESN Group""}, {""year_start"": null, ""year_end"": null, ""party_id"": ""NI""}]","[""#0000FF"", ""#FFFFFF"", ""#FF0000""]",https://fr.wikipedia.org/wiki/Union_populaire_r%C3%A9publicaine_(2007),Q7030472,7344.0,radical right
USM,Union pour la sécurité de Mayotte,Union for Mayotte's Safety,USM,[],,,FR,,,[],[],[],,,,"left or center-left, including non-radical greens"
UXD,Union de l’extrême droite,Union of the far right,UXD,[],,,FR,,,[],[],[],,,,radical right
Via,"Via, parti chrétien-démocrate","Via, Christian-Democratic Party",Via,[],"[{""name_native"": ""Parti chrétien-démocrate"", ""abbreviation"": ""PCD""}]",,FR,2001.0,,"[{""date_start"": null, ""date_end"": null, ""organization"": ""European Christian Political Party (ECPM)"", ""status"": ""member""}]","[{""year_start"": null, ""year_end"": null, ""party_id"": ""EPP Group""}]","[""#0000FF"", ""#FFFFFF""]",https://fr.wikipedia.org/wiki/Parti_chrétien-démocrate,Q1182907,,"center, center-right or moderate right"
VMAE,Vivre mieux avec l'Europe,Live better with Europe,VMAE,[],,,FR,,,[],[],[],,,,unknown
Walwari,Walwari,Walwari,Walwari,[],,,FR,1992.0,,[],[],[],https://fr.wikipedia.org/wiki/Walwari,Q3091641,,"left or center-left, including non-radical greens"
War-Sav,War-Sav – Gauche indépendantiste bretonne,War-Sav – Breton Independentist Left,War-Sav,[],"[{""name_native"": ""Breizhistance – Parti socialiste de Bretagne"", ""abbreviation"": ""Breizhistance""}]",,FR,1983.0,,[],[],"[""#FF0000"", ""#000000""]",https://fr.wikipedia.org/wiki/War-Sav_%E2%80%93_Gauche_ind%C3%A9pendantiste_bretonne,Q2639582,,radical left
GUSR (1994),"Guadeloupe unie, solidaire et responsable","United, Solidary and Responsible Guadeloupe",GUSR,[],,,FR,1994.0,,[],[],[],"https://fr.wikipedia.org/wiki/Guadeloupe_unie,_solidaire_et_responsable",Q2182920,,"center, center-right or moderate right"
3M,Moje Malo Međimurje,My Little Međimurje,3M,[],,,HR,,,[],[],[],,,,unknown
A-HSP,Autohtona – Hrvatska stranka prava,Autochthonous – Croatian Party of Rights,A-HSP,[],,,HR,2005.0,,[],[],[],https://hr.wikipedia.org/wiki/Autohtona_%E2%80%93_Hrvatska_stranka_prava,Q4826208,,radical right
A-HSS,Autohtona – Hrvatska seljačka stranka,Autochthonous – Croatian Peasant Party,A-HSS,[],,,HR,2007.0,,[],[],"[""#009900""]",https://en.wikipedia.org/wiki/Autochthonous_Croatian_Peasant_Party,Q12627394,,"center, center-right or moderate right"
Abeceda,Abeceda Demokracije,Alphabet of Democracy,Abeceda,[],,,HR,1995.0,,[],[],[],https://hr.wikipedia.org/wiki/Abeceda_demokracije,Q20527073,,"center, center-right or moderate right"
ABH,Akcija za bolju Hrvatsku,Action for Better Croatia,ABH,[],,,HR,2011.0,2017.0,[],[],[],https://hr.wikipedia.org/wiki/Akcija_za_bolju_Hrvatsku,Q8701760,,"center, center-right or moderate right"
ABH-HDS-JH,ABH-HDS-JH,ABH-HDS-JH,ABH-HDS-JH,"[""ABH"", ""HDS"", ""JH""]",,,HR,,,[],[],[],,,,unknown
ABH-JH,ABH-JH,ABH-JH,ABH-JH,"[""ABH"", ""JH""]",,,HR,,,[],[],"[""#FFA500""]",,,,unknown
ABUH,Aktivni branitelji i umirovljenici Hrvatske,Active Defenders and Veterans of Croatia,ABUH,[],,,HR,,,[],[],[],,,,unknown
Adamović,Jula Adamović,Jula Adamović,Adamović,[],,Y,HR,,,[],[],[],,,,unknown
Ahmedi,Bari Ahmedi,Bari Ahmedi,Ahmedi,[],,Y,HR,,,[],[],"[""#FF0000""]",,,,unknown
Ajduković,Jovan Ajduković,Jovan Ajduković,Ajduković,[],,Y,HR,,,[],[],[],,,,unknown
Akšamija,Rusmir Akšamija,Rusmir Akšamija,Akšamija,[],,Y,HR,,,[],[],[],,,,unknown
Alijansa,Alijansa za pravnu državu,Alliance for a Right State,Alijansa,[],,,HR,,,[],[],[],,,,unknown
Aliti,Jonuz Aliti,Jonuz Aliti,Aliti,[],,,HR,,,[],[],[],,,,unknown
AM,Akcija mladih,Youth Action,AM,[],,,HR,2005.0,2009.0,[],"[{""year_start"": ""2009"", ""year_end"": ""2014"", ""party_id"": ""GUE/NGL""}]","[""#EB6500""]",https://hr.wikipedia.org/wiki/Akcija_mladih,Q8699341,3136.0,"center, center-right or moderate right"
AM-RI-SUH,AM-RI-SUH,AM-RI-SUH,AM-RI-SUH,"[""AM"", ""RI"", ""SUH""]",,,HR,,,[],[],[],,,,"center, center-right or moderate right"
AMD,Akcija mladih demokrata,Action of Young Democrats,AMD,[],,,HR,,,[],[],[],,,,other
AMD-HSM,AMD-HSM,AMD-HSM,AMD-HSM,"[""AMD"", ""HSM""]",,,HR,,,[],[],"[""#000080"", ""#808080""]",,,,other
Antić,Stanislav Antić,Stanislav Antić,Antić,[],,Y,HR,,,[],[],[],,,,unknown
AP,Akcija za promjene,Action for Change,AP,[],,,HR,,,[],[],[],,,,"left or center-left, including non-radical greens"
AS,Agrarna Stranka,Agrarian Party,AS,[],,,HR,,,[],[],[],,,,unknown
ASBU,Akcija slavonsko-baranjskih umirovljenika,Action of Pensioners of Slavonia-Baranja,ASBU,[],,,HR,,,[],[],[],,,,other
ASH,Akcija socijaldemokrata Hrvatske,Social Democratic Action of Croatia,ASH,[],,,HR,1994.0,2016.0,[],"[{""year_start"": ""1999"", ""year_end"": ""2016"", ""party_id"": ""S&D""}]","[""#0000FF"", ""#FF0000""]",https://hr.wikipedia.org/wiki/Akcija_socijaldemokrata_Hrvatske,Q1249902,5933.0,"left or center-left, including non-radical greens"
ASH-DSŽ-ZS-HRS,ASH-DSŽ-ZS-HRS,ASH-DSŽ-ZS-HRS,ASH-DSŽ-ZS-HRS,"[""ASH"", ""DSŽ"", ""ZS (2001)"", ""HRS""]",,,HR,,,[],[],"[""#0000FF"", ""#FF0000""]",,,,"left or center-left, including non-radical greens"
ASH-DSŽ-SP-SUH,ASH-DSŽ-SP-SUH,ASH-DSŽ-SP-SUH,ASH-DSŽ-SP-SUH,"[""ASH"", ""DSŽ"", ""SP (2011)"", ""SUH""]",,,HR,,,[],[],[],,,,"left or center-left, including non-radical greens"
ASH-HRS-ZS,ASH-HRS-ZS,ASH-HRS-ZS,ASH-HRS-ZS,"[""ASH"", ""HRS"", ""ZS (2001)""]",,,HR,,,[],[],[],,,,"left or center-left, including non-radical greens"
ASH-JS,ASH-JS,ASH-JS,ASH-JS,"[""ASH"", ""JS""]",,,HR,,,[],[],[],,,,"left or center-left, including non-radical greens"
ASH-JS-DSŽ-ZS-HRS,ASH-JS-DSŽ-ZS-HRS,ASH-JS-DSŽ-ZS-HRS,ASH-JS-DSŽ-ZS-HRS,"[""ASH"", ""JS"", ""DSŽ"", ""ZS (2001)"", ""HRS""]",,,HR,,,[],[],[],,,,"left or center-left, including non-radical greens"
ASH-SUH,ASH-SUH,ASH-SUH,ASH-SUH,"[""ASH"", ""SUH""]",,,HR,,,[],[],[],,,,"left or center-left, including non-radical greens"
ASH-SUH-SSU,ASH-SUH-SSU,ASH-SUH-SSU,ASH-SUH-SSU,"[""ASH"", ""SUH"", ""SSU""]",,,HR,,,[],[],"[""Blue"", ""Red""]",,,,"left or center-left, including non-radical greens"
ASH-SUH-SSU-RI,ASH-SUH-SSU-RI,ASH-SUH-SSU-RI,ASH-SUH-SSU-RI,"[""ASH"", ""SUH"", ""SSU"", ""RI""]",,,HR,,,[],[],"[""Blue"", ""Red""]",,,,"left or center-left, including non-radical greens"
Atanacković,Mladenka Atanacković,Mladenka Atanacković,Atanacković,[],,Y,HR,,,[],[],[],,,,unknown
Avdagić,Nataša Avdagić,Nataša Avdagić,Avdagić,[],,Y,HR,,,[],[],[],,,,unknown
Avdić,Alija Avdić,Alija Avdić,Avdić,[],,Y,HR,,,[],[],[],,,,unknown
B-DH,Blokirani – Deblokirajmo Hrvatsku,Blocked – Unblock Croatia,B-DH,[],,,HR,,,[],[],[],,,,other
Bajić,Nada Bajić,Nada Bajić,Bajić,[],,Y,HR,,,[],[],[],,,,unknown
Bajrić,Bajro Bajrić,Bajro Bajrić,Bajrić,[],,Y,HR,,,[],[],[],,,,unknown
Bajs,Damir Bajs,Damir Bajs,Bajs,[],,Y,HR,,,[],[],[],,,,unknown
Bakula,Branko Bakula,Branko Bakula,Bakula,[],,Y,HR,,,[],[],[],,,,unknown
Balog [Bojan Balog],Bojan Balog,Bojan Balog,Balog,[],,Y,HR,,,[],[],[],,,,unknown
Balog [Željko Balog],Željko Balog,Željko Balog,Balog,[],,Y,HR,,,[],[],[],,,,unknown
BDSH,Braniteljsko domoljubna stranka Hrvatske,Patriotic and Patriotic Party of Croatia,BDSH,[],,,HR,,,[],[],[],https://hr.wikipedia.org/wiki/Braniteljsko_domoljubna_stranka_Hrvatske_%28BDSH%29,Q20526389,,"center, center-right or moderate right"
BDSH-HBPS,BDSH-HBPS,BDSH-HBPS,BDSH-HBPS,"[""BDSH"", ""HBPS""]",,,HR,,,[],[],[],,,,"center, center-right or moderate right"
Bejahad,Židovska kulturalna scena “Bejahad”,Jewish Cultural Scene “Bejahad”,Bejahad,[],,,HR,,,[],[],[],,,,unknown
