gisco_id,name,registered,turnout,invalid,blank,Smer-SD,KDŽP,ĽSNS,KOREKTÚRA,SNS,SR,OĽaNO,STAN,SP,STS,HĽ,MKDA-MKDSZ,DOPRAVA,KDH,SZ,MH,PD,SRK,SKS,SNJ,SMK-MKP,DOMA DOBRE,KSS-VZDOR,EDS,SaS,SĽS,NAJ,KÚ,PS-Spolu,DS,NK
SK_525332,Tuhrina,314,50,0,0,13,0,2,0,0,0,17,0,0,0,0,0,2,3,0,0,0,1,1,0,0,0,0,0,0,0,0,9,0,1,1
SK_525341,Tulcik,1070,244,15,0,43,12,18,1,4,10,19,0,1,0,1,0,2,52,1,3,0,1,0,0,0,0,0,2,14,0,0,22,18,3,2
SK_525383,Varhanovce,957,96,2,0,17,4,5,1,7,3,18,0,0,1,0,0,0,14,0,6,0,1,0,0,0,0,0,0,1,0,0,9,6,0,1
SK_525391,Velky Slivnik,252,45,0,0,6,8,2,0,2,0,2,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0
SK_525405,Velky Saris,4742,1172,25,0,133,31,107,15,35,16,102,4,0,0,0,0,13,195,1,10,5,0,0,0,2,1,3,3,100,2,1,88,249,9,22
SK_525413,Vitaz,1524,297,8,0,38,31,33,1,13,8,13,3,0,0,0,0,0,96,0,1,0,0,0,0,0,3,0,0,18,0,0,8,20,2,1
SK_525430,Vysna Sebastova,1016,248,10,0,24,10,21,1,4,14,14,0,0,0,0,0,4,47,0,0,0,0,0,0,0,1,0,0,23,0,0,22,38,13,2
SK_525448,Zaborske,707,303,0,0,23,8,16,0,9,6,10,1,1,0,1,0,2,30,2,0,1,0,0,2,0,1,1,2,19,0,0,123,39,3,3
SK_525456,Zahradne,860,166,2,0,16,20,11,2,3,3,11,0,0,1,0,0,2,37,2,0,0,0,0,0,0,0,0,0,13,0,0,18,24,1,0
SK_525472,Zlata Bana,379,86,6,0,11,3,13,3,1,1,2,0,1,0,0,0,0,17,0,2,1,0,0,0,0,0,0,1,2,0,0,8,13,1,0
SK_525499,Zehna,747,82,3,0,24,7,10,0,2,4,4,1,0,1,0,0,1,5,1,0,0,0,0,0,0,0,0,1,1,3,0,5,9,0,0
SK_525502,Zipov,238,71,1,0,17,6,6,0,0,1,4,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,2
SK_525511,Zupcany,1273,250,8,0,29,14,25,1,9,5,18,0,0,0,0,0,2,48,1,0,0,0,0,0,0,1,0,0,19,0,0,19,35,1,15
SK_524182,Bajerovce,257,77,3,0,30,1,8,0,4,4,11,2,0,0,0,0,1,2,0,0,0,0,1,0,0,1,1,0,0,0,0,3,3,0,2
SK_524204,Bodovce,287,75,1,0,14,2,12,2,6,2,0,1,1,0,0,0,5,16,0,0,0,0,8,0,0,0,0,0,2,0,0,2,1,0,0
SK_524239,Brezovica (okres Sabinov),1340,185,1,0,33,14,28,0,7,9,8,2,0,0,1,0,6,31,1,0,0,0,1,0,0,1,0,0,7,0,0,7,17,1,10
SK_524247,Brezovicka,343,94,2,0,17,5,6,0,1,6,7,0,1,0,0,0,2,38,0,0,0,0,1,0,0,0,0,0,1,0,0,3,1,3,0
SK_524280,Cervena Voda,392,72,1,0,22,1,8,0,0,1,1,1,0,0,0,0,2,8,1,0,0,0,1,0,0,0,1,0,5,0,0,7,11,1,0
SK_524298,Cervenica pri Sabinove,718,126,3,0,30,11,13,3,4,7,4,3,0,0,0,0,0,23,0,0,1,0,0,0,0,0,1,0,3,0,0,7,11,0,2
SK_524310,Dacov,574,141,0,0,14,2,14,1,7,4,2,0,0,0,0,0,0,57,1,0,0,0,2,0,0,0,0,0,2,0,0,20,13,2,0
SK_524328,Daletice,87,13,0,0,4,0,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
SK_524344,Drienica,642,183,3,0,30,1,24,2,3,10,6,0,0,0,0,1,28,30,0,0,0,0,2,0,0,0,0,0,4,0,0,22,15,1,1
SK_524379,Dubovica,1157,240,14,0,58,5,30,0,8,10,5,1,0,0,0,0,4,25,2,0,1,0,0,0,0,0,2,1,11,0,0,19,41,3,0
SK_524441,Hanigovce,111,19,0,0,4,0,1,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,2,0,0,0,0,0,0,0,0,4,1,0,0
SK_524492,Hubosovce,400,93,0,0,26,4,2,1,0,2,4,0,0,0,0,0,4,24,1,0,0,0,2,0,0,1,0,0,0,0,0,14,8,0,0
SK_524557,Jakovany,286,46,0,0,15,6,8,0,3,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0
SK_524565,Jakubova Vola,323,65,0,0,13,3,4,0,1,0,4,0,0,0,0,0,0,13,1,0,1,0,0,0,1,0,1,0,5,0,0,1,15,2,0
SK_524573,Jakubovany (okres Sabinov),763,157,3,0,31,4,22,1,1,1,4,1,0,0,0,0,21,32,3,0,0,0,1,0,0,0,1,2,2,1,0,15,10,1,0
SK_524603,Jarovnice,3474,430,17,0,30,10,29,1,5,7,145,1,2,105,0,1,2,36,0,0,0,0,1,0,0,0,1,0,2,2,0,22,9,2,0
SK_524611,Kamenica,1400,273,5,0,34,9,45,1,5,11,11,0,0,0,0,0,7,109,2,0,0,0,1,0,0,0,0,0,4,0,2,5,21,0,1
SK_524671,Krasna Luka,551,107,0,0,19,5,4,1,2,2,2,1,0,0,0,0,2,37,0,0,0,0,1,0,0,0,0,1,3,0,0,14,11,0,2
SK_524689,Krivany,877,118,6,0,20,5,24,1,6,9,7,2,0,1,0,0,1,4,0,0,0,0,0,0,0,0,2,0,7,0,0,6,11,4,2
SK_524778,Lipany,4906,951,20,0,246,45,100,9,21,20,34,1,1,0,1,0,21,147,3,0,0,0,7,0,0,1,2,0,60,6,0,63,101,8,34
SK_524816,Lúčka (okres Sabinov),532,125,3,0,20,5,14,1,2,2,4,0,0,0,0,0,1,60,0,0,0,1,0,0,0,0,0,0,1,0,0,2,3,1,5
SK_524824,Lutina,391,77,1,0,16,10,17,0,0,1,5,0,0,0,0,0,0,9,2,1,0,0,0,0,0,0,1,0,4,0,0,7,2,1,0
SK_524875,Milpos,494,107,1,0,22,14,12,0,0,2,2,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,2,1,0,26,1,0,0
SK_524921,Nizny Slavkov,603,85,3,0,17,6,12,0,2,1,1,0,0,0,0,0,1,17,3,0,0,0,11,0,0,0,0,0,0,4,0,5,2,0,0
SK_524948,Olejnikov,320,34,0,0,13,0,3,0,0,1,2,0,0,0,0,0,1,3,0,0,1,0,1,0,0,0,0,0,2,0,0,4,3,0,0
SK_524956,Olsov,314,48,1,0,10,2,11,0,2,0,1,1,0,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
SK_524981,Ostrovany,1299,185,4,0,13,13,21,1,1,2,71,0,0,6,0,0,1,37,0,0,0,2,1,0,0,0,0,0,3,1,0,2,6,0,0
SK_525006,Pecovska Nova Ves,1910,327,9,0,72,15,50,2,12,10,8,0,0,0,0,0,19,39,3,0,0,0,0,0,0,1,1,1,18,0,0,23,33,2,9
SK_525049,Poloma,743,170,0,0,10,12,15,2,0,12,6,0,0,0,0,0,0,78,1,0,0,0,11,0,0,0,1,0,1,0,0,9,7,1,4
SK_525081,Ratvaj,116,29,1,0,4,2,4,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,3,0,0,0,0,0,2,0,0,5,3,1,0
SK_525090,Raznany,1192,216,5,0,36,9,31,0,5,5,8,0,0,2,0,0,8,63,2,0,0,0,3,0,0,0,0,1,10,0,0,5,21,0,2
SK_525103,Rencisov,135,39,1,0,2,0,12,0,2,2,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5,0,0
SK_525120,Rozkovany,1005,459,33,0,143,21,76,2,14,26,10,6,2,1,1,0,13,42,4,1,1,1,3,1,0,1,3,1,25,1,0,10,12,3,2
SK_525146,Sabinov,9673,1998,48,0,347,89,243,11,41,53,160,0,1,0,1,0,121,239,19,1,2,0,6,3,0,4,6,7,105,8,0,195,265,12,11
SK_525219,Sarisske Dravce,951,120,5,0,11,9,13,0,0,4,2,0,0,0,0,1,3,42,0,0,0,1,0,0,0,1,0,0,5,2,0,8,12,0,1
SK_525235,Sarisske Michalany,2241,519,20,0,79,27,67,3,16,16,24,0,0,7,2,0,12,79,2,5,0,0,8,0,0,0,2,0,31,1,0,44,73,1,0
SK_525243,Sarisske Sokolovce,443,116,3,0,18,1,21,0,1,5,2,1,0,0,0,0,2,6,1,1,0,0,38,0,0,0,0,0,5,0,0,2,8,1,0
SK_525308,Tichy Potok,283,74,1,0,11,0,15,0,5,0,0,0,2,0,0,0,0,11,0,0,0,0,2,1,0,1,1,0,2,0,1,8,2,11,0
SK_525316,Torysa,1120,178,1,0,36,11,26,0,4,3,9,1,0,0,0,1,5,43,2,0,0,0,1,0,0,0,0,0,6,0,0,5,19,4,1
SK_525359,Uzovce,419,119,3,0,30,10,7,0,3,2,1,3,0,0,1,0,4,16,0,0,2,0,13,0,0,0,0,0,1,1,0,9,9,1,3
SK_525367,Uzovske Peklany,311,44,2,0,5,9,6,0,2,0,2,3,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0
SK_525375,Uzovsky Salgov,519,103,2,0,3,6,14,0,1,2,8,2,0,0,0,0,1,47,0,0,0,0,1,0,0,0,1,0,0,0,0,2,11,0,2
SK_525421,Vysoká (okres Sabinov),103,26,1,0,5,1,7,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0
SK_526673,Circ,921,179,12,0,77,13,12,2,10,1,7,2,0,0,0,0,5,17,0,7,0,0,0,0,0,1,0,0,1,0,0,7,5,0,0
SK_526681,Durkova,171,32,0,0,12,1,7,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1
SK_526690,Forbasy,365,109,1,0,21,3,8,0,1,0,30,1,0,0,0,0,1,25,1,0,0,0,0,0,0,0,4,0,3,0,0,4,6,0,0
SK_526703,Hajtovka,68,27,0,0,4,5,4,0,1,0,2,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0
SK_526711,Haligovce,515,48,1,0,8,1,12,0,0,1,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,10,1,0,0
SK_526720,Hniezdne,1118,210,5,0,39,16,29,1,3,6,44,1,1,0,0,1,5,28,0,0,0,0,0,0,0,1,1,0,7,0,0,6,16,0,0
SK_526738,Hranicne,164,31,0,0,9,3,0,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3
SK_526746,Hromos,411,149,2,0,43,22,15,1,2,2,19,0,0,2,0,0,11,10,0,0,0,0,0,0,0,1,1,0,3,2,0,7,4,2,0
SK_526754,Chmelnica,777,238,6,0,15,41,16,3,3,2,91,0,0,0,1,0,1,33,2,0,0,0,0,0,0,5,0,0,5,0,0,1,8,3,2
SK_526762,Jakubany,2011,210,4,0,41,12,54,0,7,1,33,0,0,0,0,0,3,23,1,3,0,0,0,0,0,0,0,1,3,0,0,11,7,0,6
SK_526771,Jarabina,725,160,0,0,95,10,8,0,2,0,12,0,0,0,0,0,0,6,0,2,1,0,0,0,0,0,2,0,9,0,0,2,8,1,2
SK_526789,Kamienka (okres Stará Ľubovňa),1116,339,4,0,235,5,30,0,4,8,14,2,0,0,0,0,4,11,0,0,0,0,0,0,0,0,5,0,3,0,1,5,3,0,5
SK_526797,Kolackov,822,108,5,0,13,7,8,0,3,0,36,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,0,3
SK_526801,Kremna,74,21,0,0,8,0,3,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0
SK_526819,Kyjov,535,91,2,0,47,1,12,0,0,1,7,0,0,1,0,0,2,7,0,0,1,0,0,0,0,6,0,0,0,0,0,4,0,0,0
SK_526827,Lackova,138,45,1,0,12,8,4,1,2,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0
SK_526835,Legnava,109,25,0,0,6,3,1,0,1,0,5,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0
SK_526843,Lesnica,384,81,1,0,16,3,2,0,1,0,5,0,0,0,1,0,0,22,0,0,0,0,0,0,0,0,2,0,2,0,0,22,3,0,1
SK_526851,Litmanova,533,122,5,0,47,20,11,0,0,4,9,0,0,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,3
SK_526860,Lomnicka,1470,45,0,0,3,1,4,0,0,0,2,0,0,0,0,0,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SK_526878,Lubotin,1021,141,1,0,27,10,31,0,2,4,10,0,0,0,0,0,1,26,0,0,0,0,2,0,0,0,1,2,6,0,0,10,6,0,2
SK_526886,Maly Lipnik,377,98,1,0,24,6,7,0,1,2,25,5,1,0,0,0,1,8,0,0,0,0,0,0,0,0,1,0,5,0,0,6,5,0,0
SK_526894,Matysova,69,40,0,0,7,2,6,1,0,0,5,0,0,0,0,0,0,10,0,0,1,0,0,0,0,1,0,0,1,0,0,0,6,0,0
SK_526908,Mnisek nad Popradom,478,127,4,0,6,10,6,0,1,1,7,0,0,0,0,0,0,81,0,0,0,0,0,0,1,0,0,0,1,1,0,4,4,0,0
SK_526916,Nizne Ruzbachy,501,107,2,0,15,7,21,0,0,6,10,0,1,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,3,0,0,1,10,0,4
SK_526924,Nova Lubovna,2311,492,5,0,106,27,41,0,12,8,89,0,0,0,5,0,3,107,0,0,0,0,0,0,0,0,0,1,15,1,0,26,40,1,5
SK_526932,Obrucne,31,20,0,0,15,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
SK_526941,Orlov,510,146,1,0,16,1,10,0,3,1,12,0,0,0,1,0,68,8,0,0,0,0,0,0,0,0,2,0,1,2,0,14,6,0,0
SK_526959,Plavec,1434,216,9,0,59,13,16,0,4,2,43,0,0,0,0,0,5,37,1,0,0,0,0,0,0,0,1,0,6,0,1,5,10,1,3
SK_526967,Plavnica,1264,286,10,0,47,8,17,0,4,10,41,0,0,0,1,0,0,100,4,0,0,0,0,0,0,0,0,18,5,2,0,12,6,0,1
SK_526975,Podolinec,2451,453,5,0,53,15,52,3,14,15,74,0,0,1,5,0,0,120,0,0,1,0,0,0,0,0,2,0,30,0,0,11,46,4,2
SK_526983,Puste Pole,194,63,2,0,3,8,11,0,1,1,7,1,0,0,0,0,0,7,1,0,0,0,1,0,0,1,2,0,1,0,0,9,4,0,3
SK_526991,Ruska Vola nad Popradom,82,31,0,0,15,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
SK_526665,Stara Lubovna,12594,2704,70,0,607,107,262,18,71,30,594,4,2,2,3,0,37,418,14,6,4,0,0,1,1,8,19,8,90,7,1,74,206,18,22
SK_527009,Starina,49,22,1,0,4,1,0,0,0,0,9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0
SK_527017,Stranany,158,41,1,0,12,8,5,0,0,1,4,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,2,3,0,0
SK_527025,Sulin,273,48,1,0,8,11,3,0,1,3,1,9,1,0,0,0,1,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SK_527033,Sambron,328,94,3,0,41,4,12,1,1,0,13,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,4,8,1,1
SK_527041,Sarisske Jastrabie,917,157,5,0,53,5,19,0,3,0,8,0,0,2,0,0,8,35,0,0,0,0,0,0,0,0,2,0,0,0,0,8,3,6,0
SK_527050,Udol,294,123,0,0,75,2,6,0,2,0,12,0,0,0,1,0,1,6,0,0,0,0,1,0,0,1,0,1,3,0,0,6,6,0,0
SK_527068,Velka Lesna,372,90,1,0,8,11,24,0,0,2,5,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,0,1
SK_527076,Velky Lipnik,745,144,3,0,46,4,24,0,1,2,19,0,0,0,1,0,1,8,2,0,1,0,0,0,0,0,4,0,13,0,0,1,11,2,1
SK_527084,Vislanka,221,35,2,0,8,1,8,0,1,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0
SK_527092,Vysne Ruzbachy,1154,258,5,0,49,10,51,0,3,7,31,0,0,0,0,0,1,45,1,0,2,0,0,0,0,0,1,0,11,1,0,7,27,5,1
SK_527114,Bana,162,30,0,0,3,0,4,0,5,1,3,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1
SK_527157,Breznica,639,177,8,0,28,2,21,0,29,15,20,0,0,0,2,0,0,19,0,1,1,0,0,0,0,1,3,0,3,1,0,5,15,0,3
SK_527165,Breznička (okres Stropkov),107,29,1,0,6,1,4,0,0,2,0,0,2,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,1,0,1,2,1,3,0
SK_527173,Brusnica,269,70,1,0,17,1,6,0,9,4,2,1,0,1,1,0,0,10,0,1,0,0,0,0,0,1,0,0,0,0,0,5,7,1,2
SK_527181,Bukovce,398,76,0,0,23,3,2,1,4,1,5,0,0,1,1,0,0,8,1,6,1,0,0,0,0,5,2,0,5,0,1,1,5,0,0
SK_527190,Bystrá (okres Stropkov),33,14,0,0,3,0,1,0,3,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
SK_527203,Bzany,204,59,1,0,12,2,4,1,6,5,3,0,0,0,1,0,1,6,0,2,0,0,0,0,0,0,1,0,4,0,0,5,5,0,0
SK_527262,Duplin,413,76,17,0,18,3,8,0,0,1,2,0,0,0,1,0,0,14,2,0,0,0,0,0,0,0,1,1,1,0,0,0,6,1,0
SK_527289,Gribov,151,66,0,0,24,3,4,0,12,1,2,0,1,0,0,0,0,3,0,2,0,0,0,0,0,0,3,0,1,2,0,6,2,0,0
SK_527297,Havaj,333,71,0,0,7,0,18,0,4,4,5,0,0,0,2,0,0,10,0,4,0,0,0,0,0,2,1,0,6,0,0,6,2,0,0
SK_527335,Chotca,492,87,2,0,13,4,15,1,5,6,0,0,0,0,0,0,1,9,2,2,1,0,0,0,0,1,2,0,6,0,1,4,7,3,2
SK_527343,Jakusovce,46,22,0,0,3,4,2,0,3,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1
SK_527386,Kolbovce,138,29,4,0,8,1,3,0,0,2,1,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1
SK_527408,Korunkova,72,27,1,0,8,1,4,0,2,0,0,0,0,0,0,0,0,6,0,1,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0
SK_527416,Kozuchovce,54,19,0,0,5,2,1,0,1,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
SK_527467,Krislovce,35,16,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0
SK_527793,Krucov,189,52,1,0,15,1,2,0,4,2,2,1,0,0,0,0,0,5,0,0,0,0,1,0,0,1,0,1,1,1,0,10,3,0,1
SK_527475,Krusinec,201,48,0,0,3,2,5,1,9,2,2,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,1,8,2,3
SK_527513,Lomne,207,63,1,0,16,0,1,1,2,2,2,0,0,0,1,0,0,5,3,3,0,0,0,0,0,0,5,0,5,0,1,15,0,0,0
SK_527521,Makovce,121,48,0,0,5,1,5,0,9,13,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,2,2,3,0,1,1,1,0,0,2
SK_527530,Mala Polana,99,44,1,0,10,2,0,0,8,2,1,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,1,0,2,0,1,0,4,0,0
SK_527572,Mikova,115,46,0,0,11,1,4,0,2,1,5,0,0,0,0,0,0,7,0,2,1,0,0,0,0,0,0,0,5,0,1,0,3,2,1
SK_527581,Minovce,273,77,1,0,18,3,3,0,9,5,4,0,0,0,1,0,0,4,0,1,0,0,0,0,0,1,1,0,11,0,0,3,6,1,5
SK_527611,Mrazovce,76,23,0,0,4,0,1,0,0,2,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,2,0,0,8,1,0,0
SK_527637,Nizna Olsava,322,79,1,0,9,2,8,0,2,1,2,2,8,0,1,0,0,7,1,19,0,0,0,0,0,4,1,0,2,0,0,1,5,2,1
SK_527700,Oľšavka (okres Stropkov),185,54,1,0,3,1,1,0,3,1,3,0,0,0,1,0,0,2,0,33,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0
SK_527726,Potoky,85,27,0,0,10,1,4,0,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0
SK_527718,Potocky,61,24,0,0,9,0,4,0,2,2,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
SK_527815,Solnik,43,28,0,0,4,0,2,1,10,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2
SK_527823,Staskovce,197,49,2,0,12,4,2,0,1,1,1,1,0,0,0,0,0,4,0,6,0,0,0,0,0,1,4,1,0,0,0,5,3,0,1
SK_527840,Stropkov,8175,1570,25,0,286,37,189,13,79,46,64,8,34,0,7,0,10,226,9,23,3,3,0,2,0,16,17,1,103,2,3,93,214,15,42
SK_527866,Sandal,254,53,0,0,10,0,2,1,8,3,3,1,0,0,3,0,0,5,0,1,0,0,0,0,0,1,1,0,2,0,0,2,6,0,4
SK_527912,Tisinec,392,103,5,0,23,11,14,0,7,2,9,0,2,0,1,1,0,7,0,7,0,0,0,0,0,1,2,0,3,0,0,1,5,1,1
SK_527921,Tokajik,92,32,0,0,13,1,3,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,2,2
SK_527939,Turany nad Ondavou,299,70,2,0,16,6,9,0,2,6,1,0,0,1,0,0,0,9,0,0,2,0,0,0,0,0,1,0,1,0,0,6,3,1,4
SK_527971,Varechovce,129,34,1,0,12,2,0,0,2,5,1,0,0,0,1,0,0,3,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0
SK_527980,Velkrop,164,43,0,0,18,0,1,0,0,3,0,0,1,0,0,0,0,0,0,1,0,4,0,0,0,2,8,1,0,0,0,3,1,0,0
SK_527998,Vislava,168,68,0,0,4,2,11,1,4,14,0,0,1,0,1,0,1,3,0,16,0,0,0,0,0,2,3,1,0,0,0,0,2,1,1
SK_528005,Vladica,62,24,1,0,6,0,1,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,4,1
SK_528013,Vojtovce,91,20,0,0,9,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1
SK_528021,Vyskovce,117,49,3,0,9,1,4,0,3,5,0,0,0,0,0,0,1,13,0,1,0,0,0,0,0,0,2,0,1,0,1,1,3,0,1
SK_528048,Vysna Olsava,476,115,2,0,33,5,6,2,6,0,13,0,2,0,0,0,0,13,0,5,0,0,1,0,0,1,4,0,6,0,1,1,13,1,0
SK_560073,Vysny Hrabovec,167,42,0,0,15,0,5,1,2,1,1,0,0,0,0,0,2,5,0,2,0,0,0,0,0,2,1,0,2,0,0,1,1,0,1
SK_527122,Belejovce,25,7,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SK_527131,Benadikovce,166,41,0,0,10,2,9,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,1,2,1,0,1,0,0,4,0,1
SK_527149,Bodruzal,53,22,0,0,2,2,1,0,0,1,0,0,0,0,1,0,1,0,0,8,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1
SK_527220,Cigla,67,38,1,0,4,0,3,0,4,1,0,0,0,0,1,0,0,0,0,20,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1
SK_527238,Dlhona,64,11,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
SK_527246,Dobroslava,41,14,0,0,2,0,0,0,2,1,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0
SK_527254,Dubová (okres Svidník),182,61,1,0,26,0,4,0,9,0,1,0,0,0,0,0,0,1,0,10,0,0,0,0,0,3,0,0,2,0,0,1,2,0,1
SK_580601,Dukovce,223,82,0,0,8,1,3,0,3,0,5,0,0,0,0,0,0,4,0,46,1,0,0,0,0,3,0,0,1,0,0,1,3,1,2
SK_527271,Fijas,119,42,0,0,17,0,3,0,1,2,1,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
SK_519197,Giraltovce,3172,505,16,0,125,17,40,6,35,5,35,2,2,2,4,0,6,78,5,15,0,0,0,0,0,4,5,0,23,0,2,17,55,5,1
SK_527301,Havranec,19,13,1,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0
SK_527319,Hrabovcik,261,69,0,0,25,3,6,3,10,1,2,0,0,0,0,0,1,2,0,7,0,0,1,0,0,0,1,1,1,0,0,1,1,1,2
SK_527327,Hunkovce,269,45,0,0,6,2,3,0,1,3,7,0,0,0,0,0,1,1,1,5,0,0,0,0,0,1,0,0,4,0,0,0,7,1,2
SK_527351,Jurkova Vola,72,14,0,0,5,1,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
SK_519316,Kalniste,417,89,3,0,12,6,7,0,2,6,1,0,0,0,0,0,4,33,0,6,0,0,0,0,0,0,1,0,1,0,0,1,2,2,2
SK_527360,Kapisova,344,71,1,0,12,5,5,0,1,2,7,0,0,0,0,0,0,8,0,16,0,0,0,0,0,1,0,0,1,1,0,3,5,1,2
SK_527378,Keckovce,187,64,3,0,19,2,3,0,1,1,4,0,1,0,0,0,0,1,0,24,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0
SK_519332,Kobylnice,88,34,2,0,9,0,4,0,1,4,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
SK_527394,Korejovce,68,30,2,0,1,4,0,1,4,1,0,0,1,0,1,0,0,0,0,8,0,0,0,0,0,1,2,0,2,0,0,0,2,0,0
SK_519391,Kracunovce,969,215,4,0,25,7,17,0,7,4,4,1,0,0,0,0,3,53,0,3,0,0,0,0,0,1,0,0,5,0,1,67,8,0,5
SK_527424,Krajna Bystra,306,77,3,0,1,0,3,1,10,1,4,0,0,0,0,0,0,1,0,51,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
SK_527432,Krajna Polana,165,53,2,0,7,2,6,1,3,1,2,0,0,0,1,0,0,2,1,16,1,0,0,0,0,1,1,0,1,0,0,2,2,1,0
