gisco_id,name,registered,turnout,invalid,blank,PS,PPD/PSD,CDS-PP,B.E.,CH,A,L,PCP-PEV,PPM,IL,MAS,PAN,PCTP/MRPP,MPT,PDR,PNR,PTP,R.I.R.,NC,PURP,JPP
PT_010416,Santa Eulália,2022,1174,33,64,350,432,124,66,4,3,4,22,3,8,0,20,7,1,3,6,2,17,3,2,0
PT_010417,São Miguel Do Mato,621,311,3,5,90,151,21,21,0,1,0,7,1,1,0,6,1,0,0,0,0,3,0,0,0
PT_010418,Tropeço,1052,566,12,22,169,213,55,31,4,2,5,7,0,5,0,13,3,2,0,7,1,12,1,1,1
PT_010419,Urrô,889,503,3,19,141,230,42,29,1,2,3,4,6,5,0,6,0,0,0,2,1,6,2,0,1
PT_010420,Várzea,449,293,5,8,89,120,21,17,1,2,1,5,5,3,0,1,0,1,2,2,0,9,0,1,0
PT_010501,Aradas,8447,4549,53,162,1361,1545,280,489,56,55,66,132,4,62,0,188,24,5,5,11,5,21,9,12,4
PT_010502,Cacia,6139,3289,48,106,1175,874,147,475,46,38,32,113,3,29,0,114,22,7,6,9,2,23,9,6,5
PT_010515,Eixo e Eirol,5502,2799,70,95,998,744,181,326,40,29,26,87,4,30,0,104,13,3,1,5,3,23,8,6,3
PT_010505,Esgueira,11951,6262,103,210,2174,1604,287,869,80,72,82,270,5,78,0,270,46,15,11,17,10,34,12,8,5
PT_010517,Glória e Vera Cruz,18014,10681,130,289,3214,3346,623,1404,88,125,198,485,12,192,0,414,36,18,9,12,7,39,16,19,5
PT_010508,Oliveirinha,4191,2227,42,96,553,882,151,247,24,31,15,44,1,20,0,72,4,4,3,7,5,12,10,4,0
PT_010516,"Requeixo, Nossa Senhora de Fátima e Nariz",4007,2053,56,70,419,914,213,214,17,19,7,20,2,5,0,48,13,4,1,6,5,8,5,5,2
PT_010513,Santa Joana,7220,3927,75,114,1230,1280,198,459,46,43,29,136,4,47,0,165,19,11,6,14,7,23,5,14,2
PT_010510,São Bernardo,4510,2683,52,105,724,873,204,324,30,43,27,76,3,40,0,100,11,15,7,4,2,22,10,5,6
PT_010511,São Jacinto,860,386,3,7,200,74,18,34,2,4,2,23,1,1,0,9,5,0,0,1,0,2,0,0,0
PT_010602,Fornos,1201,704,13,11,337,233,11,36,3,1,1,10,1,3,0,20,1,1,0,1,0,16,0,4,1
PT_010610,"Raiva, Pedorido e Paraíso",3930,2117,57,53,950,573,27,219,9,7,12,57,2,14,0,45,9,6,0,2,0,67,1,5,2
PT_010606,Real,1091,600,10,21,266,181,20,36,1,1,0,6,0,2,0,15,4,3,0,1,0,29,1,1,2
PT_010607,Santa Maria De Sardoura,2078,1184,26,29,478,482,27,56,2,0,1,17,2,6,0,18,4,0,0,0,1,29,3,2,1
PT_010608,São Martinho De Sardoura,1653,1036,21,17,353,480,28,62,2,0,1,12,0,1,0,13,3,3,1,1,0,33,1,3,1
PT_010611,Sobrado e Bairros,4146,2452,46,41,1004,916,56,157,7,5,5,34,1,9,0,55,13,2,2,3,1,86,0,7,2
PT_010706,Anta e Guetim,10821,6477,109,155,2460,2020,164,663,36,32,58,329,5,71,0,191,47,18,9,8,8,44,25,13,12
PT_010702,Espinho,10063,6086,82,129,1749,2379,253,602,29,29,63,329,10,107,0,196,21,12,6,13,2,29,21,13,12
PT_010704,Paramos,3106,1702,25,28,716,428,38,203,7,8,8,92,2,64,0,39,20,6,0,1,3,8,4,1,1
PT_010705,Silvalde,5854,3174,63,75,1515,665,68,298,29,9,20,211,0,29,0,101,31,2,4,13,5,12,6,11,7
PT_010801,Avanca,5300,2847,53,85,1084,859,135,285,23,14,24,99,7,28,0,70,22,9,10,6,14,11,2,5,2
PT_010808,Beduído e Veiros,9081,4431,81,129,1474,1483,164,482,32,44,33,223,2,50,0,122,28,8,8,16,8,24,12,8,0
PT_010809,Canelas e Fermelã,2480,1385,16,51,462,470,73,143,6,15,9,66,1,12,0,31,4,3,3,3,3,7,0,5,2
PT_010805,Pardilhó,3769,1537,21,52,532,455,79,158,19,8,6,106,2,10,0,47,9,1,5,6,4,8,4,5,0
PT_010806,Salreu,3404,1775,31,60,580,681,98,143,16,12,9,45,1,12,0,44,13,3,2,5,2,10,2,3,3
PT_011005,Gafanha da Encarnação,5163,2131,30,87,581,786,127,234,25,22,17,53,2,20,0,85,11,10,4,4,3,17,4,5,4
PT_011006,Gafanha da Nazaré,13925,6506,108,262,1997,2062,350,712,95,78,69,234,14,61,0,279,35,28,10,24,17,34,15,18,4
PT_011007,Gafanha do Carmo,1658,686,15,33,196,251,35,70,8,5,1,15,0,2,0,35,5,2,0,3,3,5,1,1,0
PT_011008,Ílhavo (São Salvador),15241,7525,105,247,2479,2395,331,912,76,62,95,254,9,87,0,304,36,18,17,19,5,44,12,14,4
PT_011102,Barcouço,1894,918,23,36,389,213,23,120,6,2,6,54,2,5,0,23,7,1,2,1,0,2,2,1,0
PT_011103,Casal Comba,2975,1392,21,54,609,342,30,163,13,16,4,58,1,12,0,35,6,3,3,4,2,8,4,2,2
PT_011104,Luso,2267,1180,21,37,484,268,27,182,12,9,6,66,0,2,0,40,11,2,0,2,1,5,1,3,1
PT_011109,"Mealhada, Ventosa do Bairro e Antes",5816,3020,52,142,1143,884,116,320,29,22,13,118,4,25,0,83,12,5,5,7,2,23,8,5,2
PT_011106,Pampilhosa,3503,1873,38,59,820,343,45,246,22,9,14,141,4,23,0,55,16,7,5,6,2,11,2,4,1
PT_011107,Vacariça,1656,838,17,23,414,198,17,87,4,3,1,38,0,4,0,17,7,1,0,3,1,1,0,2,0
PT_011201,Bunheiro,2428,1134,15,25,282,570,74,58,3,4,3,27,2,4,0,25,10,3,6,3,2,12,2,4,0
PT_011202,Monte,1547,624,17,26,182,262,20,44,7,2,4,18,1,3,0,18,4,0,1,1,1,10,3,0,0
PT_011203,Murtosa,3225,1230,16,40,310,606,48,83,9,7,12,28,0,9,0,30,8,4,3,0,3,12,0,1,1
PT_011204,Torreira,2696,1066,16,27,294,421,82,91,13,7,4,38,1,13,0,34,5,2,0,0,1,12,2,2,1
PT_011301,Carregosa,3085,1949,43,50,645,695,128,168,15,21,6,41,4,24,0,53,10,1,5,6,4,22,5,2,1
PT_011302,Cesar,2746,1590,22,37,596,522,74,155,10,7,10,36,6,12,0,56,9,5,0,1,1,21,2,3,5
PT_011303,Fajões,2717,1492,36,25,504,546,87,132,5,7,11,35,0,9,0,39,9,4,2,3,7,23,1,5,2
PT_011304,Loureiro,3183,1862,36,44,588,816,91,139,10,9,16,25,1,6,0,48,10,6,1,1,1,9,3,1,1
PT_011305,Macieira De Sarnes,1703,1051,14,31,431,289,25,145,3,1,1,55,3,2,0,37,4,1,2,0,0,4,2,1,0
PT_011320,Nogueira do Cravo e Pindelo,4686,2886,81,65,1177,828,105,272,9,14,16,84,5,25,0,105,22,4,12,3,8,27,10,10,4
PT_011321,"Oliveira de Azeméis, Santiago de Riba-Ul, Ul, Macinhata da Seixa e Madail",18557,10222,160,230,3865,3278,456,1149,47,37,53,220,11,78,0,388,64,11,19,17,16,78,24,17,4
PT_011310,Ossela,1781,1040,33,26,395,343,71,89,4,5,9,7,2,2,0,32,4,1,2,0,2,10,0,1,2
PT_011322,"Pinheiro da Bemposta, Travanca e Palmaz",6405,3234,54,82,1245,1046,221,269,26,14,28,49,8,26,0,94,9,4,2,4,5,27,8,12,1
PT_011315,São Martinho Da Gândara,1749,1045,21,22,447,328,38,100,4,6,5,19,1,7,0,28,3,1,1,1,1,10,1,0,1
PT_011318,São Roque,4563,2674,42,76,1075,864,93,284,16,9,9,39,5,20,0,70,21,3,2,3,5,29,2,6,1
PT_011319,Vila De Cucujães,9354,5265,92,132,2561,1286,173,536,35,26,29,109,9,52,0,129,14,6,0,8,9,37,9,9,4
PT_011407,"Bustos, Troviscal e Mamarrosa",5933,3054,70,84,550,1454,500,132,45,27,10,44,4,19,0,54,6,4,5,10,6,17,3,9,1
PT_011403,Oiã,6804,3439,64,126,735,1450,394,268,61,32,20,65,3,44,0,105,10,8,13,2,5,22,4,6,2
PT_011404,Oliveira Do Bairro,5724,2781,69,128,658,1110,295,228,31,11,15,55,2,32,0,70,11,8,9,11,5,22,2,7,2
PT_011405,Palhaça,2436,1364,24,56,250,715,151,68,18,9,5,4,2,12,0,19,3,0,8,1,3,8,5,3,0
PT_011502,Cortegaça,3331,2065,36,61,812,645,55,231,10,8,11,61,1,37,0,65,11,4,1,2,4,8,1,1,0
PT_011503,Esmoriz,10892,6348,101,152,2165,2276,147,702,33,38,39,214,6,76,0,236,49,17,9,10,5,48,8,10,7
PT_011504,Maceda,3163,1711,44,53,738,481,39,164,8,6,8,79,0,9,0,50,10,2,1,0,1,13,2,2,1
PT_011509,"Ovar, São João, Arada e São Vicente de Pereira Jusã",26956,14741,270,503,5422,4037,398,1855,89,91,117,918,12,191,0,505,109,26,15,20,21,90,21,23,8
PT_011507,Válega,6079,3007,63,97,1234,917,75,313,11,5,15,109,2,19,0,82,15,4,4,7,2,17,3,11,2
PT_010901,Argoncilhe,7442,4526,67,82,1644,1646,209,386,21,19,26,93,3,78,0,151,19,9,8,5,9,32,7,11,1
PT_010902,Arrifana,5684,3071,63,72,1317,862,117,322,7,12,27,74,3,25,0,99,17,6,6,4,3,24,2,8,1
PT_010932,Caldas de São Jorge e Pigeiros,3502,2026,26,62,822,578,89,238,6,4,8,86,2,17,0,44,14,4,1,1,4,16,2,1,1
PT_010933,"Canedo, Vale e Vila Maior",8738,4278,99,265,1327,1586,193,390,22,20,22,85,4,35,0,107,23,11,7,12,6,45,7,11,1
PT_010904,Escapães,2994,1713,28,41,673,539,62,175,12,11,13,35,3,18,0,57,10,5,4,2,3,16,3,2,1
PT_010907,Fiães,6915,3849,64,118,1523,1154,105,445,21,18,14,155,1,47,0,105,25,10,1,7,6,18,5,5,2
PT_010908,Fornos,3029,1692,37,53,640,539,57,191,9,6,12,45,2,11,0,55,6,2,0,4,3,9,5,3,3
PT_010934,"Lobão, Gião, Louredo e Guisande",9447,4829,94,163,1683,1740,252,420,29,21,20,84,7,51,0,129,23,10,9,7,18,55,6,8,0
PT_010913,Lourosa,7744,4381,101,105,1784,1341,152,466,24,19,29,80,3,48,0,109,27,6,8,7,6,46,10,8,2
PT_010914,Milheirós De Poiares,3328,1938,40,45,880,515,60,201,7,7,12,31,1,19,0,48,17,6,3,11,2,20,6,5,2
PT_010916,Mozelos,6442,3964,58,81,1565,1172,99,487,20,16,27,100,3,62,0,160,34,11,6,7,6,33,8,7,2
PT_010917,Nogueira Da Regedoura,5160,3122,50,77,1229,976,115,317,17,18,14,92,4,33,0,83,19,10,7,22,7,16,4,12,0
PT_010919,Paços De Brandão,4355,2725,48,68,868,1006,141,297,10,8,22,74,2,34,0,81,14,7,1,3,4,13,12,7,5
PT_010921,Rio Meão,4369,2618,50,57,1045,841,101,294,11,11,12,51,2,31,0,62,12,5,0,5,5,15,2,5,1
PT_010922,Romariz,2937,1514,35,45,588,535,98,91,5,8,7,18,1,16,0,38,6,3,2,3,1,7,1,5,1
PT_010924,Sanguedo,3119,1747,32,33,654,600,65,159,14,15,6,42,2,15,0,60,9,4,3,7,1,21,2,2,1
PT_010935,"Santa Maria da Feira, Travanca, Sanfins e Espargo",16883,9950,162,268,3380,3504,329,1069,69,41,81,269,8,169,0,359,50,19,8,23,17,81,18,20,6
PT_010925,Santa Maria De Lamas,4477,2760,48,70,1104,808,97,312,6,8,6,79,5,62,0,79,20,5,4,7,4,20,3,9,4
PT_010926,São João De Ver,9479,5250,96,172,2069,1502,155,664,49,25,31,133,0,65,0,157,31,18,5,9,15,34,7,10,3
PT_010936,São Miguel de Souto e Mosteirô,6057,3403,78,92,1519,894,177,335,11,11,25,60,4,19,0,103,18,7,6,3,6,21,7,5,2
PT_010918,São Paio De Oleiros,3433,2136,39,55,834,553,62,246,9,11,12,164,2,21,0,71,23,4,4,3,3,15,1,4,0
PT_011601,São João Da Madeira,20047,11436,185,312,4550,3131,532,1303,65,50,76,450,11,128,0,391,61,17,18,17,8,73,29,23,6
PT_011710,Cedrim e Paradela,1317,801,14,20,168,369,113,42,9,4,2,11,1,4,0,14,4,3,3,1,1,14,2,2,0
PT_011702,Couto De Esteves,772,473,7,16,113,268,33,19,1,0,1,2,0,1,0,3,3,0,0,2,3,0,1,0,0
PT_011704,Pessegueiro Do Vouga,1650,1032,22,23,217,472,100,103,13,10,5,15,0,6,0,18,6,2,2,2,3,8,1,4,0
PT_011705,Rocas Do Vouga,1560,823,17,28,239,349,73,54,0,2,4,19,0,3,0,14,2,2,2,3,1,10,0,1,0
PT_011706,Sever Do Vouga,2446,1476,29,55,363,606,198,88,17,17,8,19,1,11,0,36,5,3,1,2,1,10,3,2,1
PT_011711,Silva Escura e Dornelas,2037,1176,29,46,346,406,178,70,6,12,3,22,2,7,0,21,5,1,2,1,3,9,1,5,1
PT_011708,Talhadas,1104,718,8,10,206,265,152,40,5,5,2,9,0,2,0,6,2,0,2,1,0,2,0,1,0
PT_011801,Calvão,1930,1065,17,29,119,628,148,47,11,6,4,7,0,10,0,21,3,1,3,1,3,4,3,0,0
PT_011812,Fonte de Angeão e Covão do Lobo,2233,1127,35,29,115,732,111,43,7,6,5,6,0,6,0,13,2,1,1,1,0,8,4,0,2
PT_011804,Gafanha Da Boa Hora,3058,1059,16,33,202,536,78,77,8,9,10,26,0,10,0,38,2,3,2,0,2,4,2,1,0
PT_011805,Ouca,1630,847,20,17,117,442,160,37,10,6,4,8,0,4,0,15,1,0,1,2,0,2,1,0,0
PT_011813,Ponte de Vagos e Santa Catarina,2754,1422,34,38,188,814,187,63,7,17,6,10,0,10,0,22,3,4,2,2,2,11,0,1,1
PT_011810,Santo André De Vagos,2011,963,27,22,123,554,123,39,8,4,3,7,2,8,0,21,2,3,4,2,1,6,1,0,3
PT_011807,Sosa,2661,1285,22,44,289,594,135,87,11,11,7,18,1,10,0,25,9,6,3,3,1,7,1,0,1
PT_011814,Vagos e Santo António,5701,3155,62,85,703,1407,291,278,26,28,16,58,6,23,0,109,6,6,6,6,7,22,5,5,0
PT_011901,Arões,1356,742,11,29,186,265,183,34,3,2,1,10,0,0,0,3,2,0,1,1,0,6,2,1,2
PT_011903,Cepelos,1301,756,18,21,180,289,99,70,11,4,5,14,1,5,0,12,3,2,0,1,5,13,1,2,0
PT_011905,Junqueira,905,573,21,17,114,206,154,32,1,3,1,6,1,1,0,5,2,1,1,2,1,3,1,0,0
PT_011906,Macieira De Cambra,4181,2500,56,58,959,626,297,237,23,11,18,57,4,16,0,81,10,4,1,2,5,27,2,6,0
PT_011907,Roge,1594,946,15,19,369,261,111,92,6,0,7,16,1,1,0,20,5,3,0,3,1,13,1,2,0
PT_011902,São Pedro De Castelões,6528,3903,117,109,1090,1155,626,385,24,30,38,74,2,36,0,110,19,10,21,3,6,38,5,4,1
PT_011910,"Vila Chã, Codal e Vila Cova de Perrinho",4824,3037,68,99,987,911,347,307,13,19,18,74,4,21,0,79,14,8,2,9,8,37,2,7,3
PT_020106,Aljustrel e Rio de Moinhos,5293,2768,36,41,1005,165,39,277,37,10,14,1005,2,5,0,67,46,3,2,7,2,0,5,0,0
PT_020102,Ervidel,837,450,4,4,176,35,9,32,9,1,1,164,0,0,0,4,10,0,1,0,0,0,0,0,0
PT_020103,Messejana,745,422,5,9,192,23,5,32,5,1,2,126,0,1,0,8,5,5,1,1,1,0,0,0,0
PT_020104,São João De Negrilhos,1265,742,10,17,379,51,8,41,12,0,3,196,1,0,0,5,15,2,0,1,0,0,1,0,0
PT_020208,Aldeia Dos Fernandes,495,269,4,2,139,36,4,28,3,0,1,34,0,6,0,8,2,1,1,0,0,0,0,0,0
PT_020209,Almodôvar e Graça dos Padrões,3419,1836,30,28,842,352,49,246,17,8,12,163,2,6,0,38,17,7,2,7,7,0,3,0,0
PT_020203,Rosário,568,265,9,7,122,39,5,39,4,0,0,32,1,1,0,1,2,2,0,1,0,0,0,0,0
PT_020210,Santa Clara-a-Nova e Gomes Aires,818,407,11,12,205,78,13,38,2,0,3,33,0,0,0,5,3,2,1,1,0,0,0,0,0
PT_020205,Santa Cruz,537,297,3,1,172,45,13,18,2,0,0,32,1,1,0,1,2,1,2,1,1,0,1,0,0
PT_020206,São Barnabé,403,205,4,6,110,50,2,19,1,1,0,5,0,0,0,1,4,1,0,1,0,0,0,0,0
PT_020301,Alvito,942,508,11,12,152,91,9,48,30,2,3,120,0,4,0,10,11,0,0,5,0,0,0,0,0
PT_020302,Vila Nova Da Baronia,961,479,14,6,220,49,9,30,17,1,11,93,0,1,0,10,12,3,2,1,0,0,0,0,0
PT_020401,Barrancos,1330,663,9,21,263,80,41,49,15,2,2,156,3,0,0,8,7,5,0,0,0,0,2,0,0
PT_020519,Albernoa e Trindade,781,392,9,6,165,30,4,22,7,2,1,127,1,0,0,2,12,2,0,1,1,0,0,0,0
PT_020502,Baleizão,759,414,10,5,119,14,2,45,6,0,2,192,1,0,0,4,14,0,0,0,0,0,0,0,0
PT_020520,Beja (Salvador e Santa Maria da Feira),8823,4428,87,105,1442,798,124,527,139,23,57,895,7,40,0,111,33,7,3,12,4,0,14,0,0
PT_020521,Beja (Santiago Maior e São João Baptista),11656,6576,114,183,2163,1351,219,657,168,43,66,1278,12,39,0,172,49,10,7,31,2,0,12,0,0
PT_020503,Beringel,1150,625,10,8,292,84,8,44,11,2,2,144,1,1,0,6,10,1,0,1,0,0,0,0,0
PT_020504,Cabeça Gorda,1159,564,13,4,243,21,5,33,9,4,1,208,0,1,0,11,8,0,0,3,0,0,0,0,0
PT_020506,Nossa Senhora Das Neves,1419,706,11,14,296,54,10,62,17,1,2,205,0,3,0,7,17,4,1,1,0,0,1,0,0
PT_020522,Salvada e Quintos,1058,599,10,21,250,41,10,37,11,4,2,189,0,3,0,8,11,0,1,0,0,0,1,0,0
PT_020510,Santa Clara De Louredo,557,339,7,4,136,16,5,29,7,1,1,121,0,0,0,5,5,0,0,2,0,0,0,0,0
PT_020523,Santa Vitória e Mombeja,766,395,5,2,171,23,3,30,9,0,0,136,0,1,0,5,8,1,0,0,0,0,1,0,0
PT_020516,São Matias,450,249,1,10,125,16,7,36,6,1,0,33,0,1,0,5,3,3,0,2,0,0,0,0,0
PT_020524,Trigaches e São Brissos,462,244,6,3,99,12,3,27,13,0,4,61,0,5,0,5,4,0,0,1,1,0,0,0,0
PT_020606,Castro Verde e Casével,4524,2470,28,65,1006,287,43,297,29,13,18,556,5,17,0,65,25,5,2,5,1,0,3,0,0
PT_020603,Entradas,565,294,8,3,109,22,10,16,2,1,0,106,0,2,0,3,10,1,0,0,1,0,0,0,0
PT_020604,Santa Bárbara De Padrões,752,421,7,5,203,15,7,39,0,3,0,120,3,0,0,6,9,2,0,0,2,0,0,0,0
PT_020605,São Marcos Da Ataboeira,285,166,0,3,69,13,1,13,1,1,0,54,0,0,0,1,8,0,0,0,1,0,1,0,0
PT_020701,Cuba,2563,1480,23,32,557,158,36,107,27,5,8,432,1,12,0,44,29,2,2,3,1,0,1,0,0
PT_020702,Faro Do Alentejo,463,249,4,0,105,10,3,11,5,0,2,100,0,0,0,3,5,1,0,0,0,0,0,0,0
PT_020703,Vila Alva,337,206,1,4,101,15,2,10,2,1,2,62,1,0,0,2,3,0,0,0,0,0,0,0,0
PT_020704,Vila Ruiva,415,225,7,4,94,14,2,13,1,0,2,80,0,0,0,3,5,0,0,0,0,0,0,0,0
PT_020807,Alfundão e Peroguarda,978,514,1,8,272,48,10,55,7,1,2,83,0,1,0,11,9,2,0,1,1,0,2,0,0
PT_020808,Ferreira do Alentejo e Canhestros,4052,1958,32,53,746,271,35,211,31,5,7,445,3,7,0,57,34,3,5,6,3,0,4,0,0
PT_020803,Figueira Dos Cavaleiros,1089,638,9,6,325,33,8,40,8,1,1,182,0,4,0,9,10,2,0,0,0,0,0,0,0
PT_020804,Odivelas,423,233,5,3,140,20,8,18,3,0,3,25,0,0,0,4,3,1,0,0,0,0,0,0,0
PT_020901,Alcaria Ruiva,646,339,10,5,156,38,7,5,1,0,0,103,1,1,0,3,6,3,0,0,0,0,0,0,0
PT_020902,Corte Do Pinto,749,382,3,11,202,19,2,32,3,1,1,89,0,3,0,5,7,1,0,1,0,0,2,0,0
PT_020903,Espírito Santo,286,147,1,0,84,12,2,3,0,2,0,40,0,1,0,0,2,0,0,0,0,0,0,0,0
PT_020904,Mértola,2311,1399,27,41,623,124,16,140,12,6,12,358,3,1,0,18,12,1,1,2,1,0,1,0,0
PT_020910,"São Miguel do Pinheiro, São Pedro de Solis e São Sebastião dos Carros",860,462,6,12,240,44,2,18,2,0,0,121,5,1,0,4,4,1,1,0,1,0,0,0,0
PT_020905,Santana De Cambas,665,341,5,13,149,44,6,22,0,3,1,89,0,0,0,2,5,0,1,0,0,0,1,0,0
PT_020906,São João Dos Caldeireiros,481,257,5,6,93,20,2,12,2,1,2,101,1,2,0,3,4,0,1,2,0,0,0,0,0
PT_021001,Amareleja,1959,780,14,19,292,65,21,54,19,1,5,250,2,2,0,12,16,2,0,6,0,0,0,0,0
PT_021002,Póvoa De São Miguel,723,311,3,3,160,51,13,8,48,0,0,16,1,0,0,4,0,0,1,3,0,0,0,0,0
PT_021010,Safara e Santo Aleixo da Restauração,1468,629,9,4,296,58,19,29,33,2,1,144,4,0,0,4,20,3,1,0,1,0,1,0,0
PT_021009,Moura (Santo Agostinho e São João Baptista) e Santo Amador,7294,3146,19,63,1410,466,98,267,130,6,13,581,4,4,0,33,27,5,4,13,2,0,1,0,0
PT_021008,Sobral Da Adiça,814,364,2,4,194,13,8,22,15,1,0,92,0,2,0,2,8,0,0,0,0,0,1,0,0
PT_021116,Boavista Dos Pinheiros,1263,771,11,17,360,67,8,106,12,4,6,115,0,3,0,37,14,2,3,4,0,0,2,0,0
PT_021118,Colos,814,478,12,15,219,57,10,57,1,0,4,83,1,3,0,8,2,0,0,5,0,0,1,0,0
PT_021117,Longueira/Almograve,994,504,11,17,186,123,23,57,7,3,2,49,1,4,0,11,3,0,5,2,0,0,0,0,0
PT_021115,Luzianes-Gare,289,176,0,1,57,23,1,12,3,0,2,64,0,0,0,2,6,2,1,0,1,0,1,0,0
PT_021102,Relíquias,690,355,5,8,173,26,5,29,0,1,2,84,0,0,0,9,9,1,1,0,2,0,0,0,0
PT_021103,Sabóia,789,453,15,9,246,54,12,50,6,0,0,36,2,1,0,5,6,6,0,3,0,0,2,0,0
PT_021119,Santa Clara-a-Velha,596,373,7,10,207,50,9,25,2,0,0,47,1,0,0,7,3,4,0,0,1,0,0,0,0
PT_021106,São Luís,1585,846,19,19,360,112,18,86,15,3,4,178,0,4,0,11,8,0,2,0,4,0,3,0,0
PT_021107,São Martinho Das Amoreiras,724,408,8,10,246,50,9,23,1,1,1,41,0,2,0,5,6,1,1,0,1,0,2,0,0
PT_021120,São Salvador e Santa Maria,2528,1429,26,23,579,247,27,151,16,5,9,279,2,7,0,25,16,3,2,3,5,0,4,0,0
PT_021121,São Teotónio,4447,2488,65,64,1203,269,55,284,31,11,26,310,1,16,0,64,39,16,7,11,7,0,9,0,0
PT_021122,Vale de Santiago,818,501,6,12,195,64,16,41,5,0,3,125,0,2,0,8,7,3,8,1,1,0,4,0,0
PT_021111,Vila Nova De Milfontes,4278,1974,33,45,751,354,43,260,56,16,23,217,3,15,0,81,22,13,12,13,5,0,12,0,0
PT_021207,Garvão e Santa Luzia,818,462,18,5,207,98,6,25,6,0,3,79,2,0,0,3,7,1,0,2,0,0,0,0,0
PT_021203,Ourique,2359,1305,28,43,515,341,23,107,22,4,3,161,2,5,0,29,7,5,2,4,2,0,2,0,0
PT_021208,Panóias e Conceição,502,328,13,4,156,44,12,14,6,0,0,68,0,1,0,5,4,0,0,1,0,0,0,0,0
PT_021206,Santana Da Serra,645,347,4,8,157,119,5,16,7,3,1,11,1,2,0,6,3,0,1,0,2,0,1,0,0
PT_021302,Brinches,839,388,11,2,167,27,6,29,11,0,1,121,0,1,0,4,7,0,0,1,0,0,0,0,0
PT_021303,Pias,2246,1217,16,24,284,68,20,69,28,2,5,658,0,7,0,10,22,1,1,1,1,0,0,0,0
PT_021308,Serpa (Salvador e Santa Maria),5116,2522,49,40,979,418,100,222,63,18,14,491,3,13,0,56,22,5,10,7,4,0,8,0,0
PT_021309,Vila Nova de São Bento e Vale de Vargo,3354,1697,27,36,477,188,45,88,32,7,8,709,5,3,0,21,31,4,0,12,1,0,3,0,0
PT_021307,Vila Verde De Ficalho,1190,708,8,13,329,58,16,29,6,1,2,212,0,1,0,14,14,1,0,3,0,0,1,0,0
PT_021401,Pedrógão,903,410,5,0,174,14,1,31,8,1,0,160,0,0,0,4,10,0,1,0,1,0,0,0,0
PT_021402,Selmes,682,316,7,5,168,20,6,21,3,2,3,64,3,0,0,5,6,1,0,1,0,0,1,0,0
PT_021403,Vidigueira,2413,1147,23,39,482,201,29,76,27,6,2,211,1,7,0,22,12,3,0,2,1,0,3,0,0
PT_021404,Vila De Frades,750,413,5,4,180,38,8,37,1,3,3,105,1,3,0,12,8,2,1,2,0,0,0,0,0
PT_030125,Amares e Figueiredo,2581,1432,39,63,570,451,44,103,17,7,10,51,0,10,1,26,5,5,4,4,2,13,5,0,2
PT_030102,Barreiros,702,428,7,22,116,187,31,32,2,1,1,6,1,2,1,8,3,1,2,1,0,3,1,0,0
PT_030104,Bico,709,399,15,12,141,117,36,28,8,3,3,8,0,5,0,11,2,0,3,1,0,4,1,0,1
PT_030119,Bouro (Santa Maria),743,422,6,6,153,173,21,18,4,0,1,12,0,1,1,9,3,2,2,4,0,2,3,1,0
PT_030120,Bouro (Santa Marta),464,297,3,13,95,133,14,11,7,0,1,11,0,1,0,1,1,1,0,0,0,3,1,0,1
PT_030105,Caires,796,488,11,17,180,177,29,26,4,2,2,11,1,0,1,10,6,2,1,2,0,5,1,0,0
PT_030126,"Caldelas, Sequeiros e Paranhos",1068,642,14,16,215,278,45,32,9,0,4,8,0,0,0,12,1,0,0,2,0,0,2,4,0
PT_030107,Carrazedo,717,396,8,15,143,149,33,18,4,1,1,8,1,2,0,8,1,1,0,0,0,1,1,1,0
PT_030108,Dornelas,503,297,2,21,91,119,22,12,4,4,6,1,0,2,0,5,0,0,1,0,0,5,2,0,0
PT_030127,"Ferreiros, Prozelo e Besteiros",4140,2228,35,64,866,728,98,150,24,13,27,79,3,20,5,72,8,6,5,7,0,11,4,2,1
PT_030111,Fiscal,640,402,10,15,102,176,30,31,2,0,2,14,0,3,0,6,4,1,1,1,0,3,0,0,1
PT_030112,Goães,563,336,4,12,105,147,24,22,1,3,0,2,1,2,0,3,2,1,1,1,0,5,0,0,0
PT_030113,Lago,1745,986,21,28,394,288,52,90,14,5,5,29,1,14,0,25,3,5,0,1,1,7,0,2,1
PT_030118,Rendufe,1035,620,20,16,204,244,43,26,6,5,7,17,0,0,0,18,3,2,1,0,0,7,1,0,0
PT_030128,Torre e Portela,566,323,6,7,96,139,26,17,1,0,1,7,1,1,2,11,1,1,1,0,0,4,0,0,1
PT_030129,"Vilela, Seramil e Paredes Secas",541,327,6,11,72,165,40,12,6,0,0,5,0,2,0,2,0,0,1,1,0,2,1,0,1
PT_030201,Abade De Neiva,1793,1225,20,45,394,484,48,118,7,6,12,21,1,12,3,28,4,2,1,5,2,7,1,1,3
PT_030202,Aborim,755,452,6,27,187,130,17,35,2,2,4,12,0,2,2,8,2,2,1,1,1,8,0,2,1
PT_030203,Adães,649,459,7,17,144,166,29,39,4,0,3,14,0,5,3,14,2,2,2,0,2,3,2,1,0
PT_030205,Airó,897,595,9,26,206,238,18,46,1,2,5,13,1,3,1,16,1,2,0,2,1,4,0,0,0
PT_030206,Aldreu,709,389,10,17,166,123,18,20,5,0,3,8,0,2,0,7,0,0,1,2,2,2,0,0,3
