gisco_id,name,registered,turnout,invalid,blank,MEMO,LMP,DK-MSZP-P,2RK,MKKP,Jobbik,FIDESZ-KDNP,TISZA,MHM
HU_08095,Imrehegy,475,314,4,0,0,1,6,1,10,5,187,41,59
HU_21999,Izsák,4576,2536,54,0,14,19,72,8,75,64,1474,515,241
HU_17923,Jakabszállás,2144,1326,24,0,4,12,52,2,44,26,740,325,97
HU_09469,Jánoshalma,6763,3652,128,0,9,19,213,16,113,211,1575,937,431
HU_08378,Jászszentlászló,2047,1366,19,0,1,10,62,7,46,29,706,379,107
HU_06442,Kalocsa,12288,7615,104,0,29,32,926,53,243,324,2784,2610,510
HU_30605,Kaskantyú,789,537,12,0,2,2,17,0,9,12,333,112,38
HU_11280,Katymár,1352,725,15,0,4,5,64,0,18,36,400,112,71
HU_19789,Kecel,6571,3825,58,0,42,18,183,28,116,127,1994,874,385
HU_26684,Kecskemét,84434,47618,380,0,156,385,3244,335,2207,1562,18374,17817,3158
HU_27571,Kelebia,1991,1072,14,0,1,7,56,4,29,25,532,220,184
HU_22530,Kerekegyháza,5052,2455,30,0,3,15,79,13,62,67,1323,648,215
HU_18166,Kéleshalom,342,209,7,0,1,0,6,2,11,15,81,31,55
HU_09344,Kiskőrös,11012,6410,75,0,93,29,255,30,151,102,3688,1592,395
HU_20297,Kiskunfélegyháza,23229,12511,163,0,51,101,733,94,462,389,5577,4099,842
HU_32434,Kiskunhalas,21226,10803,154,0,25,34,736,36,298,254,4943,2991,1332
HU_24396,Kiskunmajsa,8783,4518,75,0,6,16,235,12,126,103,2400,1198,347
HU_28158,Kisszállás,1883,982,15,0,5,6,65,2,30,37,499,171,152
HU_13806,Kömpöc,543,332,8,0,1,1,14,0,5,12,207,45,39
HU_05856,Kunadacs,1128,559,9,0,1,5,21,0,4,7,369,104,39
HU_06044,Kunbaja,1207,653,11,0,1,1,55,2,14,19,373,116,61
HU_07728,Kunbaracs,551,240,3,0,0,0,9,3,12,5,145,41,22
HU_29027,Kunfehértó,1839,1171,20,0,5,7,83,3,51,42,482,341,137
HU_31918,Kunpeszér,623,425,8,0,5,3,27,0,7,12,227,92,44
HU_31893,Kunszállás,1383,802,8,0,1,3,40,7,20,15,392,228,88
HU_28130,Kunszentmiklós,6486,3396,63,0,10,18,127,28,77,62,2053,696,262
HU_05786,Ladánybene,1390,638,26,0,1,0,10,3,24,18,346,152,58
HU_17677,Lajosmizse,9134,4550,73,0,14,26,180,29,140,133,2342,1154,459
HU_06202,Lakitelek,3947,1928,19,0,5,12,118,27,72,33,1040,476,126
HU_23357,Madaras,2226,1214,25,0,4,5,80,5,37,46,635,254,123
HU_27809,Mátételke,400,256,5,0,1,1,11,0,13,13,151,36,25
HU_16018,Mélykút,3934,2075,84,0,11,18,123,14,73,77,1014,417,244
HU_30632,Miske,1286,683,13,0,4,6,63,2,20,30,347,146,52
HU_34096,Móricgát,331,211,1,0,1,1,9,1,11,3,126,42,16
HU_25955,Nagybaracska,1783,942,20,0,2,0,45,2,35,23,545,174,96
HU_32540,Nemesnádudvar,1401,821,17,0,7,5,34,2,26,22,432,194,82
HU_23056,Nyárlőrinc,1845,1122,18,0,30,11,33,4,42,45,583,272,84
HU_16276,Ordas,352,219,2,0,1,3,21,0,6,8,126,40,12
HU_16939,Orgovány,2619,1148,15,0,2,5,40,7,40,34,659,261,85
HU_08679,Öregcsertő,612,351,6,0,1,1,28,0,12,13,170,78,42
HU_18670,Páhi,936,451,5,0,0,3,15,1,8,8,303,74,34
HU_02705,Pálmonostora,1356,690,14,0,5,4,38,8,16,20,400,124,61
HU_15431,Petőfiszállás,1204,670,9,0,4,4,20,2,20,20,356,151,84
HU_15398,Pirtó,745,445,9,0,6,0,32,0,10,11,236,94,47
HU_26310,Rém,1020,551,13,0,5,6,35,4,31,34,261,96,66
HU_29115,Solt,5044,2726,50,0,7,12,176,5,56,81,1337,791,211
HU_18218,Soltszentimre,1056,709,20,0,3,0,27,1,24,32,422,107,73
HU_19983,Soltvadkert,5680,3401,64,0,15,9,128,21,90,73,1896,797,308
HU_21245,Sükösd,2875,1391,30,0,2,2,70,5,32,40,785,286,139
HU_25061,Szabadszállás,4869,2501,43,0,4,19,110,18,68,57,1398,545,239
HU_19530,Szakmár,935,530,9,0,3,4,45,3,20,14,229,172,31
HU_19947,Szalkszentmárton,2353,1264,42,0,1,12,68,4,42,34,664,250,147
HU_11794,Szank,1850,1199,19,0,9,4,49,3,32,42,696,225,120
HU_21120,Szentkirály,1501,845,12,0,3,5,15,7,24,14,498,180,87
HU_28820,Szeremle,1087,651,14,0,0,3,26,1,23,31,353,140,60
HU_25432,Tabdi,865,486,7,0,0,2,22,2,6,17,286,98,46
HU_20525,Tass,2263,1083,20,0,5,4,55,10,18,22,698,145,106
HU_14544,Tataháza,949,594,7,0,5,5,43,5,19,23,311,108,68
HU_24998,Tázlár,1318,874,20,0,2,3,25,3,32,21,528,151,89
HU_24545,Tiszaalpár,3917,2058,33,0,13,22,87,14,99,58,1065,461,206
HU_30623,Tiszakécske,9150,4436,48,0,20,23,291,20,113,109,2459,1079,274
HU_14094,Tiszaug,641,383,11,0,2,3,23,2,16,10,200,85,31
HU_28486,Tompa,3605,1563,27,0,3,7,96,5,38,47,803,344,193
HU_16294,Uszód,715,365,7,0,0,1,34,0,5,10,205,83,20
HU_08785,Újsolt,134,100,2,0,0,0,15,0,3,1,36,22,21
HU_33604,Újtelek,303,239,9,0,1,1,10,1,6,3,150,48,10
HU_28343,Vaskút,2711,1602,36,0,4,8,85,4,40,57,830,352,186
HU_10667,Városföld,1729,1095,14,0,1,7,36,3,55,31,569,251,128
HU_15158,Zsana,564,373,8,0,1,2,13,1,19,9,199,64,57
HU_29595,Almáskamarás,629,292,8,0,1,2,17,0,7,13,168,52,24
HU_18102,Battonya,4233,2276,68,0,7,12,200,7,60,75,1088,529,230
HU_09760,Békés,14951,8201,131,0,25,32,449,43,208,198,4196,1886,1033
HU_15200,Békéscsaba,46194,26569,202,0,117,222,2259,235,1122,958,9746,9673,2035
HU_26189,Békéssámson,1823,907,26,0,0,3,19,3,57,23,464,191,121
HU_02680,Békésszentandrás,2977,1899,40,0,8,17,113,25,119,80,771,539,187
HU_19390,Bélmegyer,729,520,8,0,3,4,24,6,18,13,284,81,79
HU_29610,Biharugra,709,478,7,0,0,1,19,3,4,7,322,94,21
HU_13471,Bucsa,1735,875,11,0,1,7,55,2,24,28,543,148,56
HU_31334,Csabacsűd,1440,874,16,0,6,7,44,5,28,39,441,205,83
HU_34078,Csabaszabadi,233,166,5,0,1,0,15,4,7,6,85,22,21
HU_20455,Csanádapáca,1965,973,17,0,2,5,65,3,27,45,422,272,115
HU_25502,Csárdaszállás,333,245,3,0,1,1,20,1,7,14,123,54,21
HU_26709,Csorvás,3836,1543,35,0,3,7,118,8,54,43,681,460,134
HU_24819,Dévaványa,5661,2988,77,0,9,21,149,22,104,117,1531,677,281
HU_33190,Doboz,3361,1698,54,0,6,7,109,8,54,59,862,424,115
HU_24031,Dombegyház,1487,886,24,0,5,3,84,2,23,41,464,157,83
HU_22132,Dombiratos,428,304,7,0,0,0,31,1,4,15,159,65,22
HU_09432,Ecsegfalva,903,540,16,0,2,2,35,1,16,29,276,106,57
HU_32957,Elek,3587,2185,59,0,25,17,135,7,57,66,1303,421,95
HU_12256,Füzesgyarmat,4418,2738,80,0,11,11,257,14,133,119,1129,711,273
HU_09511,Gádoros,2862,1554,15,0,3,10,102,8,48,47,777,403,141
HU_07393,Gerendás,946,649,17,0,2,3,47,1,22,28,279,168,82
HU_17394,Geszt,548,388,0,0,4,2,8,0,4,10,297,48,15
HU_33455,Gyomaendrőd,10564,5244,54,0,10,50,346,26,190,142,2258,1741,427
HU_05032,Gyula,23687,13928,139,0,42,76,832,98,454,446,5700,5053,1088
HU_33297,Hunya,510,326,10,0,1,1,24,2,5,8,164,91,20
HU_04279,Kamut,808,571,15,0,6,4,41,1,10,26,283,134,51
HU_24794,Kardos,462,258,5,0,0,1,9,3,12,7,155,48,18
HU_12177,Kardoskút,653,383,6,0,2,2,32,3,12,16,159,111,40
HU_22752,Kaszaper,1455,814,11,0,2,4,52,3,30,36,366,223,87
HU_12618,Kertészsziget,279,171,7,0,2,2,12,0,5,4,92,32,15
HU_31574,Kevermes,1320,747,29,0,7,2,31,1,19,21,446,129,62
HU_03461,Kétegyháza,2827,1445,58,0,19,5,93,5,50,38,633,414,130
HU_03106,Kétsoprony,1026,628,18,0,7,2,13,2,21,6,365,140,54
HU_18838,Kisdombegyház,349,224,12,0,0,0,7,0,10,6,141,32,16
HU_10287,Kondoros,3915,2005,42,0,7,8,133,11,63,63,977,549,152
HU_11615,Körösladány,3376,2048,27,0,3,13,82,9,54,64,1062,524,210
HU_10764,Körösnagyharsány,459,308,16,0,0,1,16,2,9,5,190,54,15
HU_12900,Köröstarcsa,1891,913,11,0,2,6,37,6,24,36,458,247,86
HU_30164,Körösújfalu,353,209,10,0,2,0,3,1,4,5,140,28,16
HU_06804,Kötegyán,1121,658,16,0,2,1,39,2,13,12,409,141,23
HU_16045,Kunágota,2009,999,22,0,6,3,64,7,16,24,608,155,94
HU_21209,Lőkösháza,1294,846,24,0,3,3,104,5,27,29,399,175,77
HU_27906,Magyarbánhegyes,1556,960,29,0,4,2,76,4,20,29,519,206,71
HU_11536,Magyardombegyház,171,115,2,0,1,1,4,1,3,5,74,17,7
HU_20765,Medgyesbodzás,721,460,28,0,1,2,34,2,17,27,217,83,49
HU_30128,Medgyesegyháza,2734,1614,54,0,10,11,104,6,60,61,651,457,200
HU_19628,Mezőberény,7868,3964,85,0,21,41,336,32,174,156,1640,1153,326
HU_04206,Mezőgyán,754,547,14,0,0,1,38,3,6,15,351,104,15
HU_11873,Mezőhegyes,3947,2095,28,0,0,9,204,9,55,57,831,767,135
HU_30322,Mezőkovácsháza,4478,2401,38,0,8,14,180,10,47,89,1043,783,189
HU_23931,Méhkerék,1669,1213,31,0,7,3,60,2,13,20,637,405,35
HU_11989,Murony,956,641,6,0,2,3,48,6,28,21,291,175,61
HU_26028,Nagybánhegyes,966,613,9,0,2,6,40,4,21,29,313,134,55
HU_04242,Nagykamarás,971,613,15,0,2,2,32,3,24,28,283,146,78
HU_08244,Nagyszénás,3847,2113,37,0,5,17,161,8,68,107,907,635,168
HU_19257,Okány,1761,1079,33,0,2,6,69,2,20,32,573,250,92
HU_23065,Orosháza,22111,12094,137,0,41,72,1186,58,446,598,4482,3956,1118
HU_27438,Örménykút,268,196,4,0,0,3,9,1,5,4,115,43,12
HU_05397,Pusztaföldvár,1230,755,23,0,4,5,37,5,28,44,345,172,92
HU_19594,Pusztaottlaka,266,173,4,0,3,1,11,0,1,4,104,27,18
HU_28565,Sarkad,7622,3923,65,0,9,21,205,12,78,86,2183,1010,254
HU_25168,Sarkadkeresztúr,1242,677,17,0,3,6,45,0,14,9,369,180,34
HU_31325,Szabadkígyós,2047,1241,25,0,10,11,90,8,42,43,539,334,139
HU_23870,Szarvas,12109,7158,74,0,46,52,362,109,278,259,3121,2266,591
HU_21883,Szeghalom,6821,3655,56,0,18,17,334,26,114,132,1441,1183,334
HU_33075,Tarhos,632,340,6,0,1,0,18,0,7,13,202,54,39
HU_12681,Telekgerendás,1264,692,10,0,6,4,41,5,23,27,329,186,61
HU_16434,Tótkomlós,4589,2563,57,0,10,15,271,11,124,113,1176,607,179
HU_02352,Újkígyós,4098,2226,40,0,10,15,142,14,69,91,1025,589,231
HU_24350,Újszalonta,79,53,3,0,0,0,2,0,0,3,33,10,2
HU_31228,Végegyháza,971,592,9,0,6,1,49,1,20,27,295,142,42
HU_29531,Vésztő,5171,2747,60,0,4,14,126,16,61,92,1575,620,179
HU_06257,Zsadány,1199,793,21,0,1,5,65,2,16,18,500,120,45
HU_15662,Abaújalpár,63,42,0,0,0,1,5,0,4,3,19,4,6
HU_26718,Abaújkér,471,346,4,0,0,2,14,0,11,11,204,74,26
HU_02820,Abaújlak,69,40,0,0,0,0,0,0,1,1,30,6,2
HU_03595,Abaújszántó,2235,1060,13,0,2,6,48,10,31,55,534,283,78
HU_26338,Abaújszolnok,133,99,1,0,0,0,2,0,0,0,91,4,1
HU_02273,Abaújvár,117,67,3,0,1,0,2,0,0,1,39,19,2
HU_10357,Abod,134,103,2,0,0,1,1,0,3,6,68,14,8
HU_09362,Aggtelek,430,332,6,0,3,3,12,1,7,17,191,78,14
HU_33093,Alacska,566,341,7,0,19,0,25,2,5,22,175,63,23
HU_20482,Alsóberecki,570,298,7,0,0,0,19,0,4,11,127,100,30
HU_19664,Alsódobsza,219,146,2,0,0,0,7,0,6,0,87,25,19
HU_14429,Alsógagy,71,64,2,0,0,1,9,1,2,0,28,8,13
HU_23223,Alsóregmec,151,127,1,0,0,0,8,5,0,5,66,35,7
HU_28839,Alsószuha,319,253,2,0,1,2,12,0,6,11,157,40,22
HU_08217,Alsótelekes,105,75,2,0,1,1,6,0,2,4,37,19,3
HU_29814,Alsóvadász,1056,668,27,0,1,7,29,2,11,21,426,69,75
HU_21032,Alsózsolca,4203,2309,43,0,8,24,166,14,76,97,1079,616,186
HU_26198,Arka,54,39,2,0,0,0,1,0,2,1,15,11,7
HU_14331,Arló,2504,1106,61,0,5,8,39,4,20,35,735,139,60
HU_03771,Arnót,1880,1271,15,0,10,12,88,8,36,53,583,363,103
HU_04233,Aszaló,1324,907,42,0,2,5,22,1,15,40,550,172,58
HU_03823,Ároktő,779,503,18,0,1,1,28,1,11,9,321,77,36
HU_18184,Baktakék,532,377,17,0,0,3,12,3,4,9,259,59,11
HU_22521,Balajt,335,247,13,0,1,0,8,1,1,10,184,20,9
HU_08846,Baskó,155,132,1,0,0,0,2,0,4,0,96,20,9
HU_25159,Bánhorváti,1048,614,9,0,2,0,36,2,15,17,358,125,50
HU_21953,Bánréve,942,602,25,0,6,3,35,0,13,42,265,165,48
HU_27049,Becskeháza,24,21,0,0,0,0,3,0,1,3,9,4,1
HU_06929,Bekecs,1951,1128,12,0,3,3,76,6,36,37,457,396,102
HU_34290,Berente,868,552,18,0,3,3,53,3,16,43,219,145,49
HU_29674,Beret,215,175,3,0,38,0,4,0,1,4,120,5,0
HU_26356,Berzék,749,439,11,0,2,5,12,1,12,11,272,84,29
HU_23737,Bodroghalom,962,514,15,0,3,1,52,1,9,9,274,113,37
HU_30784,Bodrogkeresztúr,763,560,8,0,3,1,30,3,14,29,275,156,41
HU_33808,Bodrogkisfalud,654,455,7,0,3,1,43,1,15,21,197,123,44
HU_14401,Bodrogolaszi,693,470,6,0,0,6,16,0,13,24,204,147,54
HU_25195,Bogács,1655,950,29,0,2,8,58,6,29,24,431,280,83
HU_18944,Boldogkőújfalu,403,209,5,0,0,0,6,0,7,11,165,9,6
HU_14474,Boldogkőváralja,707,520,28,0,0,3,48,0,14,29,259,123,16
HU_08396,Boldva,1837,1028,23,0,1,10,66,6,26,53,508,238,97
HU_30669,Borsodbóta,605,351,20,0,1,4,46,0,3,24,152,75,26
HU_16124,Borsodgeszt,232,178,3,0,1,1,7,0,7,14,97,30,18
HU_06707,Borsodivánka,421,313,7,0,0,2,30,2,7,9,133,99,24
HU_05315,Borsodnádasd,2241,1329,22,0,6,5,105,4,30,55,732,246,124
HU_30207,Borsodszentgyörgy,889,445,6,0,2,4,25,5,12,10,237,103,41
HU_16799,Borsodszirák,919,644,23,0,2,3,26,1,10,21,403,107,48
HU_27429,Bódvalenke,190,148,16,0,0,1,1,1,0,1,123,1,4
HU_33303,Bódvarákó,78,46,1,0,0,0,1,0,2,1,35,4,2
HU_05926,Bódvaszilas,734,511,10,0,1,4,26,0,16,22,307,90,35
HU_31006,Bózsva,146,99,3,0,0,0,3,1,3,0,44,34,11
HU_05306,Bőcs,2026,1273,24,0,6,5,51,6,26,61,714,260,120
HU_27890,Bükkaranyos,1216,716,10,0,5,5,36,1,20,37,324,214,64
HU_13596,Bükkábrány,1321,820,8,0,6,5,42,3,19,17,430,207,83
HU_19406,Bükkmogyorósd,118,104,2,0,1,0,13,1,2,6,45,23,11
HU_08022,Bükkszentkereszt,931,650,11,0,2,8,26,10,34,23,296,175,65
HU_32887,Bükkzsérc,816,569,6,0,3,4,41,0,13,16,281,139,66
HU_23977,Büttös,132,92,0,0,0,0,6,0,1,2,65,8,10
HU_03939,Cigánd,2228,1107,31,0,4,5,88,4,14,32,661,205,63
HU_08493,Csenyéte,283,232,4,0,1,0,2,0,0,1,224,0,0
HU_06974,Cserépfalu,815,611,8,0,4,3,26,3,20,20,283,195,49
HU_25575,Cserépváralja,320,261,5,0,43,1,20,2,3,4,100,55,28
HU_28459,Csernely,535,358,11,0,1,0,18,0,12,14,201,77,24
HU_34111,Csincse,441,313,2,0,0,3,12,4,12,16,153,74,37
HU_20774,Csobaj,552,264,5,0,0,2,22,0,2,3,167,46,17
HU_05333,Csobád,513,406,27,0,15,0,17,0,2,9,245,59,32
HU_14289,Csokvaomány,562,381,9,0,0,2,40,2,6,19,190,79,34
HU_11350,Damak,181,165,2,0,7,0,4,0,3,11,77,29,32
HU_07719,Dámóc,271,211,11,0,0,0,7,0,4,3,133,33,20
HU_31954,Debréte,13,10,0,0,0,0,1,0,0,0,7,2,0
HU_10524,Detek,214,192,2,0,2,0,10,0,4,11,120,23,20
HU_04686,Dédestapolcsány,1138,757,30,0,1,3,49,9,26,34,308,201,96
HU_25690,Domaháza,598,376,7,0,0,2,13,0,10,14,237,57,36
HU_06123,Dövény,220,183,6,0,0,2,19,0,3,9,109,26,9
HU_27669,Dubicsány,221,174,2,0,1,0,12,1,5,11,58,65,19
HU_10728,Edelény,7344,4565,103,0,16,25,269,19,127,186,2387,988,445
HU_05865,Egerlövő,445,313,7,0,0,2,11,1,9,8,170,85,20
HU_04677,Emőd,3968,2005,29,0,13,6,151,14,80,79,970,491,172
HU_33048,Encs,4696,2855,63,0,5,13,171,14,62,111,1451,750,215
HU_25326,Erdőbénye,874,514,5,0,0,4,23,4,15,25,295,99,44
HU_22503,Erdőhorváti,435,319,5,0,1,3,14,3,7,9,170,76,31
HU_13356,Égerszög,60,55,3,0,0,0,8,0,0,1,21,14,8
HU_12557,Fancsal,235,171,4,0,0,1,13,1,4,8,77,46,17
HU_34272,Farkaslyuk,1267,825,31,0,3,4,69,0,5,9,597,88,19
HU_02741,Fáj,297,275,4,0,1,0,0,0,1,1,261,2,5
HU_08174,Felsőberecki,211,102,3,0,0,0,1,1,3,4,58,23,9
HU_09742,Felsődobsza,655,422,29,0,2,3,9,1,1,15,274,62,26
HU_29708,Felsőgagy,162,139,9,0,3,0,6,1,1,4,102,9,4
HU_31723,Felsőkelecsény,297,221,6,0,3,0,22,1,6,11,117,41,14
HU_32762,Felsőnyárád,790,534,10,0,0,4,65,0,15,23,220,134,63
HU_07588,Felsőregmec,214,173,3,0,0,2,0,0,2,4,152,6,4
HU_31671,Felsőtelekes,505,346,6,0,0,2,22,1,4,16,243,36,16
HU_23533,Felsővadász,391,344,7,0,15,3,13,0,2,12,253,27,12
HU_02848,Felsőzsolca,5215,3335,67,0,17,20,290,28,88,163,1478,946,238
HU_25238,Filkeháza,70,55,2,0,0,0,1,0,2,0,38,9,3
HU_17932,Fony,230,181,4,0,0,1,8,0,4,2,118,35,9
HU_30483,Forró,1917,1337,57,0,3,4,71,3,16,32,889,195,67
HU_22123,Fulókércs,248,210,12,0,4,0,13,1,3,7,151,15,4
HU_17109,Füzér,314,263,6,0,0,4,8,2,7,19,124,73,20
HU_06460,Füzérkajata,103,97,8,0,0,1,11,0,4,5,35,20,13
HU_11378,Füzérkomlós,241,207,2,0,0,1,11,0,11,6,109,53,14
HU_10366,Füzérradvány,242,180,6,0,1,2,4,1,2,7,108,40,9
HU_05494,Gadna,147,92,3,0,0,0,0,0,0,0,89,0,0
HU_28732,Gagyapáti,32,26,0,0,0,0,0,1,0,2,13,7,3
HU_28307,Gagybátor,134,116,3,0,4,0,4,0,2,2,86,8,7
HU_03744,Gagyvendégi,180,148,1,0,3,0,4,0,6,3,104,18,9
HU_19293,Galvács,64,53,3,0,0,0,2,0,0,0,36,8,4
HU_10904,Garadna,272,227,4,0,0,1,13,0,9,11,132,45,12
HU_23719,Gelej,428,300,6,0,1,1,8,1,8,5,191,60,19
HU_15608,Gesztely,1995,999,26,0,1,11,70,2,21,22,554,225,67
HU_21564,Girincs,613,382,13,0,32,2,19,1,10,12,236,44,13
HU_13134,Golop,485,416,6,0,0,2,18,3,12,9,242,82,42
HU_09706,Gömörszőlős,70,61,1,0,0,3,3,1,3,2,33,9,6
HU_15936,Gönc,1391,908,9,0,0,8,56,7,11,20,580,160,57
HU_18643,Göncruszka,430,318,10,0,0,2,10,0,3,4,194,71,24
HU_05069,Györgytarló,421,235,10,0,0,0,10,0,5,12,121,60,17
HU_27942,Halmaj,1266,816,25,0,3,4,64,5,19,35,435,163,63
HU_11226,Hangács,465,370,15,0,2,1,19,5,4,20,252,36,16
HU_25104,Hangony,1138,647,12,0,1,3,39,4,19,37,370,107,55
HU_05847,Harsány,1597,978,11,0,5,8,37,5,22,42,506,254,88
HU_12706,Háromhuta,117,77,2,0,0,3,3,0,0,2,41,22,4
HU_02468,Hegymeg,92,81,3,0,0,0,1,0,0,7,48,17,5
HU_22187,Hejce,211,183,8,0,0,0,3,1,4,6,111,32,18
HU_06655,Hejőbába,1257,672,13,0,6,5,47,1,14,25,348,170,43
HU_04604,Hejőkeresztúr,811,541,6,0,2,1,30,3,12,32,245,132,78
HU_02282,Hejőkürt,233,161,3,0,1,0,13,1,4,11,60,51,17
HU_16780,Hejőpapi,791,540,19,0,5,3,25,0,21,25,303,104,35
HU_12159,Hejőszalonta,555,461,16,0,1,1,8,0,10,13,306,46,60
HU_30137,Hercegkút,516,353,8,0,1,3,25,2,8,8,189,89,20
HU_15839,Hernádbűd,120,117,4,0,0,0,4,1,4,4,73,18,9
HU_09399,Hernádcéce,159,117,6,0,3,0,2,0,2,2,79,16,7
HU_24165,Hernádkak,1202,722,10,0,3,3,27,6,18,27,360,198,70
HU_21829,Hernádkércs,239,178,1,0,1,0,14,0,5,4,99,38,16
HU_31200,Hernádnémeti,2716,1577,85,0,1,10,91,8,28,63,789,378,124
HU_24882,Hernádpetri,160,133,9,0,0,2,0,0,1,4,98,16,3
HU_17136,Hernádszentandrás,291,234,1,0,2,1,15,3,6,7,170,19,10
HU_24970,Hernádszurdok,126,111,0,0,0,1,7,0,2,6,75,15,5
HU_19840,Hernádvécse,662,531,6,0,2,1,19,0,8,5,453,17,20
HU_08004,Hét,374,239,2,0,4,1,11,0,5,6,106,75,29
HU_11697,Hidasnémeti,642,423,7,0,2,5,35,0,8,13,229,96,28
HU_25672,Hidvégardó,402,304,9,0,0,4,7,2,4,16,181,62,19
HU_31167,Hollóháza,583,333,3,0,1,3,33,0,6,9,160,94,24
HU_21236,Homrogd,689,423,5,0,1,1,14,1,5,15,282,72,27
HU_25399,Igrici,862,462,11,0,2,3,27,3,16,22,246,102,30
HU_16577,Imola,79,52,1,0,0,0,2,0,0,0,32,13,4
HU_08086,Ináncs,897,608,12,0,1,5,28,4,17,28,350,111,52
HU_05005,Irota,80,62,0,0,1,0,3,0,2,1,30,18,7
HU_05591,Izsófalva,1255,732,13,0,1,1,49,1,25,31,435,126,50
HU_20233,Jákfalva,391,291,12,0,4,1,14,1,7,7,197,29,19
HU_26657,Járdánháza,1303,783,21,0,1,4,63,5,12,41,450,136,50
HU_15680,Jósvafő,223,172,5,0,0,3,14,1,8,10,77,38,16
HU_21218,Karcsa,1336,900,20,0,6,4,62,2,15,27,515,188,61
HU_30508,Karos,385,269,3,0,0,1,10,0,5,8,180,40,22
HU_06691,Kazincbarcika,20447,9974,86,0,23,59,1569,49,346,383,3153,3442,864
HU_32993,Kács,418,249,5,0,0,1,12,2,8,7,143,49,22
HU_07764,Kánó,127,101,3,0,0,0,5,0,0,4,62,18,9
HU_25742,Kány,109,100,0,0,1,2,8,1,7,4,40,26,11
HU_13374,Kázsmárk,704,549,9,0,59,3,12,2,8,16,351,63,26
HU_12034,Kelemér,351,232,8,0,0,4,9,0,8,9,149,36,9
HU_05458,Kenézlő,927,530,8,0,1,3,25,0,14,26,311,96,46
HU_17066,Keresztéte,58,38,0,0,0,0,2,0,4,1,18,9,4
HU_29249,Kesznyéten,1295,773,44,0,0,1,19,1,4,6,564,101,33
HU_15264,Kéked,131,114,9,0,0,2,4,1,1,0,66,28,3
HU_32090,Királd,577,379,12,0,1,1,32,2,19,32,160,85,35
HU_17349,Kiscsécs,132,100,3,0,1,0,0,0,2,1,89,2,2
HU_22840,Kisgyőr,1286,768,34,0,3,5,30,6,31,28,422,136,73
HU_28875,Kishuta,237,182,2,0,1,2,12,0,4,8,65,60,28
HU_03762,Kiskinizs,257,160,7,0,1,0,11,2,8,7,89,26,9
HU_11448,Kisrozvágy,168,134,6,0,0,0,2,0,3,4,97,13,9
HU_14702,Kissikátor,238,165,3,0,1,1,12,3,3,10,61,57,14
HU_12399,Kistokaj,1856,1157,11,0,4,5,78,9,44,59,417,429,101
HU_10612,Komjáti,123,94,1,0,0,0,8,0,0,11,50,20,4
HU_16559,Komlóska,194,159,0,0,0,0,11,1,4,5,75,48,15
HU_32498,Kondó,464,273,4,0,1,3,20,3,5,18,117,62,40
HU_22956,Korlát,237,199,6,0,0,1,8,1,5,3,117,42,16
HU_28547,Kovácsvágás,458,277,5,0,1,2,16,0,3,2,207,32,9
HU_26602,Köröm,876,551,7,0,0,4,4,1,2,9,497,22,5
HU_19576,Krasznokvajda,319,230,5,0,3,0,6,0,0,9,162,36,9
HU_18722,Kupa,133,118,4,0,0,0,7,0,2,2,87,11,5
HU_11819,Kurityán,1157,738,28,0,1,10,52,6,16,40,319,184,82
HU_15857,Lak,442,361,12,0,0,1,2,0,7,3,305,22,9
HU_20844,Lácacséke,192,124,3,0,1,0,1,0,2,5,101,3,8
HU_26231,Ládbesenyő,203,161,3,0,0,0,4,1,7,7,94,26,19
HU_11660,Legyesbénye,1143,825,16,0,2,6,43,2,10,33,424,208,81
HU_03531,Léh,325,173,9,0,0,0,6,0,4,2,131,15,6
HU_07038,Lénárddaróc,205,141,2,0,0,2,10,0,8,1,76,27,15
HU_28219,Litka,34,26,2,0,0,0,0,0,0,0,13,5,6
HU_19600,Makkoshotyka,634,430,10,0,1,2,9,0,9,8,327,40,24
HU_02024,Martonyi,276,191,16,0,0,3,4,0,1,9,127,19,12
HU_03902,Mád,1645,1190,16,0,7,2,78,11,35,40,533,388,80
HU_27395,Mályi,3486,2195,28,0,16,13,164,16,77,101,801,800,179
HU_14915,Mályinka,390,289,4,0,2,2,20,1,12,10,150,61,27
HU_21768,Megyaszó,1919,1162,27,0,12,5,58,2,36,49,696,201,76
HU_11758,Meszes,141,100,8,0,1,1,10,1,3,4,48,16,8
HU_13833,Mezőcsát,4589,2431,100,0,9,15,141,7,33,58,1347,591,130
HU_11323,Mezőkeresztes,2893,1356,30,0,7,10,120,13,45,51,551,372,157
HU_19433,Mezőkövesd,12848,6836,77,0,16,31,441,39,178,142,3037,2422,453
HU_18379,Mezőnagymihály,787,537,11,0,4,5,32,4,24,19,273,115,50
HU_11749,Mezőnyárád,1345,749,18,0,4,11,59,5,20,38,280,240,74
HU_03443,Mezőzombor,1782,1291,32,0,3,7,43,4,21,52,819,210,100
HU_25618,Méra,1083,719,14,0,3,4,44,6,10,32,395,153,58
HU_24253,Mikóháza,427,306,5,0,1,0,18,1,9,18,127,89,38
HU_30456,Miskolc,118197,62932,646,0,236,486,6575,413,2363,2842,23818,21395,4158
HU_10968,Mogyoróska,80,73,0,0,0,1,3,0,3,3,35,25,3
HU_09016,Monaj,294,266,10,0,4,1,5,1,3,11,158,47,26
