gisco_id,name,registered,turnout,invalid,blank,MEMO,LMP,DK-MSZP-P,2RK,MKKP,Jobbik,FIDESZ-KDNP,TISZA,MHM
HU_23852,Ászár,1395,745,18,0,2,9,43,6,19,34,323,224,67
HU_16425,Alsópetény,488,276,2,0,0,4,18,1,9,11,130,79,22
HU_07621,Alsótold,200,168,2,0,1,1,7,0,2,5,81,60,9
HU_13657,Balassagyarmat,11594,6898,74,0,16,38,612,41,212,223,2833,2236,613
HU_24341,Bánk,630,484,6,0,1,6,37,1,27,14,206,126,60
HU_20048,Bárna,770,386,5,0,0,3,31,0,6,3,254,59,25
HU_33534,Bátonyterenye,9181,4781,73,0,12,56,527,27,136,134,2068,1323,425
HU_12016,Becske,430,336,12,0,0,2,8,1,10,9,193,57,44
HU_02389,Bercel,1328,785,14,0,2,5,44,3,22,24,457,119,95
HU_09034,Berkenye,626,488,13,0,0,2,15,5,22,14,244,113,60
HU_32911,Bér,306,227,8,0,0,1,13,0,1,5,136,44,19
HU_03841,Bokor,89,64,4,0,0,0,5,0,0,1,37,11,6
HU_09894,Borsosberény,760,483,15,0,3,7,21,2,18,11,238,126,42
HU_14234,Buják,1594,946,24,0,3,14,59,6,14,23,575,172,56
HU_03665,Cered,819,477,10,0,0,2,40,2,7,12,259,112,33
HU_21935,Cserháthaláp,293,196,6,0,3,0,13,0,2,8,74,37,53
HU_22594,Cserhátsurány,606,392,8,0,2,2,7,5,8,9,235,79,37
HU_32319,Cserhátszentiván,112,94,6,0,0,0,8,0,8,5,43,16,8
HU_20145,Csesztve,261,207,4,0,1,1,9,0,0,8,85,47,52
HU_30270,Csécse,701,437,7,0,2,6,25,7,11,19,236,85,39
HU_05050,Csitár,298,175,6,0,0,2,9,0,2,3,105,31,17
HU_07320,Debercsény,82,65,0,0,0,0,1,0,3,2,38,7,14
HU_12511,Dejtár,1095,554,8,0,3,6,48,2,13,11,299,106,58
HU_06743,Diósjenő,2320,1298,17,0,9,14,61,4,38,47,708,260,140
HU_24439,Dorogháza,796,553,17,0,1,5,39,5,16,15,299,110,46
HU_08156,Drégelypalánk,1097,569,11,0,3,1,19,1,11,12,333,103,75
HU_04251,Ecseg,894,675,29,0,2,5,42,2,19,31,398,97,50
HU_17659,Egyházasdengeleg,335,226,2,0,0,1,29,3,6,7,124,36,18
HU_05980,Egyházasgerge,531,304,11,0,0,0,18,1,9,3,181,64,17
HU_25496,Endrefalva,873,314,2,0,1,0,4,2,4,2,247,42,10
HU_22655,Erdőkürt,428,316,7,0,1,5,16,1,9,13,176,61,27
HU_21795,Erdőtarcsa,430,233,9,0,0,2,11,1,8,6,140,36,20
HU_15370,Etes,1014,578,6,0,1,4,45,2,9,15,327,122,47
HU_21582,Érsekvadkert,2842,1732,32,0,4,13,83,12,46,37,879,444,182
HU_24323,Felsőpetény,478,348,4,0,0,4,10,0,12,8,224,58,28
HU_33312,Felsőtold,119,83,6,0,0,0,11,0,1,0,30,28,7
HU_25663,Galgaguta,499,334,4,0,0,3,16,1,10,9,178,72,41
HU_18494,Garáb,37,27,2,0,0,0,0,0,1,0,14,5,5
HU_05324,Herencsény,462,338,12,0,0,1,12,0,8,5,214,37,49
HU_03993,Héhalom,793,383,12,0,3,1,19,3,7,5,260,63,10
HU_33242,Hollókő,286,227,5,0,1,3,9,3,8,4,118,54,22
HU_13204,Hont,386,251,5,0,0,2,7,0,7,6,171,30,23
HU_13718,Horpács,145,108,4,0,1,1,12,1,4,3,48,22,12
HU_16878,Hugyag,640,472,14,0,26,2,16,0,2,2,342,56,12
HU_26833,Iliny,125,79,0,0,0,1,3,0,0,0,42,12,21
HU_03328,Ipolytarnóc,344,252,6,0,0,1,10,0,11,4,162,44,14
HU_29319,Ipolyvece,640,361,13,0,4,3,23,0,5,6,233,51,23
HU_08712,Jobbágyi,1544,907,31,0,4,7,90,5,19,29,469,192,61
HU_18625,Karancsalja,1173,695,9,0,2,4,58,9,21,16,300,190,86
HU_25548,Karancsberény,665,443,10,0,2,5,18,2,12,10,219,114,51
HU_08855,Karancskeszi,1374,735,11,0,3,3,47,1,15,13,408,153,81
HU_21041,Karancslapujtő,1971,1229,25,0,4,16,93,9,31,28,689,257,77
HU_26897,Karancsság,908,494,4,0,5,4,24,0,7,5,354,69,22
HU_28389,Kazár,1393,734,21,0,6,1,62,5,24,17,375,167,56
HU_08642,Kálló,1097,671,33,0,1,5,17,2,16,8,439,121,29
HU_31413,Keszeg,588,369,7,0,1,2,19,1,11,4,204,71,49
HU_11846,Kétbodony,398,270,6,0,0,1,13,0,10,7,147,60,26
HU_27243,Kisbágyon,342,250,3,0,4,8,21,0,11,18,119,37,29
HU_26295,Kisbárkány,138,120,9,0,0,0,4,0,1,0,84,12,10
HU_33206,Kisecset,175,127,4,0,0,1,6,1,13,8,66,21,7
HU_33400,Kishartyán,445,270,4,0,0,3,20,2,15,6,139,58,23
HU_13842,Kozárd,138,118,1,0,0,1,6,0,0,3,70,19,18
HU_19451,Kutasó,83,70,6,0,0,0,3,0,2,3,37,17,2
HU_30395,Legénd,383,257,2,0,0,1,6,0,6,7,160,53,22
HU_04871,Litke,593,423,11,0,1,5,29,3,4,6,302,52,10
HU_20190,Lucfalva,474,340,9,0,3,2,19,3,9,8,230,31,26
HU_02778,Ludányhalászi,1023,582,20,0,1,6,33,0,16,11,351,99,45
HU_26967,Magyargéc,585,292,5,0,0,3,18,1,7,4,199,40,15
HU_32407,Magyarnándor,901,644,12,0,3,7,46,3,10,13,295,167,88
HU_14641,Márkháza,180,151,3,0,1,0,6,0,4,2,107,19,9
HU_20075,Mátramindszent,608,396,17,0,2,6,31,1,10,20,209,68,32
HU_19372,Mátranovák,1313,807,16,0,3,7,64,2,28,23,392,207,65
HU_24332,Mátraszele,750,467,13,0,1,1,31,3,12,20,228,124,34
HU_04330,Mátraszőlős,1197,761,19,0,0,4,61,4,18,15,344,248,48
HU_33525,Mátraterenye,1379,703,35,0,1,8,83,1,26,14,328,135,72
HU_30100,Mátraverebély,1396,729,21,0,1,5,54,5,18,24,427,118,56
HU_13222,Mihálygerge,456,254,5,0,2,3,26,1,7,3,125,65,17
HU_27915,Mohora,711,468,12,0,1,4,42,4,10,15,254,75,51
HU_16391,Nagybárkány,478,368,3,0,0,0,18,0,3,1,285,40,18
HU_34281,Nagykeresztúr,195,125,2,0,0,0,5,0,7,2,69,33,7
HU_21102,Nagylóc,1104,766,22,0,2,2,30,2,16,15,463,135,79
HU_23986,Nagyoroszi,1529,861,22,0,9,10,59,2,36,23,394,220,86
HU_27580,Nemti,583,395,5,0,2,6,42,2,13,10,194,78,43
HU_09797,Nézsa,1009,763,14,0,2,6,39,2,38,16,416,148,82
HU_04358,Nógrád,1303,939,11,0,1,8,49,2,38,32,441,267,90
HU_32300,Nógrádkövesd,495,367,14,0,0,2,31,1,10,9,180,81,39
HU_29832,Nógrádmarcal,355,252,2,0,1,0,12,1,5,4,134,46,47
HU_12131,Nógrádmegyer,1288,928,50,0,5,13,75,1,17,20,615,101,31
HU_08387,Nógrádsáp,756,535,11,0,2,5,26,0,13,19,296,106,57
HU_19497,Nógrádsipek,584,440,11,0,2,2,18,4,10,11,228,86,68
HU_27340,Nógrádszakál,424,234,6,0,1,1,14,1,2,4,167,29,9
HU_29425,Nőtincs,993,717,9,0,3,4,45,1,42,21,377,168,47
HU_03249,Őrhalom,824,478,11,0,3,4,35,2,13,14,227,91,78
HU_19318,Ősagárd,260,206,3,0,2,1,10,2,11,5,106,37,29
HU_05883,Palotás,1328,868,18,0,0,6,61,4,30,31,417,244,57
HU_07199,Patak,698,497,6,0,0,5,22,2,14,12,287,80,69
HU_33880,Patvarc,592,354,8,0,4,2,17,0,10,12,165,94,42
HU_07409,Pásztó,7180,4197,57,0,2,19,306,29,94,117,1960,1299,314
HU_11590,Piliny,457,342,5,0,0,4,14,4,16,14,188,61,36
HU_17862,Pusztaberki,155,128,4,0,1,1,8,0,9,6,54,37,8
HU_23825,Rétság,2105,1342,21,0,3,13,129,10,39,40,629,330,128
HU_28884,Rimóc,1204,663,12,0,2,6,13,1,14,11,438,90,76
HU_12195,Romhány,1767,995,13,0,6,10,67,9,29,38,453,219,151
HU_25788,Salgótarján,26560,13885,135,0,42,59,1950,76,368,379,5872,4132,872
HU_12520,Ságújfalu,731,255,2,0,3,4,19,2,7,3,122,68,25
HU_24572,Sámsonháza,206,174,6,0,0,3,7,0,7,9,89,28,25
HU_14881,Sóshartyán,625,330,15,0,0,4,8,1,6,5,237,42,12
HU_19798,Szalmatercs,362,209,8,0,0,1,11,1,2,6,132,19,29
HU_13754,Szanda,475,345,5,0,1,0,27,0,17,14,176,65,40
HU_10199,Szarvasgede,334,238,6,0,0,2,9,0,5,1,136,61,18
HU_15325,Szátok,359,233,11,0,1,1,4,0,5,5,171,19,16
HU_04507,Szendehely,1315,855,11,0,8,9,24,4,34,30,489,187,59
HU_09043,Szente,241,169,3,0,0,3,7,0,2,0,106,31,17
HU_23047,Szécsénke,168,128,2,0,1,0,5,0,4,3,80,22,11
HU_06628,Szécsény,4431,2883,65,0,10,23,203,12,60,58,1422,792,238
HU_33011,Szécsényfelfalu,335,204,4,0,0,3,3,0,7,4,128,33,22
HU_07959,Szilaspogony,196,140,6,0,0,2,10,0,1,2,96,15,8
HU_21634,Szirák,795,511,19,0,2,3,17,0,5,10,353,83,19
HU_28194,Szuha,465,270,2,0,3,4,26,2,11,5,104,87,26
HU_19044,Szurdokpüspöki,1508,781,10,0,1,4,42,2,22,23,420,200,57
HU_18786,Szügy,1125,857,17,0,3,5,82,5,27,36,332,191,159
HU_32896,Tar,1487,866,17,0,3,6,51,3,30,26,415,253,62
HU_24174,Tereske,574,342,10,0,0,6,33,1,13,7,207,38,27
HU_04844,Terény,286,207,11,0,0,4,9,0,6,4,120,32,21
HU_06381,Tolmács,610,445,8,0,3,8,23,4,16,16,198,127,42
HU_30915,Vanyarc,961,570,13,0,4,3,30,4,12,22,313,104,65
HU_29498,Varsány,1230,698,13,0,3,3,24,4,5,15,453,104,74
HU_10320,Vizslás,995,510,6,0,3,3,36,0,10,16,247,138,51
HU_21661,Zabar,321,206,3,0,0,2,8,0,2,2,144,29,16
HU_34360,Rákóczibánya,485,335,16,0,0,0,11,0,9,11,170,92,26
HU_01508,Ipolyszög,454,323,5,0,0,0,18,1,3,7,192,62,35
HU_01526,Somoskőújfalu,1781,999,20,0,3,9,92,9,32,34,443,256,101
HU_27872,Abony,11538,5578,81,0,20,38,340,24,174,153,2836,1442,470
HU_18573,Acsa,1096,643,18,0,1,2,29,7,25,17,348,146,50
HU_31653,Albertirsa,10848,6441,120,0,24,59,460,38,269,263,2922,1750,536
HU_23199,Alsónémedi,4248,2564,36,0,14,20,132,24,86,114,1280,661,197
HU_33561,Apaj,905,524,3,0,3,4,35,2,16,27,260,118,56
HU_16188,Aszód,4922,3025,37,0,13,17,175,28,122,174,1219,1032,208
HU_10108,Áporka,1003,529,6,0,5,0,45,3,16,14,252,132,56
HU_09131,Bag,3036,1664,29,0,2,8,130,14,40,51,801,468,121
HU_18777,Bernecebaráti,659,421,4,0,3,5,16,3,20,22,234,77,37
HU_25098,Bénye,1021,651,8,0,3,5,34,3,27,19,348,136,68
HU_08891,Biatorbágy,11343,7363,60,0,37,64,342,67,385,479,2774,2637,518
HU_03407,Budajenő,1861,1386,15,0,4,15,55,14,84,108,511,483,97
HU_23463,Budakalász,9231,6447,103,0,33,56,375,65,438,444,2444,2091,398
HU_12052,Budakeszi,12010,8391,74,0,23,82,518,80,593,573,3193,2775,480
HU_23278,Budaörs,22348,15212,146,0,63,135,1293,144,978,1223,4748,5676,806
HU_32027,Bugyi,4247,2261,27,0,6,8,112,20,70,72,1131,587,228
HU_11341,Cegléd,28739,15643,153,0,93,239,1025,138,536,584,6799,4769,1307
HU_20640,Ceglédbercel,3548,1873,27,0,12,16,135,18,95,61,880,470,159
HU_05184,Csemő,3472,1633,34,0,6,13,77,12,63,58,821,363,186
HU_18476,Csévharaszt,1678,868,17,0,6,3,49,6,36,23,435,232,61
HU_06822,Csobánka,2891,1689,23,0,8,13,99,8,141,102,677,521,97
HU_33118,Csomád,1442,875,20,0,4,4,51,8,37,36,340,305,70
HU_22804,Csömör,7776,5196,35,0,20,48,419,48,330,301,1782,1860,353
HU_26985,Csővár,531,359,5,0,1,2,18,2,13,20,205,71,22
HU_09247,Dabas,13735,7428,63,0,20,38,373,28,278,179,3798,2066,585
HU_31811,Dánszentmiklós,2208,1151,14,0,0,9,101,8,28,31,629,222,109
HU_18397,Dány,3684,1753,21,0,4,10,65,16,49,47,1043,383,115
HU_09973,Délegyháza,4491,2432,35,0,11,18,166,26,121,104,929,810,212
HU_24013,Diósd,8523,5869,111,0,14,63,444,54,326,338,1855,2321,343
HU_04808,Domony,1770,1087,16,0,5,7,44,4,33,41,556,304,77
HU_29647,Dömsöd,4911,2487,37,0,14,13,139,10,70,95,1304,527,278
HU_25362,Dunabogdány,2625,1616,21,0,3,8,70,7,53,52,938,375,89
HU_09584,Dunaharaszti,18222,10700,75,0,58,119,784,117,608,579,3788,3950,622
HU_18616,Dunakeszi,32748,20345,390,0,74,165,1697,127,1075,1186,7048,7537,1046
HU_20534,Dunavarsány,6926,3789,50,0,30,34,277,36,174,163,1476,1292,257
HU_24518,Ecser,3276,1927,22,0,10,13,149,11,89,118,710,669,136
HU_13480,Erdőkertes,7645,4191,53,0,19,29,371,27,211,203,1669,1294,315
HU_30988,Érd,56172,35101,289,0,154,574,3118,277,1984,1980,12741,11883,2101
HU_09122,Farmos,2867,1620,26,0,6,8,99,9,52,57,804,394,165
HU_06035,Felsőpakony,3004,1678,28,0,8,10,95,9,75,51,740,499,163
HU_32610,Fót,16404,9957,71,0,44,71,880,81,546,543,3689,3288,744
HU_13295,Galgagyörk,744,435,6,0,0,3,21,3,9,14,256,89,34
HU_19503,Galgahévíz,2092,1118,23,0,4,5,91,8,51,43,519,280,94
HU_27128,Galgamácsa,1565,934,9,0,6,9,52,6,48,41,436,237,90
HU_09441,Gomba,2531,1407,26,0,13,11,69,11,73,58,667,328,151
HU_23649,Göd,16695,10876,96,0,40,102,706,94,707,625,3993,3927,586
HU_32559,Gödöllő,24743,16338,176,0,62,146,1142,176,888,906,5898,5903,1041
HU_25627,Gyál,19390,9499,74,0,39,60,814,70,413,429,3764,3096,740
HU_29735,Gyömrő,15390,8934,80,0,42,81,686,92,489,505,3135,3157,667
HU_09690,Halásztelek,9412,5524,61,0,23,52,482,39,267,251,2037,1932,380
HU_33552,Herceghalom,2036,1453,11,0,3,13,81,12,87,106,446,617,77
HU_09849,Hernád,3328,1390,15,0,5,10,108,11,50,52,566,468,105
HU_13949,Hévízgyörk,2695,1644,20,0,7,20,110,14,60,74,743,490,106
HU_03300,Iklad,1627,1023,16,0,2,8,84,12,43,47,415,340,56
HU_32106,Inárcs,3828,2272,31,0,6,19,158,21,82,95,988,696,176
HU_28097,Ipolydamásd,333,199,1,0,0,0,5,8,7,3,110,48,17
HU_04978,Ipolytölgyes,211,150,7,0,0,1,9,2,10,4,81,26,10
HU_07807,Isaszeg,9347,5450,74,0,29,48,452,91,304,249,2315,1416,472
HU_11004,Jászkarajenő,2070,1065,15,0,3,4,44,2,25,35,617,211,109
HU_32230,Kakucs,2425,1509,33,0,6,6,81,9,58,65,720,393,138
HU_30696,Kartal,4781,2437,52,0,5,18,129,24,66,88,1239,631,185
HU_27827,Káva,522,372,10,0,2,1,16,0,17,19,150,121,36
HU_22345,Kemence,783,497,9,0,4,4,18,0,22,13,290,104,33
HU_34166,Kerepes,8849,5470,43,0,19,38,416,39,298,273,2057,1869,418
HU_10816,Kiskunlacháza,7417,3655,40,0,11,23,218,27,116,115,1663,1114,328
HU_33738,Kismaros,2033,1405,24,0,4,10,76,12,93,61,604,422,99
HU_05227,Kisnémedi,565,307,5,0,0,3,14,2,10,8,149,95,21
HU_29850,Kisoroszi,819,589,9,0,2,5,35,8,35,29,254,163,49
HU_34157,Kistarcsa,10519,6187,48,0,32,58,476,46,302,328,2352,2161,384
HU_32771,Kocsér,1460,769,12,0,4,0,33,3,11,18,499,146,43
HU_27687,Kosd,2039,1327,20,0,4,7,59,17,45,58,688,315,114
HU_31361,Kóka,3622,1725,16,0,4,14,90,15,60,82,824,444,176
HU_24679,Kóspallag,604,419,4,0,0,2,20,1,21,13,200,108,50
HU_32975,Kőröstetétlen,652,417,3,0,1,2,24,2,10,13,253,79,30
HU_30809,Leányfalu,3174,2090,33,0,7,7,104,14,152,92,806,728,147
HU_22682,Letkés,874,540,5,0,1,1,26,5,10,18,295,114,65
HU_09140,Lórév,250,153,0,0,0,1,10,1,5,9,73,46,8
HU_10922,Maglód,9951,5924,68,0,31,59,517,54,351,308,2186,1841,509
HU_10755,Majosháza,1413,887,9,0,3,11,84,4,31,43,412,221,69
HU_04394,Makád,1041,486,7,0,2,4,18,6,9,16,286,96,42
HU_04570,Márianosztra,641,426,7,0,1,0,31,3,10,18,207,99,50
HU_03692,Mende,3375,1605,20,0,5,10,143,9,89,50,715,450,114
HU_24466,Mikebuda,580,246,3,0,0,1,12,3,8,9,154,35,21
HU_17783,Mogyoród,6393,3987,29,0,16,37,243,30,175,198,1553,1392,314
HU_10551,Monor,14918,7419,121,0,28,48,464,54,335,229,3497,2018,625
HU_14775,Nagybörzsöny,505,332,6,0,2,5,18,2,16,13,189,55,26
HU_13435,Nagykáta,9813,5102,63,0,11,44,344,23,140,205,2539,1322,411
HU_09991,Nagykovácsi,6307,4469,50,0,9,53,258,45,382,336,1484,1603,249
HU_19716,Nagykőrös,18429,9319,130,0,19,50,692,28,245,301,4474,2737,643
HU_31732,Nagymaros,4023,2834,30,0,8,20,170,31,166,139,1369,702,199
HU_23409,Nagytarcsa,4775,2965,29,0,22,23,193,29,140,151,1103,1058,217
HU_23038,Nyáregyháza,3145,1745,43,0,20,7,111,15,55,79,879,339,197
HU_20066,Nyársapát,1546,584,7,0,1,4,33,1,9,20,304,168,37
HU_04075,Ócsa,7838,4609,37,0,34,32,228,35,170,167,2197,1295,414
HU_05281,Örkény,3822,1957,39,0,8,15,140,8,84,54,1034,416,159
HU_08545,Őrbottyán,6448,3833,39,0,17,32,244,36,203,161,1577,1232,292
HU_22248,Pánd,1487,634,16,0,4,2,47,3,21,26,320,133,62
HU_15024,Páty,6453,4107,102,0,7,27,257,35,208,267,1644,1276,284
HU_18689,Penc,1230,823,12,0,4,3,40,7,35,28,409,189,96
HU_28185,Perbál,1687,944,35,0,0,0,44,2,46,41,470,251,55
HU_04181,Perőcsény,327,234,7,0,0,6,17,5,11,6,107,59,16
HU_04057,Pécel,13324,8293,84,0,37,65,595,66,424,422,3264,2767,569
HU_21847,Péteri,2112,1131,20,0,6,11,82,6,47,46,447,368,98
HU_09821,Pilis,9572,5022,81,0,29,33,302,20,197,171,2093,1197,899
HU_29601,Pilisborosjenő,3313,2190,76,0,7,14,135,8,167,133,722,828,100
HU_07144,Piliscsaba,6506,3902,83,0,6,28,191,45,290,234,1552,1209,264
HU_34148,Pilisjászfalu,1629,1136,17,0,7,8,70,14,88,86,368,404,74
HU_05290,Pilisszántó,2222,1356,10,0,1,6,90,8,73,47,583,434,104
HU_11396,Pilisszentiván,3482,2342,44,0,13,21,155,18,128,117,1012,675,159
HU_18731,Pilisszentkereszt,1731,1047,13,0,6,6,49,15,50,45,478,303,82
HU_08457,Pilisszentlászló,976,652,12,0,6,8,18,9,47,35,238,212,67
HU_14340,Pilisvörösvár,11593,7200,117,0,18,55,404,38,315,309,3249,2236,459
HU_06372,Pomáz,14505,9227,70,0,41,80,680,87,611,601,3492,2988,577
HU_04905,Pócsmegyer,2328,1384,20,0,11,6,80,11,84,76,580,413,103
HU_23083,Pusztavacs,1058,653,18,0,0,1,22,4,25,14,349,147,73
HU_15583,Pusztazámor,956,605,6,0,0,7,50,5,33,20,208,218,58
HU_21388,Püspökhatvan,1088,757,12,0,0,1,32,6,23,19,436,176,52
HU_04303,Püspökszilágy,593,384,12,0,1,3,22,0,18,18,188,86,36
HU_17260,Ráckeve,8746,4757,67,0,23,30,319,28,173,207,2157,1411,342
HU_02370,Rád,1578,1025,13,0,4,8,30,3,56,39,525,270,77
HU_07384,Solymár,8857,6059,37,0,20,55,337,53,395,350,2540,1939,333
HU_06840,Sóskút,2947,1906,20,0,10,70,123,17,112,108,685,581,180
HU_21713,Sülysáp,6884,3713,28,0,20,34,177,31,140,174,1834,978,297
HU_21458,Szada,4830,3257,52,0,12,28,190,25,205,175,1225,1100,245
HU_17312,Százhalombatta,14482,8492,75,0,53,68,922,58,389,442,2944,2977,564
HU_15440,Szentendre,22128,14512,158,0,50,108,915,126,893,832,5503,5150,777
HU_07542,Szentlőrinckáta,1540,786,19,0,3,10,40,0,19,20,434,168,73
HU_28653,Szentmártonkáta,4089,2002,53,0,4,12,139,12,83,90,977,463,169
HU_26259,Szigetbecse,1144,592,10,0,2,4,35,4,25,22,317,140,33
HU_07870,Szigetcsép,2298,1250,12,0,3,5,117,8,59,47,519,396,84
HU_13277,Szigethalom,14773,7042,60,0,29,64,731,36,467,325,2425,2326,579
HU_26213,Szigetmonostor,2424,1486,21,0,4,10,96,8,119,68,614,436,110
HU_15185,Szigetszentmárton,2104,1253,11,0,4,14,138,7,46,54,430,423,126
HU_28954,Szigetszentmiklós,30946,17437,157,0,67,163,1454,145,868,939,6133,6386,1125
HU_22114,Szigetújfalu,1904,1190,23,0,5,13,144,10,48,68,449,337,93
HU_24916,Szob,2096,1291,22,0,3,11,82,17,81,65,632,273,105
HU_06947,Szokolya,1527,813,6,0,5,4,51,6,53,29,378,212,69
HU_12690,Sződ,2555,1432,11,0,3,8,59,16,52,50,756,376,101
HU_28866,Sződliget,3852,2567,33,0,10,28,213,22,120,125,940,895,181
HU_31963,Tahitótfalu,5091,2992,25,0,10,19,158,28,138,125,1430,855,204
HU_30720,Taksony,5491,3443,43,0,29,30,215,31,180,188,1352,1108,267
HU_27386,Tatárszentgyörgy,1477,833,22,0,1,5,23,2,17,17,589,105,52
HU_08332,Táborfalva,2699,1475,15,0,9,12,89,3,50,51,729,380,137
HU_15015,Tápióbicske,2861,1465,35,0,5,11,92,5,55,57,755,302,148
HU_17303,Tápiógyörgye,2801,1315,26,0,5,18,86,8,36,75,632,317,112
HU_09405,Tápióság,2259,1075,24,0,4,9,75,5,46,41,490,283,98
HU_31796,Tápiószecső,4995,2702,45,0,7,16,191,26,94,105,1294,692,232
HU_14146,Tápiószele,4867,2330,53,0,12,24,155,7,73,97,1213,527,169
HU_14571,Tápiószentmárton,4717,2434,38,0,16,11,135,7,51,80,1369,531,196
HU_02769,Tápiószőlős,2438,1218,20,0,3,5,76,4,26,42,640,257,145
HU_04154,Tárnok,8320,4700,36,0,29,69,359,39,265,268,1631,1618,386
HU_08280,Telki,3258,2453,41,0,3,18,114,17,190,210,749,1012,99
HU_19248,Tésa,88,64,0,0,0,2,5,0,5,3,25,17,7
HU_07108,Tinnye,1538,1008,11,0,4,13,72,5,68,58,370,321,86
HU_21467,Tóalmás,3212,1364,16,0,7,4,74,13,41,49,663,385,112
HU_24527,Tök,1133,744,6,0,0,4,35,10,55,36,363,196,39
HU_29823,Tököl,8663,4604,47,0,36,45,334,25,240,262,1803,1460,352
HU_06859,Törökbálint,11236,7365,62,0,28,76,507,58,396,551,2640,2620,427
HU_22008,Törtel,3408,1711,32,0,14,9,79,15,40,40,1000,389,93
HU_09593,Tura,6204,3272,55,0,17,22,198,27,117,101,1752,750,233
HU_06293,Újhartyán,2303,1380,12,0,5,11,64,14,38,41,696,384,115
HU_19682,Újlengyel,1466,732,10,0,3,1,33,8,18,27,411,144,77
HU_17808,Újszilvás,2170,930,13,0,4,2,43,4,24,32,539,207,62
HU_28644,Úri,2105,1337,15,0,10,8,83,11,57,54,679,287,133
HU_12894,Üllő,9975,5580,54,0,31,50,415,49,306,270,2176,1740,489
HU_11934,Üröm,6394,4529,98,0,18,49,305,26,268,310,1478,1715,262
HU_17598,Valkó,1981,793,12,0,2,3,41,10,19,26,430,193,57
HU_22585,Vasad,1563,811,11,0,2,7,31,4,32,28,420,226,50
HU_24934,Vác,26577,16677,178,0,41,128,1415,136,734,878,6855,5281,1031
HU_05917,Vácduka,1406,780,8,0,0,9,27,10,39,41,335,270,41
HU_30331,Vácegres,763,462,10,0,1,1,29,4,18,13,243,107,36
HU_19886,Váchartyán,1500,927,17,0,3,4,47,8,44,38,450,237,79
HU_05698,Váckisújfalu,391,296,5,0,1,4,16,1,16,12,146,63,32
HU_17668,Vácrátót,1914,1249,22,0,6,6,53,7,57,73,566,359,100
HU_09104,Vácszentlászló,1755,916,14,0,2,5,54,5,29,37,460,230,80
HU_10737,Vámosmikola,1185,657,12,0,0,1,27,4,22,19,432,93,47
HU_26815,Vecsés,16669,9071,67,0,34,61,671,61,389,372,3751,3082,583
HU_18342,Veresegyház,15599,9654,96,0,43,92,757,106,560,542,3159,3720,579
HU_33729,Verőce,3155,2145,21,0,7,13,113,19,173,123,926,602,148
HU_22488,Verseg,1058,507,0,0,1,1,32,4,9,10,321,93,36
HU_28413,Visegrád,1445,981,25,0,3,7,50,6,36,25,500,258,71
HU_14960,Zebegény,1048,798,9,0,1,1,39,3,66,32,382,208,57
HU_25034,Zsámbék,4465,2870,26,0,8,24,139,35,141,155,1285,878,179
HU_22035,Zsámbok,2007,1115,20,0,16,10,83,9,54,30,572,246,75
HU_34333,Csörög,1692,952,20,0,5,7,50,3,27,35,552,199,54
HU_34315,Remeteszőlős,818,612,16,0,1,6,28,5,36,50,206,223,41
HU_34397,Monorierdő,4131,2163,32,0,11,13,159,13,103,86,934,606,206
HU_34184,Alsóbogát,186,115,7,0,0,2,4,0,4,2,79,12,5
HU_28714,Andocs,770,470,12,0,0,2,22,1,11,10,303,82,27
HU_06080,Ádánd,1754,1019,21,0,15,7,60,5,37,35,533,229,77
HU_30474,Babócsa,1172,788,15,0,1,5,45,1,11,25,455,183,47
HU_14395,Bakháza,140,95,3,0,0,0,3,0,1,5,47,30,6
HU_27377,Balatonberény,959,651,16,0,1,9,45,5,25,20,260,234,36
HU_33853,Balatonboglár,4712,2882,32,0,10,20,252,34,106,96,1247,915,170
HU_19460,Balatonendréd,1082,728,16,0,3,6,31,5,18,30,358,179,82
HU_20729,Balatonfenyves,1905,1276,31,0,7,11,124,3,43,50,594,330,83
HU_07117,Balatonföldvár,2133,1549,18,0,4,10,122,10,46,45,662,554,78
HU_07375,Balatonkeresztúr,1419,848,6,0,1,10,59,3,32,20,368,281,68
HU_33862,Balatonlelle,4053,2615,36,0,6,21,197,14,73,92,1235,783,158
HU_14562,Balatonmáriafürdő,691,433,5,0,3,6,38,5,9,8,198,145,16
HU_11916,Balatonőszöd,452,288,4,0,3,4,21,3,6,6,154,68,19
HU_16601,Balatonszabadi,2401,1516,18,0,9,10,116,7,59,55,705,411,126
HU_24907,Balatonszárszó,1842,1289,17,0,5,4,107,5,65,41,565,402,78
HU_22822,Balatonszemes,1452,961,11,0,3,10,84,6,37,18,497,229,66
HU_21324,Balatonszentgyörgy,1241,714,12,0,2,3,66,2,16,29,341,202,41
HU_16470,Balatonújlak,349,258,2,0,1,2,15,2,3,6,141,65,21
HU_32799,Barcs,8347,4393,65,0,9,24,384,17,96,210,1924,1411,253
HU_32337,Baté,611,415,7,0,0,4,41,2,10,27,194,96,34
HU_28316,Bábonymegyer,624,383,9,0,0,0,18,2,14,18,215,78,29
HU_24457,Bálványos,471,243,7,0,1,1,13,4,7,7,119,57,27
HU_03735,Bárdudvarnok,903,578,18,0,6,12,27,6,29,24,273,129,54
HU_20710,Bedegkér,291,209,8,0,0,3,8,0,10,8,123,37,12
HU_17127,Beleg,410,331,8,0,3,0,19,0,5,13,216,41,26
