gisco_id,name,registered,turnout,invalid,blank,PSD-PC,PDL,PNL,UDMR/RMDSZ,PRM,PNȚCD,Pavel,FC
RO_093771,Independenta,2987,1162,55,0,149,5,377,358,59,107,37,15
RO_093815,Jegalia,3731,1041,48,0,178,6,200,442,24,80,43,20
RO_093851,Lehliu,2254,628,50,0,239,5,165,83,10,40,24,12
RO_093888,Lehliu Gară,5538,1898,84,0,288,12,726,447,75,151,71,44
RO_093931,Lupsanu,2823,912,45,0,99,4,447,209,10,68,17,13
RO_093995,Mihail Kogalniceanu,2665,762,28,0,473,6,82,121,2,30,15,5
RO_094045,Milosesti,2418,435,20,0,49,8,88,203,7,31,21,8
RO_094081,Movila,1642,509,32,0,112,2,56,252,3,36,15,1
RO_094107,Munteni-Buzau,2998,1013,37,0,40,7,115,749,4,36,22,3
RO_094125,Alexandru Odobescu,2308,1349,60,0,337,6,315,546,13,41,16,15
RO_094161,Perieti,2965,660,25,0,54,3,220,267,5,57,18,11
RO_094223,Perisoru,4091,759,41,0,111,4,268,186,21,88,29,11
RO_094269,Reviga,2535,1051,36,0,29,2,605,294,11,51,19,4
RO_094312,Roseti,4709,1359,124,0,54,7,164,787,76,73,54,20
RO_094330,Salcioara,1887,748,35,0,10,3,88,573,2,19,12,6
RO_094376,Saveni,2928,460,11,0,25,1,82,288,5,33,14,1
RO_094429,Scanteia,3379,570,26,0,55,4,139,279,2,43,15,7
RO_094456,Sfantu Gheorghe,1674,418,27,0,61,3,169,96,4,40,16,2
RO_094492,Stelnica,1435,451,19,0,21,1,121,252,3,17,16,1
RO_094535,Suditi,1771,683,15,0,80,1,360,177,1,32,13,4
RO_094562,Stefan Cel Mare,2608,766,34,0,126,1,135,387,5,50,20,8
RO_094580,Stefan Voda,1936,959,45,0,78,2,536,183,12,70,13,20
RO_094606,Ulmu,1348,1259,33,0,778,4,279,101,9,31,12,12
RO_094651,Unirea,2394,696,25,0,100,2,231,216,29,55,27,11
RO_094688,Valea Ciorii,1552,535,12,0,34,1,165,288,3,11,20,1
RO_094731,Valcelele,1542,1226,54,0,30,4,893,114,18,52,33,28
RO_094768,Vlad Tepes,1941,997,50,0,353,4,390,144,6,27,10,13
RO_094795,Vladeni,1737,819,38,0,88,10,58,591,3,16,14,1
RO_095060,Iaşi,276822,49258,2249,0,6498,471,12282,15674,974,6627,3667,816
RO_095088,Barnova,3475,1107,54,0,443,6,190,306,4,53,40,11
RO_095159,Holboca,10582,1623,99,0,337,15,331,427,25,215,144,30
RO_095239,Rediu,3089,787,43,0,373,4,138,142,4,28,49,6
RO_095293,Tomesti,10796,1376,114,0,447,16,184,328,22,156,100,9
RO_095355,Hârlău,9392,1788,86,0,123,9,310,939,32,171,93,25
RO_095391,Paşcani,36669,7307,372,0,891,53,1086,2950,119,1108,618,110
RO_095471,Târgu Frumos,11142,1925,116,0,403,18,448,532,14,233,128,33
RO_095499,Ion Neculce,4045,1115,65,0,58,11,161,701,11,55,42,11
RO_095612,Alexandru I. Cuza,2294,693,37,0,59,5,121,290,2,49,120,10
RO_095667,Andrieseni,3255,819,63,0,103,6,136,420,6,42,33,10
RO_095747,Aroneanu,2306,715,23,0,103,12,369,127,10,36,26,9
RO_095792,Baltati,3899,1031,44,0,154,4,276,404,11,47,77,14
RO_095872,Belcesti,8308,1932,136,0,249,24,453,828,27,107,57,51
RO_095943,Bivolari,3449,688,51,0,58,4,131,349,7,41,38,9
RO_096003,Ungheni,3367,833,63,0,101,15,420,125,10,56,33,10
RO_096058,Braesti,2458,660,24,0,41,0,351,199,3,21,12,9
RO_096110,Butea,3389,727,52,0,128,7,346,106,6,38,35,9
RO_096147,Ceplenita,3464,770,47,0,234,7,91,265,8,43,59,16
RO_096192,Ciortesti,3335,1025,100,0,98,10,216,469,3,46,62,21
RO_096254,Ciurea,8411,1731,106,0,170,9,296,840,12,129,143,26
RO_096334,Coarnele Caprei,2292,716,25,0,490,7,43,99,7,23,15,7
RO_096370,Comarna,3620,975,62,0,93,8,169,506,4,61,58,14
RO_096423,Costuleni,3891,1081,83,0,308,21,151,370,10,58,58,22
RO_096478,Cotnari,5988,1285,77,0,116,22,199,689,11,85,58,28
RO_096593,Cozmesti,2263,620,49,0,159,4,205,132,1,32,30,8
RO_096637,Cristesti,3218,1084,40,0,59,10,124,720,23,71,26,11
RO_096664,Cucuteni,1050,581,20,0,24,7,340,141,3,14,24,8
RO_096717,Dagata,3500,1495,83,0,84,11,793,430,7,52,24,11
RO_096815,Deleni,7676,1331,73,0,346,15,204,463,17,123,66,24
RO_096888,Dobrovat,2026,958,70,0,63,7,179,525,8,46,38,22
RO_096904,Dolhesti,2188,673,40,0,155,5,156,258,1,31,13,14
RO_096940,Dumesti,3705,923,73,0,330,10,171,215,3,58,46,17
RO_097009,Erbiceni,4264,1465,56,0,107,24,845,259,8,71,57,38
RO_097063,Focuri,3047,549,48,0,18,2,53,369,5,30,15,9
RO_097090,Golaiesti,2899,886,34,0,49,5,467,226,6,36,54,9
RO_097189,Gorban,2279,610,45,0,77,10,197,145,8,41,79,8
RO_097241,Grajduri,2297,501,32,0,138,5,127,116,3,30,40,10
RO_097321,Gropnita,2598,738,45,0,289,11,112,203,3,32,30,13
RO_097394,Grozesti,1458,433,28,0,153,5,59,129,5,18,28,8
RO_097438,Halaucesti,4595,969,61,0,130,6,417,174,27,68,70,16
RO_097465,Helesteni,2028,899,33,0,76,9,87,623,1,24,37,9
RO_097517,Horlesti,2322,826,49,0,58,9,330,239,4,27,100,10
RO_097553,Ipatele,1470,722,37,0,25,8,95,505,2,24,14,12
RO_097606,Lespezi,4852,819,34,0,215,7,125,264,4,99,55,16
RO_097679,Letcani,5282,1124,67,0,273,7,376,281,4,52,43,21
RO_097722,Lungani,3649,1542,69,0,65,6,216,1117,0,36,13,20
RO_097777,Madarjac,1158,344,22,0,57,3,124,71,2,42,17,6
RO_097811,Mircesti,2953,787,31,0,452,10,93,87,30,47,30,7
RO_097875,Mironeasa,2856,1157,72,0,742,14,121,150,2,33,14,9
RO_097919,Miroslava,7889,1700,121,0,247,12,530,363,27,132,237,31
RO_098051,Miroslovesti,3771,831,36,0,63,3,149,461,4,74,31,10
RO_098113,Mogosesti,3762,835,80,0,301,14,125,184,7,44,66,14
RO_098168,Mogosesti-Siret,3159,1468,41,0,989,8,84,196,7,46,86,11
RO_098202,Mosna,1526,422,24,0,121,3,128,94,4,16,24,8
RO_098220,Motca,4006,1173,67,0,180,9,400,256,7,172,61,21
RO_098257,Movileni,2556,627,54,0,251,4,85,148,0,53,24,8
RO_098300,Oteleni,2986,647,35,0,167,9,112,201,22,33,56,12
RO_098337,Plugari,2722,439,17,0,105,7,48,217,1,21,9,14
RO_098373,Podu Iloaiei,7709,1342,97,0,382,18,235,326,6,154,99,25
RO_098435,Popesti,3090,865,49,0,242,8,123,358,9,42,24,10
RO_098505,Popricani,5666,1658,66,0,430,16,530,422,16,79,71,28
RO_098603,Prisacani,2800,911,61,0,210,6,236,278,7,47,50,16
RO_098649,Probota,2849,656,39,0,61,4,113,331,15,49,24,20
RO_098685,Raducaneni,6213,1267,83,0,136,9,501,325,23,92,71,27
RO_098738,Romanesti,1546,676,50,0,68,6,316,161,5,40,18,12
RO_098774,Ruginoasa,4802,1512,61,0,61,7,407,791,10,90,50,35
RO_098827,Schitu Duca,3282,1610,87,0,118,5,182,1074,8,82,35,19
RO_098916,Scanteia,3360,883,56,0,125,5,117,428,12,72,44,24
RO_098998,Scobinti,5687,1189,75,0,78,12,171,682,21,79,54,17
RO_099058,Sinesti,3072,1218,69,0,824,12,105,162,15,15,10,6
RO_099101,Siretel,2946,773,30,0,98,1,130,436,8,28,29,13
RO_099165,Stolniceni-Prajescu,4461,1112,74,0,92,8,408,384,8,50,66,22
RO_099209,Strunga,3525,1045,73,0,79,7,118,656,7,50,39,16
RO_099290,Scheia,2290,785,38,0,399,5,76,193,6,31,26,11
RO_099370,Sipote,4107,1105,64,0,56,4,115,780,3,40,17,26
RO_099441,Tansa,2271,1273,108,0,104,7,360,559,32,30,46,27
RO_099478,Tatarusi,4571,1325,56,0,60,10,143,895,10,82,46,23
RO_099539,Todiresti,3490,822,40,0,174,5,164,332,10,42,43,12
RO_099600,Trifesti,2854,498,22,0,143,5,144,101,14,25,38,6
RO_099673,Tibana,5101,1514,77,0,123,15,471,736,5,37,22,28
RO_099780,Tibanesti,6810,1893,88,0,304,14,544,718,12,106,63,44
RO_099879,Tiganasi,2316,692,26,0,45,4,299,245,4,32,28,9
RO_099922,Tutora,1735,452,28,0,33,5,216,120,4,18,20,8
RO_099968,Valea Seaca,4659,1371,60,0,83,4,560,393,12,142,109,8
RO_100004,Victoria,3314,862,58,0,280,9,123,270,6,83,24,9
RO_100086,Vânători,3654,965,35,0,45,6,156,425,6,62,215,15
RO_100148,Vlădeni,3506,807,49,0,65,7,178,373,4,67,41,23
RO_100219,Voineşti,4719,1238,58,0,297,22,420,299,12,60,49,21
RO_025418,Bals,20843,5084,250,0,926,18,1950,1239,81,428,160,32
RO_100282,Costeşti,1452,406,34,0,46,3,65,203,3,15,25,12
RO_100308,Draguşeni,1121,509,16,0,47,4,163,239,4,19,10,7
RO_100317,Fântânele,1498,555,19,0,54,1,82,346,6,25,9,13
RO_100326,Hărmăneşti,1754,647,30,0,101,7,243,176,4,34,44,8
RO_000335,Rachiţeni,2594,440,18,0,70,3,154,156,6,19,9,5
RO_000344,Roşcani,1162,498,23,0,330,3,73,42,2,12,5,8
RO_000353,Valea Lupului,3309,710,35,0,77,7,163,322,3,39,51,13
RO_100362,Ciohorani,1469,368,16,0,14,1,47,258,1,5,19,7
RO_000521,Giurgiu,60725,15064,652,0,3028,109,3745,4525,183,1854,768,200
RO_100549,Slobozia,2059,583,20,0,166,4,133,180,10,44,23,3
RO_000576,Buftea,17277,4873,245,0,444,35,1695,879,43,1131,337,64
RO_000610,Oltenita,24894,3896,200,0,527,28,623,1563,247,484,171,53
RO_000638,Mitreni,3769,627,34,0,124,6,124,174,34,89,27,15
RO_100683,Municipiul Urziceni,15301,2394,81,0,347,15,688,584,103,359,184,33
RO_100709,Ciocârlia,707,342,8,0,10,1,248,42,4,19,10,0
RO_000736,Manasia,3885,667,34,0,55,1,353,111,6,69,31,7
RO_100754,Adâncata,2343,661,19,0,29,2,115,418,5,36,29,8
RO_000781,Adunatii-Copaceni,5123,1677,82,0,625,10,298,458,18,137,41,8
RO_100834,Afumaţi,5544,2487,81,0,1107,9,610,464,13,160,35,8
RO_000852,Alexeni,1966,426,25,0,38,2,96,210,4,34,13,4
RO_000870,Armasesti,2102,280,14,0,105,0,62,62,3,18,15,1
RO_000923,Axintele,2137,882,46,0,34,3,349,396,3,23,9,19
RO_000969,Balotesti,5661,1505,42,0,293,14,664,215,13,184,63,17
RO_101001,Băneasa,4383,1776,69,0,268,3,827,429,15,105,28,32
RO_101056,Bărcăneşti,3097,456,19,0,33,3,104,195,54,33,11,4
RO_001083,Belciugatele,1632,796,57,0,258,6,331,61,6,37,19,21
RO_101145,Berceni,3360,1815,43,0,426,3,316,868,8,101,38,12
RO_001163,Bolintin-Deal,5087,1387,60,0,194,4,771,211,16,88,40,3
RO_001190,Bolintin-Vale,9815,1768,96,0,161,14,661,563,16,152,77,28
RO_101243,Radulesti,1099,427,22,0,28,3,63,273,5,20,9,4
RO_101298,Brăneşti,7005,2537,90,0,440,5,1271,423,13,166,106,23
RO_001341,Brezoaele,3045,1407,66,0,78,2,806,288,9,92,62,4
RO_101378,Bucşani,2814,1862,36,0,403,9,568,748,3,63,21,11
RO_101458,Oraş Budeşti,5828,1770,106,0,344,10,811,305,20,107,42,25
RO_001519,Bulbucata,1121,533,18,0,139,3,292,54,2,18,5,2
RO_001564,Butimanu,1747,1479,56,0,46,0,891,386,9,61,24,6
RO_001617,Buturugeni,3101,1386,65,0,300,6,161,726,15,67,32,14
RO_101662,Calugăreni,4820,1725,60,0,562,14,111,788,15,128,32,15
RO_001724,Cascioarele,1718,504,19,0,101,3,166,146,12,47,10,0
RO_001742,Cernica,7479,5342,239,0,486,12,3328,873,15,262,74,53
RO_101804,Chirnogi,6372,934,51,0,116,7,323,244,22,109,54,8
RO_001822,Chiselet,2784,872,55,0,362,9,137,207,17,46,33,6
RO_101840,Ciocăneşti,3986,1928,104,0,95,2,532,1042,9,92,35,17
RO_001902,Ciolpani,3772,1607,37,0,513,7,681,207,9,105,37,11
RO_001957,Ciorogarla,4004,1485,86,0,126,3,728,393,18,95,27,9
RO_001984,Clejani,2465,2637,58,0,75,0,1969,471,5,33,22,4
RO_002035,Clinceni,4226,2402,81,0,1567,4,347,210,14,124,47,8
RO_002071,Colibasi,2836,2490,102,0,297,19,453,1414,94,79,24,8
RO_102106,Comana,5745,4261,117,0,389,7,3332,214,15,114,59,14
RO_002160,Corbeanca,3571,1241,43,0,162,12,640,250,7,86,41,0
RO_002213,Cornetu,4084,1902,51,0,301,7,914,436,5,123,53,12
RO_002240,Cosereni,3853,602,34,0,65,2,119,300,8,46,20,8
RO_002286,Crevedia,4578,1830,87,0,61,10,694,758,12,140,54,14
RO_002348,Crevedia Mare,3634,2243,92,0,1125,6,393,533,6,49,34,5
RO_002419,Curcani,4201,1043,25,0,312,3,510,85,5,72,21,10
RO_002446,Daia,2344,538,26,0,124,3,71,243,13,40,13,5
RO_002473,Dascalu,2109,1314,63,0,119,4,524,467,2,84,39,12
RO_002525,Darasti-Ilfov,2278,1733,47,0,233,3,567,801,3,61,12,6
RO_002543,1 Decembrie,5763,989,48,0,57,4,393,262,15,159,42,9
RO_102570,Domneşti,5191,1943,76,0,412,8,958,244,4,171,54,16
RO_002605,Dragomiresti-Vale,3523,2834,86,0,357,7,1806,388,11,124,45,10
RO_102641,Drăgoeşti,842,508,27,0,8,3,75,371,2,14,6,2
RO_002703,Dridu,2997,748,31,0,78,1,115,455,5,45,15,3
RO_002749,Fierbinti-Targ,4057,1023,31,0,39,1,609,184,15,93,42,9
RO_002794,Floresti-Stoenesti,6772,2237,58,0,127,5,1221,638,27,97,47,17
RO_102838,Frăsinet,1512,438,25,0,96,2,94,87,97,23,11,3
RO_002909,Fratesti,4474,1122,42,0,154,8,392,356,6,104,37,23
RO_002945,Frumusani,3631,756,47,0,131,5,378,89,8,57,31,10
RO_103014,Fundeni,3857,588,32,0,71,3,172,209,10,54,25,12
RO_003032,Fundulea,5311,2388,126,0,201,7,669,1175,21,106,54,29
RO_003087,Gaiseni,4185,883,41,0,219,5,91,452,4,40,18,13
RO_103130,Găneasa,3465,1856,81,0,319,5,972,322,4,118,23,12
RO_003194,Gaujani,2066,1004,56,0,241,8,357,261,16,46,15,4
RO_003238,Ghimpati,4514,4370,118,0,466,4,2977,519,7,52,219,8
RO_003283,Garbovi,3529,332,22,0,23,0,94,125,7,36,19,6
RO_003309,Gogosari,1539,895,30,0,492,10,99,191,16,38,13,6
RO_003354,Gostinu,1854,1301,8,0,1052,2,170,35,4,21,4,5
RO_003372,Gostinari,2028,759,64,0,200,9,72,336,22,40,9,7
RO_103407,Grădinari,2615,898,24,0,349,5,83,336,16,44,32,9
RO_103443,Grădiştea,2376,855,43,0,222,6,395,101,4,52,24,8
RO_003470,Greaca,2159,1282,23,0,63,1,720,403,24,31,11,6
RO_003513,Gruiu,5499,1753,95,0,931,7,382,167,15,118,31,7
RO_003568,Gurbanesti,1128,585,42,0,29,2,82,374,12,22,10,12
RO_003639,Hotarele,3359,907,50,0,133,3,148,488,12,36,28,9
RO_003693,Iepuresti,1711,1960,73,0,71,9,984,705,7,72,22,17
RO_003764,Ileana,2710,499,22,0,68,5,50,255,27,44,26,2
RO_003862,Ion Roata,2982,807,46,0,247,3,281,123,12,67,23,5
RO_103899,Izvoarele,3316,1642,58,0,1125,12,168,166,15,64,19,15
RO_003960,Jilavele,3082,485,28,0,27,4,72,284,10,31,21,8
RO_003997,Joiţa,2649,878,40,0,55,1,545,144,5,66,17,5
RO_004047,Letca Noua,2726,1795,44,0,581,8,490,605,5,32,12,18
RO_004083,Luica,1829,337,27,0,133,7,39,67,11,39,10,4
RO_104118,Mihai Bravu,2037,1658,44,0,192,4,350,994,9,45,17,3
RO_104136,Oraş Mihăileşti,5857,4877,102,0,147,13,3818,395,17,123,245,17
RO_004181,Manastirea,4767,978,63,0,299,19,230,186,32,81,52,16
RO_004225,Marsa,2156,1129,61,0,272,4,345,398,6,32,7,4
RO_004243,Moara Vlasiei,4773,1699,60,0,858,8,364,230,6,119,42,12
RO_104270,Moviliţa,2020,292,12,0,20,3,49,152,6,35,13,2
RO_004323,Nana,2047,1307,65,0,272,6,538,292,75,40,10,9
RO_104341,Nicolae Bălcescu,1295,503,24,0,92,1,219,101,10,39,11,6
RO_004387,Niculesti,3336,1222,52,0,141,2,238,674,8,74,23,10
RO_004421,Nuci,2299,1559,54,0,72,4,670,692,3,39,17,8
RO_004485,Ogrezeni,3724,782,20,0,155,0,299,190,7,78,31,2
RO_004519,Oinacu,3055,1216,46,0,427,5,128,527,10,42,28,3
RO_004546,Peris,5658,2247,73,0,1066,6,667,216,9,149,53,8
RO_004582,Petrachioaia,2282,1163,30,0,191,5,512,322,4,65,29,5
RO_004635,Plataresti,2875,929,46,0,110,5,484,165,14,69,17,19
RO_004680,Prundu,3639,2363,44,0,92,1,1805,361,8,29,17,6
RO_104715,Putineiu,2163,997,55,0,522,2,64,274,7,44,17,12
RO_004751,Radovanu,3956,1601,65,0,253,8,756,327,15,110,37,30
RO_004788,Rasuceni,2145,1245,50,0,560,6,164,326,6,115,12,6
RO_004831,Roata De Jos,6323,2161,64,0,147,6,1557,256,15,89,19,8
RO_104886,Săruleşti,2283,790,55,0,283,6,196,162,10,40,20,18
RO_104975,Schitu,1646,835,35,0,382,3,263,90,0,36,17,9
RO_105026,Sineşti,2010,482,23,0,26,0,91,306,1,24,11,0
RO_005106,Singureni,2539,1089,52,0,331,8,213,384,7,64,19,11
RO_005142,Slobozia Moara,1687,704,28,0,17,1,405,164,1,33,52,3
RO_005160,Snagov,5138,3892,87,0,979,7,1907,606,28,195,67,16
RO_005222,Sohatu,2500,582,54,0,148,9,219,92,4,31,16,9
RO_005259,Spantov,3678,1070,51,0,431,9,300,165,26,64,13,11
RO_105295,Stăneşti,2357,1209,45,0,490,6,108,472,9,53,15,11
RO_105348,Stoeneşti,1809,1322,31,0,400,5,405,416,5,35,15,10
RO_005384,Soldanu,2611,709,47,0,374,10,37,160,27,39,10,5
RO_005419,Stefanestii De Jos,4001,2957,51,0,140,8,927,893,4,901,30,3
RO_005455,Tamadau Mare,1948,479,27,0,19,5,266,94,13,26,22,7
RO_005534,Tartasesti,3821,1979,82,0,136,3,822,751,5,73,83,24
RO_005570,Tunari,3322,1680,77,0,153,12,1042,188,6,171,21,10
RO_105605,Ulmeni,4274,1093,53,0,590,8,112,243,8,56,15,8
RO_105623,Ulmi,5769,1816,72,0,315,19,962,279,21,93,39,16
RO_005712,Valea Argovei,2120,574,38,0,82,1,266,128,6,29,13,11
RO_005776,Valea Dragului,2507,1821,85,0,174,6,1214,269,9,40,12,12
RO_005794,Valea Macrisului,1615,448,17,0,21,1,98,262,6,24,11,8
RO_005829,Vasilati,3320,829,53,0,298,6,73,287,16,65,18,13
RO_005874,Varasti,4883,2553,77,0,583,6,855,771,89,131,22,19
RO_105909,Vedea,2431,818,33,0,115,8,233,311,8,68,33,9
RO_105936,Vidra,6605,2398,59,0,610,3,1240,312,9,114,42,9
RO_005972,Vanatorii Mici,3765,2560,63,0,1177,9,683,413,15,151,32,17
RO_006318,Baia Mare,123443,21434,681,0,3084,4085,4410,4855,382,2151,1463,323
RO_006363,Grosi,2069,452,20,0,93,14,99,139,16,36,23,12
RO_106407,Recea,4568,1295,37,0,143,38,196,611,21,125,105,19
RO_006461,Tautii-Magheraus,5807,2494,117,0,273,307,375,1143,26,122,105,26
RO_006559,Sighetu Marmatiei,36316,6507,261,0,909,1368,1269,1546,179,595,313,67
RO_006620,Sarasau,2027,473,16,0,19,3,259,41,64,55,16,0
RO_006648,Vadu Izei,2364,511,17,0,40,5,128,217,10,55,35,4
RO_006684,Baia Sprie,13557,2434,96,0,212,599,585,401,53,277,181,30
RO_106746,Oraş Borşa,22370,4248,192,0,974,134,856,1053,31,804,170,34
RO_006782,Cavnic,4363,825,32,0,80,93,89,381,8,96,40,6
RO_006817,Targu Lapus,11056,2952,87,0,254,442,1162,606,82,210,92,17
RO_006979,Viseu De Sus,15041,2459,104,0,417,149,551,811,30,262,109,26
RO_007001,Ardusat,1961,429,19,0,144,7,92,96,3,41,22,5
RO_007047,Arinis,845,494,6,0,73,53,50,267,6,19,15,5
RO_007083,Asuaju De Sus,1186,601,6,0,26,10,72,411,22,32,17,5
RO_007118,Baita De Sub Codru,1414,634,7,0,99,6,387,78,9,31,9,8
RO_007154,Baiut,2191,535,8,0,56,127,167,87,11,46,29,4
RO_007190,Basesti,1173,508,6,0,47,9,107,119,7,51,154,8
RO_107234,Bicaz,889,430,13,0,40,9,162,155,13,20,13,5
RO_107270,Bistra,3314,1514,62,0,241,22,839,126,67,61,93,3
RO_007314,Barsana,3833,643,15,0,172,9,126,188,45,53,30,5
RO_007350,Bocicoiu Mare,3572,538,32,0,168,46,63,126,22,45,30,6
RO_007403,Bogdan Voda,2682,564,24,0,80,13,94,205,13,108,26,1
RO_007430,Boiu Mare,970,442,2,0,171,6,108,65,17,60,9,4
RO_007485,Botiza,2193,940,18,0,34,1,175,641,4,47,19,1
RO_107519,Budeşti,2700,596,23,0,91,7,112,182,43,109,21,8
RO_107546,Călineşti,2697,735,27,0,326,10,99,149,30,65,21,8
RO_007582,Cernesti,2934,718,19,0,190,22,90,244,8,99,43,3
RO_007662,Cicarlau,3204,588,35,0,77,14,218,123,14,56,44,7
RO_007715,Campulung La Tisa,2015,407,11,0,15,278,47,29,3,11,9,4
RO_007733,Copalnic-Manastur,4534,1457,42,0,480,23,314,310,35,172,69,12
RO_007868,Coroieni,1779,1027,18,0,68,22,685,136,26,40,25,7
RO_007920,Cupseni,3001,1144,35,0,125,23,470,282,24,108,69,8
RO_007975,Desesti,2090,1218,24,0,176,12,593,295,17,75,26,0
RO_108017,Oraş Dragomiresti,2614,722,28,0,76,2,380,133,20,60,22,1
RO_108035,Dumbrăviţa,3538,991,13,0,232,30,273,298,34,67,42,2
RO_108106,Fărcaşa,2994,1544,22,0,114,15,899,288,28,50,124,4
RO_008151,Giulesti,2735,528,14,0,92,12,170,119,16,72,28,5
RO_008204,Ieud,3200,629,28,0,158,6,108,248,23,46,11,1
RO_008222,Lapus,3035,515,18,0,82,12,200,111,18,47,23,4
RO_008240,Leordina,2015,526,16,0,185,3,150,123,9,25,12,3
RO_008268,Miresu Mare,3812,1127,22,0,211,12,353,350,21,86,59,13
RO_008348,Moisei,7228,2428,69,0,243,13,1198,415,15,378,82,15
RO_008366,Oarta De Jos,1046,375,2,0,51,8,122,122,20,30,13,7
RO_008400,Ocna Sugatag,3464,951,18,0,103,162,289,127,59,119,62,12
RO_008455,Petrova,2038,728,8,0,135,7,316,168,12,59,19,4
RO_008473,Poienile De Sub Munte,7015,1623,133,0,147,23,506,572,12,164,36,30
RO_008491,Remetea Chioarului,2176,544,28,0,97,90,93,123,10,62,38,3
RO_008552,Remeti,2511,394,10,0,48,47,90,124,11,45,12,7
RO_008598,Repedea,3302,1042,62,0,522,9,196,152,7,69,19,6
RO_008614,Rona De Jos,1728,263,4,0,85,4,36,74,10,39,10,1
RO_008632,Rona De Sus,3768,631,29,0,98,96,92,232,17,47,15,5
RO_008669,Rozavlea,2647,762,13,0,26,9,474,188,7,24,19,2
RO_008696,Ruscova,4206,1093,57,0,493,4,382,84,5,41,22,5
RO_008712,Satulung,4228,1571,40,0,327,40,582,406,24,104,40,8
RO_008794,Săcălăşeni,1777,1216,24,0,176,45,492,94,9,149,220,7
RO_108874,Săcel,2999,821,21,0,144,4,323,78,8,209,29,5
RO_008892,Salistea De Sus,4297,1131,47,0,77,19,568,242,19,107,39,13
RO_008918,Salsig,1193,532,11,0,229,6,180,67,5,22,11,1
RO_008945,Sapanta,2575,737,16,0,211,19,133,283,6,42,15,12
RO_008963,Seini,7494,1385,35,0,226,382,281,259,17,107,66,12
RO_009005,Stramtura,3287,630,22,0,77,10,181,199,28,81,31,1
RO_009041,Suciu de Sus,3314,650,12,0,38,5,163,323,16,61,26,6
RO_109096,Şişeşti,4446,750,16,0,153,16,252,135,27,89,54,8
RO_009176,Somcuta Mare,6239,1905,38,0,250,80,619,629,49,142,82,16
RO_109265,Oraş Ulmeni,5586,2959,61,0,164,581,1685,316,18,79,31,24
RO_009354,Valea Chioarului,1765,736,16,0,234,31,135,179,13,91,33,4
RO_009425,Vima Mica,1268,439,7,0,114,16,101,104,19,55,15,8
RO_009504,Viseu De Jos,4353,868,27,0,103,8,214,321,18,141,27,9
RO_009773,Drobeta-Turnu Severin,96533,16947,490,0,2555,119,5617,4478,289,2368,885,146
RO_109826,Şimian,7818,1947,122,0,388,7,746,399,13,218,42,12
RO_009924,Baia De Arama,4419,2464,80,0,303,15,1492,399,21,128,20,6
RO_010027,Obarsia-Closani,838,370,11,0,118,2,119,61,9,45,4,1
RO_010063,Orsova,11948,3020,83,0,376,18,1054,961,37,324,148,19
RO_010116,Strehaia,9501,3804,128,0,858,35,1482,842,27,343,79,10
RO_010232,Vanju Mare,5286,2418,71,0,217,11,369,1476,13,184,66,11
RO_110296,Bala,3297,1913,54,0,305,20,835,527,23,115,29,5
RO_010456,Balta,1055,762,20,0,352,7,216,99,3,54,9,2
RO_010535,Balacita,2529,855,48,0,427,9,95,205,5,55,9,2
RO_010571,Bacles,1872,1012,31,0,153,28,456,270,12,52,8,2
RO_010688,Balvanesti,836,521,10,0,30,2,387,65,1,20,5,1
RO_010740,Breznita-Motru,1323,1053,29,0,123,3,191,647,1,37,17,5
RO_010820,Breznita-Ocol,3246,910,27,0,81,6,218,440,9,99,26,4
RO_110875,Broşteni,2261,1416,35,0,131,1,162,926,9,123,26,3
RO_010946,Burila Mare,1832,1292,52,0,288,5,280,546,11,77,25,8
RO_011006,Butoiesti,2506,1425,38,0,210,14,476,544,21,85,33,4
RO_111097,Căzăneşti,1822,990,38,0,319,2,341,208,5,60,14,3
RO_111220,Cireşu,483,296,4,0,28,1,74,159,12,17,1,0
RO_011275,Corcova,4599,2172,76,0,147,12,712,1036,7,137,36,9
RO_011417,Corlatel,1106,979,28,0,77,0,298,522,15,25,13,1
RO_011444,Cujmir,2986,1637,55,0,131,5,943,400,5,74,16,8
RO_011480,Devesel,2455,1121,21,0,249,7,368,311,20,108,32,5
RO_011550,Darvari,2293,744,17,0,83,4,136,386,19,78,14,7
RO_111587,Dumbrava,1333,993,33,0,400,6,161,305,32,44,11,1
RO_111685,Floreşti,2098,1320,29,0,52,2,442,723,10,45,11,6
RO_011783,Garla Mare,2584,1162,67,0,108,0,492,437,3,29,15,11
RO_011818,Godeanu,503,334,19,0,32,5,211,46,4,9,7,1
RO_111863,Gogoşu,3055,1562,43,0,121,4,724,506,15,76,66,7
RO_111916,Greci,1085,339,12,0,84,3,108,71,5,41,12,3
RO_111989,Grozeşti,1619,823,28,0,103,6,139,501,1,31,10,4
RO_012030,Gruia,2375,1081,63,0,73,5,185,634,8,67,38,8
RO_012076,Hinova,2201,949,25,0,197,8,224,374,13,91,11,6
RO_012129,Husnicioara,1147,712,21,0,107,6,411,98,9,39,13,8
RO_012245,Eselnita,2398,1164,28,0,76,1,119,866,5,47,19,3
RO_012263,Ilovat,1094,422,10,0,67,3,217,84,3,32,6,0
RO_012334,Ilovita,1108,622,24,0,28,3,230,277,3,45,12,0
RO_012370,Isverna,1847,1001,27,0,78,5,677,164,5,33,9,3
