gisco_id,name,registered,turnout,invalid,blank,VVD,D66,Partij van de Arbeid (P.v.d.A.),PVV (Partij voor de Vrijheid),CDA,SP (Socialistische Partij),GROENLINKS,Partij voor de Dieren,Forum voor Democratie,BBB,ChristenUnie,JA21,Volt,50PLUS,Splinter,Staatkundig Gereformeerde Partij (SGP),CODE ORANJE,BIJ1,Piratenpartij,"Blanco (Zeven, A.J.L.B.)",Trots op Nederland (TROTS),JONG,DENK,NLBeter,Lijst Henk Krol,OPRECHT,NIDA,LP (Libertaire Partij),JEZUS LEEFT,Modern Nederland,DE FEESTPARTIJ (DFP),Vrij en Sociaal Nederland,U-Buntu Connected Front,Wij zijn Nederland,Partij voor de Republiek,De Groenen,Partij van de Eenheid
NL_1676,Schouwen-Duiveland,27562,22989,34,23,5739,2474,1223,2168,2434,1170,585,870,1165,388,1088,697,235,253,64,2108,83,30,31,23,0,17,21,21,11,4,9,11,10,0,0,0,0,0,0,0,0
NL_0518,s-Gravenhage,449253,319724,1423,530,65047,56715,17959,32209,16433,12527,27504,15950,12922,363,6176,5442,10440,2455,936,1544,4329,4541,846,0,331,372,18810,256,265,175,2687,215,0,0,0,139,87,0,0,0,96
NL_0796,s-Hertogenbosch,121353,95871,186,153,22850,18016,4742,10877,6466,6900,5888,4063,4279,254,840,1861,2955,979,320,131,282,519,239,105,166,168,1909,72,94,32,370,44,18,0,73,0,0,0,0,0,20
NL_0965,Simpelveld,8307,6564,12,10,1278,624,577,1223,940,523,199,242,445,68,43,112,63,93,15,8,16,6,11,13,2,8,5,8,13,0,0,3,0,0,3,0,0,0,0,0,2
NL_1702,Sint Anthonis,9442,7901,10,9,2154,946,258,700,1546,659,207,187,298,365,46,173,102,104,16,8,22,14,8,9,7,14,6,6,6,6,0,7,0,0,13,0,0,0,0,0,0
NL_NLZZSE,Sint Eustatius,1893,639,5,4,20,30,6,2,205,3,8,4,6,0,5,2,3,2,0,0,0,14,0,0,0,0,2,0,0,0,0,2,0,0,0,0,320,0,0,0,0
NL_0845,Sint-Michielsgestel,23111,18904,19,14,5466,3301,767,2025,2202,1576,675,580,666,147,151,371,388,188,56,19,55,36,25,16,30,34,21,14,18,3,9,9,3,0,19,0,0,0,0,0,3
NL_1883,Sittard-Geleen,74248,56048,140,106,10325,6970,4121,10042,5887,4305,2559,2115,4428,198,390,983,806,830,165,58,152,155,114,76,127,80,494,47,77,51,163,25,0,0,45,0,0,11,0,0,3
NL_0610,Sliedrecht,19525,15237,13,24,2791,1139,702,1550,1329,826,321,382,879,25,1749,403,145,135,29,2340,67,58,27,16,0,7,190,10,21,5,28,3,21,0,0,0,0,2,0,0,0
NL_1714,Sluis,17163,13138,24,22,3526,1155,941,1830,1579,834,394,415,852,317,195,350,162,200,46,118,43,21,16,15,0,20,18,8,17,7,2,7,3,0,0,0,0,0,0,0,2
NL_0090,Smallingerland,43700,34401,156,58,5242,3970,2970,3622,4599,2659,1364,1042,2700,451,2986,532,368,279,83,638,88,81,88,0,107,48,109,30,27,18,20,9,39,0,0,10,0,0,7,7,0
NL_0342,Soest,36070,29941,60,52,7975,5177,1256,2643,2742,1076,1360,1290,1273,82,1115,880,751,273,93,398,78,112,44,0,44,58,926,41,29,6,48,17,12,0,19,10,6,0,0,0,0
NL_0847,Someren,15383,12185,8,18,3876,1385,341,1586,1636,814,288,260,521,495,81,335,178,172,26,9,32,7,11,11,19,20,14,10,9,2,6,2,3,0,10,0,0,0,0,0,0
NL_0848,Son en Breugel,13456,11267,10,18,3398,2081,425,977,1296,624,459,398,448,53,160,284,256,150,39,21,26,16,19,8,16,17,28,6,15,5,0,5,5,0,12,0,0,0,0,0,0
NL_0037,Stadskanaal,25742,18693,34,36,2689,1332,1579,2933,2509,2013,389,393,1410,368,1752,260,130,199,27,322,52,22,31,0,59,14,16,11,16,61,8,0,12,0,15,8,0,0,0,0,0
NL_0180,Staphorst,12393,11328,8,5,1071,393,212,918,1311,186,103,98,896,244,1509,326,78,47,7,3834,13,4,5,5,19,4,5,5,6,2,2,4,7,0,0,0,0,0,0,0,2
NL_0532,Stede Broec,16566,13167,16,15,3414,1685,603,1682,1479,901,411,400,920,128,189,459,219,210,45,59,84,32,22,10,30,35,55,19,21,6,3,3,3,0,8,0,3,0,0,0,0
NL_0851,Steenbergen,18705,14455,19,14,4193,1417,617,2552,1353,1064,332,376,907,167,228,487,130,193,24,158,55,19,20,14,0,11,33,17,13,9,7,2,13,0,11,0,0,0,0,0,0
NL_1708,Steenwijkerland,35106,28604,36,30,6015,2832,1927,3467,4159,1758,903,777,1710,776,1940,709,349,235,69,399,83,48,38,36,66,34,118,15,25,15,7,10,10,0,0,0,3,3,0,0,2
NL_0971,Stein,20658,16422,0,19,3219,1717,1413,3241,1646,1316,494,569,1360,93,83,322,209,337,54,17,59,29,28,25,40,22,28,17,17,4,18,9,0,0,15,0,0,2,0,0,0
NL_1904,Stichtse Vecht,49687,40711,45,48,10964,6724,1923,4332,3805,1711,1846,1388,1715,239,1292,1136,1055,409,117,721,131,222,71,0,71,66,406,49,32,23,99,18,21,0,14,11,7,0,0,0,0
NL_1900,Súdwest Fryslân,70892,57972,65,77,10643,6993,5188,5595,10050,3543,1958,1940,4341,1469,2185,1282,789,457,166,278,197,97,111,0,110,113,92,43,47,19,16,24,69,0,0,5,0,0,7,3,0
NL_0715,Terneuzen,39627,29334,147,38,6008,2722,1982,4287,3268,1898,731,748,2005,450,1352,729,297,553,86,1193,96,63,67,41,0,43,404,23,26,13,23,24,16,0,0,0,0,0,0,0,13
NL_0093,Terschelling,4083,3955,4,7,955,582,492,328,374,193,184,180,164,83,65,107,110,28,11,5,17,10,8,0,12,16,3,3,4,3,0,3,3,0,0,3,0,0,5,3,0
NL_0448,Texel,11047,10183,8,19,2365,1421,761,901,1146,588,521,499,551,273,216,340,192,63,45,56,28,30,30,17,26,36,16,6,9,2,2,5,2,0,10,0,0,2,0,0,0
NL_1525,Teylingen,28816,24626,25,40,7391,4396,898,2099,2774,1007,1044,843,1029,86,569,807,633,285,95,67,124,64,48,23,0,34,127,26,27,5,35,17,4,3,0,0,3,0,0,0,0
NL_0716,Tholen,19689,15785,19,13,2730,795,624,2034,1454,720,253,328,895,228,1021,379,88,130,10,3825,31,22,23,11,0,9,61,8,19,7,11,8,29,0,0,0,0,0,0,0,0
NL_0281,Tiel,31546,23306,68,30,5684,2806,1442,3283,1653,1478,906,771,1365,82,500,611,368,315,71,185,149,77,30,26,62,35,1057,26,23,31,117,12,17,0,26,0,0,0,0,0,0
NL_0855,Tilburg,165550,119494,372,234,25803,21430,6057,12245,7811,8912,8255,5078,6671,343,1037,2236,3676,1706,432,127,368,1145,346,121,0,218,3891,95,128,30,445,78,55,0,90,0,41,0,0,0,18
NL_0183,Tubbergen,16884,14355,12,18,3578,978,245,1509,5074,367,165,145,540,934,91,352,132,70,16,30,33,4,8,13,15,9,2,3,3,2,0,0,5,0,0,0,0,3,0,0,0
NL_1700,Twenterand,26061,20893,36,22,3583,1123,717,3145,4950,989,260,270,1174,840,1823,385,137,146,26,1007,75,17,26,3,50,16,19,6,16,4,0,6,16,0,0,0,3,4,0,0,3
NL_1730,Tynaarlo,26644,22721,24,21,5211,4618,2051,1565,1975,1264,1461,949,752,299,1022,382,527,171,69,69,47,43,32,42,31,36,11,14,14,5,2,5,5,4,0,0,0,0,0,0,0
NL_0737,Tytsjerksteradiel,25325,20982,34,37,3172,2369,1684,2280,3921,1372,717,659,1547,445,1358,371,213,162,70,252,55,36,58,0,52,22,9,25,11,2,5,12,14,0,0,5,0,0,12,2,0
NL_0856,Uden,32848,25830,47,26,7393,3892,1002,2762,2939,2325,873,734,1247,208,180,618,444,314,69,20,88,52,45,16,55,54,266,24,18,15,45,20,7,0,27,0,0,0,0,0,5
NL_0450,Uitgeest,10629,9173,12,18,2514,1608,551,835,816,494,464,359,426,74,98,298,190,94,37,18,40,26,33,16,24,23,21,11,8,28,7,15,3,0,8,0,2,2,0,0,0
NL_0451,Uithoorn,21900,17951,41,15,5076,2843,866,1919,1546,819,726,693,1049,92,259,627,386,217,65,44,75,129,33,0,44,27,251,16,17,4,40,12,0,0,12,7,0,4,0,0,0
NL_0184,Urk,14036,12819,6,12,222,70,32,1765,994,29,28,33,1223,10,1036,109,32,7,7,6972,0,7,14,0,0,3,26,3,3,4,0,3,175,0,0,0,0,0,0,0,0
NL_0344,Utrecht,256916,209772,390,298,30675,54091,11717,10377,8442,6784,27241,11835,4627,242,4828,2809,14043,960,616,596,298,4426,593,0,105,218,11387,188,80,43,1480,168,53,0,63,62,37,0,0,0,0
NL_1581,Utrechtse Heuvelrug,38878,32604,36,47,7667,6255,1589,2395,2970,1234,1888,1824,1041,168,1494,711,1030,246,92,1158,47,98,40,0,41,33,316,29,19,14,48,12,20,0,17,25,0,0,0,0,0
NL_0981,Vaals,5985,4392,13,16,831,465,356,775,541,363,191,192,280,42,28,73,63,59,11,7,5,10,4,10,6,10,14,2,5,2,7,4,0,0,6,0,0,0,0,0,2
NL_0994,Valkenburg aan de Geul,13519,10980,22,14,2687,1372,893,1685,1259,694,408,467,591,55,93,230,186,139,30,5,24,13,17,10,17,12,11,12,11,4,6,4,0,0,12,0,0,0,0,0,0
NL_0858,Valkenswaard,25041,19563,19,31,5442,2592,1009,2632,2159,1622,658,550,953,114,154,455,357,329,56,17,113,33,41,11,38,42,11,17,43,31,4,5,3,0,21,0,0,0,0,0,3
NL_0047,Veendam,22011,16418,23,33,2817,1692,1795,2507,1237,2044,476,469,1246,228,489,344,146,214,47,69,81,27,37,0,39,21,250,10,7,19,16,11,5,0,14,4,4,0,0,0,0
NL_0345,Veenendaal,50437,41005,79,51,8649,3609,1278,3904,4186,1676,1161,715,1970,144,5652,989,485,315,86,4109,119,110,49,0,55,44,1140,23,22,17,314,13,21,0,14,3,3,0,0,0,0
NL_0717,Veere,17408,15303,17,14,3468,1589,874,979,2050,556,381,526,636,210,900,342,178,169,39,2210,34,20,21,14,0,13,5,10,15,8,3,3,19,0,0,0,0,0,0,0,0
NL_0861,Veldhoven,34559,27882,46,43,8339,4089,1319,3187,2671,2210,1074,747,1322,90,334,593,666,419,80,46,151,52,48,15,41,55,91,22,46,11,22,9,9,0,34,0,0,0,0,0,9
NL_0453,Velsen,53388,41658,79,79,9902,6625,2271,5815,2834,2615,1779,1726,2676,128,877,1210,875,501,125,106,180,165,84,0,128,73,562,39,45,29,45,16,0,0,46,14,2,7,0,0,0
NL_0983,Venlo,76044,55910,83,129,11983,7273,3473,10215,5329,3803,2342,1712,3251,190,317,1120,815,814,150,64,141,120,99,59,104,72,1840,46,62,30,178,44,0,0,40,0,0,6,0,0,6
NL_0984,Venray,33675,25870,44,56,6325,3647,1314,3291,3419,2110,995,585,1261,549,157,491,433,329,55,32,73,45,30,24,46,40,374,19,19,7,54,9,0,0,19,0,0,6,0,0,12
NL_1961,Vijfheerenlanden,44353,35692,55,48,7902,3792,1637,4089,4265,1608,985,865,1612,285,2532,804,451,333,73,2813,92,104,61,0,59,39,962,18,31,30,76,17,15,0,30,6,3,0,0,0,0
NL_0622,Vlaardingen,54667,40381,86,78,8374,5066,2353,5479,2734,2942,1619,1431,2277,76,1173,1431,578,500,120,574,207,277,86,37,0,64,2393,34,35,17,275,20,23,15,0,0,0,7,0,0,0
NL_0096,Vlieland,911,954,0,0,248,188,64,66,67,65,54,52,32,6,15,31,29,11,3,0,6,6,2,0,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
NL_0718,Vlissingen,33880,24444,48,51,4975,2987,1899,2867,1945,1854,920,1014,1824,150,789,608,355,544,97,493,138,127,79,35,0,45,399,39,26,34,51,7,33,0,0,0,0,0,0,0,11
NL_0986,Voerendaal,10148,8436,10,21,1909,1115,699,1209,1064,595,314,350,436,61,80,174,127,106,32,11,21,14,10,10,10,16,17,6,11,3,0,3,0,0,4,0,0,0,0,0,0
NL_0626,Voorschoten,18100,16280,26,13,4410,3362,789,1285,1516,630,955,679,552,38,372,483,551,138,46,56,87,61,26,8,0,18,107,19,9,2,31,6,3,2,0,0,2,0,0,0,0
NL_0285,Voorst,19711,16429,22,18,4598,2336,859,1344,2188,824,619,443,524,811,437,348,278,180,36,299,60,20,21,15,19,28,63,4,8,12,3,3,11,0,0,0,0,0,0,0,0
NL_0865,Vught,24436,19853,23,18,5765,4272,959,1508,1831,1323,994,717,635,95,220,353,539,173,52,27,50,50,36,18,27,31,35,10,19,39,7,7,4,0,14,0,0,0,0,0,2
NL_1949,Waadhoeke,36073,28883,37,33,5118,3101,2841,2866,4929,2151,935,894,2135,866,1212,517,361,223,88,153,88,37,59,0,61,44,30,18,17,25,3,6,20,0,0,6,0,0,6,3,0
NL_0866,Waalre,13261,11246,21,21,3225,2271,462,912,1127,654,556,406,383,26,135,222,416,134,41,20,36,29,25,3,21,17,22,10,19,2,9,5,2,0,10,0,0,0,0,0,4
NL_0867,Waalwijk,36973,28289,44,53,7732,3459,1086,3998,2685,2115,870,790,1505,150,747,666,326,363,87,614,105,41,53,26,0,51,522,24,37,32,42,18,15,0,29,0,3,0,0,0,3
NL_0627,Waddinxveen,22877,18829,26,21,4402,2159,762,1828,1716,764,494,487,984,73,1742,616,266,212,47,1538,89,43,26,19,0,31,323,16,25,19,76,7,12,3,0,0,3,0,0,0,0
NL_0289,Wageningen,28607,24499,40,30,3155,5522,1797,1247,1443,1173,3484,1457,622,82,1016,331,1951,124,59,192,46,303,75,40,20,32,158,18,4,4,43,18,6,0,0,0,7,0,0,0,0
NL_0629,Wassenaar,18139,15315,23,16,5594,2475,443,1589,1477,428,430,539,595,57,225,490,447,111,31,41,96,53,19,22,0,16,44,20,10,4,2,13,4,2,0,0,0,0,0,0,0
NL_0852,Waterland,13588,11856,28,18,2888,1948,773,1160,1201,514,660,550,529,143,208,406,359,104,30,30,28,78,23,66,27,13,23,13,8,3,7,8,3,0,8,0,3,0,0,0,0
NL_0988,Weert,39345,29912,53,50,7257,3833,1551,4277,3254,2030,1759,775,1700,195,213,764,495,368,111,36,73,58,54,31,76,60,614,18,43,26,97,11,0,0,19,0,0,2,0,0,9
NL_0457,Weesp,15028,12263,53,16,2841,2558,773,928,873,638,795,609,393,76,181,264,407,101,28,37,38,105,22,0,15,17,414,19,12,4,25,7,0,0,6,5,0,3,0,0,0
NL_1960,West Betuwe,39928,33293,30,29,8238,3470,1424,4521,3587,1286,909,815,1786,357,1384,928,490,312,73,3129,89,50,33,18,59,41,115,19,27,15,29,4,15,0,11,0,0,0,0,0,0
NL_0668,West Maas en Waal,15739,12916,12,23,4032,1473,461,1760,1551,1122,356,346,560,188,102,342,156,183,23,18,55,13,25,20,23,13,12,4,16,3,9,4,2,0,9,0,0,0,0,0,0
NL_1969,Westerkwartier,50199,40878,53,68,6573,4818,2898,3903,5897,2731,1934,1188,2105,1750,3925,726,592,325,87,695,111,84,58,0,76,54,34,29,34,31,6,11,39,0,31,11,6,0,0,0,0
NL_1701,Westerveld,16405,13816,16,22,3202,1837,1208,1264,1465,829,651,803,599,468,394,355,223,133,49,79,41,17,31,30,33,16,13,9,10,7,4,4,4,0,0,0,0,0,0,0,0
NL_0293,Westervoort,11913,9293,11,20,2080,1353,620,1316,871,794,430,357,445,37,185,218,149,73,43,23,52,24,13,15,18,12,73,11,12,3,13,12,8,0,0,0,2,0,0,0,0
NL_1950,Westerwolde,20397,15258,18,28,2484,1291,1405,2636,1597,1597,507,646,1146,474,415,317,132,186,32,96,65,12,23,0,43,21,12,9,13,14,4,6,16,0,11,4,4,0,0,0,0
NL_1783,Westland,83002,68635,96,104,21462,6870,1772,9408,8973,2108,1243,1653,4751,281,2097,3099,859,622,266,1019,660,94,83,72,0,101,599,74,49,11,129,27,39,2,0,0,0,12,0,0,0
NL_0098,Weststellingwerf,21073,16515,15,26,3424,1728,1355,2258,2093,1277,526,593,1112,522,385,368,193,166,48,94,62,20,35,0,40,18,36,15,18,10,37,10,14,0,0,9,0,0,6,2,0
NL_0614,Westvoorne,12223,10144,6,7,3367,1281,493,1347,824,433,195,378,618,68,179,479,139,111,39,39,52,17,13,8,0,12,7,9,12,2,0,5,2,2,0,0,0,2,0,0,0
NL_0189,Wierden,19150,16545,23,16,4058,1298,497,1508,4038,495,313,191,733,556,1289,426,123,107,16,641,59,15,22,9,25,14,16,6,7,31,3,3,9,0,0,0,0,0,0,0,0
NL_0296,Wijchen,32747,26649,45,36,7542,4067,1339,3164,2849,2056,1043,791,1101,193,256,732,484,325,73,23,64,63,39,21,39,45,149,24,26,6,22,5,6,0,21,0,0,0,0,0,0
NL_1696,Wijdemeren,19336,16377,26,18,5093,2651,641,1643,1654,645,613,640,752,130,428,497,361,131,56,118,55,57,21,0,35,16,38,18,10,4,7,7,0,0,6,3,2,2,0,0,0
NL_0352,Wijk bij Duurstede,18913,15724,26,18,4209,2316,801,1702,1537,839,636,580,796,117,477,428,342,163,41,391,50,34,22,0,32,22,84,12,9,6,6,5,3,0,10,10,0,0,0,0,0
NL_0294,Winterswijk,22952,18370,28,36,4195,2808,1431,1600,2318,1312,721,427,867,958,347,401,242,152,58,60,65,24,30,19,43,22,145,11,16,7,9,10,8,0,0,0,0,0,0,0,0
NL_0873,Woensdrecht,16236,12269,21,13,3647,1245,555,2093,1182,910,280,362,755,97,114,401,130,198,32,17,55,21,19,9,0,26,34,10,19,3,2,4,2,0,14,0,0,0,0,0,0
NL_0632,Woerden,40201,34121,37,59,8614,5436,1443,2651,4219,1198,1488,1039,1209,266,1885,913,766,507,139,1133,100,132,55,0,64,59,489,19,9,32,120,7,14,0,14,4,4,0,0,0,0
NL_0880,Wormerland,13027,10817,10,11,2647,1722,705,1089,823,819,563,536,482,151,238,264,200,141,60,39,56,52,20,3,27,16,83,13,14,8,5,5,3,0,8,0,2,2,0,0,0
NL_0351,Woudenberg,10215,8763,16,24,1872,745,290,638,1057,225,186,204,441,71,815,184,97,54,18,1686,23,12,10,0,20,9,24,7,3,3,10,3,9,0,6,3,0,0,0,0,0
NL_0479,Zaanstad,112516,87049,244,172,16835,12682,6510,10659,4796,6494,4804,4097,4904,382,1458,2065,1565,1185,310,352,395,1371,280,147,249,168,4041,92,108,59,403,60,38,0,77,0,36,11,0,0,0
NL_0297,Zaltbommel,21513,17802,24,15,3755,1963,762,1765,1716,815,617,459,808,81,1182,370,310,129,46,2520,59,32,14,7,35,25,220,10,16,7,21,4,10,0,5,0,0,0,0,0,0
NL_0473,Zandvoort,13503,10756,33,14,3214,1449,536,1599,702,504,354,528,683,25,83,382,231,115,35,12,60,39,26,0,15,18,42,15,18,2,3,7,0,0,8,2,0,2,0,0,0
NL_0050,Zeewolde,16680,13987,22,19,3704,1670,442,1497,1569,534,471,410,967,190,1033,538,272,138,40,243,57,35,16,0,0,16,52,12,11,9,9,3,6,0,0,0,3,0,0,0,3
NL_0355,Zeist,49108,40072,58,71,9305,8242,1964,2885,2968,1518,2959,2078,1311,61,1502,755,1413,298,124,612,104,257,83,0,45,48,1124,32,21,15,155,17,13,0,15,18,13,0,0,0,0
NL_0299,Zevenaar,35565,27903,28,40,7490,3717,1656,3591,3243,2079,1061,880,1373,281,297,658,366,382,72,29,125,56,54,25,59,50,180,26,28,25,12,10,9,0,0,0,9,0,0,0,0
NL_0637,Zoetermeer,95546,73943,162,131,18287,10871,3929,9439,4927,4379,3227,2760,4528,193,2033,2158,1326,1018,262,751,746,527,173,122,0,143,1290,75,84,51,202,42,39,14,0,0,54,0,0,0,0
NL_0638,Zoeterwoude,7019,5901,7,9,1523,1001,222,583,725,267,293,237,265,155,122,143,141,54,10,40,8,13,13,6,0,12,29,10,8,0,3,3,3,0,0,0,0,0,0,0,0
NL_1892,Zuidplas,34063,27746,47,35,7124,3364,1140,2823,2403,1200,801,820,1463,124,1846,1118,434,245,72,1786,122,92,41,39,0,55,329,25,30,81,57,8,17,3,0,0,2,0,0,0,0
NL_0879,Zundert,17244,13451,23,24,4461,1454,448,1738,1800,886,288,313,630,329,85,344,161,197,37,20,50,21,8,13,0,20,42,11,7,4,17,11,4,0,5,0,0,0,0,0,0
NL_0301,Zutphen,37888,30290,51,39,5256,5354,2453,2530,2121,2382,2402,2186,1362,323,889,515,766,270,111,119,101,149,62,95,53,38,517,27,25,12,41,19,19,0,0,0,3,0,0,0,0
NL_1896,Zwartewaterland,16766,14382,38,10,2038,760,491,1331,2060,541,212,166,648,204,2258,252,102,85,16,3041,32,5,9,4,23,11,13,4,4,3,2,5,10,0,0,0,2,2,0,0,2
NL_0642,Zwijndrecht,34589,26030,50,47,5845,2806,1313,3386,2365,1608,747,731,1508,64,1591,856,272,372,72,1129,131,107,58,20,0,34,685,14,35,13,133,5,26,3,0,0,0,4,0,0,0
NL_0193,Zwolle,99879,82028,127,153,14635,15237,5400,5467,7057,4539,6231,3481,3347,427,7656,1367,2383,547,297,852,223,545,227,116,133,124,1085,72,51,41,83,42,65,0,0,0,5,6,0,0,7
