gisco_id,name,registered,turnout,invalid,blank,KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA PO .N IPL ZIELONI - ZPOW-601-6/19,KOMITET WYBORCZY AKCJA ZAWIEDZIONYCH EMERYTÓW RENCISTÓW - ZPOW-601-21/19,KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ - ZPOW-601-5/19,KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE - ZPOW-601-19/19,KOMITET WYBORCZY PRAWICA - ZPOW-601-20/19,KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ - ZPOW-601-9/19,KOMITET WYBORCZY SKUTECZNI PIOTRA LIROYA-MARCA - ZPOW-601-17/19,KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ - ZPOW-601-1/19,KOMITET WYBORCZY WYBORCÓW KOALICJA BEZPARTYJNI I SAMORZĄDOWCY - ZPOW-601-10/19,KOMITET WYBORCZY WYBORCÓW MNIEJSZOŚĆ NIEMIECKA - ZPOW-601-15/19
PL_1001241466401,Częstochowa,173075,113985,795,0,32199,0,6844,4739,0,42304,0,23834,3270,0
PL_1001241506501,Dąbrowa Górnicza,94046,60082,489,0,16897,0,3659,2550,0,21208,0,15279,0,0
PL_1001241476601,Gliwice,136344,89624,775,0,34874,0,6677,4316,0,28167,0,12089,2726,0
PL_1001241496701,Jastrzębie-Zdrój,68314,41635,398,0,9581,0,2970,1801,0,21993,0,4373,519,0
PL_1001241506801,Jaworzno,70863,43863,427,0,13817,0,3065,2646,0,17688,0,6220,0,0
PL_1001241486901,Katowice,227769,153869,1258,0,62465,0,11083,6033,0,51632,0,21398,0,0
PL_1001241487001,Mysłowice,55999,35763,303,0,11972,0,2404,1784,0,15386,0,3914,0,0
PL_1001241457101,Piekary Śląskie,42370,26131,287,0,10326,0,1429,829,0,11370,0,1890,0,0
PL_1001241487201,Ruda Śląska,104865,63085,645,0,20522,0,4749,3016,0,27634,0,6519,0,0
PL_1001241497301,Rybnik,104680,65411,559,0,19732,0,4725,3425,0,29524,0,6424,1022,0
PL_1001241487401,Siemianowice Śląskie,50692,32028,339,0,12396,0,2401,1290,0,11232,0,4370,0,0
PL_1001241507501,Sosnowiec,158349,101390,797,0,31068,0,5332,3501,0,33731,0,26961,0,0
PL_1001241487601,Świętochłowice,37258,21136,253,0,7597,0,1587,1025,0,8357,0,2317,0,0
PL_1001241517701,Tychy,96490,64498,564,0,22663,0,4923,2988,0,25979,0,7381,0,0
PL_1001241477801,Zabrze,128001,68389,779,0,22236,0,6369,3592,0,24487,0,9500,1426,0
PL_1001241497901,Żory,46109,29141,261,0,8379,0,2201,1676,0,13096,0,3103,425,0
PL_1005261530101,Busko-Zdrój,27058,16155,144,0,2601,0,900,1977,0,8435,231,1736,131,0
PL_1005261530102,Gnojno,3648,1890,33,0,62,0,43,216,0,1400,19,109,8,0
PL_1005261530103,Nowy Korczyn,4991,2717,33,0,133,0,82,738,0,1588,17,105,21,0
PL_1005261530104,Pacanów,6111,3088,30,0,147,0,132,534,0,2013,13,155,64,0
PL_1005261530105,Solec-Zdrój,4545,2548,41,0,266,0,87,481,0,1452,29,167,25,0
PL_1005261530106,Stopnica,6175,3322,30,0,203,0,151,564,0,2193,30,144,7,0
PL_1005261530107,Tuczępy,3041,1660,29,0,90,0,62,195,0,1179,6,94,5,0
PL_1005261530108,Wiślica,4559,2339,33,0,157,0,99,272,0,1579,25,157,17,0
PL_1005261530201,Imielno,3586,1888,30,0,106,0,78,290,0,1269,13,94,8,0
PL_1005261530202,Jędrzejów,22274,13138,143,0,2093,0,677,1196,0,7465,160,1298,106,0
PL_1005261530203,Małogoszcz,9179,5345,57,0,408,0,294,403,0,3818,67,259,39,0
PL_1005261530204,Nagłowice,3980,2174,41,0,79,0,97,464,0,1355,10,118,10,0
PL_1005261530205,Oksa,3785,2118,28,0,120,0,73,358,0,1417,16,94,12,0
PL_1005261530206,Sędziszów,10183,5592,61,0,379,0,260,931,0,3403,57,480,21,0
PL_1005261530207,Słupia,3538,1913,44,0,50,0,51,513,0,1156,11,83,5,0
PL_1005261530208,Sobków,6866,4093,59,0,339,0,253,394,0,2717,44,238,49,0
PL_1005261530209,Wodzisław,5820,3174,39,0,220,0,138,479,0,2061,31,191,15,0
PL_1005261530301,Bejsce,3322,1523,16,0,116,0,56,310,0,916,12,92,5,0
PL_1005261530302,Czarnocin,3219,1536,21,0,62,0,55,327,0,977,9,69,16,0
PL_1005261530303,Kazimierza Wielka,13192,6621,93,0,1094,0,360,845,0,3724,44,413,48,0
PL_1005261530304,Opatowiec,2996,1396,17,0,119,0,75,351,0,732,2,96,4,0
PL_1005261530305,Skalbmierz,5327,2534,25,0,136,0,112,571,0,1588,12,82,8,0
PL_1005261520401,Bieliny,8017,4543,51,0,312,0,347,320,0,3235,37,203,38,0
PL_1005261520402,Bodzentyn,9267,4973,75,0,540,0,296,513,0,3133,77,291,48,0
PL_1005261520403,Chęciny,12325,7508,78,0,1086,0,551,656,0,4349,119,590,79,0
PL_1005261520404,Chmielnik,8972,5086,78,0,467,0,290,500,0,3269,90,343,49,0
PL_1005261520405,Daleszyce,12581,7331,78,0,1017,0,529,719,0,4285,133,500,70,0
PL_1005261520406,Górno,11257,7026,59,0,787,0,518,473,0,4581,99,444,65,0
PL_1005261520407,Łagów,5570,2932,42,0,138,0,149,308,0,2135,27,103,30,0
PL_1005261520408,Łopuszno,7255,4375,46,0,277,0,347,487,0,2909,40,233,36,0
PL_1005261520409,Masłów,8664,5442,42,0,1042,0,393,447,0,2840,121,472,85,0
PL_1005261520410,Miedziana Góra,9139,5688,58,0,923,0,421,619,0,2971,128,490,78,0
PL_1005261520411,Mniów,7479,4317,61,0,333,0,225,316,0,3132,36,176,38,0
PL_1005261520412,Morawica,13431,8224,80,0,1784,0,539,614,0,4269,137,718,83,0
PL_1005261520413,Nowa Słupia,7872,4100,38,0,368,0,219,233,0,2699,50,461,32,0
PL_1005261520414,Piekoszów,13139,7751,93,0,856,0,512,624,0,4841,177,549,99,0
PL_1005261520415,Pierzchnica,3976,2232,41,0,173,0,81,230,0,1539,28,123,17,0
PL_1005261520416,Raków,4675,2419,35,0,159,0,94,270,0,1691,21,132,17,0
PL_1005261520417,Nowiny,5972,3808,36,0,765,0,324,535,0,1733,50,322,43,0
PL_1005261520418,Strawczyn,8504,5193,50,0,473,0,431,370,0,3474,86,257,52,0
PL_1005261520419,Zagnańsk,10377,6483,85,0,1121,0,493,399,0,3573,107,630,75,0
PL_1005261520501,Fałków,3688,1920,31,0,125,0,71,126,0,1438,10,114,5,0
PL_1005261520502,Gowarczów,3827,2119,39,0,133,0,76,146,0,1408,26,281,10,0
PL_1005261520503,Końskie,28759,17137,174,0,2776,0,945,1033,0,9192,177,2732,108,0
PL_1005261520504,Radoszyce,7231,3743,45,0,219,0,188,238,0,2772,39,223,19,0
PL_1005261520505,Ruda Maleniecka,2603,1543,22,0,119,0,70,148,0,1036,13,126,9,0
PL_1005261520506,Słupia Konecka,2724,1454,32,0,77,0,81,175,0,993,17,70,9,0
PL_1005261520507,Smyków,3031,1680,25,0,128,0,86,109,0,1207,21,84,20,0
PL_1005261520508,Stąporków,14158,7258,99,0,866,0,356,950,0,3991,97,839,60,0
PL_1005261530601,Baćkowice,3959,2110,38,0,83,0,84,213,0,1569,23,84,16,0
PL_1005261530602,Iwaniska,5489,2933,67,0,94,0,118,467,0,2039,24,110,14,0
PL_1005261530603,Lipnik,4373,2086,22,0,120,0,82,265,0,1437,28,116,16,0
PL_1005261530604,Opatów,9628,5245,106,0,499,0,225,726,0,3083,92,442,72,0
PL_1005261530605,Ożarów,8663,4493,91,0,458,0,235,749,0,2475,48,387,50,0
PL_1005261530606,Sadowie,3271,1756,18,0,125,0,80,204,0,1159,23,132,15,0
PL_1005261530607,Tarłów,4400,2144,32,0,124,0,85,253,0,1477,18,128,27,0
PL_1005261530608,Wojciechowice,3337,1711,39,0,95,0,82,372,0,972,20,115,16,0
PL_1005261520701,Ostrowiec Świętokrzyski,54228,30248,339,0,6771,0,1733,2148,0,13448,418,5046,345,0
PL_1005261520702,Bałtów,2985,1660,35,0,292,0,100,147,0,946,11,115,14,0
PL_1005261520703,Bodzechów,10862,5783,99,0,944,0,364,507,0,2996,111,692,70,0
PL_1005261520704,Ćmielów,5995,2914,42,0,359,0,206,328,0,1529,68,354,28,0
PL_1005261520705,Kunów,7911,4306,69,0,587,0,282,340,0,2416,63,499,50,0
PL_1005261520706,Waśniów,5418,2649,41,0,132,0,131,285,0,1891,22,118,29,0
PL_1005261530801,Działoszyce,4179,2014,24,0,140,0,69,396,0,1226,9,138,12,0
PL_1005261530802,Kije,3680,2156,26,0,177,0,147,213,0,1401,42,132,18,0
PL_1005261530803,Michałów,3788,1974,25,0,137,0,75,306,0,1298,7,123,3,0
PL_1005261530804,Pińczów,17727,9539,92,0,1609,0,520,921,0,5383,121,832,61,0
PL_1005261530805,Złota,3824,1863,18,0,113,0,62,328,0,1133,8,145,56,0
PL_1005261530901,Sandomierz,19306,11241,98,0,2551,0,766,1457,0,4613,120,1526,110,0
PL_1005261530902,Dwikozy,7140,3444,46,0,405,0,234,676,0,1760,27,269,27,0
PL_1005261530903,Klimontów,6580,3181,60,0,245,0,139,437,0,2088,25,155,32,0
PL_1005261530904,Koprzywnica,5488,3098,51,0,266,0,144,551,0,1892,32,147,15,0
PL_1005261530905,Łoniów,6059,3367,52,0,145,0,155,824,0,2080,10,94,7,0
PL_1005261530906,Obrazów,5282,2610,40,0,203,0,144,483,0,1547,24,156,13,0
PL_1005261530907,Samborzec,6999,3729,36,0,298,0,246,754,0,2136,24,209,26,0
PL_1005261530908,Wilczyce,3097,1476,23,0,119,0,98,332,0,819,7,67,11,0
PL_1005261530909,Zawichost,3633,1814,29,0,155,0,67,328,0,1056,17,143,19,0
PL_1005261521001,Skarżysko-Kamienna,36406,21471,157,0,6168,0,1246,1036,0,9367,340,2930,227,0
PL_1005261521002,Bliżyn,6705,3598,53,0,765,0,195,136,0,2029,51,326,43,0
PL_1005261521003,Łączna,4138,2327,33,0,228,0,165,174,0,1520,38,143,26,0
PL_1005261521004,Skarżysko Kościelne,4953,2774,36,0,460,0,192,218,0,1524,46,267,31,0
PL_1005261521005,Suchedniów,8292,4833,72,0,1276,0,313,295,0,2273,62,489,53,0
PL_1005261521101,Starachowice,39069,23490,197,0,6594,0,1627,1085,0,10278,391,2988,330,0
PL_1005261521102,Brody,8843,4904,60,0,706,0,358,264,0,3069,72,316,59,0
PL_1005261521103,Mirzec,6568,3984,56,0,327,0,266,483,0,2572,51,199,30,0
PL_1005261521104,Pawłów,12011,6420,94,0,439,0,424,388,0,4683,88,242,62,0
PL_1005261521105,Wąchock,5609,3203,41,0,638,0,192,189,0,1745,52,303,43,0
PL_1005261531201,Bogoria,6314,3328,51,0,197,0,171,401,0,2327,22,131,28,0
PL_1005261531202,Łubnice,3397,1882,19,0,47,0,88,200,0,1419,11,75,23,0
PL_1005261531203,Oleśnica,3219,1623,31,0,79,0,65,307,0,1035,13,80,13,0
PL_1005261531204,Osiek,6313,3653,41,0,117,0,142,280,0,2897,31,130,15,0
PL_1005261531205,Połaniec,9287,5531,58,0,540,0,334,629,0,3506,53,373,38,0
PL_1005261531206,Rytwiany,5177,2760,33,0,215,0,170,274,0,1843,17,190,18,0
PL_1005261531207,Staszów,21065,11475,111,0,1476,0,619,1196,0,6603,104,1233,133,0
PL_1005261531208,Szydłów,3820,2083,36,0,76,0,98,495,0,1222,16,130,10,0
PL_1005261531301,Kluczewsko,4290,2504,31,0,96,0,111,311,0,1803,18,121,13,0
PL_1005261531302,Krasocin,8537,4956,65,0,354,0,301,497,0,3423,49,221,46,0
PL_1005261531303,Moskorzew,2315,1248,12,0,43,0,34,211,0,862,3,78,5,0
PL_1005261531304,Radków,2098,1111,8,0,43,0,50,262,0,664,6,78,0,0
PL_1005261531305,Secemin,3997,2180,40,0,115,0,114,358,0,1396,8,137,12,0
PL_1005261531306,Włoszczowa,15981,9423,100,0,682,0,536,1865,0,5343,87,778,32,0
PL_1005261526101,Kielce,151204,100954,684,0,29909,0,6644,5758,0,40051,2381,14487,1040,0
PL_1004281560101,Bartoszyce,18238,10397,150,0,3708,0,492,639,0,3960,0,1251,197,0
PL_1004281560102,Górowo Iławeckie,3217,1716,26,0,790,0,71,82,0,550,0,150,47,0
PL_1004281560103,Bartoszyce,8464,3946,102,0,840,0,234,475,0,1940,0,275,80,0
PL_1004281560104,Bisztynek,4995,2127,67,0,370,0,122,200,0,873,0,450,45,0
PL_1004281560105,Górowo Iławeckie,6388,2324,68,0,878,0,92,178,0,853,0,180,75,0
PL_1004281560106,Sępopol,4973,2017,59,0,507,0,78,155,0,985,0,177,56,0
PL_1004281540201,Braniewo,13263,7426,112,0,2244,0,460,772,0,2334,0,923,581,0
PL_1004281540202,Braniewo,4772,2039,53,0,374,0,115,362,0,845,0,144,146,0
PL_1004281540203,Frombork,3079,1518,20,0,447,0,91,146,0,542,0,200,72,0
PL_1004281540204,Lelkowo,2332,881,39,0,248,0,30,101,0,390,0,55,18,0
PL_1004281540205,Pieniężno,5069,2215,35,0,557,0,91,309,0,1020,0,158,45,0
PL_1004281540206,Płoskinia,2011,874,17,0,185,0,35,123,0,391,0,77,46,0
PL_1004281540207,Wilczęta,2309,1047,30,0,296,0,40,113,0,447,0,100,21,0
PL_1004281540301,Działdowo,16671,9461,132,0,2844,0,495,1001,0,3774,0,998,217,0
PL_1004281540302,Działdowo,7336,3217,101,0,429,0,141,637,0,1657,0,187,65,0
PL_1004281540303,Iłowo-Osada,5561,2711,74,0,490,0,175,307,0,1348,0,254,63,0
PL_1004281540304,Lidzbark,11249,5622,145,0,773,0,299,1044,0,2675,0,551,135,0
PL_1004281540305,Płośnica,4530,2197,62,0,213,0,91,569,0,1124,0,109,29,0
PL_1004281540306,Rybno,5762,3070,85,0,391,0,179,344,0,1804,0,208,59,0
PL_1004281540401,Elbląg,5750,2795,37,0,779,0,179,282,0,1089,0,339,90,0
PL_1004281540402,Godkowo,2484,1009,27,0,179,0,30,101,0,585,0,62,25,0
PL_1004281540403,Gronowo Elbląskie,3890,1813,47,0,501,0,93,173,0,683,0,242,74,0
PL_1004281540404,Markusy,3145,1359,43,0,301,0,75,145,0,658,0,105,32,0
PL_1004281540405,Milejewo,2678,1448,31,0,344,0,116,157,0,595,0,165,40,0
PL_1004281540406,Młynary,3555,1746,41,0,309,0,86,394,0,715,0,157,44,0
PL_1004281540407,Pasłęk,15076,7566,121,0,2376,0,403,691,0,2860,0,888,227,0
PL_1004281540408,Rychliki,3005,1200,24,0,279,0,48,169,0,526,0,126,28,0
PL_1004281540409,Tolkmicko,5134,2455,50,0,609,0,146,235,0,1004,0,346,65,0
PL_1004281550501,Ełk,44810,23919,246,0,6284,0,2229,1893,0,9563,182,3522,0,0
PL_1004281550502,Ełk,8831,4116,82,0,899,0,380,458,0,1763,37,497,0,0
PL_1004281550503,Kalinowo,5248,2101,52,0,246,0,135,249,0,1248,18,153,0,0
PL_1004281550504,Prostki,5568,2184,44,0,383,0,130,232,0,1196,16,183,0,0
PL_1004281550505,Stare Juchy,2989,1257,21,0,212,0,85,207,0,590,6,136,0,0
PL_1004281550601,Giżycko,22473,13000,170,0,4354,0,915,1337,0,4243,101,1880,0,0
PL_1004281550604,Giżycko,6730,3530,68,0,918,0,236,586,0,1337,28,357,0,0
PL_1004281550605,Kruklanki,2471,1240,32,0,469,0,62,140,0,415,2,120,0,0
PL_1004281550606,Miłki,3024,1369,23,0,201,0,92,268,0,661,7,117,0,0
PL_1004281550608,Ryn,4596,2119,55,0,431,0,169,295,0,928,13,228,0,0
PL_1004281550610,Wydminy,5078,2365,65,0,308,0,118,666,0,1007,12,189,0,0
PL_1004281540701,Iława,26767,15828,189,0,4927,0,935,1814,0,5745,0,1868,350,0
PL_1004281540702,Lubawa,7513,4476,66,0,1003,0,352,638,0,1926,0,385,106,0
PL_1004281540703,Iława,9681,4927,109,0,1111,0,312,675,0,2247,0,398,75,0
PL_1004281540704,Kisielice,4739,2136,67,0,454,0,111,263,0,1069,0,148,24,0
PL_1004281540705,Lubawa,8193,4410,108,0,406,0,312,741,0,2576,0,195,72,0
PL_1004281540706,Susz,9618,4370,100,0,949,0,341,434,0,2017,0,367,162,0
PL_1004281540707,Zalewo,5507,2359,65,0,510,0,162,362,0,1019,0,195,46,0
PL_1004281560801,Kętrzyn,21199,11849,139,0,2776,0,702,2404,0,4086,56,1686,0,0
PL_1004281560802,Barciany,4821,1796,46,0,278,0,81,315,0,871,11,194,0,0
PL_1004281560803,Kętrzyn,6323,2763,74,0,539,0,215,423,0,1141,28,343,0,0
PL_1004281560804,Korsze,7982,3335,94,0,585,0,223,424,0,1522,24,463,0,0
PL_1004281560805,Reszel,6130,3071,52,0,534,0,178,338,0,1157,10,802,0,0
PL_1004281560806,Srokowo,3069,1337,38,0,234,0,94,199,0,581,13,178,0,0
PL_1004281560901,Lidzbark Warmiński,12149,7100,96,0,3239,0,405,363,0,2195,0,667,135,0
PL_1004281560902,Kiwity,2689,1279,36,0,245,0,92,129,0,662,0,86,29,0
PL_1004281560903,Lidzbark Warmiński,5330,2286,63,0,796,0,138,170,0,953,0,119,47,0
PL_1004281560904,Lubomino,2804,1200,29,0,324,0,60,120,0,569,0,80,18,0
PL_1004281560905,Orneta,9412,4639,94,0,1339,0,280,300,0,1954,0,534,138,0
PL_1004281561001,Mrągowo,17093,9867,125,0,3352,0,639,1005,0,3398,63,1285,0,0
PL_1004281561002,Mikołajki,6521,3232,65,0,955,0,181,378,0,1221,24,408,0,0
PL_1004281561003,Mrągowo,6274,3098,52,0,869,0,209,438,0,1187,13,330,0,0
PL_1004281561004,Piecki,5977,2834,60,0,604,0,185,375,0,1374,16,220,0,0
PL_1004281561005,Sorkwity,3695,1816,52,0,322,0,114,431,0,722,6,169,0,0
PL_1004281561101,Janowiec Kościelny,2551,1253,32,0,110,0,87,142,0,796,13,73,0,0
PL_1004281561102,Janowo,2123,1002,13,0,156,0,64,97,0,569,8,95,0,0
PL_1004281561103,Kozłowo,4599,1799,61,0,227,0,105,220,0,1017,13,156,0,0
PL_1004281561104,Nidzica,16330,8518,111,0,2036,0,518,746,0,4011,50,1046,0,0
PL_1004281541201,Nowe Miasto Lubawskie,8268,4814,75,0,1163,0,172,977,0,1859,0,502,66,0
PL_1004281541202,Biskupiec,7400,3807,120,0,484,0,117,1015,0,1602,0,444,25,0
PL_1004281541203,Grodziczno,4905,2558,63,0,213,0,88,414,0,1607,0,125,48,0
PL_1004281541204,Kurzętnik,6886,3710,75,0,365,0,212,732,0,1995,0,269,62,0
PL_1004281541205,Nowe Miasto Lubawskie,6295,3291,79,0,401,0,160,650,0,1658,0,275,68,0
PL_1004281551303,Kowale Oleckie,3870,1479,24,0,181,0,90,249,0,772,10,153,0,0
PL_1004281551304,Olecko,16544,8442,121,0,1776,0,529,1281,0,3675,59,1001,0,0
PL_1004281551305,Świętajno,3081,1256,31,0,193,0,58,223,0,629,9,113,0,0
PL_1004281551306,Wieliczki,2603,1186,38,0,141,0,116,122,0,668,8,93,0,0
PL_1004281561401,Barczewo,14294,7740,126,0,2102,0,536,1049,0,2697,64,1166,0,0
PL_1004281561402,Biskupiec,14601,7407,121,0,1205,0,430,2093,0,2648,58,852,0,0
PL_1004281561403,Dobre Miasto,12379,6498,97,0,1520,0,578,1106,0,2520,43,634,0,0
PL_1004281561404,Dywity,9416,5797,76,0,2053,0,383,657,0,1734,34,860,0,0
PL_1004281561405,Gietrzwałd,5196,3009,60,0,928,0,241,406,0,925,24,425,0,0
PL_1004281561406,Jeziorany,6015,2656,63,0,363,0,169,607,0,1132,15,307,0,0
PL_1004281561407,Jonkowo,5752,3309,59,0,1194,0,240,364,0,984,15,453,0,0
PL_1004281561408,Kolno,2566,1131,33,0,145,0,45,248,0,527,4,129,0,0
PL_1004281561409,Olsztynek,10764,5293,118,0,1388,0,591,629,0,1961,22,584,0,0
PL_1004281561410,Purda,6749,3634,59,0,976,0,254,489,0,1238,27,591,0,0
PL_1004281561411,Stawiguda,7998,5533,61,0,1973,0,436,734,0,1371,55,903,0,0
PL_1004281561412,Świątki,3133,1390,32,0,263,0,94,206,0,638,12,145,0,0
PL_1004281541501,Ostróda,25401,15181,214,0,5179,0,905,1088,0,4925,0,2453,417,0
PL_1004281541502,Dąbrówno,3319,1429,36,0,205,0,106,172,0,767,0,120,23,0
PL_1004281541503,Grunwald,4305,1672,54,0,287,0,75,246,0,796,0,163,51,0
PL_1004281541504,Łukta,3600,1637,34,0,423,0,126,249,0,554,0,202,49,0
PL_1004281541505,Małdyty,4879,2079,42,0,484,0,107,290,0,852,0,261,43,0
PL_1004281541506,Miłakowo,4275,1883,36,0,464,0,119,196,0,849,0,177,42,0
PL_1004281541507,Miłomłyn,3979,1915,52,0,647,0,113,168,0,688,0,216,31,0
PL_1004281541508,Morąg,18855,9785,220,0,3277,0,485,1063,0,3558,0,943,239,0
PL_1004281541509,Ostróda,12392,6130,151,0,1440,0,455,774,0,2394,0,732,184,0
PL_1004281551601,Biała Piska,9050,4054,123,0,777,0,198,487,0,2191,19,259,0,0
PL_1004281551602,Orzysz,7052,3395,74,0,473,0,193,678,0,1557,22,398,0,0
PL_1004281551603,Pisz,21302,10834,122,0,1798,0,713,1491,0,5694,49,967,0,0
PL_1004281551604,Ruciane-Nida,6515,3384,58,0,636,0,254,512,0,1622,16,286,0,0
PL_1004281561701,Szczytno,18384,10861,111,0,2830,0,660,1509,0,4240,91,1420,0,0
PL_1004281561702,Dźwierzuty,5328,2330,59,0,292,0,153,512,0,1089,6,219,0,0
PL_1004281561703,Jedwabno,3090,1409,42,0,262,0,78,250,0,618,13,146,0,0
PL_1004281561704,Pasym,4303,2135,62,0,348,0,190,239,0,905,20,371,0,0
PL_1004281561705,Rozogi,4445,2034,47,0,182,0,140,293,0,1282,15,75,0,0
PL_1004281561706,Szczytno,9820,5114,111,0,1053,0,345,906,0,2165,42,492,0,0
PL_1004281561707,Świętajno,4803,2399,51,0,338,0,120,454,0,1228,31,177,0,0
PL_1004281561708,Wielbark,5080,2159,67,0,286,0,112,407,0,1116,14,157,0,0
PL_1004281551801,Banie Mazurskie,3027,1285,37,0,263,0,49,224,0,521,9,182,0,0
PL_1004281551802,Dubeninki,2303,979,32,0,98,0,49,150,0,546,11,93,0,0
PL_1004281551803,Gołdap,15879,7582,109,0,2270,0,395,846,0,2871,45,1046,0,0
PL_1004281551901,Budry,2315,1034,22,0,131,0,56,216,0,539,1,69,0,0
PL_1004281551902,Pozezdrze,2652,1262,22,0,239,0,44,207,0,609,10,131,0,0
PL_1004281551903,Węgorzewo,12916,6652,75,0,1680,0,402,1213,0,2347,41,894,0,0
PL_1004281546101,Elbląg,90392,54273,480,0,18724,0,2940,3372,0,19215,0,8395,1147,0
PL_1004281566201,Olsztyn,129939,87215,748,0,29141,0,6047,8435,0,26897,656,15291,0,0
PL_1002301600101,Chodzież,14769,9597,117,0,3680,0,558,1055,0,2569,0,1618,0,0
PL_1002301600102,Budzyń,6447,3574,70,0,848,0,323,588,0,1234,0,511,0,0
PL_1002301600103,Chodzież,4605,2750,40,0,820,0,207,477,0,827,0,379,0,0
PL_1002301600104,Margonin,4935,3096,68,0,737,0,263,622,0,1001,0,405,0,0
PL_1002301600105,Szamocin,5818,3153,59,0,535,0,172,899,0,1176,0,312,0,0
PL_1002301600201,Czarnków,8457,5283,50,0,2237,0,333,507,0,1543,0,613,0,0
PL_1002301600202,Czarnków,8817,4811,144,0,1326,0,373,641,0,1865,0,462,0,0
PL_1002301600203,Drawsko,4615,2628,50,0,539,0,158,298,0,1208,0,375,0,0
PL_1002301600204,Krzyż Wielkopolski,6860,3602,58,0,1062,0,202,403,0,1372,0,505,0,0
PL_1002301600205,Lubasz,5826,3460,77,0,1010,0,250,545,0,1231,0,347,0,0
PL_1002301600206,Połajewo,4814,2663,80,0,595,0,168,419,0,1167,0,234,0,0
PL_1002301600207,Trzcianka,18425,10879,166,0,2623,0,578,2511,0,3771,0,1230,0,0
PL_1002301600208,Wieleń,9605,5164,123,0,1102,0,290,917,0,2140,0,592,0,0
PL_1002301580301,Gniezno,52789,33999,355,0,10450,212,2145,1648,0,11197,0,7992,0,0
PL_1002301580302,Czerniejewo,6205,3590,79,0,745,26,241,307,0,1509,0,683,0,0
PL_1002301580303,Gniezno,9091,5834,79,0,1507,39,410,699,0,2047,0,1053,0,0
PL_1002301580304,Kiszkowo,4226,2354,54,0,398,20,150,330,0,1011,0,391,0,0
PL_1002301580305,Kłecko,5801,3457,71,0,551,26,212,358,0,1626,0,613,0,0
PL_1002301580306,Łubowo,4983,3130,60,0,751,19,185,322,0,1258,0,535,0,0
PL_1002301580307,Mieleszyn,3037,1594,33,0,271,7,80,175,0,787,0,241,0,0
PL_1002301580308,Niechanowo,4571,2793,69,0,392,10,148,135,0,1193,0,846,0,0
PL_1002301580309,Trzemeszno,10884,5717,118,0,1036,58,455,545,0,2516,0,989,0,0
PL_1002301580310,Witkowo,10571,6394,112,0,992,37,320,483,0,2792,0,1658,0,0
PL_1002301590401,Borek Wielkopolski,5875,3024,61,0,495,0,240,429,0,1448,0,351,0,0
PL_1002301590402,Gostyń,21834,13051,211,0,3095,0,1531,1156,0,5083,0,1975,0,0
PL_1002301590403,Krobia,10100,5250,86,0,877,0,452,579,0,2618,0,638,0,0
PL_1002301590404,Pępowo,4696,2763,67,0,644,0,181,251,0,1387,0,233,0,0
PL_1002301590405,Piaski,6813,3818,70,0,759,0,401,423,0,1732,0,433,0,0
PL_1002301590406,Pogorzela,3918,1974,50,0,517,0,114,283,0,869,0,141,0,0
PL_1002301590407,Poniec,6067,3029,100,0,497,0,293,373,0,1432,0,334,0,0
PL_1002301590501,Granowo,3865,2249,61,0,564,0,169,220,0,1062,0,173,0,0
PL_1002301590502,Grodzisk Wielkopolski,15102,9165,149,0,2932,0,619,740,0,3318,0,1407,0,0
PL_1002301590503,Kamieniec,5092,2863,80,0,836,0,164,320,0,1241,0,222,0,0
PL_1002301590504,Rakoniewice,9941,5668,116,0,1457,0,464,892,0,2249,0,490,0,0
PL_1002301590505,Wielichowo,5315,3114,58,0,719,0,235,424,0,1440,0,238,0,0
PL_1002301570601,Jaraczewo,6326,3697,74,0,307,0,198,742,0,2076,0,300,0,0
PL_1002301570602,Jarocin,35460,21183,318,0,4501,0,1162,3357,0,8981,0,2864,0,0
PL_1002301570603,Kotlin,5557,3023,64,0,389,0,165,484,0,1637,0,284,0,0
PL_1002301570604,Żerków,8167,4534,75,0,539,0,254,742,0,2595,0,329,0,0
PL_1002301570701,Blizanów,7946,4480,67,0,711,0,304,759,0,2177,0,462,0,0
PL_1002301570702,Brzeziny,4637,2603,35,0,177,0,148,459,0,1423,0,361,0,0
PL_1002301570703,Ceków-Kolonia,3815,2084,65,0,443,0,73,447,0,911,0,145,0,0
PL_1002301570704,Godziesze Wielkie,7565,4487,64,0,567,0,273,665,0,2395,0,523,0,0
PL_1002301570705,Koźminek,6024,3234,39,0,381,0,206,449,0,1873,0,286,0,0
PL_1002301570706,Lisków,4286,2246,45,0,222,0,78,442,0,1239,0,220,0,0
PL_1002301570707,Mycielin,3929,2061,35,0,191,0,92,357,0,1224,0,162,0,0
PL_1002301570708,Opatówek,8522,5239,60,0,848,0,337,503,0,2786,0,705,0,0
PL_1002301570709,Stawiszyn,5689,3211,81,0,441,0,181,536,0,1645,0,327,0,0
PL_1002301570710,Szczytniki,6218,3659,52,0,233,0,135,469,0,2486,0,284,0,0
PL_1002301570711,Żelazków,7547,4556,69,0,841,0,265,513,0,2422,0,446,0,0
